k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0512020327150822, -0.3284987807273865, 0.1747747957706451, 0.4842114746570587, 0.3365215063095093, 0.2501654624938965, 0.1724041551351547, 0.245895192027092, -0.0109115429222584, 0.1118864566087723, 0.0263772290199995, -0.1730238348245621, 0.059964794665575, 0.1842759251594543, -0.1574073135852814, -0.1547022312879562, -0.2951728701591492, 0.0426227189600468, -0.3072008490562439, -0.0202190857380629, 0.2125610560178757, -0.0013137486530468]| 14.1178884506225586|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     104|[-208.43365252390504, -68.51334340497851, 8.259017862379551, 169.51398953050375, 6.55101253092289, -51.1744088428095, 30.531236462295055, -80.77826720662415, -23.320168126374483, -51.72904574871063, -79.497657218948, 17.638367779552937, -58.22411452233791, -37.71128068800317, 49.86071464093402, -85.66607681661844, -26.09421734046191, 56.561478707939386, 62.4888238213025, -28.722132550552487, 4.419998273253441, 31.94736826152075]| 11.6236438751220703|     64.00000000|[6241, 416, 0, 104]                                                        | | GPS sucess | actual_k=4
     105|[-214.68811571970582, -71.77239949628711, 24.897434152662754, 171.62194045633078, 17.089721217751503, -48.85837834049016, 36.56661158055067, -89.95839816518128, -30.404170144349337, -42.60163486003876, -59.10900060273707, 27.386797077953815, -54.16228400170803, -40.64057575102197, 37.252726283390075, -79.76519171148539, -2.181686441414058, 49.757178876549006, 51.3557147285901, -25.909307109192014, -35.93936909735203, 15.038089391891845]| 11.6176033020019531|    128.00000000|[6301, 420, 0, 105]                                                        | | GPS sucess | actual_k=4
     106|[-214.68811571970582, -71.77239949628711, 24.897434152662754, 171.62194045633078, 17.089721217751503, -48.85837834049016, 36.56661158055067, -89.95839816518128, -30.404170144349337, -42.60163486003876, -59.10900060273707, 27.386797077953815, -54.16228400170803, -40.64057575102197, 37.252726283390075, -79.76519171148539, -2.181686441414058, 49.757178876549006, 51.3557147285901, -25.909307109192014, -35.93936909735203, 15.038089391891845]| 11.6176033020019531|     64.00000000|[6361, 424, 0, 106]                                                        |  | used linear model with 65 points | actual_k=4
     107|[-214.68811571970582, -71.77239949628711, 24.897434152662754, 171.62194045633078, 17.089721217751503, -48.85837834049016, 36.56661158055067, -89.95839816518128, -30.404170144349337, -42.60163486003876, -59.10900060273707, 27.386797077953815, -54.16228400170803, -40.64057575102197, 37.252726283390075, -79.76519171148539, -2.181686441414058, 49.757178876549006, 51.3557147285901, -25.909307109192014, -35.93936909735203, 15.038089391891845]| 11.6176033020019531|     32.00000000|[6421, 428, 0, 107]                                                        |  | used linear model with 65 points | actual_k=4
     108|[-218.47199142351747, -80.52106435224414, 38.47423068434, 173.1227126941085, 28.660858646035194, -45.70634358096868, 47.691716484725475, -92.55045801587403, -21.590532410889864, -34.68463933467865, -55.80324141122401, 22.273194916546345, -53.96546643972397, -43.012172325805295, 38.22536608250812, -77.60649815946817, -9.558190862648189, 42.97049484029412, 46.83447687840089, -23.85446940548718, -23.403306856751442, 13.918223497574218]| 11.5893831253051758|     64.00000000|[6481, 432, 0, 108]                                                        | | GPS sucess | actual_k=4
     109|[-218.47199142351747, -80.52106435224414, 38.47423068434, 173.1227126941085, 28.660858646035194, -45.70634358096868, 47.691716484725475, -92.55045801587403, -21.590532410889864, -34.68463933467865, -55.80324141122401, 22.273194916546345, -53.96546643972397, -43.012172325805295, 38.22536608250812, -77.60649815946817, -9.558190862648189, 42.97049484029412, 46.83447687840089, -23.85446940548718, -23.403306856751442, 13.918223497574218]| 11.5893831253051758|     32.00000000|[6541, 436, 0, 109]                                                        |  | used linear model with 65 points | actual_k=4
     110|[-218.47199142351747, -80.52106435224414, 38.47423068434, 173.1227126941085, 28.660858646035194, -45.70634358096868, 47.691716484725475, -92.55045801587403, -21.590532410889864, -34.68463933467865, -55.80324141122401, 22.273194916546345, -53.96546643972397, -43.012172325805295, 38.22536608250812, -77.60649815946817, -9.558190862648189, 42.97049484029412, 46.83447687840089, -23.85446940548718, -23.403306856751442, 13.918223497574218]| 11.5893831253051758|     16.00000000|[6601, 440, 0, 110]                                                        |  | used linear model with 65 points | actual_k=4
     111|[-220.24183547869325, -82.42124743387103, 40.34977690130472, 174.10637261718512, 24.4661975055933, -40.54289858508855, 41.438349060714245, -86.06544166989625, -25.090343344956636, -35.23243695497513, -51.17536608316004, 26.883155472576618, -59.510152757167816, -42.7444555007969, 35.613454547245055, -76.41801015287638, -10.949491898529232, 46.68441495671868, 45.442139317747205, -25.67643748410046, -21.59985412657261, 12.997199115459807]| 11.5869550704956055|     32.00000000|[6661, 444, 0, 111]                                                        | | GPS sucess | actual_k=4
     112|[-225.80189550295472, -86.73800749704242, 54.86891046911478, 176.25883366912603, 36.794082179665565, -40.61061066109687, 45.55351334065199, -91.22707134671509, -19.419569361954927, -36.24367827177048, -52.54170016385615, 33.82564700394869, -66.92495959997177, -38.3496710502659, 30.02700587781146, -73.29993192106485, -21.46073857974261, 47.477904353290796, 46.904918958898634, -10.865193473175168, -26.966394558548927, 11.111247000400908]| 11.5688610076904297|     64.00000000|[6721, 448, 0, 112]                                                        | | GPS sucess | actual_k=4
     113|[-225.80189550295472, -86.73800749704242, 54.86891046911478, 176.25883366912603, 36.794082179665565, -40.61061066109687, 45.55351334065199, -91.22707134671509, -19.419569361954927, -36.24367827177048, -52.54170016385615, 33.82564700394869, -66.92495959997177, -38.3496710502659, 30.02700587781146, -73.29993192106485, -21.46073857974261, 47.477904353290796, 46.904918958898634, -10.865193473175168, -26.966394558548927, 11.111247000400908]| 11.5688610076904297|     32.00000000|[6781, 452, 0, 113]                                                        |  | used linear model with 65 points | actual_k=4
     114|[-234.76224840059876, -78.3136434070766, 69.47931066900492, 180.45497300475836, 27.519989505410194, -38.39547031838447, 50.492545418441296, -90.22466451115906, -17.34198223426938, -28.263172805309296, -42.93583373166621, 33.00802696496248, -76.58025974035263, -42.259888573840726, 28.416838612873107, -79.81661025434732, -31.494137207977474, 56.58075908198953, 50.56469874596223, -9.517870770767331, -24.529353514313698, 8.630003628437407]| 11.5592470169067383|     64.00000000|[6841, 456, 0, 114]                                                        | | GPS sucess | actual_k=4
     115|[-234.76224840059876, -78.3136434070766, 69.47931066900492, 180.45497300475836, 27.519989505410194, -38.39547031838447, 50.492545418441296, -90.22466451115906, -17.34198223426938, -28.263172805309296, -42.93583373166621, 33.00802696496248, -76.58025974035263, -42.259888573840726, 28.416838612873107, -79.81661025434732, -31.494137207977474, 56.58075908198953, 50.56469874596223, -9.517870770767331, -24.529353514313698, 8.630003628437407]| 11.5592470169067383|     32.00000000|[6901, 460, 0, 115]                                                        |  | used linear model with 65 points | actual_k=4
     116|[-234.76224840059876, -78.3136434070766, 69.47931066900492, 180.45497300475836, 27.519989505410194, -38.39547031838447, 50.492545418441296, -90.22466451115906, -17.34198223426938, -28.263172805309296, -42.93583373166621, 33.00802696496248, -76.58025974035263, -42.259888573840726, 28.416838612873107, -79.81661025434732, -31.494137207977474, 56.58075908198953, 50.56469874596223, -9.517870770767331, -24.529353514313698, 8.630003628437407]| 11.5592470169067383|     16.00000000|[6961, 464, 0, 116]                                                        |  | used linear model with 65 points | actual_k=4
     117|[-239.94437063112855, -77.21935219690204, 68.36988405138254, 184.6203057989478, 28.250176206231117, -38.99266612250358, 52.72057991474867, -89.309017540887, -8.046875346451998, -27.760902047157288, -37.693994322791696, 29.642070181667805, -77.39495986700058, -39.85221330757486, 29.16432097228244, -78.768837608397, -30.521848957054317, 55.08103731647134, 57.69481759285554, -6.543165074661374, -26.61965574324131, 9.989629206364043]| 11.5478801727294922|     32.00000000|[7021, 468, 0, 117]                                                        | | GPS sucess | actual_k=4
     118|[-242.81589305773377, -83.49981589242816, 64.25062469393015, 187.6916611418128, 33.04918076097965, -36.66767942626029, 37.12772064656019, -82.05172383971512, 3.169329296797514, -19.46506369113922, -45.71987990476191, 36.58584249764681, -67.40398925542831, -48.58267633552896, 31.173811700660735, -83.54789415746927, -34.741000453941524, 57.082046780735254, 57.737157383468, -3.418899165466428, -33.139334335923195, 16.425449309055693]| 11.5375537872314453|     64.00000000|[7081, 472, 0, 118]                                                        | | GPS sucess | actual_k=4
     119|[-239.29741490259767, -103.80267996713519, 70.76313785463572, 185.41520001739264, 15.413753286004066, -9.532717344351113, 48.41131668537855, -69.62227189727128, -0.2471245415508747, -32.05861055850983, -40.491862097755075, 51.99862039834261, -54.55122226476669, -35.674054547504056, 17.921808984596282, -68.59344641119242, -21.47811822127551, 52.20169237628579, 39.87707666447386, -6.72348796017468, -24.312658920884132, -6.398351731593721]| 11.5276765823364258|    128.00000000|[7141, 476, 0, 119]                                                        | | GPS sucess | actual_k=4
     120|[-239.29741490259767, -103.80267996713519, 70.76313785463572, 185.41520001739264, 15.413753286004066, -9.532717344351113, 48.41131668537855, -69.62227189727128, -0.2471245415508747, -32.05861055850983, -40.491862097755075, 51.99862039834261, -54.55122226476669, -35.674054547504056, 17.921808984596282, -68.59344641119242, -21.47811822127551, 52.20169237628579, 39.87707666447386, -6.72348796017468, -24.312658920884132, -6.398351731593721]| 11.5276765823364258|     64.00000000|[7201, 480, 0, 120]                                                        |  | used linear model with 65 points | actual_k=4
     121|[-239.29741490259767, -103.80267996713519, 70.76313785463572, 185.41520001739264, 15.413753286004066, -9.532717344351113, 48.41131668537855, -69.62227189727128, -0.2471245415508747, -32.05861055850983, -40.491862097755075, 51.99862039834261, -54.55122226476669, -35.674054547504056, 17.921808984596282, -68.59344641119242, -21.47811822127551, 52.20169237628579, 39.87707666447386, -6.72348796017468, -24.312658920884132, -6.398351731593721]| 11.5276765823364258|     32.00000000|[7261, 484, 0, 121]                                                        |  | used linear model with 65 points | actual_k=4
     122|[-239.29741490259767, -103.80267996713519, 70.76313785463572, 185.41520001739264, 15.413753286004066, -9.532717344351113, 48.41131668537855, -69.62227189727128, -0.2471245415508747, -32.05861055850983, -40.491862097755075, 51.99862039834261, -54.55122226476669, -35.674054547504056, 17.921808984596282, -68.59344641119242, -21.47811822127551, 52.20169237628579, 39.87707666447386, -6.72348796017468, -24.312658920884132, -6.398351731593721]| 11.5276765823364258|     16.00000000|[7321, 488, 0, 122]                                                        |  | used linear model with 65 points | actual_k=4
     123|[-239.29741490259767, -103.80267996713519, 70.76313785463572, 185.41520001739264, 15.413753286004066, -9.532717344351113, 48.41131668537855, -69.62227189727128, -0.2471245415508747, -32.05861055850983, -40.491862097755075, 51.99862039834261, -54.55122226476669, -35.674054547504056, 17.921808984596282, -68.59344641119242, -21.47811822127551, 52.20169237628579, 39.87707666447386, -6.72348796017468, -24.312658920884132, -6.398351731593721]| 11.5276765823364258|      8.00000000|[7381, 492, 0, 123]                                                        |  | used linear model with 65 points | actual_k=4
     124|[-239.07226160541177, -102.35209507867694, 68.1841004267335, 185.49440636485815, 17.082622662186623, -7.790570852346718, 50.89218860119581, -71.28154623694718, -0.6744927652180195, -34.40643918514252, -38.959221402183175, 54.45627511292696, -55.59832102060318, -37.00632350082742, 18.825148668605834, -68.84464479237795, -19.63315228652209, 48.26313427463174, 40.47471580794081, -8.452288853004575, -24.332886766642332, -5.796411814983003]| 11.5267114639282227|     16.00000000|[7441, 496, 0, 124]                                                        | | GPS sucess | actual_k=4
     125|[-239.07226160541177, -102.35209507867694, 68.1841004267335, 185.49440636485815, 17.082622662186623, -7.790570852346718, 50.89218860119581, -71.28154623694718, -0.6744927652180195, -34.40643918514252, -38.959221402183175, 54.45627511292696, -55.59832102060318, -37.00632350082742, 18.825148668605834, -68.84464479237795, -19.63315228652209, 48.26313427463174, 40.47471580794081, -8.452288853004575, -24.332886766642332, -5.796411814983003]| 11.5267114639282227|      8.00000000|[7501, 500, 0, 125]                                                        |  | used linear model with 65 points | actual_k=4
     126|[-239.07226160541177, -102.35209507867694, 68.1841004267335, 185.49440636485815, 17.082622662186623, -7.790570852346718, 50.89218860119581, -71.28154623694718, -0.6744927652180195, -34.40643918514252, -38.959221402183175, 54.45627511292696, -55.59832102060318, -37.00632350082742, 18.825148668605834, -68.84464479237795, -19.63315228652209, 48.26313427463174, 40.47471580794081, -8.452288853004575, -24.332886766642332, -5.796411814983003]| 11.5267114639282227|      4.00000000|[7561, 504, 0, 126]                                                        |  | used linear model with 65 points | actual_k=4
     127|[-239.42637053504586, -103.57248468324542, 68.38510861247778, 185.8367522880435, 17.26717972755432, -7.796604503877461, 49.83051484078169, -71.56490159220994, -1.7548559196293354, -35.50065243244171, -39.52987430430949, 56.808361656963825, -55.51467917859554, -36.39782445068704, 19.073595431167632, -67.88214475661516, -19.988598386757076, 47.4628029204905, 41.656984069850296, -8.077896194532514, -23.45779348537326, -5.223975422675721]| 11.5253105163574219|      8.00000000|[7621, 508, 0, 127]                                                        | | GPS sucess | actual_k=4
     128|[-239.42637053504586, -103.57248468324542, 68.38510861247778, 185.8367522880435, 17.26717972755432, -7.796604503877461, 49.83051484078169, -71.56490159220994, -1.7548559196293354, -35.50065243244171, -39.52987430430949, 56.808361656963825, -55.51467917859554, -36.39782445068704, 19.073595431167632, -67.88214475661516, -19.988598386757076, 47.4628029204905, 41.656984069850296, -8.077896194532514, -23.45779348537326, -5.223975422675721]| 11.5253105163574219|      4.00000000|[7681, 512, 0, 128]                                                        |  | used linear model with 65 points | actual_k=4
     129|[-239.42637053504586, -103.57248468324542, 68.38510861247778, 185.8367522880435, 17.26717972755432, -7.796604503877461, 49.83051484078169, -71.56490159220994, -1.7548559196293354, -35.50065243244171, -39.52987430430949, 56.808361656963825, -55.51467917859554, -36.39782445068704, 19.073595431167632, -67.88214475661516, -19.988598386757076, 47.4628029204905, 41.656984069850296, -8.077896194532514, -23.45779348537326, -5.223975422675721]| 11.5253105163574219|      2.00000000|[7741, 516, 0, 129]                                                        |  | used linear model with 65 points | actual_k=4
     130|[-239.42637053504586, -103.57248468324542, 68.38510861247778, 185.8367522880435, 17.26717972755432, -7.796604503877461, 49.83051484078169, -71.56490159220994, -1.7548559196293354, -35.50065243244171, -39.52987430430949, 56.808361656963825, -55.51467917859554, -36.39782445068704, 19.073595431167632, -67.88214475661516, -19.988598386757076, 47.4628029204905, 41.656984069850296, -8.077896194532514, -23.45779348537326, -5.223975422675721]| 11.5253105163574219|      1.00000000|[7801, 520, 0, 130]                                                        |  | used linear model with 65 points | actual_k=4
     131|[-239.61746599152684, -103.828843485564, 68.32118307054043, 185.97851929813623, 16.812904000282288, -8.056327243335545, 49.84589461516589, -71.80461123771966, -1.697191383689642, -35.473517406731844, -39.49121408350766, 56.83974738419056, -55.16832976043224, -36.20172123546945, 19.33945828350261, -67.7223975583911, -19.733562300913036, 47.08092499151826, 41.64780420390889, -8.288293706253171, -23.57573801651597, -5.115510831470601]| 11.5247220993041992|      2.00000000|[7861, 524, 0, 131]                                                        | | GPS sucess | actual_k=4
     132|[-240.11170407012105, -103.1692455522716, 68.9354770630598, 186.18821542710066, 16.45160210132599, -7.633592148311436, 50.73072294425219, -71.38565123267472, -2.056677605956793, -35.647185657173395, -39.68171966262162, 56.44852586090565, -55.00169695913792, -36.102198913053144, 19.531430747825652, -67.7392210252583, -19.35536868404597, 46.95167935267091, 41.66026609065011, -8.968184577301145, -23.945524606853724, -4.445281098480336]| 11.5244626998901367|      4.00000000|[7921, 528, 0, 132]                                                        | | GPS sucess | actual_k=4
     133|[-241.92432065680623, -102.92992165312171, 68.82785581797361, 187.6409452483058, 15.919016122817993, -6.306424994952977, 49.97829697560519, -70.340356471017, -3.320352341979742, -36.594649229198694, -39.28893104381859, 55.346748664975166, -55.92840798199177, -36.208679824427236, 19.344423544127494, -66.66011076048017, -19.418492431752384, 46.80175568535924, 42.391614843625575, -9.366059200838208, -24.357798788696527, -4.542179482872598]| 11.5203638076782227|      8.00000000|[7981, 532, 0, 133]                                                        | | GPS sucess | actual_k=4
     134|[-241.92432065680623, -102.92992165312171, 68.82785581797361, 187.6409452483058, 15.919016122817993, -6.306424994952977, 49.97829697560519, -70.340356471017, -3.320352341979742, -36.594649229198694, -39.28893104381859, 55.346748664975166, -55.92840798199177, -36.208679824427236, 19.344423544127494, -66.66011076048017, -19.418492431752384, 46.80175568535924, 42.391614843625575, -9.366059200838208, -24.357798788696527, -4.542179482872598]| 11.5203638076782227|      4.00000000|[8041, 536, 0, 134]                                                        |  | used linear model with 65 points | actual_k=4
     135|[-242.9917574711144, -103.83274903520942, 69.05023788660765, 188.45328181236982, 15.700028747320175, -5.191129346378148, 49.02022997569293, -69.41646540351212, -4.448180105537176, -36.239115718752146, -38.318165095523, 54.47082670032978, -56.370746448636055, -36.82287332351552, 19.27003335626796, -65.88283746317029, -17.71114360820502, 47.732780534774065, 42.75989030720666, -10.285910980775952, -23.52816066518426, -5.270409422810189]| 11.5184926986694336|      8.00000000|[8101, 540, 0, 135]                                                        | | GPS sucess | actual_k=4
     136|[-242.9917574711144, -103.83274903520942, 69.05023788660765, 188.45328181236982, 15.700028747320175, -5.191129346378148, 49.02022997569293, -69.41646540351212, -4.448180105537176, -36.239115718752146, -38.318165095523, 54.47082670032978, -56.370746448636055, -36.82287332351552, 19.27003335626796, -65.88283746317029, -17.71114360820502, 47.732780534774065, 42.75989030720666, -10.285910980775952, -23.52816066518426, -5.270409422810189]| 11.5184926986694336|      4.00000000|[8161, 544, 0, 136]                                                        |  | used linear model with 65 points | actual_k=4
     137|[-243.57787718251348, -104.38745030388236, 70.91167628020048, 188.6252178028226, 15.948581203818321, -4.809174914844334, 48.87112885247916, -69.70486462302506, -3.3681082986295223, -35.591041687875986, -40.17899075336754, 54.89535517990589, -56.53592258691788, -38.42168411548482, 19.159756545443088, -66.07362409308553, -17.17674386035651, 49.01378305628896, 42.48843305232003, -10.65908102877438, -23.79033664241433, -6.483445244724862]| 11.5167350769042969|      8.00000000|[8221, 548, 0, 137]                                                        | | GPS sucess | actual_k=4
     138|[-244.7103161998093, -102.29008277878165, 70.5960189923644, 189.43184161931276, 19.998334869742393, -5.566173990257084, 51.71764570008963, -67.92528677172959, -5.1270363591611385, -35.29769724979997, -38.651535185053945, 54.533794805407524, -56.60465890169144, -35.98503717716085, 19.439813230652362, -64.15724666789174, -15.335721249692142, 47.900101739913225, 41.14281885745004, -11.408875273540616, -25.618489775806665, -8.39235766499769]| 11.5155258178710938|     16.00000000|[8281, 552, 0, 138]                                                        | | GPS sucess | actual_k=4
     139|[-244.7103161998093, -102.29008277878165, 70.5960189923644, 189.43184161931276, 19.998334869742393, -5.566173990257084, 51.71764570008963, -67.92528677172959, -5.1270363591611385, -35.29769724979997, -38.651535185053945, 54.533794805407524, -56.60465890169144, -35.98503717716085, 19.439813230652362, -64.15724666789174, -15.335721249692142, 47.900101739913225, 41.14281885745004, -11.408875273540616, -25.618489775806665, -8.39235766499769]| 11.5155258178710938|      8.00000000|[8341, 556, 0, 139]                                                        |  | used linear model with 65 points | actual_k=4
     140|[-247.06026436761022, -102.42729062959552, 68.92310782521963, 191.5207324102521, 20.736209377646446, -4.102376182563603, 47.99400859605521, -68.21021151728928, -5.450277056545019, -35.27364526130259, -35.79806557483971, 55.69060330092907, -52.76729279756546, -37.058145015791524, 18.72393820108846, -65.2627718038857, -14.676840181462467, 49.48266776278615, 40.695888836402446, -10.66841690428555, -26.430169973522425, -6.625902372295968]| 11.5131511688232422|     16.00000000|[8401, 560, 0, 140]                                                        | | GPS sucess | actual_k=4
     141|[-247.9319790787995, -109.82328958436847, 70.8255192860961, 192.4280011728406, 23.28631065785885, -6.100689013488591, 47.236794288270175, -68.03639199025929, -2.2092425487935543, -35.09156363643706, -37.55591109581292, 59.71251158416271, -46.14127331972122, -40.20517966087209, 16.692828868050128, -62.38763352110982, -16.340535040013492, 54.3471291847527, 41.274429101962596, -13.333205150440335, -24.581110510975122, -13.816759782726876]| 11.5039939880371094|     32.00000000|[8461, 564, 0, 141]                                                        | | GPS sucess | actual_k=4
     142|[-257.3628548569977, -113.51402277871966, 76.62761851400137, 199.0006535127759, 33.97970913350582, -11.877294142730534, 37.00133305322379, -61.46918417699635, 10.192312512546778, -42.33616107143462, -35.27782562561333, 60.788190767169, -40.380384266376495, -46.86730047996389, 18.476094220299274, -65.66295810416341, -12.18563878070563, 60.56688578799367, 34.5842640590854, -14.619033860042691, -33.20693162456155, -5.565191942150705]| 11.4839305877685547|     64.00000000|[8521, 568, 0, 142]                                                        | | GPS sucess | actual_k=4
     143|[-257.3628548569977, -113.51402277871966, 76.62761851400137, 199.0006535127759, 33.97970913350582, -11.877294142730534, 37.00133305322379, -61.46918417699635, 10.192312512546778, -42.33616107143462, -35.27782562561333, 60.788190767169, -40.380384266376495, -46.86730047996389, 18.476094220299274, -65.66295810416341, -12.18563878070563, 60.56688578799367, 34.5842640590854, -14.619033860042691, -33.20693162456155, -5.565191942150705]| 11.4839305877685547|     32.00000000|[8581, 572, 0, 143]                                                        |  | used linear model with 65 points | actual_k=4
     144|[-257.3628548569977, -113.51402277871966, 76.62761851400137, 199.0006535127759, 33.97970913350582, -11.877294142730534, 37.00133305322379, -61.46918417699635, 10.192312512546778, -42.33616107143462, -35.27782562561333, 60.788190767169, -40.380384266376495, -46.86730047996389, 18.476094220299274, -65.66295810416341, -12.18563878070563, 60.56688578799367, 34.5842640590854, -14.619033860042691, -33.20693162456155, -5.565191942150705]| 11.4839305877685547|     16.00000000|[8641, 576, 0, 144]                                                        |  | used linear model with 65 points | actual_k=4
     145|[-259.15111531689763, -114.54518313333392, 78.92181798070669, 200.33051920682192, 41.86060141026974, -12.406416793353856, 42.076961810700595, -56.29887797124684, 8.68731227889657, -41.6499823872, -30.929473670199513, 62.01697234809399, -44.3573072552681, -47.93571981723653, 15.196248744148761, -66.08197324350476, -8.360002632252872, 59.91895582154393, 40.02982499124482, -18.367405461147428, -37.345134768635035, -3.8635413226438686]| 11.4828872680664062|     32.00000000|[8701, 580, 0, 145]                                                        | | GPS sucess | actual_k=4
     146|[-266.0389374680817, -124.19215865060687, 85.85104867070913, 204.86631966382265, 34.27595518529415, -15.120106120593846, 37.3464873386547, -49.05910755880177, 17.346182975918055, -32.89902108348906, -26.614792140200734, 79.36513786017895, -48.89370185136795, -43.82406505878316, 12.529881451744586, -56.41022985056043, -2.7059017373248935, 59.9369539283216, 44.16803099634126, -20.234563635662198, -35.35927275195718, -6.934718089993112]| 11.4618940353393555|     64.00000000|[8761, 584, 0, 146]                                                        | | GPS sucess | actual_k=4
     147|[-268.07389368489385, -134.6649035923183, 85.53300984948874, 207.44357801228762, 29.59686230123043, 3.0063873333856463, 24.408726985566318, -48.36256559379399, 39.794093284755945, -20.744261676445603, -42.37788704223931, 73.18927221000195, -60.7834170460701, -68.34697422321187, -6.619845415931195, -60.14490907266736, -1.4788117362186313, 55.547235395759344, 31.22561861993745, -31.40965442545712, -52.79090193286538, -34.83480926125776]| 11.4464111328125000|    128.00000000|[8821, 588, 0, 147]                                                        | | GPS sucess | actual_k=4
     148|[-268.07389368489385, -134.6649035923183, 85.53300984948874, 207.44357801228762, 29.59686230123043, 3.0063873333856463, 24.408726985566318, -48.36256559379399, 39.794093284755945, -20.744261676445603, -42.37788704223931, 73.18927221000195, -60.7834170460701, -68.34697422321187, -6.619845415931195, -60.14490907266736, -1.4788117362186313, 55.547235395759344, 31.22561861993745, -31.40965442545712, -52.79090193286538, -34.83480926125776]| 11.4464111328125000|     64.00000000|[8881, 592, 0, 148]                                                        |  | used linear model with 65 points | actual_k=4
     149|[-268.07389368489385, -134.6649035923183, 85.53300984948874, 207.44357801228762, 29.59686230123043, 3.0063873333856463, 24.408726985566318, -48.36256559379399, 39.794093284755945, -20.744261676445603, -42.37788704223931, 73.18927221000195, -60.7834170460701, -68.34697422321187, -6.619845415931195, -60.14490907266736, -1.4788117362186313, 55.547235395759344, 31.22561861993745, -31.40965442545712, -52.79090193286538, -34.83480926125776]| 11.4464111328125000|     32.00000000|[8941, 596, 0, 149]                                                        |  | used linear model with 65 points | actual_k=4
     150|[-272.9037667699158, -144.49753279611468, 80.09255012124777, 212.761860139668, 37.301605209708214, 11.393852810375392, 31.157422835938632, -58.52917726524174, 51.90690151229501, -26.982717925682664, -46.22580531425774, 60.29905919730663, -56.47917205095291, -64.80943307216512, -13.465695406775922, -64.53722064569592, -6.685016627423465, 48.0662206672132, 31.112696048337966, -29.806479023769498, -48.85748127475381, -36.43645413487684]| 11.4298439025878906|     64.00000000|[9001, 600, 0, 150]                                                        | | GPS sucess | actual_k=4
     151|[-301.8481713719666, -138.32977099344134, 114.49486335366964, 229.02608133107424, 54.81695173680782, 13.257125000469387, 38.83447247277945, -53.34127719886601, 47.374112758785486, -35.59797709621489, -39.593169720843434, 60.633969470858574, -63.27980834245682, -50.573188870504964, -14.106642867904156, -79.66951053217053, -11.833062167279422, 44.238771583884954, 36.462748881895095, -26.562047289684415, -28.768028531223536, -19.854880648548715]| 11.3708019256591797|    128.00000000|[9061, 604, 0, 151]                                                        | | GPS sucess | actual_k=4
     152|[-301.8481713719666, -138.32977099344134, 114.49486335366964, 229.02608133107424, 54.81695173680782, 13.257125000469387, 38.83447247277945, -53.34127719886601, 47.374112758785486, -35.59797709621489, -39.593169720843434, 60.633969470858574, -63.27980834245682, -50.573188870504964, -14.106642867904156, -79.66951053217053, -11.833062167279422, 44.238771583884954, 36.462748881895095, -26.562047289684415, -28.768028531223536, -19.854880648548715]| 11.3708019256591797|     64.00000000|[9121, 608, 0, 152]                                                        |  | used linear model with 65 points | actual_k=4
     153|[-301.8481713719666, -138.32977099344134, 114.49486335366964, 229.02608133107424, 54.81695173680782, 13.257125000469387, 38.83447247277945, -53.34127719886601, 47.374112758785486, -35.59797709621489, -39.593169720843434, 60.633969470858574, -63.27980834245682, -50.573188870504964, -14.106642867904156, -79.66951053217053, -11.833062167279422, 44.238771583884954, 36.462748881895095, -26.562047289684415, -28.768028531223536, -19.854880648548715]| 11.3708019256591797|     32.00000000|[9181, 612, 0, 153]                                                        |  | used linear model with 65 points | actual_k=4
     154|[-301.95864881947637, -142.17879385873675, 115.47413452714682, 229.2060495838523, 46.5508718341589, 19.314114193432033, 34.3922145916149, -46.03790576942265, 52.68414560332894, -52.795475417748094, -38.51134732551873, 44.725078746676445, -70.79437667131424, -58.23405036266195, -16.176067020278424, -80.9067608602345, -9.70648931991309, 47.63202419504523, 29.451995727140456, -27.08146415837109, -34.76189163699746, -25.288617449696176]| 11.3681278228759766|     64.00000000|[9241, 616, 0, 154]                                                        | | GPS sucess | actual_k=4
     155|[-301.95864881947637, -142.17879385873675, 115.47413452714682, 229.2060495838523, 46.5508718341589, 19.314114193432033, 34.3922145916149, -46.03790576942265, 52.68414560332894, -52.795475417748094, -38.51134732551873, 44.725078746676445, -70.79437667131424, -58.23405036266195, -16.176067020278424, -80.9067608602345, -9.70648931991309, 47.63202419504523, 29.451995727140456, -27.08146415837109, -34.76189163699746, -25.288617449696176]| 11.3681278228759766|     32.00000000|[9301, 620, 0, 155]                                                        |  | used linear model with 65 points | actual_k=4
     156|[-307.512578625232, -139.527003955096, 100.99265392869711, 235.77495684474707, 43.54297874867916, 24.60171757172793, 41.30900650750846, -48.52804167754948, 54.23010781779885, -47.30600159801543, -26.019549878314137, 54.98660485446453, -66.67649394273758, -54.759016841009725, -20.543957855086774, -82.37534182146192, -12.091178889386356, 59.095933344215155, 38.76259028585628, -27.242955135181546, -41.61272409930825, -30.51526911824476]| 11.3656454086303711|     64.00000000|[9361, 624, 0, 156]                                                        | | GPS sucess | actual_k=4
