k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5870544910430908, 0.0786545276641846, 0.841253399848938, 0.4776663482189178, 0.3776011168956757, -0.1757587343454361, -0.0033905662130564, 0.3449411392211914, -0.103044219315052, -0.400777131319046, -0.5439278483390808, -0.6644708514213562, 0.4898206889629364, -0.0141756189987063, 0.2200718522071838, -0.6517636179924011, -0.0706372037529945, 0.1507522463798523, 0.7955852150917053, 0.1543542891740799, -0.3381495177745819, -0.0049349959008396]| 13.3714694976806641|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
     104|[-138.96159483492374, -22.521042473614216, 56.34543161094189, 103.75865863263607, -8.294445477426052, 24.211492121219635, -62.482070750324056, 6.186397455632687, -58.80043537542224, -41.726529106497765, -104.34369865059853, -0.9023365303874016, -28.97890032827854, -45.84468107204884, -83.20815278263763, 208.239780863747, -87.60980669502169, -71.3508230485022, -9.495801657438278, -11.923073697835207, -15.46828107535839, 31.444308918435127]| 11.7952947616577148|     16.00000000|[6184, 873, 0, 154]                                                        | | GPS sucess | actual_k=8
     105|[-138.96159483492374, -22.521042473614216, 56.34543161094189, 103.75865863263607, -8.294445477426052, 24.211492121219635, -62.482070750324056, 6.186397455632687, -58.80043537542224, -41.726529106497765, -104.34369865059853, -0.9023365303874016, -28.97890032827854, -45.84468107204884, -83.20815278263763, 208.239780863747, -87.60980669502169, -71.3508230485022, -9.495801657438278, -11.923073697835207, -15.46828107535839, 31.444308918435127]| 11.7952947616577148|      8.00000000|[6248, 881, 0, 156]                                                        |  | used linear model with 65 points | actual_k=8
     106|[-145.01137329638004, -24.889392979443073, 60.46109561622143, 108.07126353681087, -11.432923756539822, 22.13797265291214, -65.48187071713619, 5.1199803575873375, -57.63310892507434, -40.58568595349789, -102.63841262459755, 0.6157528832554817, -28.080023780465126, -44.65607540588826, -88.94115735264495, 215.0575480069965, -80.3716427469626, -69.68959486857057, -9.942559242248535, -13.210335303097963, -13.204685732722282, 32.99035159917548]| 11.7840719223022461|     16.00000000|[6304, 889, 0, 157]                                                        | | GPS sucess | actual_k=8
     107|[-151.11929966509342, -30.77724564820528, 61.18784587085247, 113.2099807113409, -9.215744219720364, 28.150742828845978, -65.49385825521313, 2.166859410703182, -53.437566589564085, -40.05196712911129, -98.86633172631264, -1.9321070238947868, -31.332393661141396, -47.28558199387044, -89.91577495308593, 215.87216158770025, -78.65488795284182, -68.57393288984895, -10.823078215122223, -16.686732102185488, -18.75782684981823, 34.29351977678016]| 11.7746467590332031|     32.00000000|[6360, 897, 0, 158]                                                        | | GPS sucess | actual_k=8
     108|[-153.92334558069706, -26.675710804760456, 68.22745148837566, 113.67925481498241, -7.603391729295254, 34.65840607881546, -66.46838269359432, 6.825655244290829, -55.46165616437793, -43.095656380057335, -103.84234681725502, -0.2441220805048943, -32.38946117460728, -52.39858953934163, -98.78013957710937, 240.29862757585943, -88.23140696529299, -74.73048663511872, -12.790600836277008, -15.59041290357709, -16.89138762652874, 34.84579799743369]| 11.7577829360961914|     64.00000000|[6416, 905, 0, 159]                                                        | | GPS sucess | actual_k=8
     109|[-153.92334558069706, -26.675710804760456, 68.22745148837566, 113.67925481498241, -7.603391729295254, 34.65840607881546, -66.46838269359432, 6.825655244290829, -55.46165616437793, -43.095656380057335, -103.84234681725502, -0.2441220805048943, -32.38946117460728, -52.39858953934163, -98.78013957710937, 240.29862757585943, -88.23140696529299, -74.73048663511872, -12.790600836277008, -15.59041290357709, -16.89138762652874, 34.84579799743369]| 11.7577829360961914|     32.00000000|[6479, 914, 0, 161]                                                        |  | used linear model with 65 points | actual_k=8
     110|[-163.7358369976282, -62.3421880081296, 78.5318795889616, 121.98595361411572, -13.647935949265957, 32.79418343305588, -82.13896927959286, 10.936819337308407, -56.66777570173144, -49.92676828801632, -95.56416764855385, 4.2811693623661995, -21.437177315354347, -50.54098610859364, -84.4225860950537, 228.08317633531988, -93.15581778530031, -48.51733088865876, 4.602339684963226, -33.25442009046674, -32.4101492613554, 43.051061135251075]| 11.7115545272827148|     64.00000000|[6535, 922, 0, 162]                                                        | | GPS sucess | actual_k=8
     111|[-163.7358369976282, -62.3421880081296, 78.5318795889616, 121.98595361411572, -13.647935949265957, 32.79418343305588, -82.13896927959286, 10.936819337308407, -56.66777570173144, -49.92676828801632, -95.56416764855385, 4.2811693623661995, -21.437177315354347, -50.54098610859364, -84.4225860950537, 228.08317633531988, -93.15581778530031, -48.51733088865876, 4.602339684963226, -33.25442009046674, -32.4101492613554, 43.051061135251075]| 11.7115545272827148|     32.00000000|[6598, 931, 0, 164]                                                        |  | used linear model with 65 points | actual_k=8
     112|[-163.7358369976282, -62.3421880081296, 78.5318795889616, 121.98595361411572, -13.647935949265957, 32.79418343305588, -82.13896927959286, 10.936819337308407, -56.66777570173144, -49.92676828801632, -95.56416764855385, 4.2811693623661995, -21.437177315354347, -50.54098610859364, -84.4225860950537, 228.08317633531988, -93.15581778530031, -48.51733088865876, 4.602339684963226, -33.25442009046674, -32.4101492613554, 43.051061135251075]| 11.7115545272827148|     16.00000000|[6661, 940, 0, 166]                                                        |  | used linear model with 65 points | actual_k=8
     113|[-169.05300237238407, -67.34283889085054, 80.05494730174541, 126.05426959693432, -8.451685510575771, 37.19427317380905, -80.3982369673904, 5.6179497465491295, -55.699367474764585, -46.16095493733883, -91.91222396492958, 4.739243812859058, -21.006044909358025, -50.434783588163555, -85.28929520817474, 225.51500292681158, -97.66680983547121, -50.74636483564973, -0.7715292572975159, -36.46298937872052, -32.51329942047596, 45.38702557655051]| 11.7053279876708984|     32.00000000|[6717, 948, 0, 167]                                                        | | GPS sucess | actual_k=8
     114|[-189.18294622004032, -94.04345382004976, 76.81696502864361, 144.8016183823347, 3.6676077023148537, 41.63089960813522, -87.07897780067287, -5.220014311373234, -51.766535233706236, -52.271124824881554, -104.26180186867714, 6.292347259819508, 5.568765118718147, -36.573707233183086, -83.31783641548827, 233.81432505510747, -97.05785016063601, -31.02499223127961, -18.31309801340103, -17.778083372861147, -28.76887984573841, 38.43987200828269]| 11.6940011978149414|     64.00000000|[6773, 956, 0, 168]                                                        | | GPS sucess | actual_k=8
     115|[-194.7910380512476, -85.84038413316011, 90.89617626369, 145.74016658961773, 6.892312683165073, 54.64622610807419, -91.57053921348415, 2.5715491995215416, -51.8779849819839, -58.35850332677364, -114.2138320505619, 9.668317146599293, 3.4546300917863846, -46.79972232412547, -101.04656566353515, 282.66725703142583, -116.21088818553835, -43.33809972181916, -22.248143255710602, -23.338362742215395, -25.03600139915943, 39.54442844958976]| 11.6276578903198242|    128.00000000|[6829, 964, 0, 169]                                                        | | GPS sucess | actual_k=8
     116|[-194.7910380512476, -85.84038413316011, 90.89617626369, 145.74016658961773, 6.892312683165073, 54.64622610807419, -91.57053921348415, 2.5715491995215416, -51.8779849819839, -58.35850332677364, -114.2138320505619, 9.668317146599293, 3.4546300917863846, -46.79972232412547, -101.04656566353515, 282.66725703142583, -116.21088818553835, -43.33809972181916, -22.248143255710602, -23.338362742215395, -25.03600139915943, 39.54442844958976]| 11.6276578903198242|     64.00000000|[6890, 975, 0, 171]                                                        |  | used linear model with 65 points | actual_k=8
     117|[-194.7910380512476, -85.84038413316011, 90.89617626369, 145.74016658961773, 6.892312683165073, 54.64622610807419, -91.57053921348415, 2.5715491995215416, -51.8779849819839, -58.35850332677364, -114.2138320505619, 9.668317146599293, 3.4546300917863846, -46.79972232412547, -101.04656566353515, 282.66725703142583, -116.21088818553835, -43.33809972181916, -22.248143255710602, -23.338362742215395, -25.03600139915943, 39.54442844958976]| 11.6276578903198242|     32.00000000|[6953, 984, 0, 173]                                                        |  | used linear model with 65 points | actual_k=8
     118|[-208.26902247965336, -79.16005242615938, 105.57630340754986, 153.41408102214336, 3.108928121626377, 53.67757934331894, -93.29020211822353, 8.66855552047491, -62.12950513884425, -48.26269052922726, -102.98799338936806, 14.465425319969654, 4.360973671078682, -44.296772371046245, -98.92557085724548, 282.60936417616904, -118.42289284709841, -45.41865849867463, -21.092799246311188, -17.72750048711896, -17.791891768574715, 41.94952402682975]| 11.6036624908447266|     64.00000000|[7009, 992, 0, 174]                                                        | | GPS sucess | actual_k=8
     119|[-208.26902247965336, -79.16005242615938, 105.57630340754986, 153.41408102214336, 3.108928121626377, 53.67757934331894, -93.29020211822353, 8.66855552047491, -62.12950513884425, -48.26269052922726, -102.98799338936806, 14.465425319969654, 4.360973671078682, -44.296772371046245, -98.92557085724548, 282.60936417616904, -118.42289284709841, -45.41865849867463, -21.092799246311188, -17.72750048711896, -17.791891768574715, 41.94952402682975]| 11.6036624908447266|     32.00000000|[7072, 1001, 0, 176]                                                       |  | used linear model with 65 points | actual_k=8
     120|[-211.073068395257, -75.05851758271456, 112.61590902507305, 153.88335512578487, 4.721280612051487, 60.18524259328842, -95.53598282462917, 13.327351354062557, -62.09992716833949, -51.3063797801733, -107.96400848031044, 16.153410263359547, 3.3039061576128006, -49.40977991651744, -107.78993548126891, 307.0358301643282, -127.99941185954958, -51.57521224394441, -23.060321867465973, -16.63118128851056, -15.925452545285225, 41.39523021550849]| 11.6018018722534180|     64.00000000|[7128, 1009, 0, 177]                                                       | | GPS sucess | actual_k=8
     121|[-211.073068395257, -75.05851758271456, 112.61590902507305, 153.88335512578487, 4.721280612051487, 60.18524259328842, -95.53598282462917, 13.327351354062557, -62.09992716833949, -51.3063797801733, -107.96400848031044, 16.153410263359547, 3.3039061576128006, -49.40977991651744, -107.78993548126891, 307.0358301643282, -127.99941185954958, -51.57521224394441, -23.060321867465973, -16.63118128851056, -15.925452545285225, 41.39523021550849]| 11.6018018722534180|     32.00000000|[7192, 1017, 0, 179]                                                       |  | used linear model with 65 points | actual_k=8
     122|[-211.073068395257, -75.05851758271456, 112.61590902507305, 153.88335512578487, 4.721280612051487, 60.18524259328842, -95.53598282462917, 13.327351354062557, -62.09992716833949, -51.3063797801733, -107.96400848031044, 16.153410263359547, 3.3039061576128006, -49.40977991651744, -107.78993548126891, 307.0358301643282, -127.99941185954958, -51.57521224394441, -23.060321867465973, -16.63118128851056, -15.925452545285225, 41.39523021550849]| 11.6018018722534180|     16.00000000|[7255, 1026, 0, 181]                                                       |  | used linear model with 65 points | actual_k=8
     123|[-218.82481409609318, -83.97744954377413, 113.50436089932919, 160.79035042226315, 6.045416750013828, 51.86593335866928, -99.92912457115017, 0.3617217764258385, -55.50744317099452, -60.81198452413082, -102.79203477501869, 15.998408444225788, -2.6994750946760178, -52.42334402631968, -100.41451872559264, 309.5858906749636, -112.31025914195925, -45.22223210707307, -21.113884150981903, -21.08966975286603, -16.54044260084629, 40.822159212548286]| 11.5931873321533203|     32.00000000|[7311, 1034, 0, 182]                                                       | | GPS sucess | actual_k=8
     124|[-221.62886001169682, -79.8759147003293, 120.54396651685238, 161.25962452590466, 7.657769240438938, 58.37359660863876, -102.17490527755581, 5.020517610013485, -50.55880330130458, -63.855673775076866, -103.31624057888985, 17.68639338761568, -3.756542608141899, -57.536351571790874, -109.27888334961608, 334.0123566631228, -121.88677815441042, -51.378785852342844, -23.08140677213669, -19.99335055425763, -14.6740033775568, 41.37443743320182]| 11.5703496932983398|     64.00000000|[7367, 1042, 0, 183]                                                       | | GPS sucess | actual_k=8
     125|[-221.62886001169682, -79.8759147003293, 120.54396651685238, 161.25962452590466, 7.657769240438938, 58.37359660863876, -102.17490527755581, 5.020517610013485, -50.55880330130458, -63.855673775076866, -103.31624057888985, 17.68639338761568, -3.756542608141899, -57.536351571790874, -109.27888334961608, 334.0123566631228, -121.88677815441042, -51.378785852342844, -23.08140677213669, -19.99335055425763, -14.6740033775568, 41.37443743320182]| 11.5703496932983398|     32.00000000|[7431, 1050, 0, 185]                                                       |  | used linear model with 65 points | actual_k=8
     126|[-230.82431556284428, -63.71239197999239, 132.09769843518734, 165.5073252171278, -14.598813019692898, 93.097347676754, -84.92314860946499, -2.453551985323429, -39.75366089865565, -42.57847689092159, -95.01494625210762, 18.17943698912859, -5.080380246043205, -62.858547578565776, -89.1163333770819, 336.44990243948996, -134.85474900249392, -50.45395255461335, -35.042742908000946, -31.13894896581769, -9.906780019402504, 43.337143403012305]| 11.5662698745727539|     64.00000000|[7487, 1058, 0, 186]                                                       | | GPS sucess | actual_k=8
     127|[-230.82431556284428, -63.71239197999239, 132.09769843518734, 165.5073252171278, -14.598813019692898, 93.097347676754, -84.92314860946499, -2.453551985323429, -39.75366089865565, -42.57847689092159, -95.01494625210762, 18.17943698912859, -5.080380246043205, -62.858547578565776, -89.1163333770819, 336.44990243948996, -134.85474900249392, -50.45395255461335, -35.042742908000946, -31.13894896581769, -9.906780019402504, 43.337143403012305]| 11.5662698745727539|     32.00000000|[7550, 1067, 0, 188]                                                       |  | used linear model with 65 points | actual_k=8
     128|[-233.6283614784479, -59.610857136547565, 139.13730405271053, 165.9765993207693, -12.986460529267788, 99.60501092672348, -87.16892931587063, 2.2052438482642174, -39.809385772794485, -45.62216614186764, -99.99096134305, 19.867421932518482, -6.137447759509087, -64.19263244699687, -97.98069800110534, 360.87636842764914, -144.4312680149451, -56.61050629988313, -37.01026552915573, -26.082766581326723, -8.040340796113014, 43.88942162366584]| 11.5564937591552734|     64.00000000|[7606, 1075, 0, 189]                                                       | | GPS sucess | actual_k=8
     129|[-233.6283614784479, -59.610857136547565, 139.13730405271053, 165.9765993207693, -12.986460529267788, 99.60501092672348, -87.16892931587063, 2.2052438482642174, -39.809385772794485, -45.62216614186764, -99.99096134305, 19.867421932518482, -6.137447759509087, -64.19263244699687, -97.98069800110534, 360.87636842764914, -144.4312680149451, -56.61050629988313, -37.01026552915573, -26.082766581326723, -8.040340796113014, 43.88942162366584]| 11.5564937591552734|     32.00000000|[7668, 1085, 0, 191]                                                       |  | used linear model with 65 points | actual_k=8
     130|[-233.6283614784479, -59.610857136547565, 139.13730405271053, 165.9765993207693, -12.986460529267788, 99.60501092672348, -87.16892931587063, 2.2052438482642174, -39.809385772794485, -45.62216614186764, -99.99096134305, 19.867421932518482, -6.137447759509087, -64.19263244699687, -97.98069800110534, 360.87636842764914, -144.4312680149451, -56.61050629988313, -37.01026552915573, -26.082766581326723, -8.040340796113014, 43.88942162366584]| 11.5564937591552734|     16.00000000|[7732, 1093, 0, 193]                                                       |  | used linear model with 65 points | actual_k=8
     131|[-233.6283614784479, -59.610857136547565, 139.13730405271053, 165.9765993207693, -12.986460529267788, 99.60501092672348, -87.16892931587063, 2.2052438482642174, -39.809385772794485, -45.62216614186764, -99.99096134305, 19.867421932518482, -6.137447759509087, -64.19263244699687, -97.98069800110534, 360.87636842764914, -144.4312680149451, -56.61050629988313, -37.01026552915573, -26.082766581326723, -8.040340796113014, 43.88942162366584]| 11.5564937591552734|      8.00000000|[7793, 1104, 0, 195]                                                       |  | used linear model with 65 points | actual_k=8
     132|[-234.4020695835352, -59.61506617907435, 140.5625928491354, 166.364269182086, -12.069687210023403, 99.18893903493881, -86.89690587646328, 2.185592209920287, -41.160091158002615, -45.777359023690224, -100.1672711968422, 20.56900406628847, -7.539769217371941, -64.54034031461924, -99.57211281033233, 360.43947439827025, -144.60563311818987, -55.21600008383393, -37.52941286563873, -26.205113042145967, -8.316919520497322, 42.27296118112281]| 11.5536928176879883|     16.00000000|[7849, 1112, 0, 196]                                                       | | GPS sucess | actual_k=8
     133|[-234.4020695835352, -59.61506617907435, 140.5625928491354, 166.364269182086, -12.069687210023403, 99.18893903493881, -86.89690587646328, 2.185592209920287, -41.160091158002615, -45.777359023690224, -100.1672711968422, 20.56900406628847, -7.539769217371941, -64.54034031461924, -99.57211281033233, 360.43947439827025, -144.60563311818987, -55.21600008383393, -37.52941286563873, -26.205113042145967, -8.316919520497322, 42.27296118112281]| 11.5536928176879883|      8.00000000|[7913, 1120, 0, 198]                                                       |  | used linear model with 65 points | actual_k=8
     134|[-234.4020695835352, -59.61506617907435, 140.5625928491354, 166.364269182086, -12.069687210023403, 99.18893903493881, -86.89690587646328, 2.185592209920287, -41.160091158002615, -45.777359023690224, -100.1672711968422, 20.56900406628847, -7.539769217371941, -64.54034031461924, -99.57211281033233, 360.43947439827025, -144.60563311818987, -55.21600008383393, -37.52941286563873, -26.205113042145967, -8.316919520497322, 42.27296118112281]| 11.5536928176879883|      4.00000000|[7976, 1129, 0, 200]                                                       |  | used linear model with 65 points | actual_k=8
     135|[-235.41894294321537, -61.16702509764582, 139.39673493802547, 167.56207005679607, -13.121388278901577, 98.99575869739056, -87.35131759173237, 3.4505271073430777, -41.66016047820449, -46.310806170105934, -101.17477470636368, 19.82475597411394, -7.623843662440777, -64.16602859925479, -99.03181512327865, 360.83278932608664, -144.63390978705138, -55.82110911980271, -38.66014838218689, -27.48300563171506, -9.22565670311451, 42.164501902181655]| 11.5508460998535156|      8.00000000|[8032, 1137, 0, 201]                                                       | | GPS sucess | actual_k=8
     136|[-236.11995442211628, -60.14164138678461, 141.15663634240627, 167.67938858270645, -12.7183001562953, 100.62267450988293, -87.91276276833378, 4.615226065739989, -41.6740916967392, -47.071728482842445, -102.41877847909927, 20.246752209961414, -7.888110540807247, -65.44428048562258, -101.2479062792845, 366.93940582312644, -143.72908302675933, -57.36024755612016, -39.152029037475586, -27.20892583206296, -8.759046897292137, 39.9436442819424]| 11.5491008758544922|     16.00000000|[8088, 1145, 0, 202]                                                       | | GPS sucess | actual_k=8
     137|[-236.11995442211628, -60.14164138678461, 141.15663634240627, 167.67938858270645, -12.7183001562953, 100.62267450988293, -87.91276276833378, 4.615226065739989, -41.6740916967392, -47.071728482842445, -102.41877847909927, 20.246752209961414, -7.888110540807247, -65.44428048562258, -101.2479062792845, 366.93940582312644, -143.72908302675933, -57.36024755612016, -39.152029037475586, -27.20892583206296, -8.759046897292137, 39.9436442819424]| 11.5491008758544922|      8.00000000|[8151, 1154, 0, 204]                                                       |  | used linear model with 65 points | actual_k=8
     138|[-236.11995442211628, -60.14164138678461, 141.15663634240627, 167.67938858270645, -12.7183001562953, 100.62267450988293, -87.91276276833378, 4.615226065739989, -41.6740916967392, -47.071728482842445, -102.41877847909927, 20.246752209961414, -7.888110540807247, -65.44428048562258, -101.2479062792845, 366.93940582312644, -143.72908302675933, -57.36024755612016, -39.152029037475586, -27.20892583206296, -8.759046897292137, 39.9436442819424]| 11.5491008758544922|      4.00000000|[8214, 1163, 0, 206]                                                       |  | used linear model with 65 points | actual_k=8
     139|[-237.13682778179646, -61.693600305356085, 139.99077843129635, 168.87718945741653, -11.587394528090954, 100.42949417233467, -87.72941222018562, 5.88016096316278, -42.17416101694107, -47.605175629258156, -103.44396132230759, 19.502504117786884, -7.972184985876083, -65.06996877025813, -100.70760859223083, 367.3327207509428, -143.75735969562083, -57.96535659208894, -40.26676046848297, -28.48681842163205, -9.667784079909325, 39.83518500300124]| 11.5482654571533203|      8.00000000|[8270, 1171, 0, 207]                                                       | | GPS sucess | actual_k=8
     140|[-237.83783926069736, -60.66821659449488, 141.75067983567715, 168.9945079833269, -11.184306405484676, 102.05640998482704, -88.29085739678703, 7.044859921559691, -42.18809223547578, -48.36609794199467, -104.68796509504318, 19.924500353634357, -9.102417320013046, -64.41702176164836, -102.92369974823669, 373.4393372479826, -146.15148944873363, -59.50449502840638, -40.75864112377167, -28.212738621979952, -9.201174274086952, 39.973254558164626]| 11.5452976226806641|     16.00000000|[8326, 1179, 0, 208]                                                       | | GPS sucess | actual_k=8
     141|[-239.23986221849918, -58.61744917277247, 145.27048264443874, 169.22914503514767, -10.378130160272121, 105.31024160981178, -89.41374774998985, 9.374257838353515, -42.215954672545195, -49.88794256746769, -107.17597264051437, 20.768492825329304, -9.630951076745987, -66.97352553438395, -107.3558820602484, 362.4058375302702, -150.9397489549592, -62.58277190104127, -41.74240243434906, -27.664579022675753, -8.267954662442207, 45.21741330297664]| 11.5450878143310547|     32.00000000|[8382, 1187, 0, 209]                                                       | | GPS sucess | actual_k=8
     142|[-239.23986221849918, -58.61744917277247, 145.27048264443874, 169.22914503514767, -10.378130160272121, 105.31024160981178, -89.41374774998985, 9.374257838353515, -42.215954672545195, -49.88794256746769, -107.17597264051437, 20.768492825329304, -9.630951076745987, -66.97352553438395, -107.3558820602484, 362.4058375302702, -150.9397489549592, -62.58277190104127, -41.74240243434906, -27.664579022675753, -8.267954662442207, 45.21741330297664]| 11.5450878143310547|     16.00000000|[8446, 1195, 0, 211]                                                       |  | used linear model with 65 points | actual_k=8
     143|[-239.84985227882862, -59.488409110344946, 146.67335258424282, 169.54271598160267, -9.563973568379879, 106.17196080088615, -88.18480118340813, 9.009437447413802, -43.88323117420077, -51.29880215227604, -104.01674598455429, 21.373024590313435, -6.83385244011879, -67.47507054638118, -109.62806333275512, 360.5421343985945, -150.14375866670161, -62.93134281411767, -44.24029719829559, -30.145854342728853, -6.308652475476265, 48.2067228523083]| 11.5421752929687500|     32.00000000|[8502, 1203, 0, 212]                                                       | | GPS sucess | actual_k=8
     144|[-239.84985227882862, -59.488409110344946, 146.67335258424282, 169.54271598160267, -9.563973568379879, 106.17196080088615, -88.18480118340813, 9.009437447413802, -43.88323117420077, -51.29880215227604, -104.01674598455429, 21.373024590313435, -6.83385244011879, -67.47507054638118, -109.62806333275512, 360.5421343985945, -150.14375866670161, -62.93134281411767, -44.24029719829559, -30.145854342728853, -6.308652475476265, 48.2067228523083]| 11.5421752929687500|     16.00000000|[8564, 1213, 0, 214]                                                       |  | used linear model with 65 points | actual_k=8
     145|[-239.84985227882862, -59.488409110344946, 146.67335258424282, 169.54271598160267, -9.563973568379879, 106.17196080088615, -88.18480118340813, 9.009437447413802, -43.88323117420077, -51.29880215227604, -104.01674598455429, 21.373024590313435, -6.83385244011879, -67.47507054638118, -109.62806333275512, 360.5421343985945, -150.14375866670161, -62.93134281411767, -44.24029719829559, -30.145854342728853, -6.308652475476265, 48.2067228523083]| 11.5421752929687500|      8.00000000|[8626, 1223, 0, 216]                                                       |  | used linear model with 65 points | actual_k=8
     146|[-240.9271688014269, -59.96270347479731, 147.2433092445135, 170.4978051930666, -10.570570968091488, 108.3223886191845, -89.39659436768852, 9.798115139827132, -43.61186004802585, -51.67569027841091, -104.74296528100967, 21.48399156332016, -6.653237968683243, -67.2056966824457, -108.99771840544418, 360.3924438301474, -150.01822863239795, -64.50099179521203, -43.48564141988754, -29.476769793778658, -5.4305370002985, 48.52486040862277]| 11.5418510437011719|     16.00000000|[8682, 1231, 0, 217]                                                       | | GPS sucess | actual_k=8
     147|[-242.39897568523884, -58.74751497153193, 145.74268911778927, 171.59074218571186, -7.935679219663143, 110.54067608714104, -87.78172715730034, 11.446810012683272, -42.80786694213748, -53.18572483956814, -102.78150242567062, 21.104980885982513, -7.193223148584366, -70.5813151402399, -111.95127518149093, 362.2929549757391, -148.99607370514423, -63.94360927119851, -41.190984666347504, -28.53232567384839, -4.314628258347511, 48.37087271781638]| 11.5407829284667969|     32.00000000|[8738, 1239, 0, 218]                                                       | | GPS sucess | actual_k=8
     148|[-242.39897568523884, -58.74751497153193, 145.74268911778927, 171.59074218571186, -7.935679219663143, 110.54067608714104, -87.78172715730034, 11.446810012683272, -42.80786694213748, -53.18572483956814, -102.78150242567062, 21.104980885982513, -7.193223148584366, -70.5813151402399, -111.95127518149093, 362.2929549757391, -148.99607370514423, -63.94360927119851, -41.190984666347504, -28.53232567384839, -4.314628258347511, 48.37087271781638]| 11.5407829284667969|     16.00000000|[8800, 1249, 0, 220]                                                       |  | used linear model with 65 points | actual_k=8
