k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0798811316490173, 0.1697626858949661, 0.0076471362262964, 0.4022648930549622, -0.0754127874970436, -0.001277256757021, -0.0005771989235654, -0.0532212071120739, -0.1716371178627014, -0.4345829486846924, 0.3289691507816315, 0.2110833674669266, -0.0160505678504705, -0.1461291909217834, 0.0939741805195808, 0.5108557939529419, 0.0165547765791416, 0.0418044738471508, 0.0028238429222256, 0.1963275820016861, -0.0864802896976471, 0.278159111738205]| 14.2019891738891602|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     104|[-183.48591852933168, -174.40574323292822, 21.428851562552154, 154.74994376301765, 73.91245885938406, -72.06713398173451, 58.307745403959416, 81.25098859146237, -92.28624337352812, -46.237148843705654, -17.131169945001602, -41.4569278024137, 79.83430012501776, -67.69131734222174, -52.13769940286875, 42.11360411718488, -14.00905429199338, -6.201766788959503, 75.48284558043815, 65.69833451882005, 0.3631280474364758, -7.538885907270014]| 11.6111907958984375|     16.00000000|[6241, 416, 0, 104]                                                        |  | used linear model with 65 points | actual_k=4
     105|[-183.48591852933168, -174.40574323292822, 21.428851562552154, 154.74994376301765, 73.91245885938406, -72.06713398173451, 58.307745403959416, 81.25098859146237, -92.28624337352812, -46.237148843705654, -17.131169945001602, -41.4569278024137, 79.83430012501776, -67.69131734222174, -52.13769940286875, 42.11360411718488, -14.00905429199338, -6.201766788959503, 75.48284558043815, 65.69833451882005, 0.3631280474364758, -7.538885907270014]| 11.6111907958984375|      8.00000000|[6301, 420, 0, 105]                                                        |  | used linear model with 65 points | actual_k=4
     106|[-185.6156838014722, -173.74176131840795, 20.806007402949035, 156.6348835527897, 72.56192644685507, -70.44677098467946, 56.425506300642155, 81.69362219050527, -93.33667569793761, -43.57712086290121, -17.364434510469437, -43.36792328581214, 79.56274526752532, -66.5940755829215, -51.412641264498234, 38.22826271131635, -13.749543953686953, -9.161382019519806, 75.6938403903041, 66.02978647127748, 2.1920795254409313, -9.753879145719111]| 11.6016817092895508|     16.00000000|[6361, 424, 0, 106]                                                        | | GPS sucess | actual_k=4
     107|[-188.870755918324, -172.5114550506696, 18.3955424008891, 159.53073945641518, 78.59144075959921, -70.85751022771001, 57.11029214353766, 80.60531552508473, -90.61078434623778, -42.01001640409231, -20.40287759900093, -42.817099776118994, 72.8320028129965, -69.07525148242712, -51.51557292789221, 45.4444873817265, -15.459231305867434, -7.7494959235191345, 72.5032967387233, 69.23155939951539, 1.767587821930647, -11.959454611875117]| 11.5959615707397461|     32.00000000|[6421, 428, 0, 107]                                                        | | GPS sucess | actual_k=4
     108|[-188.870755918324, -172.5114550506696, 18.3955424008891, 159.53073945641518, 78.59144075959921, -70.85751022771001, 57.11029214353766, 80.60531552508473, -90.61078434623778, -42.01001640409231, -20.40287759900093, -42.817099776118994, 72.8320028129965, -69.07525148242712, -51.51557292789221, 45.4444873817265, -15.459231305867434, -7.7494959235191345, 72.5032967387233, 69.23155939951539, 1.767587821930647, -11.959454611875117]| 11.5959615707397461|     16.00000000|[6481, 432, 0, 108]                                                        |  | used linear model with 65 points | actual_k=4
     109|[-188.870755918324, -172.5114550506696, 18.3955424008891, 159.53073945641518, 78.59144075959921, -70.85751022771001, 57.11029214353766, 80.60531552508473, -90.61078434623778, -42.01001640409231, -20.40287759900093, -42.817099776118994, 72.8320028129965, -69.07525148242712, -51.51557292789221, 45.4444873817265, -15.459231305867434, -7.7494959235191345, 72.5032967387233, 69.23155939951539, 1.767587821930647, -11.959454611875117]| 11.5959615707397461|      8.00000000|[6541, 436, 0, 109]                                                        |  | used linear model with 65 points | actual_k=4
     110|[-189.21550799161196, -173.301366022788, 18.91943301539868, 159.7801186144352, 78.19872795790434, -71.58961977437139, 57.54707393737044, 80.2552569694817, -90.3877567294985, -44.622917614877224, -23.4301178753376, -40.7817301414907, 68.70734661258757, -68.45300247520208, -54.421999119222164, 45.51598888263106, -15.404934968799353, -8.189161241054535, 72.24063766584732, 68.23318964615464, -0.7030390091240406, -10.771495179273188]| 11.5949840545654297|     16.00000000|[6601, 440, 0, 110]                                                        | | GPS sucess | actual_k=4
     111|[-189.21550799161196, -173.301366022788, 18.91943301539868, 159.7801186144352, 78.19872795790434, -71.58961977437139, 57.54707393737044, 80.2552569694817, -90.3877567294985, -44.622917614877224, -23.4301178753376, -40.7817301414907, 68.70734661258757, -68.45300247520208, -54.421999119222164, 45.51598888263106, -15.404934968799353, -8.189161241054535, 72.24063766584732, 68.23318964615464, -0.7030390091240406, -10.771495179273188]| 11.5949840545654297|      8.00000000|[6661, 444, 0, 111]                                                        |  | used linear model with 65 points | actual_k=4
     112|[-191.85796428471804, -173.04413973446935, 18.443323749117553, 161.8234547674656, 78.11591308563948, -69.77872909978032, 57.55321047489997, 81.49916358664632, -89.17278339900076, -45.3252203091979, -24.403605848550797, -40.04869380220771, 67.90395861305296, -69.93066885322332, -52.6249023899436, 45.68529335781932, -17.886586036533117, -7.1378074288368225, 73.00059062824585, 68.46948190405965, -1.7991250343620777, -12.965713576413691]| 11.5898561477661133|     16.00000000|[6721, 448, 0, 112]                                                        | | GPS sucess | actual_k=4
     113|[-194.30037427693605, -174.29527913685888, 24.536821025423706, 162.82444110512733, 79.04976355284452, -63.887960094958544, 53.88949773495551, 77.09920354560018, -85.07501986064017, -46.05124398320913, -27.023375421762466, -41.27959921583533, 66.1408453527838, -65.8278813585639, -47.28590836375952, 47.49567536637187, -20.870634641498327, -3.2926705479621887, 73.90372294769622, 70.74311681464314, -2.9634505100548267, -16.742798165418208]| 11.5823497772216797|     32.00000000|[6781, 452, 0, 113]                                                        | | GPS sucess | actual_k=4
     114|[-199.02454591542482, -184.14210378285497, 18.260204452089965, 168.0590435564518, 71.98658215254545, -75.40425838902593, 49.30496690457221, 88.9638809747994, -86.76303043402731, -51.96014329046011, -27.55237963795662, -39.020464446395636, 67.42965357936919, -72.18554355949163, -50.1796161159873, 37.95329026505351, -26.093644227832556, 4.9605671763420105, 77.6004230438266, 63.90385623648763, -1.325524765998125, -23.66893704328686]| 11.5791978836059570|     64.00000000|[6841, 456, 0, 114]                                                        | | GPS sucess | actual_k=4
     115|[-208.07251477986574, -186.13194142933935, 1.3621541438624263, 178.50018468499184, 51.585792891681194, -83.02754797413945, 60.04265115445014, 68.80429120734334, -108.01906147040427, -64.86309548467398, -47.73505213856697, -55.497087981551886, 84.7127994839102, -97.88302662223577, -39.415319584310055, 32.67065505310893, -31.437364663928747, 6.805318176746368, 86.85130900726654, 56.7800201959908, 1.5583782605826855, -29.311912373639643]| 11.5509576797485352|    128.00000000|[6901, 460, 0, 115]                                                        | | GPS sucess | actual_k=4
     116|[-208.07251477986574, -186.13194142933935, 1.3621541438624263, 178.50018468499184, 51.585792891681194, -83.02754797413945, 60.04265115445014, 68.80429120734334, -108.01906147040427, -64.86309548467398, -47.73505213856697, -55.497087981551886, 84.7127994839102, -97.88302662223577, -39.415319584310055, 32.67065505310893, -31.437364663928747, 6.805318176746368, 86.85130900726654, 56.7800201959908, 1.5583782605826855, -29.311912373639643]| 11.5509576797485352|     64.00000000|[6961, 464, 0, 116]                                                        |  | used linear model with 65 points | actual_k=4
     117|[-208.07251477986574, -186.13194142933935, 1.3621541438624263, 178.50018468499184, 51.585792891681194, -83.02754797413945, 60.04265115445014, 68.80429120734334, -108.01906147040427, -64.86309548467398, -47.73505213856697, -55.497087981551886, 84.7127994839102, -97.88302662223577, -39.415319584310055, 32.67065505310893, -31.437364663928747, 6.805318176746368, 86.85130900726654, 56.7800201959908, 1.5583782605826855, -29.311912373639643]| 11.5509576797485352|     32.00000000|[7021, 468, 0, 117]                                                        |  | used linear model with 65 points | actual_k=4
     118|[-208.07251477986574, -186.13194142933935, 1.3621541438624263, 178.50018468499184, 51.585792891681194, -83.02754797413945, 60.04265115445014, 68.80429120734334, -108.01906147040427, -64.86309548467398, -47.73505213856697, -55.497087981551886, 84.7127994839102, -97.88302662223577, -39.415319584310055, 32.67065505310893, -31.437364663928747, 6.805318176746368, 86.85130900726654, 56.7800201959908, 1.5583782605826855, -29.311912373639643]| 11.5509576797485352|     16.00000000|[7081, 472, 0, 118]                                                        |  | used linear model with 65 points | actual_k=4
     119|[-208.07251477986574, -186.13194142933935, 1.3621541438624263, 178.50018468499184, 51.585792891681194, -83.02754797413945, 60.04265115445014, 68.80429120734334, -108.01906147040427, -64.86309548467398, -47.73505213856697, -55.497087981551886, 84.7127994839102, -97.88302662223577, -39.415319584310055, 32.67065505310893, -31.437364663928747, 6.805318176746368, 86.85130900726654, 56.7800201959908, 1.5583782605826855, -29.311912373639643]| 11.5509576797485352|      8.00000000|[7141, 476, 0, 119]                                                        |  | used linear model with 65 points | actual_k=4
     120|[-210.66497135907412, -185.57404988165945, 1.8443326829001307, 180.28247717022896, 54.45146023482084, -82.39703138545156, 61.05098638718482, 70.45063598826528, -104.52182688750327, -63.553944788873196, -47.58290010690689, -55.81133254989982, 81.8759607616812, -95.54831840842962, -40.574154041707516, 32.69377003237605, -30.534210350364447, 6.314161032438278, 87.25084397778846, 54.777959782630205, -0.9116367883980274, -29.951025740243495]| 11.5444984436035156|     16.00000000|[7201, 480, 0, 120]                                                        | | GPS sucess | actual_k=4
     121|[-210.66497135907412, -185.57404988165945, 1.8443326829001307, 180.28247717022896, 54.45146023482084, -82.39703138545156, 61.05098638718482, 70.45063598826528, -104.52182688750327, -63.553944788873196, -47.58290010690689, -55.81133254989982, 81.8759607616812, -95.54831840842962, -40.574154041707516, 32.69377003237605, -30.534210350364447, 6.314161032438278, 87.25084397778846, 54.777959782630205, -0.9116367883980274, -29.951025740243495]| 11.5444984436035156|      8.00000000|[7261, 484, 0, 121]                                                        |  | used linear model with 65 points | actual_k=4
     122|[-211.1873976662755, -186.64592903014272, 2.4958565710112453, 180.73580810427666, 55.26376312226057, -84.64837511256337, 60.24669877474662, 67.41080125048757, -107.56900372542441, -61.03512927144766, -46.86802142858505, -57.33672412857413, 81.31516754068434, -94.5281657204032, -40.09982769936323, 29.912160973995924, -29.144421365112066, 6.9653744995594025, 89.03413603291847, 55.07530706003308, -2.015353161841631, -30.993622438050807]| 11.5424852371215820|     16.00000000|[7321, 488, 0, 122]                                                        | | GPS sucess | actual_k=4
     123|[-211.1873976662755, -186.64592903014272, 2.4958565710112453, 180.73580810427666, 55.26376312226057, -84.64837511256337, 60.24669877474662, 67.41080125048757, -107.56900372542441, -61.03512927144766, -46.86802142858505, -57.33672412857413, 81.31516754068434, -94.5281657204032, -40.09982769936323, 29.912160973995924, -29.144421365112066, 6.9653744995594025, 89.03413603291847, 55.07530706003308, -2.015353161841631, -30.993622438050807]| 11.5424852371215820|      8.00000000|[7381, 492, 0, 123]                                                        |  | used linear model with 65 points | actual_k=4
     124|[-213.33037943392992, -188.3415647065267, 5.012798833660781, 182.1452450454235, 55.610729180276394, -84.87033862248063, 59.16021970694419, 69.70312936976552, -107.07524397410452, -63.361487589776516, -47.73354297876358, -55.50542649254203, 81.95699166692793, -93.63029726594687, -39.283426992595196, 27.82389436289668, -31.342769887298346, 6.5475775599479675, 90.47263357625343, 55.951194394379854, -2.356226820498705, -26.840732709504664]| 11.5386276245117188|     16.00000000|[7441, 496, 0, 124]                                                        | | GPS sucess | actual_k=4
     125|[-213.33037943392992, -188.3415647065267, 5.012798833660781, 182.1452450454235, 55.610729180276394, -84.87033862248063, 59.16021970694419, 69.70312936976552, -107.07524397410452, -63.361487589776516, -47.73354297876358, -55.50542649254203, 81.95699166692793, -93.63029726594687, -39.283426992595196, 27.82389436289668, -31.342769887298346, 6.5475775599479675, 90.47263357625343, 55.951194394379854, -2.356226820498705, -26.840732709504664]| 11.5386276245117188|      8.00000000|[7501, 500, 0, 125]                                                        |  | used linear model with 65 points | actual_k=4
     126|[-213.85696566849947, -189.00834654923528, 4.9222532687708735, 182.49966859817505, 57.224573098123074, -83.2043827213347, 58.31983641569968, 71.08608980849385, -107.45303898490965, -64.74536450952291, -46.90511620044708, -54.515759374946356, 84.75260972417891, -92.29871805757284, -36.49071740359068, 28.533151607960463, -33.7329504750669, 5.855711340904236, 92.65652749524452, 55.073694098740816, 1.7680951170623302, -28.703182713128626]| 11.5348644256591797|     16.00000000|[7561, 504, 0, 126]                                                        | | GPS sucess | actual_k=4
     127|[-216.0802332237363, -190.06774293538183, 5.542365807108581, 184.3398563861847, 58.86869402974844, -80.27022630348802, 59.81952754443046, 69.22214003279805, -108.81385009922087, -69.75045379251242, -44.90817749500275, -55.170648481696844, 86.61234032548964, -96.95534761995077, -38.328171364963055, 31.181442480534315, -35.12700119242072, 10.72051990032196, 88.91366431699134, 48.56011377647519, 0.6261257939040661, -34.28504230175167]| 11.5326881408691406|     32.00000000|[7621, 508, 0, 127]                                                        | | GPS sucess | actual_k=4
     128|[-215.5965387299657, -188.57751845475286, 8.829846399836242, 183.15906953811646, 52.6451198682189, -90.43421155586839, 44.14584914629813, 71.09103913977742, -116.8597733322531, -73.62707456201315, -45.17130026221275, -58.59883752092719, 91.98112522996962, -81.67864187806845, -33.09195005148649, 19.821343641728163, -36.42403879389167, 10.76343609020114, 90.28643045411445, 46.48726211860776, 8.689020615071058, -28.847749249078333]| 11.5309190750122070|     64.00000000|[7681, 512, 0, 128]                                                        | | GPS sucess | actual_k=4
     129|[-215.5965387299657, -188.57751845475286, 8.829846399836242, 183.15906953811646, 52.6451198682189, -90.43421155586839, 44.14584914629813, 71.09103913977742, -116.8597733322531, -73.62707456201315, -45.17130026221275, -58.59883752092719, 91.98112522996962, -81.67864187806845, -33.09195005148649, 19.821343641728163, -36.42403879389167, 10.76343609020114, 90.28643045411445, 46.48726211860776, 8.689020615071058, -28.847749249078333]| 11.5309190750122070|     32.00000000|[7741, 516, 0, 129]                                                        |  | used linear model with 65 points | actual_k=4
     130|[-215.5965387299657, -188.57751845475286, 8.829846399836242, 183.15906953811646, 52.6451198682189, -90.43421155586839, 44.14584914629813, 71.09103913977742, -116.8597733322531, -73.62707456201315, -45.17130026221275, -58.59883752092719, 91.98112522996962, -81.67864187806845, -33.09195005148649, 19.821343641728163, -36.42403879389167, 10.76343609020114, 90.28643045411445, 46.48726211860776, 8.689020615071058, -28.847749249078333]| 11.5309190750122070|     16.00000000|[7801, 520, 0, 130]                                                        |  | used linear model with 65 points | actual_k=4
     131|[-220.6714474633336, -189.59254109021276, 11.834417599253356, 186.73842883110046, 51.310895167291164, -95.0763948597014, 44.07874839787837, 64.57357831671834, -117.18603363074362, -75.41160174459219, -42.357011407613754, -60.58923056349158, 92.74314438737929, -82.61217673867941, -30.49321734160185, 22.640103798359632, -29.86389484629035, 5.5500595681369305, 90.30674804584123, 44.05150519683957, 4.4044260792434216, -29.168579415418208]| 11.5194883346557617|     32.00000000|[7861, 524, 0, 131]                                                        | | GPS sucess | actual_k=4
     132|[-224.60399717837572, -182.61918341275305, 19.6596706090495, 187.99217927455902, 55.90219756215811, -85.02596551552415, 50.443130188039504, 68.50955053046346, -125.22213687933981, -78.37726875394583, -48.142756551504135, -61.65393212065101, 93.82084082998335, -87.55657800287008, -29.728191666305065, 9.72330616042018, -21.222827341407537, 0.690213929861784, 81.2650390996132, 46.47793971374631, -0.7718057818710804, -33.127699450589716]| 11.5144853591918945|     64.00000000|[7921, 528, 0, 132]                                                        | | GPS sucess | actual_k=4
     133|[-224.60399717837572, -182.61918341275305, 19.6596706090495, 187.99217927455902, 55.90219756215811, -85.02596551552415, 50.443130188039504, 68.50955053046346, -125.22213687933981, -78.37726875394583, -48.142756551504135, -61.65393212065101, 93.82084082998335, -87.55657800287008, -29.728191666305065, 9.72330616042018, -21.222827341407537, 0.690213929861784, 81.2650390996132, 46.47793971374631, -0.7718057818710804, -33.127699450589716]| 11.5144853591918945|     32.00000000|[7981, 532, 0, 133]                                                        |  | used linear model with 65 points | actual_k=4
     134|[-228.16250628978014, -196.28752504941076, 23.609217423014343, 191.09825241565704, 46.096717558801174, -83.28499895706773, 58.08567493443843, 62.13880963996053, -120.15513029135764, -86.94873424619436, -48.411192178726196, -54.34337332472205, 99.05539607442915, -83.94266780465841, -35.77802114933729, 13.494789581745863, -31.372857477515936, 7.459196340292692, 74.93666805163957, 45.073806155472994, -12.000411052256823, -30.965495423413813]| 11.5019855499267578|     64.00000000|[8041, 536, 0, 134]                                                        | | GPS sucess | actual_k=4
     135|[-237.92184276133776, -175.4689711248502, 33.56575657706708, 195.36272966861725, 27.79439517110586, -86.90133983269334, 64.65756052022334, 75.96474595740438, -131.53757562674582, -66.76887889951468, -45.02239274978638, -44.03757956251502, 90.93390082754195, -71.19222148507833, -52.34387045353651, 14.810056667774916, -21.324860002845526, -4.898210275918245, 57.52442897693254, 24.491105426102877, -22.29322435334325, -14.306466416455805]| 11.4945240020751953|    128.00000000|[8101, 540, 0, 135]                                                        | | GPS sucess | actual_k=4
     136|[-237.92184276133776, -175.4689711248502, 33.56575657706708, 195.36272966861725, 27.79439517110586, -86.90133983269334, 64.65756052022334, 75.96474595740438, -131.53757562674582, -66.76887889951468, -45.02239274978638, -44.03757956251502, 90.93390082754195, -71.19222148507833, -52.34387045353651, 14.810056667774916, -21.324860002845526, -4.898210275918245, 57.52442897693254, 24.491105426102877, -22.29322435334325, -14.306466416455805]| 11.4945240020751953|     64.00000000|[8161, 544, 0, 136]                                                        |  | used linear model with 65 points | actual_k=4
     137|[-237.92184276133776, -175.4689711248502, 33.56575657706708, 195.36272966861725, 27.79439517110586, -86.90133983269334, 64.65756052022334, 75.96474595740438, -131.53757562674582, -66.76887889951468, -45.02239274978638, -44.03757956251502, 90.93390082754195, -71.19222148507833, -52.34387045353651, 14.810056667774916, -21.324860002845526, -4.898210275918245, 57.52442897693254, 24.491105426102877, -22.29322435334325, -14.306466416455805]| 11.4945240020751953|     32.00000000|[8221, 548, 0, 137]                                                        |  | used linear model with 65 points | actual_k=4
     138|[-237.92184276133776, -175.4689711248502, 33.56575657706708, 195.36272966861725, 27.79439517110586, -86.90133983269334, 64.65756052022334, 75.96474595740438, -131.53757562674582, -66.76887889951468, -45.02239274978638, -44.03757956251502, 90.93390082754195, -71.19222148507833, -52.34387045353651, 14.810056667774916, -21.324860002845526, -4.898210275918245, 57.52442897693254, 24.491105426102877, -22.29322435334325, -14.306466416455805]| 11.4945240020751953|     16.00000000|[8281, 552, 0, 138]                                                        |  | used linear model with 65 points | actual_k=4
     139|[-241.8140406087041, -176.8019620096311, 32.298409956507385, 199.02014315128326, 30.423398695886135, -86.8124309964478, 70.43127792363521, 76.39093117788434, -132.44057425297797, -60.62975641340017, -38.10464859008789, -47.008091237396, 91.2857059482485, -71.72005756944418, -48.29288750141859, 16.499948363751173, -21.511002343147993, -5.813856411725283, 57.190320952096954, 21.221012461930513, -27.668418426066637, -13.576756254769862]| 11.4877500534057617|     32.00000000|[8341, 556, 0, 139]                                                        | | GPS sucess | actual_k=4
     140|[-240.69888801127672, -177.22539257165045, 39.367424982599914, 196.6710375547409, 25.067972384393215, -96.18600334599614, 57.85325210576411, 69.34815125539899, -137.12405403889716, -59.03314694017172, -32.61724233627319, -50.2972131036222, 96.5530137065798, -78.62928255647421, -50.13130693882704, 25.160109382122755, -24.47461823746562, -8.169548321515322, 45.86606596247293, 21.924785543233156, -16.227230567485094, -17.90402485523373]| 11.4853858947753906|     64.00000000|[8401, 560, 0, 140]                                                        | | GPS sucess | actual_k=4
     141|[-242.85530871897936, -190.1670410549268, 14.703864115290344, 203.67527568340302, 7.944458208978176, -124.99518837407231, 62.979411296895705, 62.76825337484479, -119.27456864155829, -57.36938043683767, -30.359890699386597, -47.722270753234625, 100.87619056738913, -70.66756733506918, -31.505038551986217, 17.024789672344923, -24.83212498947978, 14.302476596087217, 46.38040737644769, 33.443926740437746, -27.3125405497849, 0.1480820020660758]| 11.4732027053833008|    128.00000000|[8461, 564, 0, 141]                                                        | | GPS sucess | actual_k=4
     142|[-242.85530871897936, -190.1670410549268, 14.703864115290344, 203.67527568340302, 7.944458208978176, -124.99518837407231, 62.979411296895705, 62.76825337484479, -119.27456864155829, -57.36938043683767, -30.359890699386597, -47.722270753234625, 100.87619056738913, -70.66756733506918, -31.505038551986217, 17.024789672344923, -24.83212498947978, 14.302476596087217, 46.38040737644769, 33.443926740437746, -27.3125405497849, 0.1480820020660758]| 11.4732027053833008|     64.00000000|[8521, 568, 0, 142]                                                        |  | used linear model with 65 points | actual_k=4
     143|[-242.85530871897936, -190.1670410549268, 14.703864115290344, 203.67527568340302, 7.944458208978176, -124.99518837407231, 62.979411296895705, 62.76825337484479, -119.27456864155829, -57.36938043683767, -30.359890699386597, -47.722270753234625, 100.87619056738913, -70.66756733506918, -31.505038551986217, 17.024789672344923, -24.83212498947978, 14.302476596087217, 46.38040737644769, 33.443926740437746, -27.3125405497849, 0.1480820020660758]| 11.4732027053833008|     32.00000000|[8581, 572, 0, 143]                                                        |  | used linear model with 65 points | actual_k=4
     144|[-248.24563235789537, -198.8484775936231, 7.4458255944773555, 209.76786601543427, -2.2868717089295387, -126.5271868892014, 68.64446037297603, 57.269934702664614, -124.2758222464472, -66.86112543195486, -31.518027186393738, -48.21649098023772, 104.39487662352622, -72.5928430184722, -23.196219734847546, 10.798153262585402, -15.333646100014448, 11.386240672320127, 32.185401959577575, 33.20241681113839, -29.96733333542943, 4.777712567709386]| 11.4588918685913086|     64.00000000|[8641, 576, 0, 144]                                                        | | GPS sucess | actual_k=4
     145|[-248.24563235789537, -198.8484775936231, 7.4458255944773555, 209.76786601543427, -2.2868717089295387, -126.5271868892014, 68.64446037297603, 57.269934702664614, -124.2758222464472, -66.86112543195486, -31.518027186393738, -48.21649098023772, 104.39487662352622, -72.5928430184722, -23.196219734847546, 10.798153262585402, -15.333646100014448, 11.386240672320127, 32.185401959577575, 33.20241681113839, -29.96733333542943, 4.777712567709386]| 11.4588918685913086|     32.00000000|[8701, 580, 0, 145]                                                        |  | used linear model with 65 points | actual_k=4
     146|[-253.84356517344713, -203.5887849247083, 17.680622118525207, 212.60458767414093, -3.255797006189823, -124.9533515162766, 58.821717910817824, 52.51325278356671, -123.95697706378996, -59.74430175870657, -31.54930655658245, -40.09435009583831, 120.28441157378256, -75.46298953145742, -27.191446118056774, 8.71204648539424, -20.128380578011274, 0.3550898544490337, 31.84086493984796, 35.91740623489022, -19.956560630351305, 5.5396780809387565]| 11.4414911270141602|     64.00000000|[8761, 584, 0, 146]                                                        | | GPS sucess | actual_k=4
     147|[-253.84356517344713, -203.5887849247083, 17.680622118525207, 212.60458767414093, -3.255797006189823, -124.9533515162766, 58.821717910817824, 52.51325278356671, -123.95697706378996, -59.74430175870657, -31.54930655658245, -40.09435009583831, 120.28441157378256, -75.46298953145742, -27.191446118056774, 8.71204648539424, -20.128380578011274, 0.3550898544490337, 31.84086493984796, 35.91740623489022, -19.956560630351305, 5.5396780809387565]| 11.4414911270141602|     32.00000000|[8821, 588, 0, 147]                                                        |  | used linear model with 65 points | actual_k=4
     148|[-255.13131446391344, -210.2521197712049, 11.734831827692688, 215.21300065517426, -16.047042466700077, -127.11530377343297, 48.115172081044875, 45.73409466817975, -125.78104525245726, -68.23575779050589, -26.714195415377617, -45.27561258897185, 120.22565794549882, -80.21184512227774, -20.442170910537243, 0.3758600763976574, -27.60299329087138, -2.6363537795841694, 36.236915869871154, 40.33922353759408, -25.134514827281237, 12.551206572912633]| 11.4390192031860352|     64.00000000|[8881, 592, 0, 148]                                                        | | GPS sucess | actual_k=4
     149|[-255.13131446391344, -210.2521197712049, 11.734831827692688, 215.21300065517426, -16.047042466700077, -127.11530377343297, 48.115172081044875, 45.73409466817975, -125.78104525245726, -68.23575779050589, -26.714195415377617, -45.27561258897185, 120.22565794549882, -80.21184512227774, -20.442170910537243, 0.3758600763976574, -27.60299329087138, -2.6363537795841694, 36.236915869871154, 40.33922353759408, -25.134514827281237, 12.551206572912633]| 11.4390192031860352|     32.00000000|[8941, 596, 0, 149]                                                        |  | used linear model with 65 points | actual_k=4
     150|[-255.13131446391344, -210.2521197712049, 11.734831827692688, 215.21300065517426, -16.047042466700077, -127.11530377343297, 48.115172081044875, 45.73409466817975, -125.78104525245726, -68.23575779050589, -26.714195415377617, -45.27561258897185, 120.22565794549882, -80.21184512227774, -20.442170910537243, 0.3758600763976574, -27.60299329087138, -2.6363537795841694, 36.236915869871154, 40.33922353759408, -25.134514827281237, 12.551206572912633]| 11.4390192031860352|     16.00000000|[9001, 600, 0, 150]                                                        |  | used linear model with 65 points | actual_k=4
     151|[-255.13131446391344, -210.2521197712049, 11.734831827692688, 215.21300065517426, -16.047042466700077, -127.11530377343297, 48.115172081044875, 45.73409466817975, -125.78104525245726, -68.23575779050589, -26.714195415377617, -45.27561258897185, 120.22565794549882, -80.21184512227774, -20.442170910537243, 0.3758600763976574, -27.60299329087138, -2.6363537795841694, 36.236915869871154, 40.33922353759408, -25.134514827281237, 12.551206572912633]| 11.4390192031860352|      8.00000000|[9061, 604, 0, 151]                                                        |  | used linear model with 65 points | actual_k=4
     152|[-256.75159818679094, -211.16210513468832, 11.146275180391967, 216.60885727405548, -13.974056579172611, -129.40850212052464, 46.82447689061519, 46.303379226475954, -124.77667134441435, -66.52289529889822, -24.772763058543205, -43.27116250619292, 120.018331265077, -82.17247220128775, -22.234504513442516, 0.596326719969511, -25.48245958611369, -1.5225557573139668, 36.83897535339929, 39.676590237766504, -22.211424130946398, 9.75309060420841]| 11.4333448410034180|     16.00000000|[9121, 608, 0, 152]                                                        | | GPS sucess | actual_k=4
     153|[-260.3824923709035, -210.8943693852052, 16.084367888979614, 218.59874427318573, -16.72595701366663, -131.01811971142888, 40.19782321935054, 45.33447848632932, -123.52068870700896, -67.48367472738028, -23.521203204989433, -38.545411106199026, 119.17310211621225, -80.8798883780837, -26.61413984745741, 1.1440656296908855, -20.782013934105635, -0.1617285497486591, 35.74862162605859, 42.078326020389795, -21.135144371539354, 7.945005043409765]| 11.4264221191406250|     32.00000000|[9181, 612, 0, 153]                                                        | | GPS sucess | actual_k=4
     154|[-265.80214769393206, -221.3285143589601, 15.17346008401364, 223.5771425962448, -20.616288758814335, -127.4607316441834, 31.414741210988723, 46.40396438911557, -124.30439835228026, -62.341566763818264, -21.91836003959179, -42.73714494332671, 129.38041183911264, -79.06739970296621, -23.504538349807262, -7.274478185921907, -32.2278299741447, 1.1678616516292095, 42.507856054464355, 40.236035499721766, -33.63856329396367, 0.9068552097305655]| 11.4071922302246094|     64.00000000|[9241, 616, 0, 154]                                                        | | GPS sucess | actual_k=4
     155|[-265.80214769393206, -221.3285143589601, 15.17346008401364, 223.5771425962448, -20.616288758814335, -127.4607316441834, 31.414741210988723, 46.40396438911557, -124.30439835228026, -62.341566763818264, -21.91836003959179, -42.73714494332671, 129.38041183911264, -79.06739970296621, -23.504538349807262, -7.274478185921907, -32.2278299741447, 1.1678616516292095, 42.507856054464355, 40.236035499721766, -33.63856329396367, 0.9068552097305655]| 11.4071922302246094|     32.00000000|[9301, 620, 0, 155]                                                        |  | used linear model with 65 points | actual_k=4
