k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1159169524908066, -0.1880708783864975, -0.2382090985774994, 0.8740733861923218, -0.2362662255764008, -0.1882171928882599, -0.1238998994231224, -0.0593002587556839, -0.0073590190149844, 0.0163300205022097, 0.0151395425200462, -0.0068678087554872, -0.0369792878627777, -0.0595408231019974, -0.0614902451634407, -0.0384309366345406, -0.0056644096039236, 0.0332339443266392, 0.0303912274539471, -0.0219681411981583, -0.0834110006690025, 0.0078400066122413]| 13.8329296112060547|      2.00000000|[33, 0, 0, 2]                                                              | | GPS sucess | actual_k=0
     100|[-1.8854292824398726, -4.455118059646338, 3.570284605724737, 4.325224730418995, 1.7966880982276052, -1.3180177147733048, 2.1831708506215364, -1.033358881046297, -0.3229143540374935, -2.04314122418873, -1.0420096088200808, 2.211226129438728, 5.472452891990542, -5.842934872955084, -1.49135004542768, -6.549234652891755, 7.257962548639625, -9.363597998395562, -10.931688548065722, 20.589075046998914, -3.3851493961410597, 2.6289244305808097]| 12.1327619552612305|      4.00000000|[3201, 0, 0, 200]                                                          | | GPS sucess | actual_k=0
     101|[-1.8854292824398726, -4.455118059646338, 3.570284605724737, 4.325224730418995, 1.7966880982276052, -1.3180177147733048, 2.1831708506215364, -1.033358881046297, -0.3229143540374935, -2.04314122418873, -1.0420096088200808, 2.211226129438728, 5.472452891990542, -5.842934872955084, -1.49135004542768, -6.549234652891755, 7.257962548639625, -9.363597998395562, -10.931688548065722, 20.589075046998914, -3.3851493961410597, 2.6289244305808097]| 12.1327619552612305|      2.00000000|[3233, 0, 0, 202]                                                          |  | used linear model with 33 points | actual_k=0
     102|[-1.8854292824398726, -4.455118059646338, 3.570284605724737, 4.325224730418995, 1.7966880982276052, -1.3180177147733048, 2.1831708506215364, -1.033358881046297, -0.3229143540374935, -2.04314122418873, -1.0420096088200808, 2.211226129438728, 5.472452891990542, -5.842934872955084, -1.49135004542768, -6.549234652891755, 7.257962548639625, -9.363597998395562, -10.931688548065722, 20.589075046998914, -3.3851493961410597, 2.6289244305808097]| 12.1327619552612305|      1.00000000|[3265, 0, 0, 204]                                                          |  | used linear model with 33 points | actual_k=0
     103|[-1.8960065448191017, -4.465606679674238, 3.564778582425788, 4.32772071682848, 1.8068313950207084, -1.3042514837579802, 2.1939577909652144, -1.0376810848538298, -0.3362287157215178, -2.0698138817679137, -1.0746749881654978, 2.1854837047867477, 5.468183651566505, -5.816475544124842, -1.4391949009150267, -6.4993630815297365, 7.26392764179036, -9.502330565825105, -11.266280860640109, 21.36030538700288, -3.8890769249992445, 2.7328313749749213]| 12.1327180862426758|      2.00000000|[3297, 0, 0, 206]                                                          | | GPS sucess | actual_k=0
     104|[-1.8960065448191017, -4.465606679674238, 3.564778582425788, 4.32772071682848, 1.8068313950207084, -1.3042514837579802, 2.1939577909652144, -1.0376810848538298, -0.3362287157215178, -2.0698138817679137, -1.0746749881654978, 2.1854837047867477, 5.468183651566505, -5.816475544124842, -1.4391949009150267, -6.4993630815297365, 7.26392764179036, -9.502330565825105, -11.266280860640109, 21.36030538700288, -3.8890769249992445, 2.7328313749749213]| 12.1327180862426758|      1.00000000|[3329, 0, 0, 208]                                                          |  | used linear model with 33 points | actual_k=0
     105|[-1.9065838071983308, -4.476095299702138, 3.559272559126839, 4.330216703237966, 1.8169746918138117, -1.2904852527426556, 2.2047447313088924, -1.0367794654739555, -0.4420079835690558, -2.0964865393470973, -1.1073403675109148, 2.1597412801347673, 5.4639144111424685, -5.7900162152945995, -1.3870397564023733, -6.449491510167718, 7.256616631522775, -9.641063133254647, -11.58399146888405, 22.13153572700685, -4.393004453857429, 2.836738319369033]| 12.1327056884765625|      2.00000000|[3361, 0, 0, 210]                                                          | | GPS sucess | actual_k=0
     106|[-1.9065838071983308, -4.476095299702138, 3.559272559126839, 4.330216703237966, 1.8169746918138117, -1.2904852527426556, 2.2047447313088924, -1.0367794654739555, -0.4420079835690558, -2.0964865393470973, -1.1073403675109148, 2.1597412801347673, 5.4639144111424685, -5.7900162152945995, -1.3870397564023733, -6.449491510167718, 7.256616631522775, -9.641063133254647, -11.58399146888405, 22.13153572700685, -4.393004453857429, 2.836738319369033]| 12.1327056884765625|      1.00000000|[3393, 0, 0, 212]                                                          |  | used linear model with 33 points | actual_k=0
     107|[-1.9065838071983308, -4.476095299702138, 3.559272559126839, 4.330216703237966, 1.8169746918138117, -1.2904852527426556, 2.2047447313088924, -1.0367794654739555, -0.4420079835690558, -2.0964865393470973, -1.1073403675109148, 2.1597412801347673, 5.4639144111424685, -5.7900162152945995, -1.3870397564023733, -6.449491510167718, 7.256616631522775, -9.641063133254647, -11.58399146888405, 22.13153572700685, -4.393004453857429, 2.836738319369033]| 12.1327056884765625|      0.50000000|[3425, 0, 0, 214]                                                          |  | used linear model with 33 points | actual_k=0
     108|[-1.9725787255447358, -4.46665459452197, 3.6304606737103313, 4.385586169781163, 1.9174956378992647, -1.218663466279395, 2.237805971177295, -1.0336424811684992, -0.3552029305137694, -2.074988378910348, -1.037367271259427, 2.285054442938417, 5.627245144918561, -5.6287483386695385, -1.2787733655422926, -6.434195010922849, 7.176863240078092, -9.758964532986283, -11.627890747971833, 22.27114011667436, -4.117252594907768, 2.7362267312128097]| 12.1325426101684570|      1.00000000|[3457, 0, 0, 216]                                                          | | GPS sucess | actual_k=0
     109|[-1.9831559879239649, -4.477143214549869, 3.6249546504113823, 4.388082156190649, 1.927638934692368, -1.3571529212640598, 2.248592911520973, -1.032740861788625, -0.3685172921977937, -2.1016610364895314, -1.070032650604844, 2.259312018286437, 5.622975904494524, -5.602289009839296, -1.2266182210296392, -6.384323439560831, 7.169552229810506, -9.74293620325625, -11.96248306054622, 23.042370456678327, -4.621180123765953, 2.8401336756069213]| 12.1324911117553711|      2.00000000|[3489, 0, 0, 218]                                                          | | GPS sucess | actual_k=0
     110|[-2.004310512682423, -4.498120454605669, 3.6139426038134843, 4.393074129009619, 1.9479255282785743, -1.3296204592334107, 2.270166792208329, -1.0309376230288763, -0.3951460155658424, -2.1550063516478986, -1.1353634092956781, 2.207827168982476, 5.61443742364645, -5.549370352178812, -1.1223079320043325, -5.794625184498727, 7.154930209275335, -10.020401338115335, -12.29416469950229, 24.58483113668626, -5.6290351814823225, 3.0479475643951446]| 12.1324834823608398|      4.00000000|[3521, 0, 0, 220]                                                          | | GPS sucess | actual_k=0
