k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.166834756731987, 0.157649353146553, -0.2823886871337891, 0.3805079162120819, -0.1505714952945709, 0.1168291643261909, -0.275102436542511, -0.0063561266288161, -0.1015815734863281, -0.1157577559351921, -0.1703028529882431, 0.2026741802692413, 0.1128134354948997, -0.1968705058097839, 0.1834356784820557, -0.4231224358081818, -0.0279195439070463, 0.3752683103084564, -0.014877749606967, 0.0421353541314602, -0.133919894695282, -0.2724983394145966]| 14.2095594406127930|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     104|[-109.72347619384527, -109.0478644669056, 22.476505080237985, 92.55398100614548, -8.59032397728879, 3.817562371492386, -26.550197169184685, 73.88211330398917, -73.11335043609142, -3.3862821608781815, 47.43022286472842, 2.0225453025195748, -22.845733906549867, -12.065612766891718, -17.926808916265145, 10.638236315455288, 3.620332347229123, -49.28063051402569, -45.2977565061301, 35.86356285773218, -39.46452201157808, 28.49995433539152]| 11.8087463378906250|      4.00000000|[6241, 416, 0, 104]                                                        |  | used linear model with 65 points | actual_k=4
     105|[-110.12842258065939, -108.73013746738434, 21.740936616435647, 92.97996044158936, -7.786892585572787, 3.296532243490219, -26.157928571105003, 73.9126004204154, -73.59918431937695, -2.41793854534626, 45.717153425794095, 2.427827740320936, -21.965013529581483, -11.490474615246058, -18.671109281713143, 10.90961611410603, 2.708326505497098, -49.94923900067806, -46.273142172023654, 37.19260529242456, -40.375097282230854, 28.11686759442091]| 11.8081808090209961|      8.00000000|[6301, 420, 0, 105]                                                        | | GPS sucess | actual_k=4
     106|[-110.12842258065939, -108.73013746738434, 21.740936616435647, 92.97996044158936, -7.786892585572787, 3.296532243490219, -26.157928571105003, 73.9126004204154, -73.59918431937695, -2.41793854534626, 45.717153425794095, 2.427827740320936, -21.965013529581483, -11.490474615246058, -18.671109281713143, 10.90961611410603, 2.708326505497098, -49.94923900067806, -46.273142172023654, 37.19260529242456, -40.375097282230854, 28.11686759442091]| 11.8081808090209961|      4.00000000|[6361, 424, 0, 106]                                                        |  | used linear model with 65 points | actual_k=4
     107|[-111.01442601531744, -108.79672091454268, 21.772909743711352, 93.62809681892395, -7.607501201448031, 4.073095589876175, -26.05536176264286, 75.37798633426428, -73.90039663016796, -2.62686325609684, 45.87975166318938, 2.869706386933103, -21.030268098635133, -13.188169989734888, -17.77194657200016, 11.357217164244503, 2.2919718492776155, -49.49734748899937, -45.68468250147998, 35.554311549291015, -41.433075435459614, 29.35582595318556]| 11.8062143325805664|      8.00000000|[6421, 428, 0, 107]                                                        | | GPS sucess | actual_k=4
     108|[-114.00814106315374, -110.09135811775923, 22.637415451928973, 96.03546690940857, -8.433022849378176, 3.757036477327347, -28.539286628365517, 76.88541426509619, -74.38473932445049, -3.779742732644081, 46.95366285322234, 1.5973789638374, -22.71041050128406, -12.122987899929285, -16.811750911409035, 10.389240057673305, 2.6586627829819918, -50.19285602867603, -44.10075665824115, 32.398461854085326, -43.785521276295185, 29.198326371610165]| 11.8012437820434570|     16.00000000|[6481, 432, 0, 108]                                                        | | GPS sucess | actual_k=4
     109|[-114.00814106315374, -110.09135811775923, 22.637415451928973, 96.03546690940857, -8.433022849378176, 3.757036477327347, -28.539286628365517, 76.88541426509619, -74.38473932445049, -3.779742732644081, 46.95366285322234, 1.5973789638374, -22.71041050128406, -12.122987899929285, -16.811750911409035, 10.389240057673305, 2.6586627829819918, -50.19285602867603, -44.10075665824115, 32.398461854085326, -43.785521276295185, 29.198326371610165]| 11.8012437820434570|      8.00000000|[6541, 436, 0, 109]                                                        |  | used linear model with 65 points | actual_k=4
     110|[-115.44459619373083, -108.44155793637037, 22.869166923686862, 96.847059071064, -6.471160166081972, 7.52058818936348, -29.32538290321827, 75.40451052039862, -74.81633587181568, -6.050717607140541, 48.566619138699025, 4.979104990372434, -23.985962297243532, -13.642611775547266, -17.032443814212456, 9.968654902186245, 3.2398295272141695, -50.3478429466486, -42.79257012717426, 34.550638711079955, -45.44837272912264, 30.4109370931983]| 11.7973365783691406|     16.00000000|[6601, 440, 0, 110]                                                        | | GPS sucess | actual_k=4
     111|[-115.44459619373083, -108.44155793637037, 22.869166923686862, 96.847059071064, -6.471160166081972, 7.52058818936348, -29.32538290321827, 75.40451052039862, -74.81633587181568, -6.050717607140541, 48.566619138699025, 4.979104990372434, -23.985962297243532, -13.642611775547266, -17.032443814212456, 9.968654902186245, 3.2398295272141695, -50.3478429466486, -42.79257012717426, 34.550638711079955, -45.44837272912264, 30.4109370931983]| 11.7973365783691406|      8.00000000|[6661, 444, 0, 111]                                                        |  | used linear model with 65 points | actual_k=4
     112|[-117.63953962177038, -107.59294586628675, 23.9578306209296, 98.2639177441597, -7.6530603097053245, 6.427236109972, -27.26302118599415, 75.73882409185171, -75.03528919816017, -2.8583309799432755, 51.466346483211964, 5.930149549851194, -22.55572035483783, -11.757908139377832, -16.892323576146737, 8.252251656260341, 5.959955679252744, -48.822962775826454, -42.20651520602405, 33.23413768969476, -45.486764676868916, 31.634306095540524]| 11.7958059310913086|     16.00000000|[6721, 448, 0, 112]                                                        | | GPS sucess | actual_k=4
     113|[-121.72530164569616, -103.62612038105726, 28.792067719623446, 100.51137000322342, -7.983636342105456, 7.580450683832169, -21.267574980854988, 72.24401899427176, -75.44169601798058, -1.230473056435585, 48.14257166860625, 12.123963350662962, -20.406127478403505, -14.176603350788355, -11.248416982823983, 6.585080177988857, 11.4881338942796, -51.11369206011295, -44.52817024104297, 31.481501733884215, -46.584742315113544, 31.521257810294628]| 11.7848100662231445|     32.00000000|[6781, 452, 0, 113]                                                        | | GPS sucess | actual_k=4
     114|[-121.72530164569616, -103.62612038105726, 28.792067719623446, 100.51137000322342, -7.983636342105456, 7.580450683832169, -21.267574980854988, 72.24401899427176, -75.44169601798058, -1.230473056435585, 48.14257166860625, 12.123963350662962, -20.406127478403505, -14.176603350788355, -11.248416982823983, 6.585080177988857, 11.4881338942796, -51.11369206011295, -44.52817024104297, 31.481501733884215, -46.584742315113544, 31.521257810294628]| 11.7848100662231445|     16.00000000|[6841, 456, 0, 114]                                                        |  | used linear model with 65 points | actual_k=4
     115|[-121.72530164569616, -103.62612038105726, 28.792067719623446, 100.51137000322342, -7.983636342105456, 7.580450683832169, -21.267574980854988, 72.24401899427176, -75.44169601798058, -1.230473056435585, 48.14257166860625, 12.123963350662962, -20.406127478403505, -14.176603350788355, -11.248416982823983, 6.585080177988857, 11.4881338942796, -51.11369206011295, -44.52817024104297, 31.481501733884215, -46.584742315113544, 31.521257810294628]| 11.7848100662231445|      8.00000000|[6901, 460, 0, 115]                                                        |  | used linear model with 65 points | actual_k=4
     116|[-123.83021702617407, -104.5450196787715, 29.362416042014956, 102.1114895939827, -7.083669684943743, 7.7369274497032166, -21.277431689202785, 72.92766722291708, -72.74658045172691, -0.9612217396497726, 44.44718168256804, 10.664242977509275, -20.295269812864717, -15.326815757900476, -7.77943428629078, 7.795231731142849, 10.068757759407163, -51.00670965015888, -47.6658686529845, 32.05045816861093, -47.84091056138277, 31.611902475357056]| 11.7792730331420898|     16.00000000|[6961, 464, 0, 116]                                                        | | GPS sucess | actual_k=4
     117|[-123.83021702617407, -104.5450196787715, 29.362416042014956, 102.1114895939827, -7.083669684943743, 7.7369274497032166, -21.277431689202785, 72.92766722291708, -72.74658045172691, -0.9612217396497726, 44.44718168256804, 10.664242977509275, -20.295269812864717, -15.326815757900476, -7.77943428629078, 7.795231731142849, 10.068757759407163, -51.00670965015888, -47.6658686529845, 32.05045816861093, -47.84091056138277, 31.611902475357056]| 11.7792730331420898|      8.00000000|[7021, 468, 0, 117]                                                        |  | used linear model with 65 points | actual_k=4
     118|[-123.83021702617407, -104.5450196787715, 29.362416042014956, 102.1114895939827, -7.083669684943743, 7.7369274497032166, -21.277431689202785, 72.92766722291708, -72.74658045172691, -0.9612217396497726, 44.44718168256804, 10.664242977509275, -20.295269812864717, -15.326815757900476, -7.77943428629078, 7.795231731142849, 10.068757759407163, -51.00670965015888, -47.6658686529845, 32.05045816861093, -47.84091056138277, 31.611902475357056]| 11.7792730331420898|      4.00000000|[7081, 472, 0, 118]                                                        |  | used linear model with 65 points | actual_k=4
     119|[-124.17957329005003, -104.83877646178007, 31.46759988181293, 102.02436012774706, -6.5958848224254325, 7.782837584614754, -19.676418147981167, 73.28280954807997, -72.68050972372293, -0.606220617890358, 44.997098844032735, 10.527088845381513, -20.41151384584373, -15.027285758405924, -5.764052234822884, 7.602342234458774, 10.644567297771573, -51.01137850387022, -46.59164728038013, 32.17713991366327, -48.73190773278475, 32.00717756152153]| 11.7778949737548828|      8.00000000|[7141, 476, 0, 119]                                                        | | GPS sucess | actual_k=4
     120|[-124.17957329005003, -104.83877646178007, 31.46759988181293, 102.02436012774706, -6.5958848224254325, 7.782837584614754, -19.676418147981167, 73.28280954807997, -72.68050972372293, -0.606220617890358, 44.997098844032735, 10.527088845381513, -20.41151384584373, -15.027285758405924, -5.764052234822884, 7.602342234458774, 10.644567297771573, -51.01137850387022, -46.59164728038013, 32.17713991366327, -48.73190773278475, 32.00717756152153]| 11.7778949737548828|      4.00000000|[7201, 480, 0, 120]                                                        |  | used linear model with 65 points | actual_k=4
     121|[-125.13412069529295, -104.33088450878859, 31.441128738224506, 102.77693367749453, -6.235042624291964, 7.679658144712448, -19.678410888183862, 72.97595416754484, -71.92055020481348, 0.5392987579107285, 44.4591724681668, 10.766526157269254, -20.84080870024627, -16.832538787275553, -5.960916988784447, 9.131675349082798, 11.442989038303494, -49.96134767634794, -46.06803978793323, 32.7781823631376, -50.355422623455524, 32.8550018966198]| 11.7765398025512695|      8.00000000|[7261, 484, 0, 121]                                                        | | GPS sucess | actual_k=4
     122|[-126.17505311220884, -105.8822120949626, 31.23799816519022, 103.78253758698702, -5.807791106519289, 7.819950520992279, -19.281751901376992, 75.14043437689543, -74.20223508030176, 2.8051721900701523, 45.831960182171315, 10.24613338173367, -19.367464255017694, -17.496986273676157, -3.710793726379052, 10.00338946422562, 12.979575561359525, -49.74108522338793, -43.45382989756763, 31.00681016407907, -45.88954699784517, 32.6800746768713]| 11.7751197814941406|     16.00000000|[7321, 488, 0, 122]                                                        | | GPS sucess | actual_k=4
     123|[-127.24911867827177, -105.33163361996412, 33.62154380232096, 104.05122906714678, -4.835250549134798, 4.486844718456268, -19.146110475528985, 72.60623132437468, -73.57708499580622, -2.1657741218805313, 50.94148014066741, 17.43117099464871, -18.760292302293237, -17.779835257679224, -5.543134443694726, 9.689097748603672, 10.89591615088284, -46.997279338072985, -44.26217712275684, 35.28042457066476, -47.2067401483655, 27.86329410970211]| 11.7707433700561523|     32.00000000|[7381, 492, 0, 123]                                                        | | GPS sucess | actual_k=4
     124|[-127.24911867827177, -105.33163361996412, 33.62154380232096, 104.05122906714678, -4.835250549134798, 4.486844718456268, -19.146110475528985, 72.60623132437468, -73.57708499580622, -2.1657741218805313, 50.94148014066741, 17.43117099464871, -18.760292302293237, -17.779835257679224, -5.543134443694726, 9.689097748603672, 10.89591615088284, -46.997279338072985, -44.26217712275684, 35.28042457066476, -47.2067401483655, 27.86329410970211]| 11.7707433700561523|     16.00000000|[7441, 496, 0, 124]                                                        |  | used linear model with 65 points | actual_k=4
     125|[-134.39967285841703, -104.28751724213362, 35.03368083387613, 109.16962916404009, -2.5489332006545737, 5.66395765542984, -16.721887052524835, 72.44058426469564, -70.317871786654, 2.268834814429283, 49.524205188732594, 19.992600495228544, -23.464296113175806, -18.35186532512307, -1.412606947356835, 7.2488480671308935, 14.546721624210477, -49.62844531936571, -45.10157204978168, 36.9069335218519, -46.95862405747175, 23.787819370627403]| 11.7666234970092773|     32.00000000|[7501, 500, 0, 125]                                                        | | GPS sucess | actual_k=4
     126|[-145.53965794295073, -111.54698436707258, 38.8717919960618, 118.02363688498735, 0.3666840268997476, 4.930456519126892, -18.065695822704583, 68.20975597947836, -69.14426968246698, 5.339049801230431, 58.23720930097625, 27.40446716011502, -26.17019535176223, -30.67333749309182, 3.798121697967872, 13.173437701072544, 12.340862201526761, -47.755593351554126, -61.92009927146137, 43.54341289959848, -46.05180751532316, 18.990579590201378]| 11.7284450531005859|     64.00000000|[7561, 504, 0, 126]                                                        | | GPS sucess | actual_k=4
     127|[-166.50891339033842, -100.72863929718733, 70.9778825417161, 128.3336163237691, -4.048366002854891, 2.6927608251571655, -14.558354676235467, 87.05968578904867, -64.94164679199457, 5.633052840828896, 60.437394599895924, 20.569430882344022, -20.47326685063308, -21.39986089244485, -15.594723455840722, 11.514116154517978, 17.699970172718167, -68.59928613109514, -37.80634690634906, 52.67327473126352, -52.02577506750822, 34.64006136357784]| 11.7048177719116211|    128.00000000|[7621, 508, 0, 127]                                                        | | GPS sucess | actual_k=4
     128|[-177.06597935408354, -86.19145648926497, 68.92591968923807, 135.88263232260942, 23.826021738233976, 33.54245603084564, -22.81337767885998, 85.58861394971609, -95.28081534057856, 19.31790353357792, 70.67952011106536, 31.645448262104765, -3.361562977952417, -27.403654132038355, -33.2238433288876, -60.387884272728115, -15.283664776012301, -61.78569608135149, 9.86985014565289, 17.528842663392425, -56.200883500277996, 83.06811617314816]| 11.6778869628906250|    256.00000000|[7681, 512, 0, 128]                                                        | | GPS sucess | actual_k=4
     129|[-177.06597935408354, -86.19145648926497, 68.92591968923807, 135.88263232260942, 23.826021738233976, 33.54245603084564, -22.81337767885998, 85.58861394971609, -95.28081534057856, 19.31790353357792, 70.67952011106536, 31.645448262104765, -3.361562977952417, -27.403654132038355, -33.2238433288876, -60.387884272728115, -15.283664776012301, -61.78569608135149, 9.86985014565289, 17.528842663392425, -56.200883500277996, 83.06811617314816]| 11.6778869628906250|    128.00000000|[7741, 516, 0, 129]                                                        |  | used linear model with 65 points | actual_k=4
     130|[-177.06597935408354, -86.19145648926497, 68.92591968923807, 135.88263232260942, 23.826021738233976, 33.54245603084564, -22.81337767885998, 85.58861394971609, -95.28081534057856, 19.31790353357792, 70.67952011106536, 31.645448262104765, -3.361562977952417, -27.403654132038355, -33.2238433288876, -60.387884272728115, -15.283664776012301, -61.78569608135149, 9.86985014565289, 17.528842663392425, -56.200883500277996, 83.06811617314816]| 11.6778869628906250|     64.00000000|[7801, 520, 0, 130]                                                        |  | used linear model with 65 points | actual_k=4
     131|[-177.06597935408354, -86.19145648926497, 68.92591968923807, 135.88263232260942, 23.826021738233976, 33.54245603084564, -22.81337767885998, 85.58861394971609, -95.28081534057856, 19.31790353357792, 70.67952011106536, 31.645448262104765, -3.361562977952417, -27.403654132038355, -33.2238433288876, -60.387884272728115, -15.283664776012301, -61.78569608135149, 9.86985014565289, 17.528842663392425, -56.200883500277996, 83.06811617314816]| 11.6778869628906250|     32.00000000|[7861, 524, 0, 131]                                                        |  | used linear model with 65 points | actual_k=4
     132|[-184.56548964232206, -92.64046876877546, 64.57397667318583, 142.77192647010088, 27.54072672862094, 39.27742898464203, -28.219111264217645, 80.43701788038015, -96.17203608900309, 15.207242026925087, 78.3020348357968, 22.288381153950468, -5.791070233506616, -22.288814578205347, -32.08102344744839, -60.83770440379158, -27.70177466981113, -55.75458388729021, 2.920118795707822, 10.104221081361175, -59.52675472944975, 89.79304598271847]| 11.6489315032958984|     64.00000000|[7921, 528, 0, 132]                                                        | | GPS sucess | actual_k=4
     133|[-197.46723353117704, -92.74148727953434, 63.82535431534052, 153.13359028846025, 35.10914999980014, 3.552239775657654, -36.24631005572155, 65.6746973618865, -101.89560166746378, 9.215548053383827, 100.0757450866513, 0.5318694657180458, -14.334368001145776, -5.527092013508081, -41.787991754943505, -61.150445653591305, -21.362877441570163, -64.66807513637468, 0.4633946288377047, 24.394669270142913, -58.99474661797285, 80.21350859105587]| 11.6256494522094727|    128.00000000|[7981, 532, 0, 133]                                                        | | GPS sucess | actual_k=4
     134|[-197.46723353117704, -92.74148727953434, 63.82535431534052, 153.13359028846025, 35.10914999980014, 3.552239775657654, -36.24631005572155, 65.6746973618865, -101.89560166746378, 9.215548053383827, 100.0757450866513, 0.5318694657180458, -14.334368001145776, -5.527092013508081, -41.787991754943505, -61.150445653591305, -21.362877441570163, -64.66807513637468, 0.4633946288377047, 24.394669270142913, -58.99474661797285, 80.21350859105587]| 11.6256494522094727|     64.00000000|[8041, 536, 0, 134]                                                        |  | used linear model with 65 points | actual_k=4
     135|[-199.29376005381346, -111.51296211779118, 48.938341833651066, 158.4070831015706, 27.455724306288175, 2.6992262601852417, -21.124918759334832, 69.5966305360198, -108.41081992536783, -3.4018120616674423, 86.35462806699798, 7.769044930348173, -12.754816065949854, -26.589656863361597, -58.543633692199364, -84.64884157339111, -16.624202800914645, -83.26422267360613, 5.671986090019345, 9.859024738892913, -58.24074786156416, 74.07193563878536]| 11.6120548248291016|    128.00000000|[8101, 540, 0, 135]                                                        | | GPS sucess | actual_k=4
     136|[-199.29376005381346, -111.51296211779118, 48.938341833651066, 158.4070831015706, 27.455724306288175, 2.6992262601852417, -21.124918759334832, 69.5966305360198, -108.41081992536783, -3.4018120616674423, 86.35462806699798, 7.769044930348173, -12.754816065949854, -26.589656863361597, -58.543633692199364, -84.64884157339111, -16.624202800914645, -83.26422267360613, 5.671986090019345, 9.859024738892913, -58.24074786156416, 74.07193563878536]| 11.6120548248291016|     64.00000000|[8161, 544, 0, 136]                                                        |  | used linear model with 65 points | actual_k=4
     137|[-199.29376005381346, -111.51296211779118, 48.938341833651066, 158.4070831015706, 27.455724306288175, 2.6992262601852417, -21.124918759334832, 69.5966305360198, -108.41081992536783, -3.4018120616674423, 86.35462806699798, 7.769044930348173, -12.754816065949854, -26.589656863361597, -58.543633692199364, -84.64884157339111, -16.624202800914645, -83.26422267360613, 5.671986090019345, 9.859024738892913, -58.24074786156416, 74.07193563878536]| 11.6120548248291016|     32.00000000|[8221, 548, 0, 137]                                                        |  | used linear model with 65 points | actual_k=4
     138|[-207.80146288126707, -106.53729511797428, 46.858582712709904, 164.72052580863237, 30.638179369154386, 11.926575541496277, -14.744226277340204, 75.47606083005667, -117.10622683912516, -9.672034725546837, 80.31711814878508, 4.135489756474271, -12.965945805830415, -30.18660882487893, -76.54164051287808, -87.9648794666864, -25.891572071239352, -83.59656672878191, 4.446703063324094, 15.833829140290618, -55.504665307700634, 74.98549364507198]| 11.6113367080688477|     64.00000000|[8281, 552, 0, 138]                                                        | | GPS sucess | actual_k=4
     139|[-207.80146288126707, -106.53729511797428, 46.858582712709904, 164.72052580863237, 30.638179369154386, 11.926575541496277, -14.744226277340204, 75.47606083005667, -117.10622683912516, -9.672034725546837, 80.31711814878508, 4.135489756474271, -12.965945805830415, -30.18660882487893, -76.54164051287808, -87.9648794666864, -25.891572071239352, -83.59656672878191, 4.446703063324094, 15.833829140290618, -55.504665307700634, 74.98549364507198]| 11.6113367080688477|     32.00000000|[8341, 556, 0, 139]                                                        |  | used linear model with 65 points | actual_k=4
     140|[-208.33411007374525, -95.54425121843815, 40.52171394973993, 165.88852197676897, 20.884487695875578, 3.014365077018738, -16.761932194698602, 68.32103963941336, -109.7044119015336, -13.86599014699459, 80.74739627121016, 11.132395083317533, -6.996900643629488, -29.71109763160348, -79.98865436785854, -97.67370457807556, -33.008708072826266, -88.0645227949135, 3.566670821979642, 5.661876892670989, -52.23607414215803, 65.87793444097042]| 11.6046667098999023|     64.00000000|[8401, 560, 0, 140]                                                        | | GPS sucess | actual_k=4
     141|[-208.33411007374525, -95.54425121843815, 40.52171394973993, 165.88852197676897, 20.884487695875578, 3.014365077018738, -16.761932194698602, 68.32103963941336, -109.7044119015336, -13.86599014699459, 80.74739627121016, 11.132395083317533, -6.996900643629488, -29.71109763160348, -79.98865436785854, -97.67370457807556, -33.008708072826266, -88.0645227949135, 3.566670821979642, 5.661876892670989, -52.23607414215803, 65.87793444097042]| 11.6046667098999023|     32.00000000|[8461, 564, 0, 141]                                                        |  | used linear model with 65 points | actual_k=4
     142|[-208.33411007374525, -95.54425121843815, 40.52171394973993, 165.88852197676897, 20.884487695875578, 3.014365077018738, -16.761932194698602, 68.32103963941336, -109.7044119015336, -13.86599014699459, 80.74739627121016, 11.132395083317533, -6.996900643629488, -29.71109763160348, -79.98865436785854, -97.67370457807556, -33.008708072826266, -88.0645227949135, 3.566670821979642, 5.661876892670989, -52.23607414215803, 65.87793444097042]| 11.6046667098999023|     16.00000000|[8521, 568, 0, 142]                                                        |  | used linear model with 65 points | actual_k=4
     143|[-208.33411007374525, -95.54425121843815, 40.52171394973993, 165.88852197676897, 20.884487695875578, 3.014365077018738, -16.761932194698602, 68.32103963941336, -109.7044119015336, -13.86599014699459, 80.74739627121016, 11.132395083317533, -6.996900643629488, -29.71109763160348, -79.98865436785854, -97.67370457807556, -33.008708072826266, -88.0645227949135, 3.566670821979642, 5.661876892670989, -52.23607414215803, 65.87793444097042]| 11.6046667098999023|      8.00000000|[8581, 572, 0, 143]                                                        |  | used linear model with 65 points | actual_k=4
     144|[-210.12925320118666, -94.62222702801228, 39.46335373073816, 167.38379890471697, 19.43510658282321, 3.6734613180160522, -20.101974785793573, 67.55003198236227, -111.27283612638712, -14.779656156897545, 77.67487363098189, 9.181648308644071, -6.5765531318611465, -30.016073022037745, -78.71593796485104, -95.93709976831451, -35.800504518672824, -86.30662184162065, 1.513565706089139, 4.2782028671354055, -52.64481960982084, 65.9232613556087]| 11.5993480682373047|     16.00000000|[8641, 576, 0, 144]                                                        | | GPS sucess | actual_k=4
     145|[-209.90916711837053, -101.01767285168171, 42.49100814014673, 166.95052284747362, 28.105292625608854, 4.180900454521179, -20.24097786890343, 69.0043282136321, -110.28256044536829, -13.505150184035301, 77.76567349908873, 11.814642960438505, -9.414409186167177, -29.18664327636361, -77.30510019534267, -91.22033436456695, -35.0876912008971, -84.33867292804644, -1.4882729779928923, 5.71384141407907, -57.55081497877836, 67.31796128675342]| 11.5935783386230469|     32.00000000|[8701, 580, 0, 145]                                                        | | GPS sucess | actual_k=4
     146|[-209.90916711837053, -101.01767285168171, 42.49100814014673, 166.95052284747362, 28.105292625608854, 4.180900454521179, -20.24097786890343, 69.0043282136321, -110.28256044536829, -13.505150184035301, 77.76567349908873, 11.814642960438505, -9.414409186167177, -29.18664327636361, -77.30510019534267, -91.22033436456695, -35.0876912008971, -84.33867292804644, -1.4882729779928923, 5.71384141407907, -57.55081497877836, 67.31796128675342]| 11.5935783386230469|     16.00000000|[8761, 584, 0, 146]                                                        |  | used linear model with 65 points | actual_k=4
     147|[-212.49014861136675, -105.5545085221529, 47.34913096576929, 168.67310769110918, 25.903425998869352, 4.680652350187302, -16.06147585855797, 74.10676332563162, -106.21038446575403, -15.243988737463951, 83.2573274183087, 10.024046594509855, -8.682700659555849, -30.03183749690652, -78.46434711688198, -90.85703183570877, -39.54508770816028, -81.80048971576616, -2.81970508210361, 5.832730365917087, -57.75563808530569, 63.31558806821704]| 11.5923738479614258|     32.00000000|[8821, 588, 0, 147]                                                        | | GPS sucess | actual_k=4
     148|[-217.5190706923604, -114.5053313523531, 50.53140030056238, 172.27912456542253, 31.535062141600065, 6.132985085248947, -15.992570244241506, 72.93709739297628, -108.00566003471613, -16.57721672952175, 82.196256976109, 2.853199655422941, 4.970486138539854, -27.890219006687403, -88.62267231219448, -84.19459487358108, -26.103357208892703, -76.42469673557207, -10.639374328777194, 10.540171219035983, -61.03627701848745, 75.52208049222827]| 11.5789384841918945|     64.00000000|[8881, 592, 0, 148]                                                        | | GPS sucess | actual_k=4
     149|[-217.5190706923604, -114.5053313523531, 50.53140030056238, 172.27912456542253, 31.535062141600065, 6.132985085248947, -15.992570244241506, 72.93709739297628, -108.00566003471613, -16.57721672952175, 82.196256976109, 2.853199655422941, 4.970486138539854, -27.890219006687403, -88.62267231219448, -84.19459487358108, -26.103357208892703, -76.42469673557207, -10.639374328777194, 10.540171219035983, -61.03627701848745, 75.52208049222827]| 11.5789384841918945|     32.00000000|[8941, 596, 0, 149]                                                        |  | used linear model with 65 points | actual_k=4
     150|[-215.53511471301317, -108.71268017590046, 54.303082562983036, 169.8571072295308, 37.88627082842868, 3.1007106006145477, -13.530746065545827, 75.9221864566207, -118.92085359245539, -15.295604452490807, 88.24438176630065, 5.760236198315397, -1.4410457866615616, -38.70358398929238, -74.63161491625942, -85.97771765151992, -37.75915707461536, -79.81858830852434, -7.045929981395602, 8.707833839580417, -50.572961054742336, 81.95727164670825]| 11.5743913650512695|     64.00000000|[9001, 600, 0, 150]                                                        | | GPS sucess | actual_k=4
     151|[-215.53511471301317, -108.71268017590046, 54.303082562983036, 169.8571072295308, 37.88627082842868, 3.1007106006145477, -13.530746065545827, 75.9221864566207, -118.92085359245539, -15.295604452490807, 88.24438176630065, 5.760236198315397, -1.4410457866615616, -38.70358398929238, -74.63161491625942, -85.97771765151992, -37.75915707461536, -79.81858830852434, -7.045929981395602, 8.707833839580417, -50.572961054742336, 81.95727164670825]| 11.5743913650512695|     32.00000000|[9061, 604, 0, 151]                                                        |  | used linear model with 65 points | actual_k=4
     152|[-226.74759048968554, -107.34643943607807, 52.59495446830988, 178.83426005393267, 43.68926984805148, 3.3161737471818924, -21.641579233575612, 78.38183673471212, -120.4919223561883, -16.525633081793785, 93.41653428552672, 15.605040008435026, 7.519968007283751, -47.67280891910195, -81.27380060427822, -96.51520658889785, -44.94969786517322, -85.20457892818376, -5.719234300777316, 14.599064899608493, -43.6601402387023, 73.12993628904223]| 11.5520677566528320|     64.00000000|[9121, 608, 0, 152]                                                        | | GPS sucess | actual_k=4
     153|[-226.74759048968554, -107.34643943607807, 52.59495446830988, 178.83426005393267, 43.68926984805148, 3.3161737471818924, -21.641579233575612, 78.38183673471212, -120.4919223561883, -16.525633081793785, 93.41653428552672, 15.605040008435026, 7.519968007283751, -47.67280891910195, -81.27380060427822, -96.51520658889785, -44.94969786517322, -85.20457892818376, -5.719234300777316, 14.599064899608493, -43.6601402387023, 73.12993628904223]| 11.5520677566528320|     32.00000000|[9181, 612, 0, 153]                                                        |  | used linear model with 65 points | actual_k=4
     154|[-226.74759048968554, -107.34643943607807, 52.59495446830988, 178.83426005393267, 43.68926984805148, 3.3161737471818924, -21.641579233575612, 78.38183673471212, -120.4919223561883, -16.525633081793785, 93.41653428552672, 15.605040008435026, 7.519968007283751, -47.67280891910195, -81.27380060427822, -96.51520658889785, -44.94969786517322, -85.20457892818376, -5.719234300777316, 14.599064899608493, -43.6601402387023, 73.12993628904223]| 11.5520677566528320|     16.00000000|[9241, 616, 0, 154]                                                        |  | used linear model with 65 points | actual_k=4
     155|[-228.56450790911913, -112.92329080402851, 50.62642524391413, 180.93008334189653, 41.82219428557437, 6.231393292546272, -17.333738886285573, 74.13486178964376, -118.60626182705164, -14.00720690190792, 98.98060927866027, 17.593400771031156, 5.820365880208556, -50.96217993274331, -81.02231173985638, -95.04481960693374, -52.3562024962157, -87.88160067005083, -5.000677956268191, 11.436299873515964, -40.27712484449148, 73.91478736326098]| 11.5466470718383789|     32.00000000|[9301, 620, 0, 155]                                                        | | GPS sucess | actual_k=4
