k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8118204474449158, -0.4303163886070251, 0.1366981267929077, -0.1241499334573746, 0.0500223077833652, 0.5973958969116211, -0.0665309205651283, 0.1957527548074722, 0.2100601643323898, -0.1360933184623718, -0.7493019700050354, 0.3265085816383362, 0.8066514730453491, 0.3345632553100586, -0.5580964684486389, 0.3450148403644562, -0.0915606692433357, -0.5874519944190979, -0.5630953311920166, 0.3294865190982819, 0.1242650523781776, 0.033902995288372]| 14.1588020324707031|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
     103|[-29.97323381411843, -25.288688763976097, 24.94135957211256, 23.975471209036186, 22.041624274104834, -15.439876295626163, 25.4077715203166, 22.576491206884384, 3.4790205089375377, 23.351616121828556, 5.614109195768833, 12.573369920253754, 78.29585941508412, -29.262830236926675, 30.21669138967991, 82.27247440814972, 8.823850122280419, 57.85455374978483, 42.053644865518436, -33.68343899399042, 9.708764024078846, 1.8230186328291893]| 12.0485267639160156|     32.00000000|[5549, 1828, 0, 152]                                                       | | GPS sucess | actual_k=16
     104|[-29.97323381411843, -25.288688763976097, 24.94135957211256, 23.975471209036186, 22.041624274104834, -15.439876295626163, 25.4077715203166, 22.576491206884384, 3.4790205089375377, 23.351616121828556, 5.614109195768833, 12.573369920253754, 78.29585941508412, -29.262830236926675, 30.21669138967991, 82.27247440814972, 8.823850122280419, 57.85455374978483, 42.053644865518436, -33.68343899399042, 9.708764024078846, 1.8230186328291893]| 12.0485267639160156|     16.00000000|[5610, 1847, 0, 154]                                                       |  | used linear model with 65 points | actual_k=16
     105|[-29.97323381411843, -25.288688763976097, 24.94135957211256, 23.975471209036186, 22.041624274104834, -15.439876295626163, 25.4077715203166, 22.576491206884384, 3.4790205089375377, 23.351616121828556, 5.614109195768833, 12.573369920253754, 78.29585941508412, -29.262830236926675, 30.21669138967991, 82.27247440814972, 8.823850122280419, 57.85455374978483, 42.053644865518436, -33.68343899399042, 9.708764024078846, 1.8230186328291893]| 12.0485267639160156|      8.00000000|[5670, 1867, 0, 156]                                                       |  | used linear model with 65 points | actual_k=16
     106|[-29.980283157201484, -25.447465673089027, 25.064659111201763, 24.03376644779928, 22.16176400706172, -18.386438347399235, 27.023248128592968, 22.772517070174217, 8.110760602168739, 23.60111878067255, 4.458040036261082, 14.073054254055023, 77.07814593985677, -32.09102008678019, 33.01229991018772, 83.99828660488129, 9.165527221746743, 57.67712009511888, 43.04154160595499, -31.681880213320255, 11.004858680069447, 2.4748422726988792]| 12.0481767654418945|     16.00000000|[5718, 1883, 0, 157]                                                       | | GPS sucess | actual_k=16
     107|[-31.371879712911323, -24.970953539013863, 27.056684367358685, 24.611607193248346, 24.489004235714674, -13.524352051317692, 27.771091394126415, 26.040698871016502, 4.504542502574623, 26.842529751360416, 7.671237505972385, 16.5261327624321, 75.48095377162099, -22.974586943164468, 30.67534340918064, 84.31489130854607, 7.351412055082619, 51.74470937810838, 42.15123811340891, -34.57874200493097, 16.520107455551624, 2.749426357448101]| 12.0481090545654297|     32.00000000|[5766, 1899, 0, 158]                                                       | | GPS sucess | actual_k=16
     108|[-31.371879712911323, -24.970953539013863, 27.056684367358685, 24.611607193248346, 24.489004235714674, -13.524352051317692, 27.771091394126415, 26.040698871016502, 4.504542502574623, 26.842529751360416, 7.671237505972385, 16.5261327624321, 75.48095377162099, -22.974586943164468, 30.67534340918064, 84.31489130854607, 7.351412055082619, 51.74470937810838, 42.15123811340891, -34.57874200493097, 16.520107455551624, 2.749426357448101]| 12.0481090545654297|     16.00000000|[5827, 1918, 0, 160]                                                       |  | used linear model with 65 points | actual_k=16
     109|[-31.371879712911323, -24.970953539013863, 27.056684367358685, 24.611607193248346, 24.489004235714674, -13.524352051317692, 27.771091394126415, 26.040698871016502, 4.504542502574623, 26.842529751360416, 7.671237505972385, 16.5261327624321, 75.48095377162099, -22.974586943164468, 30.67534340918064, 84.31489130854607, 7.351412055082619, 51.74470937810838, 42.15123811340891, -34.57874200493097, 16.520107455551624, 2.749426357448101]| 12.0481090545654297|      8.00000000|[5889, 1936, 0, 162]                                                       |  | used linear model with 65 points | actual_k=16
     110|[-33.66572179016657, -24.789374843239784, 28.385046236217022, 26.277522444026545, 17.209948163479567, -14.73200748115778, 21.612153463065624, 24.984426721930504, 3.816543492488563, 25.612892486155033, 6.852164424955845, 14.59304803609848, 74.02353091910481, -23.962488630786538, 35.319595232605934, 89.74484679102898, 11.894757029600441, 50.82369471155107, 48.99435535049997, -36.810221649706364, 19.029865689575672, 6.289301626384258]| 12.0392560958862305|     16.00000000|[5937, 1952, 0, 163]                                                       | | GPS sucess | actual_k=16
     111|[-33.66572179016657, -24.789374843239784, 28.385046236217022, 26.277522444026545, 17.209948163479567, -14.73200748115778, 21.612153463065624, 24.984426721930504, 3.816543492488563, 25.612892486155033, 6.852164424955845, 14.59304803609848, 74.02353091910481, -23.962488630786538, 35.319595232605934, 89.74484679102898, 11.894757029600441, 50.82369471155107, 48.99435535049997, -36.810221649706364, 19.029865689575672, 6.289301626384258]| 12.0392560958862305|      8.00000000|[5995, 1974, 0, 165]                                                       |  | used linear model with 65 points | actual_k=16
     112|[-33.66572179016657, -24.789374843239784, 28.385046236217022, 26.277522444026545, 17.209948163479567, -14.73200748115778, 21.612153463065624, 24.984426721930504, 3.816543492488563, 25.612892486155033, 6.852164424955845, 14.59304803609848, 74.02353091910481, -23.962488630786538, 35.319595232605934, 89.74484679102898, 11.894757029600441, 50.82369471155107, 48.99435535049997, -36.810221649706364, 19.029865689575672, 6.289301626384258]| 12.0392560958862305|      4.00000000|[6054, 1995, 0, 167]                                                       |  | used linear model with 65 points | actual_k=16
     113|[-33.66572179016657, -24.789374843239784, 28.385046236217022, 26.277522444026545, 17.209948163479567, -14.73200748115778, 21.612153463065624, 24.984426721930504, 3.816543492488563, 25.612892486155033, 6.852164424955845, 14.59304803609848, 74.02353091910481, -23.962488630786538, 35.319595232605934, 89.74484679102898, 11.894757029600441, 50.82369471155107, 48.99435535049997, -36.810221649706364, 19.029865689575672, 6.289301626384258]| 12.0392560958862305|      2.00000000|[6114, 2015, 0, 169]                                                       |  | used linear model with 65 points | actual_k=16
     114|[-33.97459314879961, -24.79715636977926, 28.58621459454298, 26.504909514682367, 17.371142368763685, -14.587299175560474, 21.747927851974964, 25.203511267900467, 3.9583783177658916, 25.22340578585863, 6.881108092144132, 14.364787369966507, 74.31717516854405, -23.81058813072741, 34.94464357197285, 89.70094741508365, 11.845769223757088, 50.70703368447721, 48.580251186853275, -36.7836469784379, 18.873198695480824, 6.190860420465469]| 12.0386371612548828|      4.00000000|[6162, 2031, 0, 170]                                                       | | GPS sucess | actual_k=16
     115|[-33.97811782034114, -25.369259929750115, 28.64786436408758, 26.534057134063914, 17.43121223524213, -16.06058020144701, 22.555666156113148, 25.301524199545383, 6.274248364381492, 25.348157115280628, 6.303073512390256, 15.114629536867142, 74.77081929519773, -25.224683055654168, 36.34244783222675, 90.56385351344943, 11.405202147550881, 50.61831685714424, 49.07419955707155, -35.78286758810282, 19.187786377966404, 6.516772240400314]| 12.0382080078125000|      8.00000000|[6210, 2047, 0, 171]                                                       | | GPS sucess | actual_k=16
     116|[-33.97811782034114, -25.369259929750115, 28.64786436408758, 26.534057134063914, 17.43121223524213, -16.06058020144701, 22.555666156113148, 25.301524199545383, 6.274248364381492, 25.348157115280628, 6.303073512390256, 15.114629536867142, 74.77081929519773, -25.224683055654168, 36.34244783222675, 90.56385351344943, 11.405202147550881, 50.61831685714424, 49.07419955707155, -35.78286758810282, 19.187786377966404, 6.516772240400314]| 12.0382080078125000|      4.00000000|[6270, 2067, 0, 173]                                                       |  | used linear model with 65 points | actual_k=16
     117|[-33.97811782034114, -25.369259929750115, 28.64786436408758, 26.534057134063914, 17.43121223524213, -16.06058020144701, 22.555666156113148, 25.301524199545383, 6.274248364381492, 25.348157115280628, 6.303073512390256, 15.114629536867142, 74.77081929519773, -25.224683055654168, 36.34244783222675, 90.56385351344943, 11.405202147550881, 50.61831685714424, 49.07419955707155, -35.78286758810282, 19.187786377966404, 6.516772240400314]| 12.0382080078125000|      2.00000000|[6328, 2089, 0, 175]                                                       |  | used linear model with 65 points | actual_k=16
     118|[-34.5890083280392, -25.297714254353195, 29.1974902972579, 26.844647460849956, 16.661278177052736, -16.125897899270058, 22.87816981226206, 25.64861673861742, 6.468347775749862, 24.353782780468464, 6.696174697950482, 15.666469603776932, 74.35432683303952, -25.09246621467173, 35.75821681320667, 90.6297616250813, 11.79408508259803, 50.59445744007826, 49.453289568191394, -35.587307296693325, 19.33629698306322, 6.3629638105630875]| 12.0372266769409180|      4.00000000|[6376, 2105, 0, 176]                                                       | | GPS sucess | actual_k=16
     119|[-34.64176004799083, -25.538689321372658, 29.756860695779324, 26.844060458766762, 17.312041450291872, -16.34367848932743, 23.83521667867899, 26.238249011337757, 5.429655301384628, 25.53469956666231, 6.352765606716275, 16.44882771372795, 75.96132944896817, -25.014152908697724, 36.274174466729164, 92.28232543542981, 12.432679829187691, 51.93926387280226, 49.45825451030396, -35.570645371451974, 17.7563594058156, 6.987208917737007]| 12.0362482070922852|      8.00000000|[6424, 2121, 0, 177]                                                       | | GPS sucess | actual_k=16
     120|[-34.64176004799083, -25.538689321372658, 29.756860695779324, 26.844060458766762, 17.312041450291872, -16.34367848932743, 23.83521667867899, 26.238249011337757, 5.429655301384628, 25.53469956666231, 6.352765606716275, 16.44882771372795, 75.96132944896817, -25.014152908697724, 36.274174466729164, 92.28232543542981, 12.432679829187691, 51.93926387280226, 49.45825451030396, -35.570645371451974, 17.7563594058156, 6.987208917737007]| 12.0362482070922852|      4.00000000|[6485, 2140, 0, 179]                                                       |  | used linear model with 65 points | actual_k=16
     121|[-34.64176004799083, -25.538689321372658, 29.756860695779324, 26.844060458766762, 17.312041450291872, -16.34367848932743, 23.83521667867899, 26.238249011337757, 5.429655301384628, 25.53469956666231, 6.352765606716275, 16.44882771372795, 75.96132944896817, -25.014152908697724, 36.274174466729164, 92.28232543542981, 12.432679829187691, 51.93926387280226, 49.45825451030396, -35.570645371451974, 17.7563594058156, 6.987208917737007]| 12.0362482070922852|      2.00000000|[6543, 2162, 0, 181]                                                       |  | used linear model with 65 points | actual_k=16
     122|[-34.66840292373672, -25.649722060654312, 30.086682431399822, 26.842798569996376, 17.673159409314394, -16.252635151147842, 24.254057563841343, 26.457004077732563, 5.753254788927734, 26.062040217220783, 6.723621325567365, 17.018680542707443, 75.83298261836171, -24.58382665552199, 36.76802380383015, 92.22450215369463, 12.192316827364266, 52.6841626688838, 48.54073833837174, -35.99084703065455, 17.01986552029848, 6.7663720697164536]| 12.0361576080322266|      4.00000000|[6591, 2178, 0, 182]                                                       | | GPS sucess | actual_k=16
     123|[-34.66840292373672, -25.649722060654312, 30.086682431399822, 26.842798569996376, 17.673159409314394, -16.252635151147842, 24.254057563841343, 26.457004077732563, 5.753254788927734, 26.062040217220783, 6.723621325567365, 17.018680542707443, 75.83298261836171, -24.58382665552199, 36.76802380383015, 92.22450215369463, 12.192316827364266, 52.6841626688838, 48.54073833837174, -35.99084703065455, 17.01986552029848, 6.7663720697164536]| 12.0361576080322266|      2.00000000|[6648, 2201, 0, 184]                                                       |  | used linear model with 65 points | actual_k=16
     124|[-34.68106371210888, -25.934964558575302, 30.308023996651173, 26.78783054073574, 17.888877291232347, -16.07605378329754, 24.424528308212757, 25.42366874963045, 5.762367837131023, 26.440072305500507, 6.907003464177251, 17.449408769607544, 76.209527451545, -24.288201266899705, 36.95787778496742, 92.30998980998993, 11.288587686605752, 52.607153214514256, 48.76061422540806, -35.317958572879434, 17.52166498452425, 7.4603763073682785]| 12.0359687805175781|      4.00000000|[6696, 2217, 0, 185]                                                       | | GPS sucess | actual_k=16
     125|[-34.59141063736752, -26.104422679636627, 30.404512256383896, 26.755174891848583, 18.01703192666173, -15.971149563789368, 24.525802321732044, 25.619399152696133, 5.766529171261936, 26.672499738633633, 7.4907663483172655, 17.602576404809952, 78.21518393233418, -24.376651825383306, 37.32910022139549, 93.92560696601868, 10.566320297308266, 53.30418852716684, 50.29633063985966, -37.60405514575541, 17.781972862780094, 7.318463891744614]| 12.0359477996826172|      8.00000000|[6744, 2233, 0, 186]                                                       | | GPS sucess | actual_k=16
     126|[-34.60645379079506, -26.443338921759278, 30.667503386735916, 26.689863594074268, 18.36011405661702, -15.761341124773026, 24.72835034877062, 26.010859958827496, 5.7748518395237625, 27.137354604899883, 8.658292116597295, 17.908911675214767, 82.22649689391255, -24.553552942350507, 38.07154509425163, 97.15684127807617, 9.121785518713295, 54.69825915247202, 53.36776346876286, -42.17624829150736, 17.31396657973528, 7.034639060497284]| 12.0359392166137695|     16.00000000|[6792, 2249, 0, 187]                                                       | | GPS sucess | actual_k=16
     127|[-39.49357785237953, -25.870973518583924, 35.064510852098465, 29.896716983814258, 12.54384084418416, -16.283882707357407, 27.308379597961903, 28.78760027140379, 7.327647130470723, 21.448927633464336, 11.803101601079106, 22.323632210493088, 78.89455719664693, -23.49581821449101, 33.39769694209099, 97.68410617113113, 12.232848999090493, 54.507383815944195, 56.4004835577216, -40.61176596023142, 23.00037843734026, 5.804171621799469]| 12.0296211242675781|     32.00000000|[6840, 2265, 0, 188]                                                       | | GPS sucess | actual_k=16
     128|[-39.553750466089696, -27.226638487074524, 36.116475373506546, 29.635471792717, 13.569077927619219, -15.444648951292038, 28.1185717061162, 30.35344349592924, 7.360937803518027, 23.30834709852934, 16.473204674199224, 23.54897329211235, 94.9398090429604, -40.128146247938275, 36.36747643351555, 110.60904341936111, 6.45470988471061, 60.0836663171649, 68.6862148733344, -48.25019369460642, 25.082841463387012, 4.66887229681015]| 12.0241451263427734|     64.00000000|[6888, 2281, 0, 189]                                                       | | GPS sucess | actual_k=16
     129|[-39.553750466089696, -27.226638487074524, 36.116475373506546, 29.635471792717, 13.569077927619219, -15.444648951292038, 28.1185717061162, 30.35344349592924, 7.360937803518027, 23.30834709852934, 16.473204674199224, 23.54897329211235, 94.9398090429604, -40.128146247938275, 36.36747643351555, 110.60904341936111, 6.45470988471061, 60.0836663171649, 68.6862148733344, -48.25019369460642, 25.082841463387012, 4.66887229681015]| 12.0241451263427734|     32.00000000|[6945, 2304, 0, 191]                                                       |  | used linear model with 65 points | actual_k=16
     130|[-39.553750466089696, -27.226638487074524, 36.116475373506546, 29.635471792717, 13.569077927619219, -15.444648951292038, 28.1185717061162, 30.35344349592924, 7.360937803518027, 23.30834709852934, 16.473204674199224, 23.54897329211235, 94.9398090429604, -40.128146247938275, 36.36747643351555, 110.60904341936111, 6.45470988471061, 60.0836663171649, 68.6862148733344, -48.25019369460642, 25.082841463387012, 4.66887229681015]| 12.0241451263427734|     16.00000000|[7005, 2324, 0, 193]                                                       |  | used linear model with 65 points | actual_k=16
     131|[-39.5678491522558, -27.544192305300385, 36.36307445168495, 29.752062270243187, 13.809357393532991, -21.33777305483818, 31.022492356598377, 30.745495222508907, 16.62441798998043, 23.807352416217327, 14.16106635518372, 26.54834195971489, 96.75438554957509, -45.78452594764531, 41.958693474531174, 114.06066781282425, 4.692441579885781, 59.728799007833004, 70.6620083542075, -44.24707613326609, 27.675030775368214, 6.593917667865753]| 12.0230808258056641|     32.00000000|[7053, 2340, 0, 194]                                                       | | GPS sucess | actual_k=16
     132|[-39.5678491522558, -27.544192305300385, 36.36307445168495, 29.752062270243187, 13.809357393532991, -21.33777305483818, 31.022492356598377, 30.745495222508907, 16.62441798998043, 23.807352416217327, 14.16106635518372, 26.54834195971489, 96.75438554957509, -45.78452594764531, 41.958693474531174, 114.06066781282425, 4.692441579885781, 59.728799007833004, 70.6620083542075, -44.24707613326609, 27.675030775368214, 6.593917667865753]| 12.0230808258056641|     16.00000000|[7113, 2360, 0, 196]                                                       |  | used linear model with 65 points | actual_k=16
     133|[-39.5678491522558, -27.544192305300385, 36.36307445168495, 29.752062270243187, 13.809357393532991, -21.33777305483818, 31.022492356598377, 30.745495222508907, 16.62441798998043, 23.807352416217327, 14.16106635518372, 26.54834195971489, 96.75438554957509, -45.78452594764531, 41.958693474531174, 114.06066781282425, 4.692441579885781, 59.728799007833004, 70.6620083542075, -44.24707613326609, 27.675030775368214, 6.593917667865753]| 12.0230808258056641|      8.00000000|[7172, 2381, 0, 198]                                                       |  | used linear model with 65 points | actual_k=16
     134|[-39.5678491522558, -27.544192305300385, 36.36307445168495, 29.752062270243187, 13.809357393532991, -21.33777305483818, 31.022492356598377, 30.745495222508907, 16.62441798998043, 23.807352416217327, 14.16106635518372, 26.54834195971489, 96.75438554957509, -45.78452594764531, 41.958693474531174, 114.06066781282425, 4.692441579885781, 59.728799007833004, 70.6620083542075, -44.24707613326609, 27.675030775368214, 6.593917667865753]| 12.0230808258056641|      4.00000000|[7233, 2400, 0, 200]                                                       |  | used linear model with 65 points | actual_k=16
     135|[-40.78963016765192, -27.401100954506546, 37.46232631802559, 30.37324292381527, 12.269489277154207, -21.468408450484276, 31.6674996688962, 31.43968030065298, 17.01261681271717, 22.38524567335844, 14.935233118012547, 27.65202209353447, 95.92140062525868, -45.52009226568043, 40.79023143649101, 114.19248403608799, 5.47020744998008, 59.68108017370105, 71.43247372820042, -43.855955550447106, 29.09663373976946, 6.286300808191299]| 12.0213127136230469|      8.00000000|[7281, 2416, 0, 201]                                                       | | GPS sucess | actual_k=16
     136|[-40.89513360755518, -27.16720842430368, 38.581067115068436, 30.372068919648882, 13.571015823632479, -21.903969630599022, 33.58159340173006, 32.618944846093655, 14.9352318639867, 24.747079245746136, 14.248414935544133, 29.216738313436508, 99.13540585711598, -45.96964995749295, 41.822146743535995, 117.49761165678501, 3.7938417168334126, 62.370693039149046, 71.44240361242555, -43.822631699964404, 25.93675858527422, 6.902530521154404]| 12.0196285247802734|     16.00000000|[7329, 2432, 0, 202]                                                       | | GPS sucess | actual_k=16
     137|[-40.89513360755518, -27.16720842430368, 38.581067115068436, 30.372068919648882, 13.571015823632479, -21.903969630599022, 33.58159340173006, 32.618944846093655, 14.9352318639867, 24.747079245746136, 14.248414935544133, 29.216738313436508, 99.13540585711598, -45.96964995749295, 41.822146743535995, 117.49761165678501, 3.7938417168334126, 62.370693039149046, 71.44240361242555, -43.822631699964404, 25.93675858527422, 6.902530521154404]| 12.0196285247802734|      8.00000000|[7388, 2453, 0, 204]                                                       |  | used linear model with 65 points | actual_k=16
     138|[-40.91017676098272, -27.50612466642633, 38.844058245420456, 30.306757621874567, 13.827325094491243, -21.18871884047985, 33.784141428768635, 33.01040565222502, 14.943554532248527, 25.211934112012386, 13.302078725770116, 29.523073583841324, 103.14671881869435, -46.14655107446015, 42.564591616392136, 120.7288459688425, 2.349306938238442, 63.76476366445422, 74.51383644132875, -48.39482484571636, 26.457374341785908, 6.618705689907074]| 12.0188236236572266|     16.00000000|[7436, 2469, 0, 205]                                                       | | GPS sucess | actual_k=16
     139|[-40.91017676098272, -27.50612466642633, 38.844058245420456, 30.306757621874567, 13.827325094491243, -21.18871884047985, 33.784141428768635, 33.01040565222502, 14.943554532248527, 25.211934112012386, 13.302078725770116, 29.523073583841324, 103.14671881869435, -46.14655107446015, 42.564591616392136, 120.7288459688425, 2.349306938238442, 63.76476366445422, 74.51383644132875, -48.39482484571636, 26.457374341785908, 6.618705689907074]| 12.0188236236572266|      8.00000000|[7497, 2488, 0, 207]                                                       |  | used linear model with 65 points | actual_k=16
     140|[-40.91017676098272, -27.50612466642633, 38.844058245420456, 30.306757621874567, 13.827325094491243, -21.18871884047985, 33.784141428768635, 33.01040565222502, 14.943554532248527, 25.211934112012386, 13.302078725770116, 29.523073583841324, 103.14671881869435, -46.14655107446015, 42.564591616392136, 120.7288459688425, 2.349306938238442, 63.76476366445422, 74.51383644132875, -48.39482484571636, 26.457374341785908, 6.618705689907074]| 12.0188236236572266|      4.00000000|[7557, 2508, 0, 209]                                                       |  | used linear model with 65 points | actual_k=16
     141|[-40.974413744639605, -28.751155069563538, 38.598497450351715, 30.468305267801043, 13.986798588186502, -21.237760737538338, 34.20593587309122, 33.08966837823391, 14.539039295632392, 24.514386497437954, 13.490652890875936, 29.37863852083683, 102.64494003728032, -46.35241364128888, 42.45343017578125, 120.92645336687565, 1.091367837972939, 64.66896243020892, 74.39307012199424, -48.13340134732425, 26.295712642371655, 9.872334897518158]| 12.0180101394653320|      8.00000000|[7605, 2524, 0, 210]                                                       | | GPS sucess | actual_k=16
     142|[-40.974413744639605, -28.751155069563538, 38.598497450351715, 30.468305267801043, 13.986798588186502, -21.237760737538338, 34.20593587309122, 33.08966837823391, 14.539039295632392, 24.514386497437954, 13.490652890875936, 29.37863852083683, 102.64494003728032, -46.35241364128888, 42.45343017578125, 120.92645336687565, 1.091367837972939, 64.66896243020892, 74.39307012199424, -48.13340134732425, 26.295712642371655, 9.872334897518158]| 12.0180101394653320|      4.00000000|[7665, 2544, 0, 212]                                                       |  | used linear model with 65 points | actual_k=16
     143|[-41.27870010538027, -28.444616159889847, 38.840196162462234, 30.635728575696703, 14.300691518932581, -20.788965567946434, 34.43603038042784, 33.46007598936558, 14.08084036083892, 24.94108211249113, 12.834410401061177, 29.91392381489277, 102.81316286697984, -46.073092149570584, 43.142978608608246, 121.55729116499424, 0.5393009753897786, 63.807203363627195, 74.24103524326347, -47.13570888154209, 27.759093217551708, 6.882258594036102]| 12.0176181793212891|      8.00000000|[7713, 2560, 0, 213]                                                       | | GPS sucess | actual_k=16
     144|[-41.28574944846332, -28.560264660511166, 38.96349570155144, 30.694023814459797, 14.420831251889467, -23.735527619719505, 36.051506988704205, 33.68426713347435, 18.71258045407012, 25.190584771335125, 11.678341241553426, 31.41360814869404, 103.72045112028718, -48.9012819994241, 45.93858712911606, 123.28310336172581, -0.3418331770226359, 63.62976970896125, 75.22893198370002, -45.13415010087192, 29.05518787354231, 7.534082233905792]| 12.0174570083618164|     16.00000000|[7761, 2576, 0, 214]                                                       | | GPS sucess | actual_k=16
     145|[-41.28574944846332, -28.560264660511166, 38.96349570155144, 30.694023814459797, 14.420831251889467, -23.735527619719505, 36.051506988704205, 33.68426713347435, 18.71258045407012, 25.190584771335125, 11.678341241553426, 31.41360814869404, 103.72045112028718, -48.9012819994241, 45.93858712911606, 123.28310336172581, -0.3418331770226359, 63.62976970896125, 75.22893198370002, -45.13415010087192, 29.05518787354231, 7.534082233905792]| 12.0174570083618164|      8.00000000|[7823, 2594, 0, 216]                                                       |  | used linear model with 65 points | actual_k=16
     146|[-41.91665585152805, -28.11477584997192, 40.17808410525322, 30.87693023349857, 15.855123806744814, -21.158788070082664, 36.667500011622906, 35.995627731084824, 19.68629611702636, 25.90620320290327, 12.748209090903401, 31.581149011850357, 104.30442613735795, -49.9264626968652, 44.598099648952484, 123.0512425005436, 2.6872598500922322, 65.90615048632026, 71.32523520826362, -43.44623322598636, 26.936388663947582, 9.694189369678497]| 12.0162401199340820|     16.00000000|[7871, 2610, 0, 217]                                                       | | GPS sucess | actual_k=16
     147|[-41.91665585152805, -28.11477584997192, 40.17808410525322, 30.87693023349857, 15.855123806744814, -21.158788070082664, 36.667500011622906, 35.995627731084824, 19.68629611702636, 25.90620320290327, 12.748209090903401, 31.581149011850357, 104.30442613735795, -49.9264626968652, 44.598099648952484, 123.0512425005436, 2.6872598500922322, 65.90615048632026, 71.32523520826362, -43.44623322598636, 26.936388663947582, 9.694189369678497]| 12.0162401199340820|      8.00000000|[7929, 2632, 0, 219]                                                       |  | used linear model with 65 points | actual_k=16
     148|[-41.937760673463345, -28.590133412275463, 39.75704625248909, 31.052323591371533, 16.215348321944475, -20.336724624037743, 36.73833481967449, 36.49744030833244, 19.18140072794631, 26.568940572440624, 12.833779277279973, 32.16756984591484, 105.00997209921479, -48.775293158367276, 43.93701219558716, 124.39131847023964, 1.5255768867209554, 66.19727721437812, 73.82365663885139, -37.454302264377475, 28.709732227027416, 6.426523268222809]| 12.0155630111694336|     16.00000000|[7977, 2648, 0, 220]                                                       | | GPS sucess | actual_k=16
