k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5497876405715942, -0.244534894824028, 0.2888571619987488, 0.4061757922172546, 0.1622055619955063, -0.0786757841706276, 0.4947263598442078, -0.3398726582527161, 0.1648346930742264, 0.111181415617466, 0.3789696991443634, 0.7334103584289551, 0.5300133228302002, -0.4165365695953369, 0.610404372215271, -0.1837950199842453, 0.020204147323966, 0.0893655717372894, -0.6836167573928833, -0.5332403779029846, 0.8012765645980835, 0.1131535917520523]| 13.6435556411743164|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
     103|[-86.68382033100352, -96.92136488994583, 58.824381079524755, 67.43408149201423, 38.23283541109413, -29.725899704732, -4.830569077283144, 54.664324801415205, -39.65512476302683, -69.80470030009747, -26.2301105260849, -8.31592465005815, 24.844320744276047, 22.74706567823887, 23.79219738394022, -35.92299246788025, -8.498089384287596, -43.74334434978664, 12.261877618730068, -9.785049885511398, 26.21719478815794, -2.0515001583844423]| 11.8645973205566406|      8.00000000|[5557, 1836, 0, 153]                                                       |  | used linear model with 65 points | actual_k=16
     104|[-87.1959173916839, -96.59443505248055, 58.750146094709635, 67.70080706197768, 37.091133951209486, -29.685930755920708, -4.85816802456975, 55.573016088455915, -40.16462085582316, -70.06412450969219, -27.361801862716675, -8.170400416478515, 24.352103859186172, 22.920868813991547, 21.406802095472813, -35.86182864755392, -10.014994453638792, -44.75474433414638, 11.999617122113705, -10.877019733190536, 26.02672978490591, -0.9532534647732973]| 11.8633642196655273|     16.00000000|[5605, 1852, 0, 154]                                                       | | GPS sucess | actual_k=16
     105|[-87.1959173916839, -96.59443505248055, 58.750146094709635, 67.70080706197768, 37.091133951209486, -29.685930755920708, -4.85816802456975, 55.573016088455915, -40.16462085582316, -70.06412450969219, -27.361801862716675, -8.170400416478515, 24.352103859186172, 22.920868813991547, 21.406802095472813, -35.86182864755392, -10.014994453638792, -44.75474433414638, 11.999617122113705, -10.877019733190536, 26.02672978490591, -0.9532534647732973]| 11.8633642196655273|      8.00000000|[5665, 1872, 0, 156]                                                       |  | used linear model with 65 points | actual_k=16
     106|[-87.1959173916839, -96.59443505248055, 58.750146094709635, 67.70080706197768, 37.091133951209486, -29.685930755920708, -4.85816802456975, 55.573016088455915, -40.16462085582316, -70.06412450969219, -27.361801862716675, -8.170400416478515, 24.352103859186172, 22.920868813991547, 21.406802095472813, -35.86182864755392, -10.014994453638792, -44.75474433414638, 11.999617122113705, -10.877019733190536, 26.02672978490591, -0.9532534647732973]| 11.8633642196655273|      4.00000000|[5725, 1892, 0, 158]                                                       |  | used linear model with 65 points | actual_k=16
     107|[-87.71996810426936, -96.69202707102522, 58.60695603862405, 68.1330789597705, 36.870723753236234, -29.24605950433761, -4.655854228883982, 56.32585094496608, -40.42630843259394, -69.90514509379864, -27.431527689099312, -8.515085345134139, 24.98735073208809, 23.08920781314373, 21.232349760830402, -35.99191739410162, -10.417141150683165, -44.10802267305553, 10.903802536427975, -10.94958484172821, 26.092176251113415, -0.5388398338109255]| 11.8624830245971680|      8.00000000|[5773, 1908, 0, 159]                                                       | | GPS sucess | actual_k=16
     108|[-88.85240581026301, -97.19100729515776, 57.983584735542536, 69.15841808635741, 36.1443048408255, -29.766480294056237, -4.215877119451761, 57.40562627837062, -41.11972604133189, -70.17366705834866, -28.167689636349678, -8.785251086577773, 24.786114647984505, 24.05738691985607, 20.272061951458454, -34.62439050525427, -11.22266699001193, -44.30815142206848, 11.77710559219122, -12.425990581512451, 24.886257581412792, 0.3815264534205198]| 11.8598155975341797|     16.00000000|[5821, 1924, 0, 160]                                                       | | GPS sucess | actual_k=16
     109|[-88.85240581026301, -97.19100729515776, 57.983584735542536, 69.15841808635741, 36.1443048408255, -29.766480294056237, -4.215877119451761, 57.40562627837062, -41.11972604133189, -70.17366705834866, -28.167689636349678, -8.785251086577773, 24.786114647984505, 24.05738691985607, 20.272061951458454, -34.62439050525427, -11.22266699001193, -44.30815142206848, 11.77710559219122, -12.425990581512451, 24.886257581412792, 0.3815264534205198]| 11.8598155975341797|      8.00000000|[5883, 1942, 0, 162]                                                       |  | used linear model with 65 points | actual_k=16
     110|[-88.85240581026301, -97.19100729515776, 57.983584735542536, 69.15841808635741, 36.1443048408255, -29.766480294056237, -4.215877119451761, 57.40562627837062, -41.11972604133189, -70.17366705834866, -28.167689636349678, -8.785251086577773, 24.786114647984505, 24.05738691985607, 20.272061951458454, -34.62439050525427, -11.22266699001193, -44.30815142206848, 11.77710559219122, -12.425990581512451, 24.886257581412792, 0.3815264534205198]| 11.8598155975341797|      4.00000000|[5943, 1962, 0, 164]                                                       |  | used linear model with 65 points | actual_k=16
     111|[-88.847198641859, -97.77084831288084, 57.695119354873896, 69.32766627985984, 35.96138577070087, -29.603961375541985, -4.09206573292613, 57.51985677704215, -40.59504918195307, -70.48318989574909, -28.00579060614109, -8.11339802108705, 25.26903896033764, 23.701875552535057, 20.25816512014717, -34.19589527696371, -11.598282437771559, -43.56029557995498, 11.688211031258106, -12.246870771050453, 24.17742120474577, 1.2918815445154905]| 11.8580627441406250|      8.00000000|[5991, 1978, 0, 165]                                                       | | GPS sucess | actual_k=16
     112|[-88.847198641859, -97.77084831288084, 57.695119354873896, 69.32766627985984, 35.96138577070087, -29.603961375541985, -4.09206573292613, 57.51985677704215, -40.59504918195307, -70.48318989574909, -28.00579060614109, -8.11339802108705, 25.26903896033764, 23.701875552535057, 20.25816512014717, -34.19589527696371, -11.598282437771559, -43.56029557995498, 11.688211031258106, -12.246870771050453, 24.17742120474577, 1.2918815445154905]| 11.8580627441406250|      4.00000000|[6050, 1999, 0, 167]                                                       |  | used linear model with 65 points | actual_k=16
     113|[-88.847198641859, -97.77084831288084, 57.695119354873896, 69.32766627985984, 35.96138577070087, -29.603961375541985, -4.09206573292613, 57.51985677704215, -40.59504918195307, -70.48318989574909, -28.00579060614109, -8.11339802108705, 25.26903896033764, 23.701875552535057, 20.25816512014717, -34.19589527696371, -11.598282437771559, -43.56029557995498, 11.688211031258106, -12.246870771050453, 24.17742120474577, 1.2918815445154905]| 11.8580627441406250|      2.00000000|[6110, 2019, 0, 169]                                                       |  | used linear model with 65 points | actual_k=16
     114|[-89.11562422569841, -98.22824783017859, 57.78656719997525, 69.51011427957565, 36.38601203169674, -29.62343896832317, -3.9526849798858166, 57.64690824970603, -40.7760291043669, -70.30735398828983, -28.008957302663475, -8.47473973594606, 25.176017425954342, 23.71654755063355, 20.5170639147982, -33.8761133775115, -11.765534814447165, -43.72860969416797, 11.756827481091022, -12.316035561263561, 24.05507816374302, 1.379388740286231]| 11.8573474884033203|      4.00000000|[6158, 2035, 0, 170]                                                       | | GPS sucess | actual_k=16
     115|[-89.32836618181318, -97.80803299834952, 57.077543903142214, 69.83279141504318, 39.00803680624813, -31.27174641098827, -2.216957550495863, 55.96097871288657, -45.151679987087846, -70.27030989900231, -28.04650274151936, -9.738271897658706, 25.347393564879894, 21.830188455060124, 19.289188562892377, -34.05192179232836, -10.656666692346334, -42.4668061863631, 14.804981119930744, -11.045866183936596, 23.961194559931755, -1.4696882460266352]| 11.8572721481323242|      8.00000000|[6206, 2051, 0, 171]                                                       | | GPS sucess | actual_k=16
     116|[-90.42752375360578, -98.0820668428205, 57.91320948675275, 70.59382220823318, 40.73748572077602, -31.573444618843496, -2.088902723044157, 56.5909964106977, -45.66438388265669, -70.85580191388726, -27.54432282084599, -7.488345568999648, 26.573663763701916, 21.085784079506993, 19.28970691957511, -34.25831276923418, -10.621679343283176, -42.03730644099414, 13.892465837299824, -11.913909010589123, 24.295641466975212, -1.2704583946615458]| 11.8551588058471680|     16.00000000|[6254, 2067, 0, 172]                                                       | | GPS sucess | actual_k=16
     117|[-90.42752375360578, -98.0820668428205, 57.91320948675275, 70.59382220823318, 40.73748572077602, -31.573444618843496, -2.088902723044157, 56.5909964106977, -45.66438388265669, -70.85580191388726, -27.54432282084599, -7.488345568999648, 26.573663763701916, 21.085784079506993, 19.28970691957511, -34.25831276923418, -10.621679343283176, -42.03730644099414, 13.892465837299824, -11.913909010589123, 24.295641466975212, -1.2704583946615458]| 11.8551588058471680|      8.00000000|[6312, 2089, 0, 174]                                                       |  | used linear model with 65 points | actual_k=16
     118|[-90.44948445353657, -98.18747270992026, 57.869288086891174, 70.53892045561224, 48.7051156302914, -31.650307065807283, -2.1767455227673054, 56.49217325821519, -45.774187387898564, -70.97658576443791, -27.676087024156004, -7.631090110167861, 26.41993886977434, 20.921078832820058, 19.114021320128813, -34.41585289686918, -10.819325648248196, -42.245933098718524, 13.672858826816082, -12.144496373832226, 24.05407376587391, -1.5230064634233713]| 11.8543291091918945|     16.00000000|[6360, 2105, 0, 175]                                                       | | GPS sucess | actual_k=16
     119|[-90.44948445353657, -98.18747270992026, 57.869288086891174, 70.53892045561224, 48.7051156302914, -31.650307065807283, -2.1767455227673054, 56.49217325821519, -45.774187387898564, -70.97658576443791, -27.676087024156004, -7.631090110167861, 26.41993886977434, 20.921078832820058, 19.114021320128813, -34.41585289686918, -10.819325648248196, -42.245933098718524, 13.672858826816082, -12.144496373832226, 24.05407376587391, -1.5230064634233713]| 11.8543291091918945|      8.00000000|[6422, 2123, 0, 177]                                                       |  | used linear model with 65 points | actual_k=16
     120|[-92.06753479037434, -95.57498372485861, 58.060951352119446, 71.6932771736756, 48.54245230462402, -33.260058647952974, -10.926495660096407, 60.71697622910142, -44.66997748799622, -64.09955443814397, -31.577631356660277, -11.465476697310805, 25.3656260445714, 22.31360617466271, 21.046714324736968, -35.78702723234892, -12.429601036012173, -37.56092123501003, 10.947383515536785, -8.693441562354565, 27.796033576130867, -3.3053016904741526]| 11.8533935546875000|     16.00000000|[6470, 2139, 0, 178]                                                       | | GPS sucess | actual_k=16
     121|[-92.16884440276772, -112.46719373157248, 63.774664998054504, 71.93748264852911, 39.23744627740234, -36.1403918331489, -11.595602799206972, 66.71148592606187, -44.0595018286258, -76.76782454922795, -35.371075513307005, -4.512811368331313, 15.707245536148548, 23.618146570399404, 22.904866952681914, -40.749671809375286, -10.719791375100613, -34.41294793598354, 9.359143368899822, -1.4244930073618889, 28.540989711880684, 9.315038656815886]| 11.8421611785888672|     32.00000000|[6518, 2155, 0, 179]                                                       | | GPS sucess | actual_k=16
     122|[-92.16884440276772, -112.46719373157248, 63.774664998054504, 71.93748264852911, 39.23744627740234, -36.1403918331489, -11.595602799206972, 66.71148592606187, -44.0595018286258, -76.76782454922795, -35.371075513307005, -4.512811368331313, 15.707245536148548, 23.618146570399404, 22.904866952681914, -40.749671809375286, -10.719791375100613, -34.41294793598354, 9.359143368899822, -1.4244930073618889, 28.540989711880684, 9.315038656815886]| 11.8421611785888672|     16.00000000|[6578, 2175, 0, 181]                                                       |  | used linear model with 65 points | actual_k=16
     123|[-92.16884440276772, -112.46719373157248, 63.774664998054504, 71.93748264852911, 39.23744627740234, -36.1403918331489, -11.595602799206972, 66.71148592606187, -44.0595018286258, -76.76782454922795, -35.371075513307005, -4.512811368331313, 15.707245536148548, 23.618146570399404, 22.904866952681914, -40.749671809375286, -10.719791375100613, -34.41294793598354, 9.359143368899822, -1.4244930073618889, 28.540989711880684, 9.315038656815886]| 11.8421611785888672|      8.00000000|[6637, 2196, 0, 183]                                                       |  | used linear model with 65 points | actual_k=16
     124|[-92.19450414460152, -112.50568334525451, 63.72334551438689, 71.87333329115063, 39.16046705003828, -28.184483534656465, -11.698241766542196, 66.59601708129048, -44.187800543382764, -76.9089531339705, -35.34680509986356, -4.287129079923034, 15.5276273265481, 23.425698505714536, 22.699589018011466, -40.967779628932476, -10.950729064643383, -34.65671549551189, 9.102545939385891, -1.693920336663723, 28.25873254239559, 9.019951617345214]| 11.8398113250732422|     16.00000000|[6685, 2212, 0, 184]                                                       | | GPS sucess | actual_k=16
     125|[-95.2760816840455, -112.25660985475406, 63.06936817988753, 74.534393385984, 42.318533084355295, -28.846249884925783, -9.712472256273031, 68.12706776335835, -43.90121175535023, -77.35442766919732, -36.59432650031522, -3.8548221942037344, 14.129793621599674, 25.91876076348126, 22.957767877960578, -39.31272625178099, -10.393157832324505, -36.81245647184551, 11.630221329629421, -3.0907264575362206, 26.906847938895226, 10.472315704450011]| 11.8390302658081055|     32.00000000|[6733, 2228, 0, 185]                                                       | | GPS sucess | actual_k=16
     126|[-93.31324398797005, -121.49572270875797, 60.5775232873857, 74.03395260963589, 48.15076222177595, -30.564073867164552, -9.283194180577993, 67.09222121909261, -47.86752368696034, -78.50976989045739, -31.234746460337192, -0.8008323069661856, 13.529117919504642, 22.24392889626324, 26.05476776161231, -39.135295905172825, -8.017215125262737, -40.85437951795757, 12.042324177920818, -2.341836892068386, 29.954664453864098, 13.86299959383905]| 11.8365507125854492|     64.00000000|[6781, 2244, 0, 186]                                                       | | GPS sucess | actual_k=16
     127|[-99.23130095284432, -131.46584504609928, 51.14675336703658, 80.73931826744229, 49.61635651346296, -34.68345672544092, -48.63016759976745, 86.24931998923421, -73.09212161786854, -103.29786917939782, -36.28784037055448, -48.13233712874353, 30.043150283396244, 50.0559615958482, 38.83199993171729, -27.978633917868137, -43.5393251106143, -101.09368692152202, 72.0421715900302, -27.791137658059597, 19.2724020332098, 22.725029623135924]| 11.8165359497070312|    128.00000000|[6829, 2260, 0, 187]                                                       | | GPS sucess | actual_k=16
     128|[-99.23130095284432, -131.46584504609928, 51.14675336703658, 80.73931826744229, 49.61635651346296, -34.68345672544092, -48.63016759976745, 86.24931998923421, -73.09212161786854, -103.29786917939782, -36.28784037055448, -48.13233712874353, 30.043150283396244, 50.0559615958482, 38.83199993171729, -27.978633917868137, -43.5393251106143, -101.09368692152202, 72.0421715900302, -27.791137658059597, 19.2724020332098, 22.725029623135924]| 11.8165359497070312|     64.00000000|[6889, 2280, 0, 189]                                                       |  | used linear model with 65 points | actual_k=16
     129|[-99.23130095284432, -131.46584504609928, 51.14675336703658, 80.73931826744229, 49.61635651346296, -34.68345672544092, -48.63016759976745, 86.24931998923421, -73.09212161786854, -103.29786917939782, -36.28784037055448, -48.13233712874353, 30.043150283396244, 50.0559615958482, 38.83199993171729, -27.978633917868137, -43.5393251106143, -101.09368692152202, 72.0421715900302, -27.791137658059597, 19.2724020332098, 22.725029623135924]| 11.8165359497070312|     32.00000000|[6946, 2303, 0, 191]                                                       |  | used linear model with 65 points | actual_k=16
     130|[-99.23130095284432, -131.46584504609928, 51.14675336703658, 80.73931826744229, 49.61635651346296, -34.68345672544092, -48.63016759976745, 86.24931998923421, -73.09212161786854, -103.29786917939782, -36.28784037055448, -48.13233712874353, 30.043150283396244, 50.0559615958482, 38.83199993171729, -27.978633917868137, -43.5393251106143, -101.09368692152202, 72.0421715900302, -27.791137658059597, 19.2724020332098, 22.725029623135924]| 11.8165359497070312|     16.00000000|[7006, 2323, 0, 193]                                                       |  | used linear model with 65 points | actual_k=16
     131|[-99.23130095284432, -131.46584504609928, 51.14675336703658, 80.73931826744229, 49.61635651346296, -34.68345672544092, -48.63016759976745, 86.24931998923421, -73.09212161786854, -103.29786917939782, -36.28784037055448, -48.13233712874353, 30.043150283396244, 50.0559615958482, 38.83199993171729, -27.978633917868137, -43.5393251106143, -101.09368692152202, 72.0421715900302, -27.791137658059597, 19.2724020332098, 22.725029623135924]| 11.8165359497070312|      8.00000000|[7066, 2343, 0, 195]                                                       |  | used linear model with 65 points | actual_k=16
     132|[-100.44594955723733, -131.52407394116744, 51.445600029081106, 81.86669828090817, 49.081003985367715, -36.23884505685419, -49.12284296378493, 85.4820009060204, -74.03659810312092, -102.69663539901376, -36.04170024814084, -48.217739498242736, 29.77950359135866, 48.0764751303941, 38.09987894096412, -29.06919101625681, -42.949946992099285, -100.03013346903026, 72.58476483076811, -28.37190070003271, 19.735300794243813, 23.239355063065886]| 11.8143892288208008|     16.00000000|[7114, 2359, 0, 196]                                                       | | GPS sucess | actual_k=16
     133|[-101.55596208851784, -130.82611916726455, 52.67469608411193, 82.41010065469891, 47.70468600746244, -35.34191686566919, -50.61575609073043, 82.22757704928517, -76.83393444307148, -102.03754213824868, -35.36137408437207, -47.25605580769479, 33.64279795438051, 47.26627646572888, 35.980916653061286, -29.142679192125797, -42.875324010849, -98.78415940515697, 70.01660310477018, -27.92771866172552, 17.652076736092567, 21.64519844017923]| 11.8090124130249023|     32.00000000|[7162, 2375, 0, 197]                                                       | | GPS sucess | actual_k=16
     134|[-101.55596208851784, -130.82611916726455, 52.67469608411193, 82.41010065469891, 47.70468600746244, -35.34191686566919, -50.61575609073043, 82.22757704928517, -76.83393444307148, -102.03754213824868, -35.36137408437207, -47.25605580769479, 33.64279795438051, 47.26627646572888, 35.980916653061286, -29.142679192125797, -42.875324010849, -98.78415940515697, 70.01660310477018, -27.92771866172552, 17.652076736092567, 21.64519844017923]| 11.8090124130249023|     16.00000000|[7223, 2394, 0, 199]                                                       |  | used linear model with 65 points | actual_k=16
     135|[-101.59988348837942, -130.89200126891956, 52.958997424691916, 82.30029714945704, 63.639945826493204, -35.495641759596765, -50.791441690176725, 82.02993074432015, -77.05354145355523, -102.27910983934999, -35.6249024909921, -47.54154489003122, 33.49646110087633, 46.93686597235501, 35.62954545416869, -29.516011096537113, -43.27061662077904, -99.20141272060573, 69.5773890838027, -28.388893388211727, 17.16894133388996, 21.140102302655578]| 11.8087635040283203|     32.00000000|[7271, 2410, 0, 200]                                                       | | GPS sucess | actual_k=16
     136|[-101.59988348837942, -130.89200126891956, 52.958997424691916, 82.30029714945704, 63.639945826493204, -35.495641759596765, -50.791441690176725, 82.02993074432015, -77.05354145355523, -102.27910983934999, -35.6249024909921, -47.54154489003122, 33.49646110087633, 46.93686597235501, 35.62954545416869, -29.516011096537113, -43.27061662077904, -99.20141272060573, 69.5773890838027, -28.388893388211727, 17.16894133388996, 21.140102302655578]| 11.8087635040283203|     16.00000000|[7331, 2430, 0, 202]                                                       |  | used linear model with 65 points | actual_k=16
     137|[-101.55334114190191, -132.53204357391223, 54.48083573207259, 82.10215159598738, 64.99606641288847, -36.384148887358606, -47.08035470172763, 78.88169756904244, -78.10470381565392, -102.35680303350091, -37.269498710054904, -43.91781899891794, 32.136297173798084, 46.86622770316899, 34.17213547625579, -29.07982174307108, -44.458674758672714, -99.4395852368325, 68.11484964936972, -26.62950410693884, 15.112633541226387, 21.91036812029779]| 11.8077993392944336|     32.00000000|[7379, 2446, 0, 203]                                                       | | GPS sucess | actual_k=16
     138|[-101.55334114190191, -132.53204357391223, 54.48083573207259, 82.10215159598738, 64.99606641288847, -36.384148887358606, -47.08035470172763, 78.88169756904244, -78.10470381565392, -102.35680303350091, -37.269498710054904, -43.91781899891794, 32.136297173798084, 46.86622770316899, 34.17213547625579, -29.07982174307108, -44.458674758672714, -99.4395852368325, 68.11484964936972, -26.62950410693884, 15.112633541226387, 21.91036812029779]| 11.8077993392944336|     16.00000000|[7439, 2466, 0, 205]                                                       |  | used linear model with 65 points | actual_k=16
     139|[-101.55334114190191, -132.53204357391223, 54.48083573207259, 82.10215159598738, 64.99606641288847, -36.384148887358606, -47.08035470172763, 78.88169756904244, -78.10470381565392, -102.35680303350091, -37.269498710054904, -43.91781899891794, 32.136297173798084, 46.86622770316899, 34.17213547625579, -29.07982174307108, -44.458674758672714, -99.4395852368325, 68.11484964936972, -26.62950410693884, 15.112633541226387, 21.91036812029779]| 11.8077993392944336|      8.00000000|[7500, 2485, 0, 207]                                                       |  | used linear model with 65 points | actual_k=16
     140|[-101.55334114190191, -132.53204357391223, 54.48083573207259, 82.10215159598738, 64.99606641288847, -36.384148887358606, -47.08035470172763, 78.88169756904244, -78.10470381565392, -102.35680303350091, -37.269498710054904, -43.91781899891794, 32.136297173798084, 46.86622770316899, 34.17213547625579, -29.07982174307108, -44.458674758672714, -99.4395852368325, 68.11484964936972, -26.62950410693884, 15.112633541226387, 21.91036812029779]| 11.8077993392944336|      4.00000000|[7560, 2505, 0, 209]                                                       |  | used linear model with 65 points | actual_k=16
     141|[-102.3545800363645, -132.53859095927328, 55.04233431443572, 82.71221497002989, 65.25746302958578, -36.18755406793207, -47.021461345255375, 79.23466578498483, -78.67539486475289, -101.94920906797051, -36.57312447251752, -43.302049135789275, 31.649681068956852, 46.425846772268414, 33.835396085167304, -29.00847126543522, -44.856343507766724, -99.20030155591667, 67.68656780570745, -26.706866338849068, 14.880854770541191, 22.178338861092925]| 11.8051757812500000|      8.00000000|[7608, 2521, 0, 210]                                                       | | GPS sucess | actual_k=16
     142|[-102.3545800363645, -132.53859095927328, 55.04233431443572, 82.71221497002989, 65.25746302958578, -36.18755406793207, -47.021461345255375, 79.23466578498483, -78.67539486475289, -101.94920906797051, -36.57312447251752, -43.302049135789275, 31.649681068956852, 46.425846772268414, 33.835396085167304, -29.00847126543522, -44.856343507766724, -99.20030155591667, 67.68656780570745, -26.706866338849068, 14.880854770541191, 22.178338861092925]| 11.8051757812500000|      4.00000000|[7668, 2541, 0, 212]                                                       |  | used linear model with 65 points | actual_k=16
     143|[-102.57776958402246, -133.218662253581, 54.977035228163004, 82.94107037130743, 64.98389708157629, -36.53427398856729, -46.46653703600168, 78.73983505740762, -78.14628997631371, -102.25808403268456, -36.46299860300496, -43.129558807238936, 32.03116459399462, 46.20901464112103, 32.75141528644599, -28.781826943159103, -44.73533144593239, -98.87935989908874, 66.85415985435247, -26.631090939044952, 14.73761148750782, 22.2794527169317]| 11.8042020797729492|      8.00000000|[7716, 2557, 0, 213]                                                       | | GPS sucess | actual_k=16
     144|[-103.72550231870264, -133.07865358050913, 55.31135866418481, 83.81557535473257, 65.65258102770895, -36.083398348651826, -47.31538639217615, 78.8866417594254, -77.02279856987298, -103.67450616136193, -35.59461966576055, -42.91473869048059, 31.16109175235033, 44.63106714375317, 31.940312776947394, -29.781260937452316, -45.94251957535744, -98.78563499264419, 67.15958803147078, -26.04424226284027, 15.622197821736336, 23.13699463568628]| 11.8026981353759766|     16.00000000|[7764, 2573, 0, 214]                                                       | | GPS sucess | actual_k=16
     145|[-103.72550231870264, -133.07865358050913, 55.31135866418481, 83.81557535473257, 65.65258102770895, -36.083398348651826, -47.31538639217615, 78.8866417594254, -77.02279856987298, -103.67450616136193, -35.59461966576055, -42.91473869048059, 31.16109175235033, 44.63106714375317, 31.940312776947394, -29.781260937452316, -45.94251957535744, -98.78563499264419, 67.15958803147078, -26.04424226284027, 15.622197821736336, 23.13699463568628]| 11.8026981353759766|      8.00000000|[7826, 2591, 0, 216]                                                       |  | used linear model with 65 points | actual_k=16
     146|[-104.26857543643564, -131.58309782203287, 56.75202379003167, 83.81408056151122, 64.53047113772482, -36.99668288882822, -46.822671331465244, 79.05287859216332, -77.31317532248795, -103.92407666519284, -35.78882784070447, -43.45918337069452, 30.30036438256502, 46.087826477363706, 31.604524169350043, -31.021836131811142, -45.51313856244087, -99.48518591932952, 67.04214425384998, -27.777358293533325, 15.340639427304268, 22.62394062243402]| 11.8011789321899414|     16.00000000|[7874, 2607, 0, 217]                                                       | | GPS sucess | actual_k=16
     147|[-104.26857543643564, -131.58309782203287, 56.75202379003167, 83.81408056151122, 64.53047113772482, -36.99668288882822, -46.822671331465244, 79.05287859216332, -77.31317532248795, -103.92407666519284, -35.78882784070447, -43.45918337069452, 30.30036438256502, 46.087826477363706, 31.604524169350043, -31.021836131811142, -45.51313856244087, -99.48518591932952, 67.04214425384998, -27.777358293533325, 15.340639427304268, 22.62394062243402]| 11.8011789321899414|      8.00000000|[7932, 2629, 0, 219]                                                       |  | used linear model with 65 points | actual_k=16
     148|[-106.38417339976877, -134.76996482070535, 59.92265758290887, 85.26991173159331, 66.4299983298406, -38.86576951202005, -45.19580689817667, 73.12328312173486, -77.43361740000546, -102.4639691002667, -38.54984182538465, -37.60948005877435, 38.60751808434725, 48.47543047554791, 32.03227261104621, -28.033405870199203, -39.48417595028877, -97.50648158602417, 69.59781165421009, -24.95222282409668, 14.734734907746315, 21.469868814572692]| 11.7980480194091797|     16.00000000|[7980, 2645, 0, 220]                                                       | | GPS sucess | actual_k=16
