k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2111868262290955, 0.0883813723921776, -0.2306648045778275, 0.4091905355453491, -0.1088522374629974, 0.0524099543690681, -0.1903152465820312, 0.3371392488479614, 0.1691189855337143, 0.0423129573464394, 0.252195417881012, 0.1636687219142914, -0.1198293939232826, 0.0954672917723656, -0.0954813733696938, -0.2840315997600555, -0.433623731136322, 0.1099281907081604, 0.0136716738343239, -0.191796287894249, -0.0244953185319901, 0.1551349461078644]| 14.1067180633544922|      2.00000000|[39, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
     103|[-148.96023986767977, -46.88499891012907, 17.654136698460206, 119.91325352713466, -30.56848238967359, -25.139702136977576, -70.16321926191449, -8.71894378401339, -36.195492938160896, 7.571019887924194, -6.726857893168926, -46.59544870862737, -28.87969170731958, 6.808018658310175, -17.336806684732437, 31.964036617428064, 101.62475595995784, 40.11918543279171, 54.165482219308615, -9.720601381734014, -7.192605879157782, 21.44074883213034]| 11.7629165649414062|     32.00000000|[3915, 0, 0, 103]                                                          | | GPS sucess | actual_k=0
     104|[-148.96023986767977, -46.88499891012907, 17.654136698460206, 119.91325352713466, -30.56848238967359, -25.139702136977576, -70.16321926191449, -8.71894378401339, -36.195492938160896, 7.571019887924194, -6.726857893168926, -46.59544870862737, -28.87969170731958, 6.808018658310175, -17.336806684732437, 31.964036617428064, 101.62475595995784, 40.11918543279171, 54.165482219308615, -9.720601381734014, -7.192605879157782, 21.44074883213034]| 11.7629165649414062|     16.00000000|[3953, 0, 0, 104]                                                          |  | used linear model with 39 points | actual_k=0
     105|[-148.96023986767977, -46.88499891012907, 17.654136698460206, 119.91325352713466, -30.56848238967359, -25.139702136977576, -70.16321926191449, -8.71894378401339, -36.195492938160896, 7.571019887924194, -6.726857893168926, -46.59544870862737, -28.87969170731958, 6.808018658310175, -17.336806684732437, 31.964036617428064, 101.62475595995784, 40.11918543279171, 54.165482219308615, -9.720601381734014, -7.192605879157782, 21.44074883213034]| 11.7629165649414062|      8.00000000|[3991, 0, 0, 105]                                                          |  | used linear model with 39 points | actual_k=0
     106|[-148.96023986767977, -46.88499891012907, 17.654136698460206, 119.91325352713466, -30.56848238967359, -25.139702136977576, -70.16321926191449, -8.71894378401339, -36.195492938160896, 7.571019887924194, -6.726857893168926, -46.59544870862737, -28.87969170731958, 6.808018658310175, -17.336806684732437, 31.964036617428064, 101.62475595995784, 40.11918543279171, 54.165482219308615, -9.720601381734014, -7.192605879157782, 21.44074883213034]| 11.7629165649414062|      4.00000000|[4029, 0, 0, 106]                                                          |  | used linear model with 39 points | actual_k=0
     107|[-150.0361102623865, -46.098757199943066, 17.81318547925912, 120.75038168951869, -31.316564610227942, -23.90549867914524, -70.82298492267728, -8.971211800351739, -36.574165150523186, 7.699681252241135, -7.332055322825909, -45.645201122853905, -27.912336456007324, 6.1344846822321415, -18.431555539369583, 32.24206683412194, 101.46546034142375, 40.09451764263213, 55.654889639467, -9.417122961953282, -8.550218012183905, 22.017246267700102]| 11.7613506317138672|      8.00000000|[4067, 0, 0, 107]                                                          | | GPS sucess | actual_k=0
     108|[-150.0361102623865, -46.098757199943066, 17.81318547925912, 120.75038168951869, -31.316564610227942, -23.90549867914524, -70.82298492267728, -8.971211800351739, -36.574165150523186, 7.699681252241135, -7.332055322825909, -45.645201122853905, -27.912336456007324, 6.1344846822321415, -18.431555539369583, 32.24206683412194, 101.46546034142375, 40.09451764263213, 55.654889639467, -9.417122961953282, -8.550218012183905, 22.017246267700102]| 11.7613506317138672|      4.00000000|[4105, 0, 0, 108]                                                          |  | used linear model with 39 points | actual_k=0
     109|[-150.20719344448298, -47.88951402157545, 16.959427024936303, 121.06011317297816, -31.117239182814956, -23.561027224524878, -68.8479257710278, -8.931270247325301, -36.4641647413373, 6.516055911779404, -8.324068360030651, -44.63408032665029, -28.649440931505524, 6.218215871602297, -19.396253675222397, 32.146229419857264, 102.25999883934855, 38.86186116375029, 56.04339226707816, -9.845882030203938, -8.885044302791357, 22.51260244002333]| 11.7599973678588867|      8.00000000|[4143, 0, 0, 109]                                                          | | GPS sucess | actual_k=0
     110|[-150.20719344448298, -47.88951402157545, 16.959427024936303, 121.06011317297816, -31.117239182814956, -23.561027224524878, -68.8479257710278, -8.931270247325301, -36.4641647413373, 6.516055911779404, -8.324068360030651, -44.63408032665029, -28.649440931505524, 6.218215871602297, -19.396253675222397, 32.146229419857264, 102.25999883934855, 38.86186116375029, 56.04339226707816, -9.845882030203938, -8.885044302791357, 22.51260244002333]| 11.7599973678588867|      4.00000000|[4181, 0, 0, 110]                                                          |  | used linear model with 39 points | actual_k=0
     111|[-150.20719344448298, -47.88951402157545, 16.959427024936303, 121.06011317297816, -31.117239182814956, -23.561027224524878, -68.8479257710278, -8.931270247325301, -36.4641647413373, 6.516055911779404, -8.324068360030651, -44.63408032665029, -28.649440931505524, 6.218215871602297, -19.396253675222397, 32.146229419857264, 102.25999883934855, 38.86186116375029, 56.04339226707816, -9.845882030203938, -8.885044302791357, 22.51260244002333]| 11.7599973678588867|      2.00000000|[4219, 0, 0, 111]                                                          |  | used linear model with 39 points | actual_k=0
     112|[-150.54330704640597, -47.57423587888479, 16.96517397160642, 121.31084425374866, -31.91180050931871, -23.383913631900214, -68.91788889095187, -7.840459113940597, -36.399826772511005, 6.7615372240543365, -7.8513035997748375, -44.67724280664697, -28.79995371622499, 6.1449052803218365, -19.719952285289764, 32.26234453544021, 102.0568319670856, 38.35115551389754, 55.777072962373495, -9.54211756773293, -8.809221487492323, 22.3051876341342]| 11.7592239379882812|      4.00000000|[4257, 0, 0, 112]                                                          | | GPS sucess | actual_k=0
     113|[-150.78159679006785, -47.58804729580879, 17.43105397815816, 121.50252630934119, -30.750140076503158, -24.111640151008032, -67.9921216480434, -9.374700671061873, -37.27983642369509, 6.187485367059708, -7.567438416182995, -42.72762649366632, -27.753885047859512, 5.812300246208906, -19.14724236726761, 31.226764854043722, 101.40665281936526, 39.00444638170302, 55.803825829178095, -10.095780642703176, -7.7977608256042, 21.779601982736494]| 11.7588367462158203|      8.00000000|[4295, 0, 0, 113]                                                          | | GPS sucess | actual_k=0
     114|[-153.3904842240736, -46.5828951895237, 19.352543693734333, 123.14663627371192, -28.665217047557235, -24.96051680610981, -69.26058812066913, -10.261553650721908, -37.22096772119403, 6.223716955631971, -6.2261161133646965, -44.09497075388208, -26.813516395515762, 4.031930606812239, -20.082324385643005, 31.28007322922349, 100.634825181216, 42.621398800984025, 55.48904174938798, -8.770911606028676, -6.3264616541564465, 19.225964478158858]| 11.7534770965576172|     16.00000000|[4333, 0, 0, 114]                                                          | | GPS sucess | actual_k=0
     115|[-153.3904842240736, -46.5828951895237, 19.352543693734333, 123.14663627371192, -28.665217047557235, -24.96051680610981, -69.26058812066913, -10.261553650721908, -37.22096772119403, 6.223716955631971, -6.2261161133646965, -44.09497075388208, -26.813516395515762, 4.031930606812239, -20.082324385643005, 31.28007322922349, 100.634825181216, 42.621398800984025, 55.48904174938798, -8.770911606028676, -6.3264616541564465, 19.225964478158858]| 11.7534770965576172|      8.00000000|[4371, 0, 0, 115]                                                          |  | used linear model with 39 points | actual_k=0
     116|[-153.3904842240736, -46.5828951895237, 19.352543693734333, 123.14663627371192, -28.665217047557235, -24.96051680610981, -69.26058812066913, -10.261553650721908, -37.22096772119403, 6.223716955631971, -6.2261161133646965, -44.09497075388208, -26.813516395515762, 4.031930606812239, -20.082324385643005, 31.28007322922349, 100.634825181216, 42.621398800984025, 55.48904174938798, -8.770911606028676, -6.3264616541564465, 19.225964478158858]| 11.7534770965576172|      4.00000000|[4409, 0, 0, 116]                                                          |  | used linear model with 39 points | actual_k=0
     117|[-153.3904842240736, -46.5828951895237, 19.352543693734333, 123.14663627371192, -28.665217047557235, -24.96051680610981, -69.26058812066913, -10.261553650721908, -37.22096772119403, 6.223716955631971, -6.2261161133646965, -44.09497075388208, -26.813516395515762, 4.031930606812239, -20.082324385643005, 31.28007322922349, 100.634825181216, 42.621398800984025, 55.48904174938798, -8.770911606028676, -6.3264616541564465, 19.225964478158858]| 11.7534770965576172|      2.00000000|[4447, 0, 0, 117]                                                          |  | used linear model with 39 points | actual_k=0
     118|[-153.57586653064936, -46.86887526512146, 18.92518685455434, 123.37298950180411, -28.97472888790071, -24.949857425293885, -68.17314870283008, -10.726381754502654, -37.50648547336459, 5.772747587412596, -6.024770118296146, -44.29531318554655, -26.19187219662126, 3.887395691126585, -20.69828951358795, 31.148764360696077, 100.56774150952697, 42.630287506617606, 55.772749189287424, -8.596703203395009, -6.028094302862883, 18.430324605607893]| 11.7526502609252930|      4.00000000|[4485, 0, 0, 118]                                                          | | GPS sucess | actual_k=0
     119|[-154.13635988067836, -46.679796010255814, 18.864639536244795, 123.74099880084395, -29.883792405948043, -25.040292580029927, -67.70271376892924, -10.156264340505004, -35.86367930099368, 6.588520657271147, -5.6867357566952705, -42.757198637817055, -25.05382938904222, 4.812753092497587, -21.007843017578125, 29.219706285744905, 99.87356066331267, 41.40737519506365, 55.83281880989671, -8.918441804125905, -5.914849992841482, 18.395034237706568]| 11.7514944076538086|      8.00000000|[4523, 0, 0, 119]                                                          | | GPS sucess | actual_k=0
     120|[-154.13635988067836, -46.679796010255814, 18.864639536244795, 123.74099880084395, -29.883792405948043, -25.040292580029927, -67.70271376892924, -10.156264340505004, -35.86367930099368, 6.588520657271147, -5.6867357566952705, -42.757198637817055, -25.05382938904222, 4.812753092497587, -21.007843017578125, 29.219706285744905, 99.87356066331267, 41.40737519506365, 55.83281880989671, -8.918441804125905, -5.914849992841482, 18.395034237706568]| 11.7514944076538086|      4.00000000|[4561, 0, 0, 120]                                                          |  | used linear model with 39 points | actual_k=0
     121|[-154.13635988067836, -46.679796010255814, 18.864639536244795, 123.74099880084395, -29.883792405948043, -25.040292580029927, -67.70271376892924, -10.156264340505004, -35.86367930099368, 6.588520657271147, -5.6867357566952705, -42.757198637817055, -25.05382938904222, 4.812753092497587, -21.007843017578125, 29.219706285744905, 99.87356066331267, 41.40737519506365, 55.83281880989671, -8.918441804125905, -5.914849992841482, 18.395034237706568]| 11.7514944076538086|      2.00000000|[4599, 0, 0, 121]                                                          |  | used linear model with 39 points | actual_k=0
     122|[-154.27493732701987, -47.11172553896904, 18.88156974944286, 123.86393785849214, -29.487554585561156, -25.114658180973493, -67.14564995095134, -9.861327474936843, -36.1177849881351, 6.78496053442359, -5.666307343170047, -41.88513452420011, -25.700382845825516, 4.259909879416227, -21.697885751724243, 29.718765128403902, 100.27483757957816, 41.48118907306343, 55.957131918519735, -8.247253270819783, -6.336732145398855, 18.282385430240538]| 11.7511653900146484|      4.00000000|[4637, 0, 0, 122]                                                          | | GPS sucess | actual_k=0
     123|[-154.27493732701987, -47.11172553896904, 18.88156974944286, 123.86393785849214, -29.487554585561156, -25.114658180973493, -67.14564995095134, -9.861327474936843, -36.1177849881351, 6.78496053442359, -5.666307343170047, -41.88513452420011, -25.700382845825516, 4.259909879416227, -21.697885751724243, 29.718765128403902, 100.27483757957816, 41.48118907306343, 55.957131918519735, -8.247253270819783, -6.336732145398855, 18.282385430240538]| 11.7511653900146484|      2.00000000|[4675, 0, 0, 123]                                                          |  | used linear model with 39 points | actual_k=0
     124|[-154.10108202230185, -47.92877945303917, 19.416755920974538, 123.7351202853024, -29.788722222670913, -24.906187165877782, -66.7215520851314, -9.895605007186532, -36.47921369597316, 6.978862699121237, -5.660189288202673, -42.28986752638593, -25.6051326043671, 5.046210777014494, -21.017789125442505, 29.859038535505533, 100.12554202601314, 41.57829206530005, 55.10742777213454, -8.048804150894284, -6.755342032760382, 18.254569408425596]| 11.7503681182861328|      4.00000000|[4713, 0, 0, 124]                                                          | | GPS sucess | actual_k=0
     125|[-155.0002912832424, -49.64184007048607, 19.024212336866185, 124.66344498470426, -28.85182142816484, -24.98461832513567, -65.50599462911487, -9.976476365700364, -36.138984840363264, 6.361382599920034, -6.972319262567908, -42.39740640530363, -25.528282383806072, 5.544437777251005, -21.82972103357315, 29.336415711790323, 100.04840238019824, 43.205702238716185, 55.28412936255336, -8.025114627555013, -6.059053387492895, 18.621172276267316]| 11.7478179931640625|      8.00000000|[4751, 0, 0, 125]                                                          | | GPS sucess | actual_k=0
     126|[-156.4202019525692, -52.00286826491356, 19.01833862089552, 125.89549945667386, -27.93219537101686, -23.31313361634966, -66.12418968603015, -10.32270079292357, -35.307841937989, 6.609545227140188, -5.376000898424536, -44.800018853042275, -25.960143247968517, 4.910501133650541, -19.700832664966583, 26.51653427258134, 101.56193835660815, 41.18306129518896, 53.361572962254286, -9.785827251151204, -8.890024866908789, 17.874163237342145]| 11.7426671981811523|     16.00000000|[4789, 0, 0, 126]                                                          | | GPS sucess | actual_k=0
     127|[-156.4202019525692, -52.00286826491356, 19.01833862089552, 125.89549945667386, -27.93219537101686, -23.31313361634966, -66.12418968603015, -10.32270079292357, -35.307841937989, 6.609545227140188, -5.376000898424536, -44.800018853042275, -25.960143247968517, 4.910501133650541, -19.700832664966583, 26.51653427258134, 101.56193835660815, 41.18306129518896, 53.361572962254286, -9.785827251151204, -8.890024866908789, 17.874163237342145]| 11.7426671981811523|      8.00000000|[4827, 0, 0, 127]                                                          |  | used linear model with 39 points | actual_k=0
     128|[-157.59398287069052, -54.27479586005211, 19.843858659500256, 126.88326953724027, -26.66461963020265, -21.474251408479176, -66.76866013929248, -11.125337535515428, -36.85429720208049, 4.759759183973074, -6.375860708300024, -43.29815990338102, -21.149978319532238, 4.967566650360823, -21.391585409641266, 25.964599791914225, 102.55455501005054, 39.08427374903113, 54.346724074333906, -11.374566288664937, -8.345920231193304, 16.78561278892448]| 11.7395486831665039|     16.00000000|[4865, 0, 0, 128]                                                          | | GPS sucess | actual_k=0
     129|[-160.26293152105063, -55.10544690489769, 29.505418718094006, 127.21771382167935, -23.001639073714614, -18.19251455774065, -66.20944721624255, -18.77060549892485, -34.46474985405803, 5.347915645688772, -7.1705601387657225, -39.02243549237028, -19.72278217447456, 5.3081209771335125, -21.679535537958145, 25.021134201437235, 97.22585685178638, 41.49668257776648, 55.77445523068309, -10.260502787306905, -7.80921259149909, 18.95024391723564]| 11.7323350906372070|     32.00000000|[4903, 0, 0, 129]                                                          | | GPS sucess | actual_k=0
     130|[-160.26293152105063, -55.10544690489769, 29.505418718094006, 127.21771382167935, -23.001639073714614, -18.19251455774065, -66.20944721624255, -18.77060549892485, -34.46474985405803, 5.347915645688772, -7.1705601387657225, -39.02243549237028, -19.72278217447456, 5.3081209771335125, -21.679535537958145, 25.021134201437235, 97.22585685178638, 41.49668257776648, 55.77445523068309, -10.260502787306905, -7.80921259149909, 18.95024391723564]| 11.7323350906372070|     16.00000000|[4941, 0, 0, 130]                                                          |  | used linear model with 39 points | actual_k=0
     131|[-162.17356568109244, -56.902094691991806, 25.832490623230115, 129.67173861339688, -27.07557792030275, -22.78214086999651, -70.21663935109973, -17.69602077640593, -32.59820620343089, 8.637280937284231, -7.754406707827002, -34.8765509785153, -17.875939885503612, 8.149530421942472, -20.2154121696949, 24.074112836271524, 96.12795193120837, 46.404334479011595, 58.506702821701765, -6.538360806182027, -8.849823262542486, 26.82968374801567]| 11.7302951812744141|     32.00000000|[4979, 0, 0, 131]                                                          | | GPS sucess | actual_k=0
     132|[-162.17356568109244, -56.902094691991806, 25.832490623230115, 129.67173861339688, -27.07557792030275, -22.78214086999651, -70.21663935109973, -17.69602077640593, -32.59820620343089, 8.637280937284231, -7.754406707827002, -34.8765509785153, -17.875939885503612, 8.149530421942472, -20.2154121696949, 24.074112836271524, 96.12795193120837, 46.404334479011595, 58.506702821701765, -6.538360806182027, -8.849823262542486, 26.82968374801567]| 11.7302951812744141|     16.00000000|[5017, 0, 0, 132]                                                          |  | used linear model with 39 points | actual_k=0
     133|[-166.35510998498648, -54.48968133330345, 25.89348266669549, 132.83171724155545, -22.776001637801528, -24.752014894387685, -71.4496604911983, -14.133765393868089, -31.435778181999922, 13.523170944303274, -11.07497193152085, -33.31465870747343, -21.551040927297436, 7.108904134482145, -22.930881530046463, 27.77531522884965, 95.93146174773574, 51.42570345941931, 51.74671308323741, -5.339799853041768, -11.671268727630377, 24.81913181854179]| 11.7275905609130859|     32.00000000|[5055, 0, 0, 133]                                                          | | GPS sucess | actual_k=0
     134|[-169.35940366517752, -56.237239331007004, 28.20212457724847, 134.6378918774426, -24.95190400443971, -29.18628146161791, -68.73692412301898, -24.134836370125413, -30.147011678665876, 5.045929428189993, -13.802320974413306, -24.349260872695595, -24.85258797777351, 13.971983205527067, -20.318485528230667, 22.447048608213663, 95.10952293500304, 42.54931204859167, 68.25619642063975, 5.222221402451396, -8.904521252959967, 19.373369184264448]| 11.7122173309326172|     64.00000000|[5093, 0, 0, 134]                                                          | | GPS sucess | actual_k=0
     135|[-169.35940366517752, -56.237239331007004, 28.20212457724847, 134.6378918774426, -24.95190400443971, -29.18628146161791, -68.73692412301898, -24.134836370125413, -30.147011678665876, 5.045929428189993, -13.802320974413306, -24.349260872695595, -24.85258797777351, 13.971983205527067, -20.318485528230667, 22.447048608213663, 95.10952293500304, 42.54931204859167, 68.25619642063975, 5.222221402451396, -8.904521252959967, 19.373369184264448]| 11.7122173309326172|     32.00000000|[5131, 0, 0, 135]                                                          |  | used linear model with 39 points | actual_k=0
     136|[-169.35940366517752, -56.237239331007004, 28.20212457724847, 134.6378918774426, -24.95190400443971, -29.18628146161791, -68.73692412301898, -24.134836370125413, -30.147011678665876, 5.045929428189993, -13.802320974413306, -24.349260872695595, -24.85258797777351, 13.971983205527067, -20.318485528230667, 22.447048608213663, 95.10952293500304, 42.54931204859167, 68.25619642063975, 5.222221402451396, -8.904521252959967, 19.373369184264448]| 11.7122173309326172|     16.00000000|[5169, 0, 0, 136]                                                          |  | used linear model with 39 points | actual_k=0
     137|[-169.35940366517752, -56.237239331007004, 28.20212457724847, 134.6378918774426, -24.95190400443971, -29.18628146161791, -68.73692412301898, -24.134836370125413, -30.147011678665876, 5.045929428189993, -13.802320974413306, -24.349260872695595, -24.85258797777351, 13.971983205527067, -20.318485528230667, 22.447048608213663, 95.10952293500304, 42.54931204859167, 68.25619642063975, 5.222221402451396, -8.904521252959967, 19.373369184264448]| 11.7122173309326172|      8.00000000|[5207, 0, 0, 137]                                                          |  | used linear model with 39 points | actual_k=0
     138|[-170.27824490796775, -56.93034926056862, 31.108982783043757, 134.94840132072568, -24.006786888465285, -28.905764688155614, -67.02850778028369, -25.458881909027696, -30.88180522248149, 6.18571674451232, -11.318889873567969, -22.375179714057595, -24.75420381349977, 14.775116991251707, -18.496005564928055, 22.394837141036987, 94.48176616057754, 42.77299463097006, 68.8219849281013, 2.0436501782387495, -8.616238232702017, 21.153962460288312]| 11.7077131271362305|     16.00000000|[5245, 0, 0, 138]                                                          | | GPS sucess | actual_k=0
     139|[-170.27824490796775, -56.93034926056862, 31.108982783043757, 134.94840132072568, -24.006786888465285, -28.905764688155614, -67.02850778028369, -25.458881909027696, -30.88180522248149, 6.18571674451232, -11.318889873567969, -22.375179714057595, -24.75420381349977, 14.775116991251707, -18.496005564928055, 22.394837141036987, 94.48176616057754, 42.77299463097006, 68.8219849281013, 2.0436501782387495, -8.616238232702017, 21.153962460288312]| 11.7077131271362305|      8.00000000|[5283, 0, 0, 139]                                                          |  | used linear model with 39 points | actual_k=0
     140|[-172.1707175327465, -56.91386614739895, 30.76112137385644, 136.5964368470013, -24.66216260753572, -31.681115735671483, -64.978850197047, -23.84738557972014, -29.06903962418437, 5.617856319993734, -14.963171022478491, -20.4339924515225, -26.3640382461017, 12.441461872309446, -16.941238909959793, 22.657676339149475, 95.62315290793777, 42.833085213787854, 68.5834780447185, 0.6287218611687422, -10.071863170713186, 19.957989183196332]| 11.7047414779663086|     16.00000000|[5321, 0, 0, 140]                                                          | | GPS sucess | actual_k=0
     141|[-172.1707175327465, -56.91386614739895, 30.76112137385644, 136.5964368470013, -24.66216260753572, -31.681115735671483, -64.978850197047, -23.84738557972014, -29.06903962418437, 5.617856319993734, -14.963171022478491, -20.4339924515225, -26.3640382461017, 12.441461872309446, -16.941238909959793, 22.657676339149475, 95.62315290793777, 42.833085213787854, 68.5834780447185, 0.6287218611687422, -10.071863170713186, 19.957989183196332]| 11.7047414779663086|      8.00000000|[5359, 0, 0, 141]                                                          |  | used linear model with 39 points | actual_k=0
     142|[-174.08341758977622, -58.425397261977196, 30.93486712523736, 138.0489824898541, -24.003006165847182, -31.03286217560526, -65.04841062054038, -25.200272852554917, -27.295465987175703, 5.573606550693512, -11.400948780123144, -20.087800747249275, -28.098506825393997, 9.552974294871092, -16.78764171898365, 20.980963349342346, 96.9571643434465, 43.46196482051164, 66.35403854772449, -0.8510095793753862, -10.302710499614477, 23.23904582572868]| 11.6987237930297852|     16.00000000|[5397, 0, 0, 142]                                                          | | GPS sucess | actual_k=0
     143|[-175.18209343682975, -61.03419886529446, 30.602448355639353, 139.1609550602734, -24.336953734979033, -27.96936653961893, -57.61181756481528, -22.109500462189317, -30.433213513344526, 4.187008559703827, -13.178617017809302, -17.510236507747322, -28.444967555231415, 6.1972912065684795, -21.732483103871346, 16.3679438829422, 95.71363800391555, 44.53478512633592, 68.16593558713794, 0.5178566258400679, -17.506932701915503, 19.39524551940849]| 11.6943149566650391|     32.00000000|[5435, 0, 0, 143]                                                          | | GPS sucess | actual_k=0
     144|[-182.9267900539562, -65.86128006875515, 40.685458075487986, 143.74286853149533, -34.27304229699075, -21.800423134467565, -57.942567344754934, -17.858564430847764, -32.91329650208354, 3.385556399822235, -5.530914323870093, -20.85292792925611, -14.836335467523895, 8.853812050074339, -22.679328873753548, 16.117981523275375, 94.81946420297027, 55.35235962737352, 60.514391016215086, -3.431021900847554, -9.836366143077612, 13.184344735869672]| 11.6749534606933594|     64.00000000|[5473, 0, 0, 144]                                                          | | GPS sucess | actual_k=0
     145|[-182.9267900539562, -65.86128006875515, 40.685458075487986, 143.74286853149533, -34.27304229699075, -21.800423134467565, -57.942567344754934, -17.858564430847764, -32.91329650208354, 3.385556399822235, -5.530914323870093, -20.85292792925611, -14.836335467523895, 8.853812050074339, -22.679328873753548, 16.117981523275375, 94.81946420297027, 55.35235962737352, 60.514391016215086, -3.431021900847554, -9.836366143077612, 13.184344735869672]| 11.6749534606933594|     32.00000000|[5511, 0, 0, 145]                                                          |  | used linear model with 39 points | actual_k=0
     146|[-182.9267900539562, -65.86128006875515, 40.685458075487986, 143.74286853149533, -34.27304229699075, -21.800423134467565, -57.942567344754934, -17.858564430847764, -32.91329650208354, 3.385556399822235, -5.530914323870093, -20.85292792925611, -14.836335467523895, 8.853812050074339, -22.679328873753548, 16.117981523275375, 94.81946420297027, 55.35235962737352, 60.514391016215086, -3.431021900847554, -9.836366143077612, 13.184344735869672]| 11.6749534606933594|     16.00000000|[5549, 0, 0, 146]                                                          |  | used linear model with 39 points | actual_k=0
     147|[-186.72713738214225, -59.00245390832424, 41.88271034904756, 146.19163762405515, -30.751729344949126, -20.581610072753392, -58.5742576085031, -22.495977932587266, -37.27070216462016, 6.323249995708466, -3.993757384363562, -14.200050598476082, -16.801070737070404, 4.20618088170886, -18.90693135559559, 14.030324071645737, 94.38839223608375, 56.573206280358136, 58.697064470499754, -4.618774147704244, -13.657045807689428, 14.443127122649457]| 11.6695232391357422|     32.00000000|[5587, 0, 0, 147]                                                          | | GPS sucess | actual_k=0
     148|[-186.72713738214225, -59.00245390832424, 41.88271034904756, 146.19163762405515, -30.751729344949126, -20.581610072753392, -58.5742576085031, -22.495977932587266, -37.27070216462016, 6.323249995708466, -3.993757384363562, -14.200050598476082, -16.801070737070404, 4.20618088170886, -18.90693135559559, 14.030324071645737, 94.38839223608375, 56.573206280358136, 58.697064470499754, -4.618774147704244, -13.657045807689428, 14.443127122649457]| 11.6695232391357422|     16.00000000|[5625, 0, 0, 148]                                                          |  | used linear model with 39 points | actual_k=0
     149|[-187.64809399377555, -58.429678186774254, 40.266905915224925, 147.15480910614133, -26.053365563973784, -17.499058593413793, -58.07320451363921, -24.254553014412522, -37.781488697975874, 0.0568777918815613, -1.866447823587805, -12.09193659434095, -12.750589894480072, 2.818533729761839, -25.363718941807747, 16.77987203001976, 87.1209948323667, 53.46975622046739, 59.56486923620105, -0.2667967993766069, -13.42394707724452, 14.064259019622114]| 11.6681108474731445|     32.00000000|[5663, 0, 0, 149]                                                          | | GPS sucess | actual_k=0
     150|[-187.64809399377555, -58.429678186774254, 40.266905915224925, 147.15480910614133, -26.053365563973784, -17.499058593413793, -58.07320451363921, -24.254553014412522, -37.781488697975874, 0.0568777918815613, -1.866447823587805, -12.09193659434095, -12.750589894480072, 2.818533729761839, -25.363718941807747, 16.77987203001976, 87.1209948323667, 53.46975622046739, 59.56486923620105, -0.2667967993766069, -13.42394707724452, 14.064259019622114]| 11.6681108474731445|     16.00000000|[5701, 0, 0, 150]                                                          |  | used linear model with 39 points | actual_k=0
     151|[-187.64809399377555, -58.429678186774254, 40.266905915224925, 147.15480910614133, -26.053365563973784, -17.499058593413793, -58.07320451363921, -24.254553014412522, -37.781488697975874, 0.0568777918815613, -1.866447823587805, -12.09193659434095, -12.750589894480072, 2.818533729761839, -25.363718941807747, 16.77987203001976, 87.1209948323667, 53.46975622046739, 59.56486923620105, -0.2667967993766069, -13.42394707724452, 14.064259019622114]| 11.6681108474731445|      8.00000000|[5739, 0, 0, 151]                                                          |  | used linear model with 39 points | actual_k=0
     152|[-189.54504054319113, -57.543239042162895, 39.79505727835931, 148.66010164096951, -27.816543793305755, -15.20479308476206, -58.996613916009665, -24.48827832378447, -39.139003556221724, 1.2953712344169617, -6.120500462595373, -15.663728481624275, -12.556837233132683, 4.34350473806262, -26.219272628426552, 16.46735915541649, 86.8298675082624, 52.983456258662045, 60.06781084463, -1.1959702093154192, -13.025532376021147, 13.45476427389076]| 11.6645431518554688|     16.00000000|[5777, 0, 0, 152]                                                          | | GPS sucess | actual_k=0
     153|[-189.54504054319113, -57.543239042162895, 39.79505727835931, 148.66010164096951, -27.816543793305755, -15.20479308476206, -58.996613916009665, -24.48827832378447, -39.139003556221724, 1.2953712344169617, -6.120500462595373, -15.663728481624275, -12.556837233132683, 4.34350473806262, -26.219272628426552, 16.46735915541649, 86.8298675082624, 52.983456258662045, 60.06781084463, -1.1959702093154192, -13.025532376021147, 13.45476427389076]| 11.6645431518554688|      8.00000000|[5815, 0, 0, 153]                                                          |  | used linear model with 39 points | actual_k=0
     154|[-189.39507253002375, -59.40886203944683, 41.69908867427148, 148.2931658513844, -26.944067930802703, -12.155448068282567, -58.37977748736739, -25.390173131600022, -36.79688720032573, 1.435035765171051, -7.493809478823096, -16.54579449305311, -12.532063328078948, 2.7213730327785015, -22.68251134455204, 16.172772616147995, 90.54434290155768, 53.98097682464868, 57.80296499654651, -1.939103038981557, -13.543094407767057, 12.713429597148206]| 11.6627473831176758|     16.00000000|[5853, 0, 0, 154]                                                          | | GPS sucess | actual_k=0
