k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6097251833969555, 0.0558315056027614, 0.1382545042180122, 0.7776698349430159, 0.012966158885366, 0.0078876023519517, 0.0028127720669654, 0.0024764077706043, 0.0019470420526074, -0.002269206053214, -0.0034454049802391, -0.0060089385611868, -0.0082663993340286, 0.0067811108705918, -0.0014128861224247, -0.0114808864346093, -0.0123760465450052, 0.0080899859897018, 0.0100749911699939, 0.0091429697797514, 0.0163793513349716, -0.0034560993122014]| 13.1520748138427734|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      93|[1.4487428130806568, 0.0619476585141015, 0.3908629754718704, 1.9526938261135134, 0.0060255188067912, 0.050382108440083, -0.0446174365219704, -0.0133439757050852, 0.0059920944508551, -0.1361548874688733, -0.0767267422370465, 0.0401619874882012, -0.0103232721229888, -0.0430791799457745, -0.0416210328813173, -0.0118801611651984, -0.0794409960366003, -0.0248975091846466, -0.0965100793170993, 0.044735406212975, 0.0628549848762944, -0.0421136730185927]| 12.1444368362426758|      0.00781250|[11626, 0, 0, 186]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      94|[1.4487428130806568, 0.0619476585141015, 0.3908629754718704, 1.9526938261135134, 0.0060255188067912, 0.050382108440083, -0.0446174365219704, -0.0133439757050852, 0.0059920944508551, -0.1361548874688733, -0.0767267422370465, 0.0401619874882012, -0.0103232721229888, -0.0430791799457745, -0.0416210328813173, -0.0118801611651984, -0.0794409960366003, -0.0248975091846466, -0.0965100793170993, 0.044735406212975, 0.0628549848762944, -0.0421136730185927]| 12.1444368362426758|      0.00390625|[11751, 0, 0, 188]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      95|[1.4462188470950457, 0.0608556541939278, 0.3915447397807717, 1.9553054264297585, 0.0059542880871762, 0.0504194542203776, -0.0447060632630614, -0.0134823330465152, 0.0059782558411905, -0.1360939837217116, -0.0765138456336511, 0.0403724278680291, -0.0101208696274321, -0.043188267958668, -0.0417713605940598, -0.0120118425565737, -0.0797016078785646, -0.0250910406718736, -0.0963394904057879, 0.0448490071359564, 0.0626563764679007, -0.0420500625667167]| 12.1444282531738281|      0.00781250|[11876, 0, 0, 190]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      96|[1.4462188470950457, 0.0608556541939278, 0.3915447397807717, 1.9553054264297585, 0.0059542880871762, 0.0504194542203776, -0.0447060632630614, -0.0134823330465152, 0.0059782558411905, -0.1360939837217116, -0.0765138456336511, 0.0403724278680291, -0.0101208696274321, -0.043188267958668, -0.0417713605940598, -0.0120118425565737, -0.0797016078785646, -0.0250910406718736, -0.0963394904057879, 0.0448490071359564, 0.0626563764679007, -0.0420500625667167]| 12.1444282531738281|      0.00390625|[12001, 0, 0, 192]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      97|[1.4462188470950457, 0.0608556541939278, 0.3915447397807717, 1.9553054264297585, 0.0059542880871762, 0.0504194542203776, -0.0447060632630614, -0.0134823330465152, 0.0059782558411905, -0.1360939837217116, -0.0765138456336511, 0.0403724278680291, -0.0101208696274321, -0.043188267958668, -0.0417713605940598, -0.0120118425565737, -0.0797016078785646, -0.0250910406718736, -0.0963394904057879, 0.0448490071359564, 0.0626563764679007, -0.0420500625667167]| 12.1444282531738281|      0.00195312|[12126, 0, 0, 194]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      98|[1.4446654195014057, 0.0602384563011719, 0.3918668074317828, 1.9559986149410793, 0.0061688437066034, 0.0502356231166359, -0.0446611335828868, -0.0132450645320067, 0.0060914877841793, -0.1361370966657058, -0.0763832432415873, 0.0406002893036312, -0.0099330869617058, -0.0433089850609335, -0.041736137433402, -0.0117441463872435, -0.0798469018986486, -0.0251161230791496, -0.0962343994109969, 0.045016124626811, 0.0627706806278546, -0.0419156242087084]| 12.1444253921508789|      0.00390625|[12251, 0, 0, 196]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      99|[1.4419332726140135, 0.0593323363907684, 0.3923481149540254, 1.9585392580696346, 0.0061937666011985, 0.0501626022274627, -0.0445015526446577, -0.0131775228359962, 0.0060768938201078, -0.1362386404938992, -0.0762172898796571, 0.0405686327741991, -0.0097980005222491, -0.04325091113549, -0.0417961267580616, -0.0116960556049429, -0.079772942894421, -0.0247599442195373, -0.0960623107579368, 0.0451258290562337, 0.0627180957661081, -0.0418304399595148]| 12.1444168090820312|      0.00781250|[12376, 0, 0, 198]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     100|[1.4419332726140135, 0.0593323363907684, 0.3923481149540254, 1.9585392580696346, 0.0061937666011985, 0.0501626022274627, -0.0445015526446577, -0.0131775228359962, 0.0060768938201078, -0.1362386404938992, -0.0762172898796571, 0.0405686327741991, -0.0097980005222491, -0.04325091113549, -0.0417961267580616, -0.0116960556049429, -0.079772942894421, -0.0247599442195373, -0.0960623107579368, 0.0451258290562337, 0.0627180957661081, -0.0418304399595148]| 12.1444168090820312|      0.00390625|[12501, 0, 0, 200]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     101|[1.4388209587817473, 0.058329157092248, 0.3928973712932976, 1.9599855516461868, 0.0066058368157196, 0.050124669753277, -0.0446867235207389, -0.0130455271509605, 0.005874784920443, -0.1355707212471373, -0.0769903521637704, 0.0411173302219514, -0.0099182999297053, -0.0436865610941271, -0.0420652125565374, -0.0116731062512948, -0.0800378965253848, -0.0250086593963178, -0.0959191095168741, 0.0448917604650027, 0.0625494492652836, -0.042055989263231]| 12.1444101333618164|      0.00781250|[12626, 0, 0, 202]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     102|[1.4388209587817473, 0.058329157092248, 0.3928973712932976, 1.9599855516461868, 0.0066058368157196, 0.050124669753277, -0.0446867235207389, -0.0130455271509605, 0.005874784920443, -0.1355707212471373, -0.0769903521637704, 0.0411173302219514, -0.0099182999297053, -0.0436865610941271, -0.0420652125565374, -0.0116731062512948, -0.0800378965253848, -0.0250086593963178, -0.0959191095168741, 0.0448917604650027, 0.0625494492652836, -0.042055989263231]| 12.1444101333618164|      0.00390625|[12751, 0, 0, 204]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     103|[1.4365922879794226, 0.0571248384494949, 0.3937280214825158, 1.9627734481617005, 0.00677706372527, 0.0501611065833554, -0.0449648676100721, -0.0131132692077988, 0.005921448189341, -0.135476067850925, -0.0770998650597256, 0.0410541264946472, -0.0100720952238961, -0.0435936888071687, -0.0420063875212605, -0.0118864286174431, -0.0802665648666832, -0.0250368027158699, -0.0960755750004492, 0.0450458267662916, 0.0624805093786923, -0.0422841658795894]| 12.1444025039672852|      0.00781250|[12876, 0, 0, 206]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     104|[1.4365922879794226, 0.0571248384494949, 0.3937280214825158, 1.9627734481617005, 0.00677706372527, 0.0501611065833554, -0.0449648676100721, -0.0131132692077988, 0.005921448189341, -0.135476067850925, -0.0770998650597256, 0.0410541264946472, -0.0100720952238961, -0.0435936888071687, -0.0420063875212605, -0.0118864286174431, -0.0802665648666832, -0.0250368027158699, -0.0960755750004492, 0.0450458267662916, 0.0624805093786923, -0.0422841658795894]| 12.1444025039672852|      0.00390625|[13001, 0, 0, 208]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     105|[1.4337353671260504, 0.0557874289822461, 0.3943532379037522, 1.9647582045730503, 0.0066988715743401, 0.0501184598668553, -0.0447540847541037, -0.0133033399656523, 0.0060355713560969, -0.1352503473650518, -0.0769633607853983, 0.0413407945174607, -0.0097735158973554, -0.0437440879020627, -0.0425189704871122, -0.0117392461524125, -0.0800716267230533, -0.0252964150199135, -0.0959324093055577, 0.0450425338009439, 0.0621065929788653, -0.0425347773813138]| 12.1443948745727539|      0.00781250|[13126, 0, 0, 210]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     106|[1.4337353671260504, 0.0557874289822461, 0.3943532379037522, 1.9647582045730503, 0.0066988715743401, 0.0501184598668553, -0.0447540847541037, -0.0133033399656523, 0.0060355713560969, -0.1352503473650518, -0.0769633607853983, 0.0413407945174607, -0.0097735158973554, -0.0437440879020627, -0.0425189704871122, -0.0117392461524125, -0.0800716267230533, -0.0252964150199135, -0.0959324093055577, 0.0450425338009439, 0.0621065929788653, -0.0425347773813138]| 12.1443948745727539|      0.00390625|[13251, 0, 0, 212]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     107|[1.4337353671260504, 0.0557874289822461, 0.3943532379037522, 1.9647582045730503, 0.0066988715743401, 0.0501184598668553, -0.0447540847541037, -0.0133033399656523, 0.0060355713560969, -0.1352503473650518, -0.0769633607853983, 0.0413407945174607, -0.0097735158973554, -0.0437440879020627, -0.0425189704871122, -0.0117392461524125, -0.0800716267230533, -0.0252964150199135, -0.0959324093055577, 0.0450425338009439, 0.0621065929788653, -0.0425347773813138]| 12.1443948745727539|      0.00195312|[13376, 0, 0, 214]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     108|[1.4323874644892607, 0.0551878125332761, 0.3945842592651581, 1.9659550013045413, 0.0066577176372165, 0.0501417848558167, -0.0449522864882436, -0.0132313205637468, 0.0060866497622298, -0.1350850498167501, -0.0769804452438196, 0.0412455794921829, -0.0097487062623952, -0.0438231665929352, -0.0425751154680305, -0.0116841702744776, -0.0800595326859137, -0.0254675761768941, -0.0960733003481821, 0.0450315012386082, 0.0620958984911446, -0.0424712105810655]| 12.1443910598754883|      0.00390625|[13501, 0, 0, 216]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     109|[1.4323874644892607, 0.0551878125332761, 0.3945842592651581, 1.9659550013045413, 0.0066577176372165, 0.0501417848558167, -0.0449522864882436, -0.0132313205637468, 0.0060866497622298, -0.1350850498167501, -0.0769804452438196, 0.0412455794921829, -0.0097487062623952, -0.0438231665929352, -0.0425751154680305, -0.0116841702744776, -0.0800595326859137, -0.0254675761768941, -0.0960733003481821, 0.0450315012386082, 0.0620958984911446, -0.0424712105810655]| 12.1443910598754883|      0.00195312|[13626, 0, 0, 218]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     110|[1.4309087373817053, 0.0545291342556858, 0.3948629373952632, 1.9669258634948898, 0.0067923315448552, 0.0501350042216081, -0.0449958402726108, -0.0132205437272573, 0.00629766703479, -0.1352251239654319, -0.0770064805164063, 0.0411794532378128, -0.0098972966745196, -0.043924110603305, -0.0426068438506987, -0.0117795647269889, -0.0801094711852681, -0.0254705269671869, -0.096192354781074, 0.0448935949438473, 0.0620787346100827, -0.0425501222688986]| 12.1443872451782227|      0.00390625|[13751, 0, 0, 220]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
