k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3865888319236482, -0.1263079181919243, 0.2343829028368462, 0.7008506337383252, 0.0657709626816765, -0.0578331420455108, 0.2219601445280479, 0.0736634578488721, -0.1773206199599237, 0.0460854961673746, -0.2776422174752127, -0.0011549850561469, -0.1308359923979095, -0.1091616014076538, -0.0845551931305401, 0.0844793125313792, 0.0781272852829251, -0.0685266112245403, 0.1876731192218992, -0.0197589791682681, 0.1298527521388161, -0.0941198476814531]| 13.4344577789306641|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      93|[1.4354757420630815, -0.0679363411222572, 0.414871633386615, 1.968430760339176, 0.0679120713453203, 0.0704015687369568, -0.1465370630855015, 0.4325965578161514, -0.3624848481644885, -0.3298086974154233, -0.8334527402064907, 0.3664865353982677, -0.1940140760052631, -0.4694727492580045, -0.1816210420432164, 0.0652485563464538, -0.1877597609527732, -0.0141301417278459, 0.5093134711948928, 0.1226365326505219, 0.2170422381417668, 0.0454836340805434]| 12.1443080902099609|      0.00195312|[2625, 186, 0, 186]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      94|[1.434239816521842, -0.0685282136094648, 0.4151580996951345, 1.96939350355224, 0.0681751682238281, 0.0705685845333216, -0.1464557459008586, 0.4324055846461679, -0.3623130626083161, -0.3298308244799099, -0.8334300979615213, 0.366521789953617, -0.1940852277550591, -0.4694419412155729, -0.1821982214342104, 0.0647167783310265, -0.1877519897848614, -0.0143111206136673, 0.5095082074799046, 0.1224928027616475, 0.2170328122363145, 0.045689942611934]| 12.1443042755126953|      0.00390625|[2654, 188, 0, 188]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      95|[1.4313022163019968, -0.0677292231503327, 0.4152909724963407, 1.9694482118994796, 0.0679445530936664, 0.0711412147329298, -0.1462233563003153, 0.4329220962233262, -0.363208938687672, -0.329535887312435, -0.8331992422986543, 0.366876407024655, -0.1933897247681121, -0.4694181706862035, -0.1823264349724762, 0.0652651300379937, -0.1869865603686188, -0.0143197663540913, 0.5104174314920101, 0.1234578815550696, 0.2168742063992289, 0.0467044163101281]| 12.1443014144897461|      0.00781250|[2682, 190, 0, 190]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      96|[1.4313022163019968, -0.0677292231503327, 0.4152909724963407, 1.9694482118994796, 0.0679445530936664, 0.0711412147329298, -0.1462233563003153, 0.4329220962233262, -0.363208938687672, -0.329535887312435, -0.8331992422986543, 0.366876407024655, -0.1933897247681121, -0.4694181706862035, -0.1823264349724762, 0.0652651300379937, -0.1869865603686188, -0.0143197663540913, 0.5104174314920101, 0.1234578815550696, 0.2168742063992289, 0.0467044163101281]| 12.1443014144897461|      0.00390625|[2710, 192, 0, 192]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      97|[1.4312011735191184, -0.0684699181327542, 0.415912645670778, 1.9725020328225837, 0.0687174286568845, 0.0713687679081007, -0.1452187144716787, 0.4336143231910859, -0.3640994924986307, -0.3297261261166618, -0.8327042964918799, 0.3669233394311414, -0.1936470148483866, -0.4692522012753211, -0.181691611994172, 0.0652928429723072, -0.1870049240258009, -0.0142084249025273, 0.5099207150518129, 0.123446887766969, 0.2163201608412795, 0.0458620753589985]| 12.1442966461181641|      0.00781250|[2738, 194, 0, 194]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      98|[1.4312011735191184, -0.0684699181327542, 0.415912645670778, 1.9725020328225837, 0.0687174286568845, 0.0713687679081007, -0.1452187144716787, 0.4336143231910859, -0.3640994924986307, -0.3297261261166618, -0.8327042964918799, 0.3669233394311414, -0.1936470148483866, -0.4692522012753211, -0.181691611994172, 0.0652928429723072, -0.1870049240258009, -0.0142084249025273, 0.5099207150518129, 0.123446887766969, 0.2163201608412795, 0.0458620753589985]| 12.1442966461181641|      0.00390625|[2766, 196, 0, 196]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      99|[1.4281683790177173, -0.069441790766957, 0.4157492519625066, 1.9729134998127311, 0.0685949381482414, 0.0716424480375717, -0.1454728173362126, 0.4333219203463589, -0.3651131369573315, -0.3297044450239401, -0.8320131109612339, 0.3673489264947056, -0.1946670024033474, -0.4692007474834161, -0.1815296515420351, 0.0647602419406423, -0.1866469682059048, -0.0141633317921774, 0.5095642484071538, 0.1241161089072972, 0.2159524325052931, 0.0449674269613127]| 12.1442909240722656|      0.00781250|[2794, 198, 0, 198]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     100|[1.4281683790177173, -0.069441790766957, 0.4157492519625066, 1.9729134998127311, 0.0685949381482414, 0.0716424480375717, -0.1454728173362126, 0.4333219203463589, -0.3651131369573315, -0.3297044450239401, -0.8320131109612339, 0.3673489264947056, -0.1946670024033474, -0.4692007474834161, -0.1815296515420351, 0.0647602419406423, -0.1866469682059048, -0.0141633317921774, 0.5095642484071538, 0.1241161089072972, 0.2159524325052931, 0.0449674269613127]| 12.1442909240722656|      0.00390625|[2822, 200, 0, 200]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     101|[1.426446085647637, -0.0707111478524155, 0.4160314302891321, 1.9749000169386972, 0.0683912424261126, 0.0705235147591998, -0.1458159063667614, 0.4325172950259979, -0.366009402533507, -0.329479211435389, -0.8327776701803589, 0.3672492533878123, -0.1933014749846553, -0.4695806127671143, -0.1808249249099534, 0.0651475720246104, -0.1869684496322726, -0.0141593440430924, 0.5094507037080872, 0.1236092579864059, 0.2162477262486351, 0.0447879077208674]| 12.1442852020263672|      0.00781250|[2850, 202, 0, 202]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     102|[1.426446085647637, -0.0707111478524155, 0.4160314302891321, 1.9749000169386972, 0.0683912424261126, 0.0705235147591998, -0.1458159063667614, 0.4325172950259979, -0.366009402533507, -0.329479211435389, -0.8327776701803589, 0.3672492533878123, -0.1933014749846553, -0.4695806127671143, -0.1808249249099534, 0.0651475720246104, -0.1869684496322726, -0.0141593440430924, 0.5094507037080872, 0.1236092579864059, 0.2162477262486351, 0.0447879077208674]| 12.1442852020263672|      0.00390625|[2879, 204, 0, 204]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     103|[1.426446085647637, -0.0707111478524155, 0.4160314302891321, 1.9749000169386972, 0.0683912424261126, 0.0705235147591998, -0.1458159063667614, 0.4325172950259979, -0.366009402533507, -0.329479211435389, -0.8327776701803589, 0.3672492533878123, -0.1933014749846553, -0.4695806127671143, -0.1808249249099534, 0.0651475720246104, -0.1869684496322726, -0.0141593440430924, 0.5094507037080872, 0.1236092579864059, 0.2162477262486351, 0.0447879077208674]| 12.1442852020263672|      0.00195312|[2907, 206, 0, 206]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     104|[1.4253922618482326, -0.0708178448706645, 0.4156745648473733, 1.9755262962851223, 0.0680568187311508, 0.0704153740194725, -0.1452514691325, 0.4327859310465847, -0.365475531435754, -0.3293862067850272, -0.832361598539828, 0.367191256447273, -0.1934628193190126, -0.469975443323809, -0.1806993952895055, 0.0653405331955656, -0.1868703940387992, -0.0144896892552603, 0.5089112356123295, 0.1241371700857127, 0.2158434182456021, 0.0451071476874459]| 12.1442823410034180|      0.00390625|[2935, 208, 0, 208]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     105|[1.4253922618482326, -0.0708178448706645, 0.4156745648473733, 1.9755262962851223, 0.0680568187311508, 0.0704153740194725, -0.1452514691325, 0.4327859310465847, -0.365475531435754, -0.3293862067850272, -0.832361598539828, 0.367191256447273, -0.1934628193190126, -0.469975443323809, -0.1806993952895055, 0.0653405331955656, -0.1868703940387992, -0.0144896892552603, 0.5089112356123295, 0.1241371700857127, 0.2158434182456021, 0.0451071476874459]| 12.1442823410034180|      0.00195312|[2963, 210, 0, 210]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     106|[1.424594606492078, -0.0709266969233776, 0.4158258066970887, 1.9761195082637408, 0.068069082240811, 0.0697870254622369, -0.1448693533942307, 0.4327645550975379, -0.3656064057325425, -0.3298572631142468, -0.8328908236520116, 0.36658187522919, -0.1936081023195819, -0.4699230203951226, -0.1809618736316133, 0.0659562018422383, -0.1874925809039421, -0.014488794068354, 0.5083904357224774, 0.1236874604541081, 0.2157179611151186, 0.0449984958071374]| 12.1442804336547852|      0.00390625|[2991, 212, 0, 212]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     107|[1.424594606492078, -0.0709266969233776, 0.4158258066970887, 1.9761195082637408, 0.068069082240811, 0.0697870254622369, -0.1448693533942307, 0.4327645550975379, -0.3656064057325425, -0.3298572631142468, -0.8328908236520116, 0.36658187522919, -0.1936081023195819, -0.4699230203951226, -0.1809618736316133, 0.0659562018422383, -0.1874925809039421, -0.014488794068354, 0.5083904357224774, 0.1236874604541081, 0.2157179611151186, 0.0449984958071374]| 12.1442804336547852|      0.00195312|[3019, 214, 0, 214]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     108|[1.423562564762827, -0.0711262535335575, 0.4164556861939267, 1.9766481769116038, 0.0682196871858224, 0.0699821453966741, -0.1444427644938159, 0.4331410068963811, -0.3658404078892509, -0.3302475994383395, -0.8331287605213408, 0.3661037121042661, -0.1939461975033933, -0.4695086801762426, -0.1814407237052738, 0.065808549745798, -0.1871612680095772, -0.0146266104640651, 0.5087385871318091, 0.1237867458497625, 0.2156216477755733, 0.0444064527721274]| 12.1442785263061523|      0.00390625|[3047, 216, 0, 216]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     109|[1.4213104675566486, -0.0721388015944232, 0.4166609473479434, 1.9781267921437042, 0.0682278599706283, 0.0707630539316943, -0.1450668226198188, 0.4334315890310125, -0.3658696936278045, -0.3291856192640669, -0.8344218688188184, 0.3668821022179978, -0.1945403967160801, -0.4696607671866652, -0.1814751617950701, 0.0659298804868617, -0.1866550687277655, -0.0134664955387351, 0.5087617401305469, 0.1235175016217033, 0.2150490937250391, 0.0441881731981062]| 12.1442728042602539|      0.00781250|[3075, 218, 0, 218]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     110|[1.4213104675566486, -0.0721388015944232, 0.4166609473479434, 1.9781267921437042, 0.0682278599706283, 0.0707630539316943, -0.1450668226198188, 0.4334315890310125, -0.3658696936278045, -0.3291856192640669, -0.8344218688188184, 0.3668821022179978, -0.1945403967160801, -0.4696607671866652, -0.1814751617950701, 0.0659298804868617, -0.1866550687277655, -0.0134664955387351, 0.5087617401305469, 0.1235175016217033, 0.2150490937250391, 0.0441881731981062]| 12.1442728042602539|      0.00390625|[3103, 220, 0, 220]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
