k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3153139582005303, 0.070811278971982, 0.2676926718006808, -0.0558639316053428, 0.1132170642813083, 0.2880322540695274, 0.1198226328711579, -0.1302651416186247, 0.1209207000504, -0.0230766300417583, 0.1726805296599087, 0.1627308172650578, 0.0055131224878058, 0.1377383255307336, 0.2010211607854459, 0.133089840749009, 0.1324342687660378, 0.1201740704523116, 0.0345121327790299, 0.1623518506191423, 0.0944262094270051, -0.0329350476280941, 0.2469284605976843, 0.0642463523140003, 0.2135736314199267, 0.1096278796536011, 0.135660877870958, 0.0697265884212118, 0.131514684781712, 0.0814068557873715, 0.1379703341624633, -0.0354129944948349, 0.1372774941376312, 0.1682545494182158, -0.0185242942256021, 0.1515387697266148, 0.0747038172468084, 0.1046878333371786, 0.0679820444949969, 0.0500507966641981, 0.0646552824701091, 0.0256223427022026, -0.0477000097515355, -0.0265600394769159, 0.1502887735401976, 0.215608201763497, 0.3059431076198918, -0.0094046010071474, 0.1240853895014895, 0.072437342566998]|1750.4018014062999100|      2.00000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=8
     128|[4.109115163553178, 4.633998666371448, 5.054652472187667, 4.805053102331565, 3.0643122871325565, 4.574148192768158, 4.926365298605644, 4.382158932083658, 4.727045324980192, 4.526293090053963, 4.6840558588347925, 4.6398149288995745, 4.495904197267732, 4.408888601286658, 1.1327387843053842, 4.593430299652463, 1.5193022439899657, 1.7443660152991776, 3.1058172512435376, 2.2973034151223017, 3.004267883108382, 2.742531085383016, 4.8636887000946105, 1.3030555516857847, 4.156177087999734, 2.02040524180945, 3.222817419921618, 4.942671580079376, 4.907606893139928, 4.638687097873672, 4.38334079355294, 4.478888063690474, 4.417283099711045, 2.8866890871352435, 4.905629017700394, 4.954295953046804, 3.944924178268787, 3.1297332183363706, 4.423569349981246, 5.235259366271902, 4.829617146959084, 2.9607566415526096, 0.7081476535016, 4.850949108555425, 3.596999886601067, 5.024448072307068, 0.635855331860392, 3.181610299446013, 3.5920340763234164, 3.0876417273491557]|238.1140506747279062|      0.25000000|[7296, 1024, 128, 256]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     129|[4.109115163553178, 4.633998666371448, 5.054652472187667, 4.805053102331565, 3.0643122871325565, 4.574148192768158, 4.926365298605644, 4.382158932083658, 4.727045324980192, 4.526293090053963, 4.6840558588347925, 4.6398149288995745, 4.495904197267732, 4.408888601286658, 1.1327387843053842, 4.593430299652463, 1.5193022439899657, 1.7443660152991776, 3.1058172512435376, 2.2973034151223017, 3.004267883108382, 2.742531085383016, 4.8636887000946105, 1.3030555516857847, 4.156177087999734, 2.02040524180945, 3.222817419921618, 4.942671580079376, 4.907606893139928, 4.638687097873672, 4.38334079355294, 4.478888063690474, 4.417283099711045, 2.8866890871352435, 4.905629017700394, 4.954295953046804, 3.944924178268787, 3.1297332183363706, 4.423569349981246, 5.235259366271902, 4.829617146959084, 2.9607566415526096, 0.7081476535016, 4.850949108555425, 3.596999886601067, 5.024448072307068, 0.635855331860392, 3.181610299446013, 3.5920340763234164, 3.0876417273491557]|238.1140506747279062|      0.12500000|[7353, 1032, 129, 258]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     130|[4.151032018189432, 4.632112181422344, 5.057013226622148, 4.798797887075945, 3.0718431966663746, 4.571713541395849, 4.924842148717627, 4.39012677334751, 4.725059405410456, 4.542515412867216, 4.685254214323834, 4.655904884758905, 4.515655947961787, 4.401491613550924, 1.1478186237078023, 4.5999979765043015, 1.5586459316986248, 1.7451088792981762, 3.1287317388700493, 2.307037635207815, 3.0073255070556018, 2.770795851981369, 4.860193561652205, 1.3489847282669614, 4.166689874250256, 2.0075741514921224, 3.2372742494512554, 4.948351373333544, 4.935501314727586, 4.622225856799715, 4.386461386627329, 4.510269516060959, 4.41781635892517, 2.889065281483228, 4.9191867309042, 4.922934283661572, 3.9497542651854554, 3.1527739712694274, 4.385220525861985, 5.243441670570699, 4.822660275954382, 2.952829209802522, 0.6960533976420561, 4.859956672311566, 3.6196890201945426, 5.020115657157259, 0.6567533021872758, 3.1802908451558087, 3.5783975753232555, 3.082307300528262]|237.5081345622308788|      0.25000000|[7410, 1040, 130, 260]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     131|[4.151032018189432, 4.632112181422344, 5.057013226622148, 4.798797887075945, 3.0718431966663746, 4.571713541395849, 4.924842148717627, 4.39012677334751, 4.725059405410456, 4.542515412867216, 4.685254214323834, 4.655904884758905, 4.515655947961787, 4.401491613550924, 1.1478186237078023, 4.5999979765043015, 1.5586459316986248, 1.7451088792981762, 3.1287317388700493, 2.307037635207815, 3.0073255070556018, 2.770795851981369, 4.860193561652205, 1.3489847282669614, 4.166689874250256, 2.0075741514921224, 3.2372742494512554, 4.948351373333544, 4.935501314727586, 4.622225856799715, 4.386461386627329, 4.510269516060959, 4.41781635892517, 2.889065281483228, 4.9191867309042, 4.922934283661572, 3.9497542651854554, 3.1527739712694274, 4.385220525861985, 5.243441670570699, 4.822660275954382, 2.952829209802522, 0.6960533976420561, 4.859956672311566, 3.6196890201945426, 5.020115657157259, 0.6567533021872758, 3.1802908451558087, 3.5783975753232555, 3.082307300528262]|237.5081345622308788|      0.12500000|[7467, 1048, 131, 262]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     132|[4.152931311789453, 4.636214389360019, 5.043252370489386, 4.80769753015928, 3.056810336399295, 4.590144670244701, 4.918660045336509, 4.424137425610494, 4.753850720227402, 4.576412562504137, 4.69016688167412, 4.6625213707239475, 4.50802612468964, 4.4068942228687265, 1.1125596689808184, 4.599618493164481, 1.5382241595588533, 1.750798455666116, 3.1667251525944082, 2.318100862387038, 2.9832103453391556, 2.781345329396421, 4.87172968753837, 1.326327032979552, 4.179337753868125, 1.9981798538126574, 3.2559752200102388, 4.949077804265524, 4.929701232702675, 4.601955460591601, 4.40848618785668, 4.518310839365707, 4.459888040977652, 2.91555963503749, 4.911819029079558, 4.913094598267786, 3.96011672263034, 3.1688619185594225, 4.397637940568676, 5.265319958635695, 4.823171458939425, 2.9632803113825164, 0.6686384085920616, 4.859341813835073, 3.614958573126892, 5.032675217842502, 0.6394987922312851, 3.16432706747054, 3.5733312015080316, 3.0792307490660087]|237.1271383515574485|      0.25000000|[7524, 1056, 132, 264]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     133|[4.193539491885455, 4.651955272473004, 5.012566665469816, 4.808504124984877, 3.012544508326621, 4.654860320502546, 4.963929470861857, 4.433182139098525, 4.7463586511493965, 4.582969071059459, 4.668455399877396, 4.703922089447484, 4.49958141603533, 4.461881858928964, 1.0790088658841779, 4.616253298795406, 1.5570817190985282, 1.797901800774623, 3.1897393787399126, 2.3040380059675667, 2.9741379994492747, 2.7794324440608036, 4.917415619122101, 1.3825855798252518, 4.200177282752221, 2.0276525127026437, 3.311472826430282, 4.965417507473575, 5.023741764752582, 4.650563212432019, 4.436390975797373, 4.529782893989245, 4.441396332556787, 2.932066411599868, 4.889887844757448, 4.9029183554830995, 3.982198963756732, 3.234368814518209, 4.420330135159035, 5.325616670429007, 4.863878093830617, 2.968089955205664, 0.7005901675222597, 4.903843573518975, 3.6547312537992585, 5.077465631668357, 0.6393177870522324, 3.1558307596739708, 3.5581008952096504, 3.057053162175814]|236.2268866110061936|      0.50000000|[7581, 1064, 133, 266]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     134|[4.193539491885455, 4.651955272473004, 5.012566665469816, 4.808504124984877, 3.012544508326621, 4.654860320502546, 4.963929470861857, 4.433182139098525, 4.7463586511493965, 4.582969071059459, 4.668455399877396, 4.703922089447484, 4.49958141603533, 4.461881858928964, 1.0790088658841779, 4.616253298795406, 1.5570817190985282, 1.797901800774623, 3.1897393787399126, 2.3040380059675667, 2.9741379994492747, 2.7794324440608036, 4.917415619122101, 1.3825855798252518, 4.200177282752221, 2.0276525127026437, 3.311472826430282, 4.965417507473575, 5.023741764752582, 4.650563212432019, 4.436390975797373, 4.529782893989245, 4.441396332556787, 2.932066411599868, 4.889887844757448, 4.9029183554830995, 3.982198963756732, 3.234368814518209, 4.420330135159035, 5.325616670429007, 4.863878093830617, 2.968089955205664, 0.7005901675222597, 4.903843573518975, 3.6547312537992585, 5.077465631668357, 0.6393177870522324, 3.1558307596739708, 3.5581008952096504, 3.057053162175814]|236.2268866110061936|      0.25000000|[7638, 1072, 134, 268]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     135|[4.193539491885455, 4.651955272473004, 5.012566665469816, 4.808504124984877, 3.012544508326621, 4.654860320502546, 4.963929470861857, 4.433182139098525, 4.7463586511493965, 4.582969071059459, 4.668455399877396, 4.703922089447484, 4.49958141603533, 4.461881858928964, 1.0790088658841779, 4.616253298795406, 1.5570817190985282, 1.797901800774623, 3.1897393787399126, 2.3040380059675667, 2.9741379994492747, 2.7794324440608036, 4.917415619122101, 1.3825855798252518, 4.200177282752221, 2.0276525127026437, 3.311472826430282, 4.965417507473575, 5.023741764752582, 4.650563212432019, 4.436390975797373, 4.529782893989245, 4.441396332556787, 2.932066411599868, 4.889887844757448, 4.9029183554830995, 3.982198963756732, 3.234368814518209, 4.420330135159035, 5.325616670429007, 4.863878093830617, 2.968089955205664, 0.7005901675222597, 4.903843573518975, 3.6547312537992585, 5.077465631668357, 0.6393177870522324, 3.1558307596739708, 3.5581008952096504, 3.057053162175814]|236.2268866110061936|      0.12500000|[7695, 1080, 135, 270]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     136|[4.202895677802958, 4.659230360832845, 4.998813338730438, 4.829733282690194, 3.005755331199652, 4.660905028681336, 4.9702157603776635, 4.443758255276656, 4.7250047574867065, 4.57898328725187, 4.663605221674181, 4.707102799804308, 4.513941294636619, 4.45573991805784, 1.0772704693070028, 4.647557208122861, 1.5509973041212681, 1.8112503590622375, 3.199120774966945, 2.309178157280131, 2.996996764804867, 2.794601461825462, 4.930718625180884, 1.3816810627790235, 4.2064494460212565, 1.9926421610784828, 3.3530112783482093, 4.966150217840869, 5.022669371867237, 4.640910673643662, 4.456831527270128, 4.557988599061194, 4.44592062183841, 2.8881410167950334, 4.881573036963523, 4.900082721466986, 4.004266752593032, 3.2434910666231525, 4.413670846084698, 5.3685190834350065, 4.859335120208082, 2.9480235534271078, 0.6573553741977115, 4.9112180282367826, 3.658282440469537, 5.079018681429018, 0.6252370609118516, 3.1505412208528645, 3.5561839766126555, 3.0727178596936278]|235.8066426049073812|      0.25000000|[7752, 1088, 136, 272]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     137|[4.202895677802958, 4.659230360832845, 4.998813338730438, 4.829733282690194, 3.005755331199652, 4.660905028681336, 4.9702157603776635, 4.443758255276656, 4.7250047574867065, 4.57898328725187, 4.663605221674181, 4.707102799804308, 4.513941294636619, 4.45573991805784, 1.0772704693070028, 4.647557208122861, 1.5509973041212681, 1.8112503590622375, 3.199120774966945, 2.309178157280131, 2.996996764804867, 2.794601461825462, 4.930718625180884, 1.3816810627790235, 4.2064494460212565, 1.9926421610784828, 3.3530112783482093, 4.966150217840869, 5.022669371867237, 4.640910673643662, 4.456831527270128, 4.557988599061194, 4.44592062183841, 2.8881410167950334, 4.881573036963523, 4.900082721466986, 4.004266752593032, 3.2434910666231525, 4.413670846084698, 5.3685190834350065, 4.859335120208082, 2.9480235534271078, 0.6573553741977115, 4.9112180282367826, 3.658282440469537, 5.079018681429018, 0.6252370609118516, 3.1505412208528645, 3.5561839766126555, 3.0727178596936278]|235.8066426049073812|      0.12500000|[7809, 1096, 137, 274]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     138|[4.2171697101557974, 4.680993589333329, 5.001081639610233, 4.8286827339530705, 3.019219514035657, 4.6700928124452386, 4.965734975889282, 4.463482477019734, 4.690867150714027, 4.583056458231796, 4.676566553538002, 4.714421443810757, 4.519256192147895, 4.453755422026343, 1.083483286561885, 4.670810102547091, 1.5788893460591067, 1.83221205717145, 3.221372674300582, 2.3216808948652505, 3.0190189335789577, 2.8239135776252198, 4.919282804843152, 1.4134953361406013, 4.228141657107677, 2.017292515137027, 3.3537872081763003, 4.972606277939037, 5.029192920655152, 4.6292502765493415, 4.470722189230185, 4.557409373853697, 4.4557174932474055, 2.935356178286546, 4.891119462890595, 4.9146458936477195, 3.9997054201607587, 3.2721038923701355, 4.414526395116218, 5.370199589002638, 4.86918611201381, 2.9464379285527107, 0.6959860451033778, 4.919291713663833, 3.6500026453539034, 5.09244727564701, 0.6547096494122961, 3.1419006381147154, 3.558660945534628, 3.081459730886057]|235.2788288865625645|      0.25000000|[7866, 1104, 138, 276]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     139|[4.2171697101557974, 4.680993589333329, 5.001081639610233, 4.8286827339530705, 3.019219514035657, 4.6700928124452386, 4.965734975889282, 4.463482477019734, 4.690867150714027, 4.583056458231796, 4.676566553538002, 4.714421443810757, 4.519256192147895, 4.453755422026343, 1.083483286561885, 4.670810102547091, 1.5788893460591067, 1.83221205717145, 3.221372674300582, 2.3216808948652505, 3.0190189335789577, 2.8239135776252198, 4.919282804843152, 1.4134953361406013, 4.228141657107677, 2.017292515137027, 3.3537872081763003, 4.972606277939037, 5.029192920655152, 4.6292502765493415, 4.470722189230185, 4.557409373853697, 4.4557174932474055, 2.935356178286546, 4.891119462890595, 4.9146458936477195, 3.9997054201607587, 3.2721038923701355, 4.414526395116218, 5.370199589002638, 4.86918611201381, 2.9464379285527107, 0.6959860451033778, 4.919291713663833, 3.6500026453539034, 5.09244727564701, 0.6547096494122961, 3.1419006381147154, 3.558660945534628, 3.081459730886057]|235.2788288865625645|      0.12500000|[7923, 1112, 139, 278]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     140|[4.2171697101557974, 4.680993589333329, 5.001081639610233, 4.8286827339530705, 3.019219514035657, 4.6700928124452386, 4.965734975889282, 4.463482477019734, 4.690867150714027, 4.583056458231796, 4.676566553538002, 4.714421443810757, 4.519256192147895, 4.453755422026343, 1.083483286561885, 4.670810102547091, 1.5788893460591067, 1.83221205717145, 3.221372674300582, 2.3216808948652505, 3.0190189335789577, 2.8239135776252198, 4.919282804843152, 1.4134953361406013, 4.228141657107677, 2.017292515137027, 3.3537872081763003, 4.972606277939037, 5.029192920655152, 4.6292502765493415, 4.470722189230185, 4.557409373853697, 4.4557174932474055, 2.935356178286546, 4.891119462890595, 4.9146458936477195, 3.9997054201607587, 3.2721038923701355, 4.414526395116218, 5.370199589002638, 4.86918611201381, 2.9464379285527107, 0.6959860451033778, 4.919291713663833, 3.6500026453539034, 5.09244727564701, 0.6547096494122961, 3.1419006381147154, 3.558660945534628, 3.081459730886057]|235.2788288865625645|      0.06250000|[7980, 1120, 140, 280]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     141|[4.228750010865094, 4.685633942721621, 4.998071156600058, 4.8333057087704585, 3.0174500018025934, 4.663762884055815, 4.969152362512053, 4.460370185147405, 4.693030892973008, 4.588463906000384, 4.682872872732839, 4.7203316511735744, 4.515204092929284, 4.455417540780097, 1.0640891454287673, 4.67459668090992, 1.5676515265566173, 1.8404324410963615, 3.2196308269221308, 2.3151218007298784, 3.020460461471687, 2.831154995188716, 4.923405714274179, 1.3928656719026764, 4.244313600162523, 1.9965640323021758, 3.357695106862218, 4.965675551080564, 5.020138177705377, 4.642587005804672, 4.481388350140432, 4.552537955496326, 4.456078549438893, 2.9175973573046017, 4.900891395445643, 4.912214524347058, 4.001027287262747, 3.266238603693065, 4.418603981605246, 5.375365548836459, 4.869817473340623, 2.9482921592868903, 0.6808709620845427, 4.916587730042974, 3.6497642172019544, 5.086776502257491, 0.6382618337884587, 3.1464542160411986, 3.5691768654505145, 3.090314667402783]|235.0019561267488371|      0.12500000|[8037, 1128, 141, 282]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     142|[4.230105823998105, 4.684921586345731, 4.999576983345359, 4.853932897877362, 2.9929259063413087, 4.679913560220211, 4.9767290428733775, 4.474647973220958, 4.68153094172935, 4.60522870263274, 4.699636585233866, 4.7306555789246625, 4.5346928514692495, 4.452354219641791, 1.039572619214633, 4.701697199309195, 1.5909306682139024, 1.8638436207994384, 3.248572533167444, 2.3471265028774164, 3.012101233163471, 2.8524049827420535, 4.938938746719854, 1.4158822062854755, 4.272734818681041, 2.0141796806481795, 3.3777506335505283, 4.926313608205571, 5.017631925445558, 4.626375711369873, 4.4910993168330196, 4.552458408243079, 4.488593703980189, 2.9133437209494164, 4.917676781897006, 4.897090113302829, 4.0028078543761625, 3.266258471493385, 4.434886742333002, 5.367503289202829, 4.852702376028947, 2.951977140092184, 0.6854791984718759, 4.903798146800244, 3.644578136906341, 5.06817954628125, 0.6659576383549867, 3.154971896800433, 3.5542312915851326, 3.095347251705782]|234.6095748133735412|      0.25000000|[8094, 1136, 142, 284]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     143|[4.230105823998105, 4.684921586345731, 4.999576983345359, 4.853932897877362, 2.9929259063413087, 4.679913560220211, 4.9767290428733775, 4.474647973220958, 4.68153094172935, 4.60522870263274, 4.699636585233866, 4.7306555789246625, 4.5346928514692495, 4.452354219641791, 1.039572619214633, 4.701697199309195, 1.5909306682139024, 1.8638436207994384, 3.248572533167444, 2.3471265028774164, 3.012101233163471, 2.8524049827420535, 4.938938746719854, 1.4158822062854755, 4.272734818681041, 2.0141796806481795, 3.3777506335505283, 4.926313608205571, 5.017631925445558, 4.626375711369873, 4.4910993168330196, 4.552458408243079, 4.488593703980189, 2.9133437209494164, 4.917676781897006, 4.897090113302829, 4.0028078543761625, 3.266258471493385, 4.434886742333002, 5.367503289202829, 4.852702376028947, 2.951977140092184, 0.6854791984718759, 4.903798146800244, 3.644578136906341, 5.06817954628125, 0.6659576383549867, 3.154971896800433, 3.5542312915851326, 3.095347251705782]|234.6095748133735412|      0.12500000|[8151, 1144, 143, 286]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     144|[4.256266881383658, 4.699312031186269, 5.00805803729882, 4.856384597377727, 2.9912643697444583, 4.667866925476614, 4.988095183035818, 4.4879779213470385, 4.669446863823071, 4.602352944580297, 4.700475553404495, 4.728264867268214, 4.544640426382405, 4.478181649482264, 1.0273265777719365, 4.7130410938958, 1.5729882640996538, 1.904314434836008, 3.276176979292985, 2.356616911294747, 3.028289965283613, 2.8774175525102987, 4.936865842889194, 1.3623353025161775, 4.280491874564626, 1.9891195644700785, 3.3953897216120708, 4.933450016807775, 5.038163124032925, 4.624600910241858, 4.471813539600374, 4.569335079145967, 4.491537512742246, 2.908797958222594, 4.91280014391915, 4.912058255153952, 4.021715450389792, 3.2714144675881096, 4.4264865123375285, 5.390304716483788, 4.8735974238015585, 2.9670119896449965, 0.6625688107595199, 4.906283795870745, 3.6402538719897124, 5.0602919897625025, 0.640088404793617, 3.154229684999734, 3.586282464663279, 3.087027974535263]|234.3870334277739573|      0.25000000|[8208, 1152, 144, 288]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     145|[4.277146800638559, 4.7003961148225315, 5.018280406264228, 4.860151046804397, 2.9488507920903424, 4.673257691486816, 4.972289858121432, 4.552219619119856, 4.6372823640811545, 4.61042883064959, 4.743152654209881, 4.80655469934436, 4.544064057271285, 4.483557339061591, 1.0229625577746195, 4.687202668258702, 1.6129689033114507, 1.928142247831448, 3.325842834975736, 2.349566299745868, 3.011758434744827, 2.907771320740653, 4.97427767101964, 1.4282066315626618, 4.341855607566288, 1.9988257026559064, 3.43066354897315, 4.912457830096885, 5.072577287784007, 4.584640264500764, 4.511603568401034, 4.589315217895582, 4.512247220580021, 2.930562919678117, 4.904657782335605, 4.915969923307211, 4.013860964322175, 3.3188270193723857, 4.3951731636893685, 5.444825887944043, 4.899299371400401, 2.9925358767074, 0.6835554045096777, 4.928743495135505, 3.5662663401687933, 5.007488664920817, 0.7081301640664295, 3.1796919750447215, 3.6087204636140906, 3.0646407660377126]|233.8061593279251156|      0.50000000|[8265, 1160, 145, 290]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     146|[4.277146800638559, 4.7003961148225315, 5.018280406264228, 4.860151046804397, 2.9488507920903424, 4.673257691486816, 4.972289858121432, 4.552219619119856, 4.6372823640811545, 4.61042883064959, 4.743152654209881, 4.80655469934436, 4.544064057271285, 4.483557339061591, 1.0229625577746195, 4.687202668258702, 1.6129689033114507, 1.928142247831448, 3.325842834975736, 2.349566299745868, 3.011758434744827, 2.907771320740653, 4.97427767101964, 1.4282066315626618, 4.341855607566288, 1.9988257026559064, 3.43066354897315, 4.912457830096885, 5.072577287784007, 4.584640264500764, 4.511603568401034, 4.589315217895582, 4.512247220580021, 2.930562919678117, 4.904657782335605, 4.915969923307211, 4.013860964322175, 3.3188270193723857, 4.3951731636893685, 5.444825887944043, 4.899299371400401, 2.9925358767074, 0.6835554045096777, 4.928743495135505, 3.5662663401687933, 5.007488664920817, 0.7081301640664295, 3.1796919750447215, 3.6087204636140906, 3.0646407660377126]|233.8061593279251156|      0.25000000|[8322, 1168, 146, 292]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     147|[4.277146800638559, 4.7003961148225315, 5.018280406264228, 4.860151046804397, 2.9488507920903424, 4.673257691486816, 4.972289858121432, 4.552219619119856, 4.6372823640811545, 4.61042883064959, 4.743152654209881, 4.80655469934436, 4.544064057271285, 4.483557339061591, 1.0229625577746195, 4.687202668258702, 1.6129689033114507, 1.928142247831448, 3.325842834975736, 2.349566299745868, 3.011758434744827, 2.907771320740653, 4.97427767101964, 1.4282066315626618, 4.341855607566288, 1.9988257026559064, 3.43066354897315, 4.912457830096885, 5.072577287784007, 4.584640264500764, 4.511603568401034, 4.589315217895582, 4.512247220580021, 2.930562919678117, 4.904657782335605, 4.915969923307211, 4.013860964322175, 3.3188270193723857, 4.3951731636893685, 5.444825887944043, 4.899299371400401, 2.9925358767074, 0.6835554045096777, 4.928743495135505, 3.5662663401687933, 5.007488664920817, 0.7081301640664295, 3.1796919750447215, 3.6087204636140906, 3.0646407660377126]|233.8061593279251156|      0.12500000|[8379, 1176, 147, 294]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     148|[4.280801908836382, 4.7054726741718165, 5.041785438479321, 4.869009704927448, 2.950683360107845, 4.670868637753211, 4.975916646033816, 4.544559104803537, 4.632198174745008, 4.6166776892655, 4.756148485415178, 4.823491575600777, 4.545888794546925, 4.490179656841174, 0.9775290530490195, 4.714387878638738, 1.572311598791753, 1.9514865725792578, 3.329123351366386, 2.360657337038896, 3.011789330088762, 2.9315973771048087, 5.002912599819014, 1.4050242267760025, 4.341159653792854, 1.991756892869683, 3.431088460882581, 4.912863906730629, 5.066299576653674, 4.5970678053736975, 4.534698953500462, 4.591379829911323, 4.5277148790296815, 2.90165850978364, 4.899675993261668, 4.940524802421544, 4.02876316701107, 3.3344570951827706, 4.416719062842495, 5.43630243607246, 4.889453098551918, 3.012517610509437, 0.6890746128789106, 4.941401944756903, 3.558593028181803, 4.996710384417241, 0.6642291733669093, 3.1681397412384014, 3.5813979063179637, 3.0740665745496867]|233.2732654320163590|      0.25000000|[8436, 1184, 148, 296]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     149|[4.280801908836382, 4.7054726741718165, 5.041785438479321, 4.869009704927448, 2.950683360107845, 4.670868637753211, 4.975916646033816, 4.544559104803537, 4.632198174745008, 4.6166776892655, 4.756148485415178, 4.823491575600777, 4.545888794546925, 4.490179656841174, 0.9775290530490195, 4.714387878638738, 1.572311598791753, 1.9514865725792578, 3.329123351366386, 2.360657337038896, 3.011789330088762, 2.9315973771048087, 5.002912599819014, 1.4050242267760025, 4.341159653792854, 1.991756892869683, 3.431088460882581, 4.912863906730629, 5.066299576653674, 4.5970678053736975, 4.534698953500462, 4.591379829911323, 4.5277148790296815, 2.90165850978364, 4.899675993261668, 4.940524802421544, 4.02876316701107, 3.3344570951827706, 4.416719062842495, 5.43630243607246, 4.889453098551918, 3.012517610509437, 0.6890746128789106, 4.941401944756903, 3.558593028181803, 4.996710384417241, 0.6642291733669093, 3.1681397412384014, 3.5813979063179637, 3.0740665745496867]|233.2732654320163590|      0.12500000|[8493, 1192, 149, 298]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
     150|[4.305844160498112, 4.720514243369569, 5.036071107362198, 4.8949038987131654, 2.965313588397475, 4.665801913170791, 4.976512625943916, 4.5614091000165775, 4.6328781953742935, 4.613040223803487, 4.756405746344272, 4.840865125531361, 4.551822495320643, 4.508556667771548, 1.0156453344620264, 4.742211097969374, 1.5935740140458725, 1.9755397770762022, 3.344944561526356, 2.3916070150156643, 3.012997076947179, 2.950486976830705, 5.001096601503816, 1.439389461171439, 4.37859434885614, 1.9732085462588458, 3.433979217990667, 4.918587505443134, 5.070694917898512, 4.599894569850737, 4.558221160105299, 4.598273419092715, 4.539256068073517, 2.9039150567496543, 4.898584173300702, 4.945020912838115, 4.0388308916360485, 3.3357892568222116, 4.427932085376339, 5.457043026996561, 4.898939422130934, 3.002725632247722, 0.7064407230296194, 4.939327789718275, 3.556760917369074, 5.005193420698556, 0.7099707549209107, 3.1694070834931756, 3.561766581694451, 3.097896273407398]|232.9195581365939631|      0.25000000|[8550, 1200, 150, 300]                                                     |  | used linear model with 65 points | iterate success | actual_k=8
     151|[4.305844160498112, 4.720514243369569, 5.036071107362198, 4.8949038987131654, 2.965313588397475, 4.665801913170791, 4.976512625943916, 4.5614091000165775, 4.6328781953742935, 4.613040223803487, 4.756405746344272, 4.840865125531361, 4.551822495320643, 4.508556667771548, 1.0156453344620264, 4.742211097969374, 1.5935740140458725, 1.9755397770762022, 3.344944561526356, 2.3916070150156643, 3.012997076947179, 2.950486976830705, 5.001096601503816, 1.439389461171439, 4.37859434885614, 1.9732085462588458, 3.433979217990667, 4.918587505443134, 5.070694917898512, 4.599894569850737, 4.558221160105299, 4.598273419092715, 4.539256068073517, 2.9039150567496543, 4.898584173300702, 4.945020912838115, 4.0388308916360485, 3.3357892568222116, 4.427932085376339, 5.457043026996561, 4.898939422130934, 3.002725632247722, 0.7064407230296194, 4.939327789718275, 3.556760917369074, 5.005193420698556, 0.7099707549209107, 3.1694070834931756, 3.561766581694451, 3.097896273407398]|232.9195581365939631|      0.12500000|[8607, 1208, 151, 302]                                                     |  | used linear model with 65 points | iterate failure | actual_k=8
