k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3066979508879548, 0.08722837590104, 0.2470545079339777, -0.0680725421963018, 0.1128784900707192, 0.2861891520238163, 0.142093181671488, -0.1469099866326431, 0.1441095899481403, -0.047779944469448, 0.1825786362675468, 0.1577991850683242, 0.0352482706547686, 0.1296581849995362, 0.2053921283026732, 0.1395188017049132, 0.1570886621139732, 0.0953173475238649, 0.0403084983861596, 0.1626623252097258, 0.0983893949094667, -0.0389426180110261, 0.2251036149647243, 0.0647433342684061, 0.2047560602385042, 0.1201666998298557, 0.13584530742504, 0.0615592040582297, 0.1084258831646828, 0.0757444625311126, 0.1242504964964458, -0.0489466919170698, 0.1579139197521306, 0.1774853039710738, -0.0087096797418326, 0.1275492011504715, 0.0648094859355804, 0.1046053432126669, 0.0600050634317285, 0.0314632703920563, 0.0543182046288704, 0.0380926290678526, -0.0343193379513457, -0.0126906061684855, 0.1326615563192368, 0.2289849284146001, 0.3115909241006463, 0.0030267642105505, 0.1400885114501753, 0.0916160580861536]|1750.6114956497490311|      2.00000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate success | actual_k=4
      48|[3.1799877490459045, 3.7288505489344828, 4.9199038167787075, 2.657634979910878, 3.8822493230931068, 2.8646571974425203, 4.057401234657065, 3.3363829039397657, 2.302793782200227, 3.3699892485652216, 4.696118358779822, 4.019639915461355, 4.3329381047344615, 4.13897416698291, 0.0623947672995579, 3.9310522374309325, 2.1767181748697704, 0.2833537097479222, 2.143860785868609, 1.7656637962379742, 2.8016181556692055, 2.966949315846116, 3.3336159371442777, 0.3197519938351262, 3.183436697250357, 1.2578776656096204, 2.367038973175696, 4.823355537467845, 4.344751567580987, 4.677723526853382, 3.5473273805331123, 1.056330281809122, 3.3523075610614925, 3.066883982039634, 4.578323011274898, 3.5048122558766868, 2.9431520158091837, 2.307843748082408, 3.70098774422711, 3.720181590248168, 3.680865582554311, 3.220873502356629, 1.4020570141326225, 4.339660529952848, 4.559913660443328, 4.182525841832856, 2.0486302721826517, 2.3416083141092416, 2.7685709044122517, 1.6900491956483152]|358.2504809228762497|      0.25000000|[2352, 768, 48, 240]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      49|[3.187890253851078, 3.7396029405108413, 4.92797002713634, 2.678398744662296, 3.8579907279334327, 2.853928838432897, 4.072629870434073, 3.4089845810369894, 2.3170243760181024, 3.3713990824400266, 4.684425499878352, 4.070417259074967, 4.342114513457183, 4.109843998361923, 0.103011265463438, 3.951682765754253, 2.174828533090137, 0.3050355527464834, 2.183872946275206, 1.7485346882297637, 2.777543098049254, 2.982252603870698, 3.328455002712877, 0.3522837603291549, 3.239547583551097, 1.2560196573137064, 2.38084960166732, 4.834875450000998, 4.359137930024683, 4.7120980832669845, 3.5418901327675743, 1.1691898370486111, 3.3755876273304124, 3.0159565781675646, 4.59668896300852, 3.48551602495153, 2.973237985438074, 2.3072052625056947, 3.735238452789519, 3.786886067875135, 3.6976874910701407, 3.2263520262467327, 1.3003542867204407, 4.375957131017336, 4.559277016640964, 4.188051184758466, 1.9919064350726183, 2.377306934929995, 2.7874802936987804, 1.7138462001371488]|353.1363888619231943|      0.50000000|[2401, 784, 49, 245]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      50|[3.187890253851078, 3.7396029405108413, 4.92797002713634, 2.678398744662296, 3.8579907279334327, 2.853928838432897, 4.072629870434073, 3.4089845810369894, 2.3170243760181024, 3.3713990824400266, 4.684425499878352, 4.070417259074967, 4.342114513457183, 4.109843998361923, 0.103011265463438, 3.951682765754253, 2.174828533090137, 0.3050355527464834, 2.183872946275206, 1.7485346882297637, 2.777543098049254, 2.982252603870698, 3.328455002712877, 0.3522837603291549, 3.239547583551097, 1.2560196573137064, 2.38084960166732, 4.834875450000998, 4.359137930024683, 4.7120980832669845, 3.5418901327675743, 1.1691898370486111, 3.3755876273304124, 3.0159565781675646, 4.59668896300852, 3.48551602495153, 2.973237985438074, 2.3072052625056947, 3.735238452789519, 3.786886067875135, 3.6976874910701407, 3.2263520262467327, 1.3003542867204407, 4.375957131017336, 4.559277016640964, 4.188051184758466, 1.9919064350726183, 2.377306934929995, 2.7874802936987804, 1.7138462001371488]|353.1363888619231943|      0.25000000|[2450, 800, 50, 250]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      51|[3.1998669506595783, 3.772243067405785, 4.9645220657146885, 2.6886767869051975, 3.8266695511117903, 2.9020232052866763, 4.077655355404175, 3.4415326121064322, 2.325352841310637, 3.4272354712924535, 4.681126771046695, 4.075916671643927, 4.36883204064363, 4.104954851702024, 0.19108347975531, 3.9477623849064813, 2.146802969547122, 0.3147366076042576, 2.1719061222122726, 1.7301326964787416, 2.7946475421530463, 2.984296253047519, 3.349229200668942, 0.3741971640353166, 3.2844398460588073, 1.2730331851450878, 2.4133875040618924, 4.798173283399643, 4.356488653466036, 4.7125442073572135, 3.55335050561999, 1.2334011672680119, 3.3466237345308696, 3.050493862521016, 4.592007145361207, 3.5723468203232467, 3.019264126705004, 2.349075328557157, 3.7695687510108034, 3.835713522644394, 3.7484437712972074, 3.2566153521380237, 1.2422264070343128, 4.394889241459921, 4.543784394808379, 4.199380966288928, 1.9874304391132764, 2.457741877654547, 2.81410789975919, 1.7329952760573786]|348.4204129307574362|      0.50000000|[2499, 816, 51, 255]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      52|[3.1998669506595783, 3.772243067405785, 4.9645220657146885, 2.6886767869051975, 3.8266695511117903, 2.9020232052866763, 4.077655355404175, 3.4415326121064322, 2.325352841310637, 3.4272354712924535, 4.681126771046695, 4.075916671643927, 4.36883204064363, 4.104954851702024, 0.19108347975531, 3.9477623849064813, 2.146802969547122, 0.3147366076042576, 2.1719061222122726, 1.7301326964787416, 2.7946475421530463, 2.984296253047519, 3.349229200668942, 0.3741971640353166, 3.2844398460588073, 1.2730331851450878, 2.4133875040618924, 4.798173283399643, 4.356488653466036, 4.7125442073572135, 3.55335050561999, 1.2334011672680119, 3.3466237345308696, 3.050493862521016, 4.592007145361207, 3.5723468203232467, 3.019264126705004, 2.349075328557157, 3.7695687510108034, 3.835713522644394, 3.7484437712972074, 3.2566153521380237, 1.2422264070343128, 4.394889241459921, 4.543784394808379, 4.199380966288928, 1.9874304391132764, 2.457741877654547, 2.81410789975919, 1.7329952760573786]|348.4204129307574362|      0.25000000|[2548, 832, 52, 260]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      53|[3.2151100052368355, 3.759070605946979, 4.92531488389576, 2.7614709578815377, 3.8159507657930973, 2.9012242438090987, 4.0452183008176075, 3.4604921274200704, 2.3513292892960806, 3.447284092919561, 4.656324016386622, 4.061943703192363, 4.379233036735286, 4.123029404953017, 0.1942700659536985, 3.9591548383135424, 2.12214351810709, 0.3699159958458685, 2.2007006687107227, 1.7481052220826787, 2.8068847708426694, 3.0397555751909695, 3.4097812342609055, 0.3795269872633646, 3.3462540744449467, 1.2590920528682779, 2.4408617644689996, 4.833370170296163, 4.385597514963454, 4.732904943460901, 3.5192460463687607, 1.301572053724958, 3.3604884073595396, 3.049717603117623, 4.605809692763274, 3.5919739325908044, 3.0225592688160825, 2.3617109422754443, 3.7679758172174163, 3.9114564164135017, 3.8267676338198235, 3.2935625771568304, 1.1889191189066666, 4.413161204985474, 4.5354118215746535, 4.228365755619233, 1.9702046259403103, 2.5347878733769456, 2.832098677893411, 1.7735113732329957]|344.5091566744288230|      0.50000000|[2597, 848, 53, 265]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      54|[3.3152461180768134, 3.8336615850844318, 4.943337145700774, 2.7855755815952215, 3.7166226174455947, 2.9642937950260158, 4.123755477482272, 3.4500066771714994, 2.425660845574326, 3.5838878137615575, 4.686335939798366, 4.1415632775866, 4.313918137268236, 4.209749211330972, 0.1200307708252203, 4.003101895222452, 2.0639981430369394, 0.4529996441985662, 2.2369697520807956, 1.6483897034301038, 2.759386437708847, 3.1621489042018696, 3.398430498932086, 0.2640452613166913, 3.3304930763214973, 1.33830725683719, 2.5214620113800525, 4.837953284305913, 4.451453114190742, 4.7647727298815035, 3.5034039502066174, 1.4250969824661759, 3.415554005847572, 3.0976534022625013, 4.6187590688311495, 3.734912563785893, 3.0965584548215714, 2.3705483341983515, 3.8368228525748975, 3.986110059273075, 3.856856488765879, 3.2892065055938677, 1.2393889776448834, 4.513228095981715, 4.49556967811289, 4.1874910935402045, 1.8538103612327181, 2.565440641348065, 2.849202965343652, 1.8306163343554238]|339.5797641624573089|      1.00000000|[2646, 864, 54, 270]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      55|[3.3152461180768134, 3.8336615850844318, 4.943337145700774, 2.7855755815952215, 3.7166226174455947, 2.9642937950260158, 4.123755477482272, 3.4500066771714994, 2.425660845574326, 3.5838878137615575, 4.686335939798366, 4.1415632775866, 4.313918137268236, 4.209749211330972, 0.1200307708252203, 4.003101895222452, 2.0639981430369394, 0.4529996441985662, 2.2369697520807956, 1.6483897034301038, 2.759386437708847, 3.1621489042018696, 3.398430498932086, 0.2640452613166913, 3.3304930763214973, 1.33830725683719, 2.5214620113800525, 4.837953284305913, 4.451453114190742, 4.7647727298815035, 3.5034039502066174, 1.4250969824661759, 3.415554005847572, 3.0976534022625013, 4.6187590688311495, 3.734912563785893, 3.0965584548215714, 2.3705483341983515, 3.8368228525748975, 3.986110059273075, 3.856856488765879, 3.2892065055938677, 1.2393889776448834, 4.513228095981715, 4.49556967811289, 4.1874910935402045, 1.8538103612327181, 2.565440641348065, 2.849202965343652, 1.8306163343554238]|339.5797641624573089|      0.50000000|[2695, 880, 55, 275]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      56|[3.3458306351306883, 3.753777992720107, 4.906683553090957, 2.800896407512987, 3.6569904056162543, 3.066866535822524, 4.0770956066089115, 3.3685182350544967, 2.539451686871579, 3.5807375720388492, 4.728240456528003, 4.208640683758125, 4.301693464950295, 4.243111793542314, 0.1582351142860154, 4.061523308877811, 2.234569947255729, 0.4181562368524308, 2.254560033211902, 1.6719786371687138, 2.6730595354805784, 3.0754496451643836, 3.4320663116078265, 0.2050616210873615, 3.3742583159282393, 1.3425952990162453, 2.585493163059336, 4.834497428361632, 4.382237346936031, 4.733615766074408, 3.4575230471921303, 1.450196978150946, 3.3903140100207017, 2.897768809045047, 4.709065261010683, 3.819775725259449, 3.171235999129919, 2.3890449160916245, 3.8270921570383214, 4.0640213512993135, 3.951423204328749, 3.242399298276259, 1.1008011120527617, 4.466699723308568, 4.469555092253737, 4.220928591547326, 1.8310035885351328, 2.5858717698948155, 3.0021402836932976, 1.8005183253623516]|336.3419664725541907|      1.00000000|[2744, 896, 56, 280]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      57|[3.4788080633747573, 3.976016375471449, 4.913213186241545, 2.921696110508382, 3.5350112597504086, 3.2797838881454644, 4.2636310683415, 3.255952511734281, 2.6830851766780324, 3.450568611790988, 4.896518556514037, 4.157137912205626, 4.258796799875587, 4.022754477640356, 0.2406153646363429, 4.195398256511053, 2.2315388862356724, 0.5269597088173454, 2.2077245195572064, 1.8972385990382699, 2.589675792992964, 3.3979382522931934, 3.5954641368222005, 0.1663316392634512, 3.393295268656826, 1.4227305363131881, 2.847832968565508, 4.816680957527182, 4.51340693763617, 4.547441043240861, 3.3839207785944536, 1.4582474245774566, 3.436473344893372, 3.129572522708944, 4.675380327484417, 4.0558153694588635, 3.147830412287271, 2.4892700063522684, 3.8025223037931375, 4.143662552489517, 3.8326030991817372, 3.1848792624792566, 1.27708736492381, 4.572840767657927, 4.416545501841478, 4.361758599920403, 1.645707263445743, 2.7591786232222293, 3.1342204861738407, 1.9883363074275353]|330.8962123950348655|      2.00000000|[2793, 912, 57, 285]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      58|[3.4788080633747573, 3.976016375471449, 4.913213186241545, 2.921696110508382, 3.5350112597504086, 3.2797838881454644, 4.2636310683415, 3.255952511734281, 2.6830851766780324, 3.450568611790988, 4.896518556514037, 4.157137912205626, 4.258796799875587, 4.022754477640356, 0.2406153646363429, 4.195398256511053, 2.2315388862356724, 0.5269597088173454, 2.2077245195572064, 1.8972385990382699, 2.589675792992964, 3.3979382522931934, 3.5954641368222005, 0.1663316392634512, 3.393295268656826, 1.4227305363131881, 2.847832968565508, 4.816680957527182, 4.51340693763617, 4.547441043240861, 3.3839207785944536, 1.4582474245774566, 3.436473344893372, 3.129572522708944, 4.675380327484417, 4.0558153694588635, 3.147830412287271, 2.4892700063522684, 3.8025223037931375, 4.143662552489517, 3.8326030991817372, 3.1848792624792566, 1.27708736492381, 4.572840767657927, 4.416545501841478, 4.361758599920403, 1.645707263445743, 2.7591786232222293, 3.1342204861738407, 1.9883363074275353]|330.8962123950348655|      1.00000000|[2842, 928, 58, 290]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      59|[3.4788080633747573, 3.976016375471449, 4.913213186241545, 2.921696110508382, 3.5350112597504086, 3.2797838881454644, 4.2636310683415, 3.255952511734281, 2.6830851766780324, 3.450568611790988, 4.896518556514037, 4.157137912205626, 4.258796799875587, 4.022754477640356, 0.2406153646363429, 4.195398256511053, 2.2315388862356724, 0.5269597088173454, 2.2077245195572064, 1.8972385990382699, 2.589675792992964, 3.3979382522931934, 3.5954641368222005, 0.1663316392634512, 3.393295268656826, 1.4227305363131881, 2.847832968565508, 4.816680957527182, 4.51340693763617, 4.547441043240861, 3.3839207785944536, 1.4582474245774566, 3.436473344893372, 3.129572522708944, 4.675380327484417, 4.0558153694588635, 3.147830412287271, 2.4892700063522684, 3.8025223037931375, 4.143662552489517, 3.8326030991817372, 3.1848792624792566, 1.27708736492381, 4.572840767657927, 4.416545501841478, 4.361758599920403, 1.645707263445743, 2.7591786232222293, 3.1342204861738407, 1.9883363074275353]|330.8962123950348655|      0.50000000|[2891, 944, 59, 295]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      60|[3.4788080633747573, 3.976016375471449, 4.913213186241545, 2.921696110508382, 3.5350112597504086, 3.2797838881454644, 4.2636310683415, 3.255952511734281, 2.6830851766780324, 3.450568611790988, 4.896518556514037, 4.157137912205626, 4.258796799875587, 4.022754477640356, 0.2406153646363429, 4.195398256511053, 2.2315388862356724, 0.5269597088173454, 2.2077245195572064, 1.8972385990382699, 2.589675792992964, 3.3979382522931934, 3.5954641368222005, 0.1663316392634512, 3.393295268656826, 1.4227305363131881, 2.847832968565508, 4.816680957527182, 4.51340693763617, 4.547441043240861, 3.3839207785944536, 1.4582474245774566, 3.436473344893372, 3.129572522708944, 4.675380327484417, 4.0558153694588635, 3.147830412287271, 2.4892700063522684, 3.8025223037931375, 4.143662552489517, 3.8326030991817372, 3.1848792624792566, 1.27708736492381, 4.572840767657927, 4.416545501841478, 4.361758599920403, 1.645707263445743, 2.7591786232222293, 3.1342204861738407, 1.9883363074275353]|330.8962123950348655|      0.25000000|[2940, 960, 60, 300]                                                       |  | used linear model with 65 points | iterate failure | actual_k=4
      61|[3.5071695196059243, 3.953002795648602, 4.883343464731426, 2.962595113448013, 3.5425158234346403, 3.2575388714835056, 4.232444097282048, 3.2813656253459564, 2.7320053143869636, 3.4530482774361664, 4.949165402286852, 4.200042770044223, 4.272065291623033, 4.002224019748631, 0.2287175699724716, 4.226573061477344, 2.2762013932624323, 0.5326223278351503, 2.2336559783122265, 1.9173419809510768, 2.606346965310054, 3.403830076536149, 3.5622966065065147, 0.1912470602329753, 3.434169555390449, 1.3767740646408106, 2.860274868381765, 4.787631491224633, 4.481618269114408, 4.567616405104564, 3.404591946195749, 1.480434120093708, 3.4102907005612986, 3.0227156875169503, 4.628848678009368, 4.044649787616334, 3.1796982438542094, 2.515097144472689, 3.8335426730083833, 4.186736676683098, 3.832380965932513, 3.2009896605739407, 1.1746028090454022, 4.558606026005751, 4.406921965257522, 4.314683896938865, 1.6676493536467, 2.7405874658367653, 3.1802152383729463, 2.006847942072863]|324.5788599177294032|      0.50000000|[2989, 976, 61, 305]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      62|[3.532717396242071, 3.9315836686735093, 4.874303575239839, 3.0579407501005877, 3.485105522990077, 3.237553997041966, 4.32239526282752, 3.2668788348012265, 2.813964616328741, 3.530228117965518, 4.979563629221805, 4.274062034541115, 4.317782258164352, 4.0006088587040765, 0.3993622232783833, 4.250316934428294, 2.3053035346841573, 0.6036545405698702, 2.239163986514924, 1.9267805400796012, 2.6818424649481654, 3.360552913073036, 3.614792166184582, 0.2675992710955735, 3.477254446234114, 1.3212016809158176, 2.946768888857608, 4.818263102490183, 4.6147098568704035, 4.525070721720134, 3.483916008164133, 1.5746339923258739, 3.4537142817684536, 2.9001082129586164, 4.610430582363544, 4.1186947781633165, 3.2669028433936247, 2.6743582524983975, 3.887238488162967, 4.293201236473009, 3.955965480702392, 3.199496989484555, 1.202442072986225, 4.578927533909005, 4.3172625075458715, 4.356115449895391, 1.707865695905451, 2.733794383757736, 3.2488026602138773, 2.0711128239108234]|315.5110595846114165|      1.00000000|[3038, 992, 62, 310]                                                       |  | used linear model with 65 points | iterate success | actual_k=4
      63|[3.532717396242071, 3.9315836686735093, 4.874303575239839, 3.0579407501005877, 3.485105522990077, 3.237553997041966, 4.32239526282752, 3.2668788348012265, 2.813964616328741, 3.530228117965518, 4.979563629221805, 4.274062034541115, 4.317782258164352, 4.0006088587040765, 0.3993622232783833, 4.250316934428294, 2.3053035346841573, 0.6036545405698702, 2.239163986514924, 1.9267805400796012, 2.6818424649481654, 3.360552913073036, 3.614792166184582, 0.2675992710955735, 3.477254446234114, 1.3212016809158176, 2.946768888857608, 4.818263102490183, 4.6147098568704035, 4.525070721720134, 3.483916008164133, 1.5746339923258739, 3.4537142817684536, 2.9001082129586164, 4.610430582363544, 4.1186947781633165, 3.2669028433936247, 2.6743582524983975, 3.887238488162967, 4.293201236473009, 3.955965480702392, 3.199496989484555, 1.202442072986225, 4.578927533909005, 4.3172625075458715, 4.356115449895391, 1.707865695905451, 2.733794383757736, 3.2488026602138773, 2.0711128239108234]|315.5110595846114165|      0.50000000|[3087, 1008, 63, 315]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      64|[3.532717396242071, 3.9315836686735093, 4.874303575239839, 3.0579407501005877, 3.485105522990077, 3.237553997041966, 4.32239526282752, 3.2668788348012265, 2.813964616328741, 3.530228117965518, 4.979563629221805, 4.274062034541115, 4.317782258164352, 4.0006088587040765, 0.3993622232783833, 4.250316934428294, 2.3053035346841573, 0.6036545405698702, 2.239163986514924, 1.9267805400796012, 2.6818424649481654, 3.360552913073036, 3.614792166184582, 0.2675992710955735, 3.477254446234114, 1.3212016809158176, 2.946768888857608, 4.818263102490183, 4.6147098568704035, 4.525070721720134, 3.483916008164133, 1.5746339923258739, 3.4537142817684536, 2.9001082129586164, 4.610430582363544, 4.1186947781633165, 3.2669028433936247, 2.6743582524983975, 3.887238488162967, 4.293201236473009, 3.955965480702392, 3.199496989484555, 1.202442072986225, 4.578927533909005, 4.3172625075458715, 4.356115449895391, 1.707865695905451, 2.733794383757736, 3.2488026602138773, 2.0711128239108234]|315.5110595846114165|      0.25000000|[3136, 1024, 64, 320]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      65|[3.5588232426482245, 3.9349455923569003, 4.851804927996848, 3.1029351480460843, 3.5341601501412865, 3.2615674152388956, 4.356345194070957, 3.281547983628691, 2.8262741355680623, 3.561608223158014, 4.913148640285636, 4.316778454432023, 4.381737918350868, 4.025409379436012, 0.4199671199596064, 4.226251290760336, 2.2533748578512376, 0.6516447018835654, 2.275918326267586, 1.9170291320766657, 2.729804153231238, 3.349871193637016, 3.6565215680598957, 0.2905771740184207, 3.5316740386844296, 1.3282199215595107, 2.923517373776779, 4.805970049746012, 4.638312173462822, 4.534314689293322, 3.5487342756074263, 1.6230486667896107, 3.48547140481977, 2.9199691120935043, 4.626925372566739, 4.132229397997022, 3.2632348699442795, 2.6803268022754714, 3.9561875193085285, 4.305980375552067, 3.9836449419737545, 3.192763852208605, 1.2641535259947336, 4.564698748874852, 4.334780116757896, 4.400472173494087, 1.7460285124571642, 2.7462236582797384, 3.3023702957312713, 2.108840175084433]|311.4819351381584625|      0.50000000|[3185, 1040, 65, 325]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      66|[3.5588232426482245, 3.9349455923569003, 4.851804927996848, 3.1029351480460843, 3.5341601501412865, 3.2615674152388956, 4.356345194070957, 3.281547983628691, 2.8262741355680623, 3.561608223158014, 4.913148640285636, 4.316778454432023, 4.381737918350868, 4.025409379436012, 0.4199671199596064, 4.226251290760336, 2.2533748578512376, 0.6516447018835654, 2.275918326267586, 1.9170291320766657, 2.729804153231238, 3.349871193637016, 3.6565215680598957, 0.2905771740184207, 3.5316740386844296, 1.3282199215595107, 2.923517373776779, 4.805970049746012, 4.638312173462822, 4.534314689293322, 3.5487342756074263, 1.6230486667896107, 3.48547140481977, 2.9199691120935043, 4.626925372566739, 4.132229397997022, 3.2632348699442795, 2.6803268022754714, 3.9561875193085285, 4.305980375552067, 3.9836449419737545, 3.192763852208605, 1.2641535259947336, 4.564698748874852, 4.334780116757896, 4.400472173494087, 1.7460285124571642, 2.7462236582797384, 3.3023702957312713, 2.108840175084433]|311.4819351381584625|      0.25000000|[3234, 1056, 66, 330]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      67|[3.6104962068453603, 4.003645503944572, 4.8655051570018175, 3.1049099757444956, 3.532234033869025, 3.287867431128955, 4.3919632494718694, 3.3258934945272016, 2.866656263136462, 3.565954645534821, 4.91315602673955, 4.314433852624838, 4.40485938922898, 4.0431821973832385, 0.3897263894301078, 4.223333865446537, 2.205677158909038, 0.6843208090988872, 2.3321227612107234, 1.9425484346805852, 2.766989308869776, 3.33830833439836, 3.6554795115996406, 0.2899169405437443, 3.597166511501625, 1.4111112322064687, 2.9522022049125525, 4.848292716500581, 4.609599108684406, 4.58106682583611, 3.6116324166385447, 1.6636656361425628, 3.4939649342665713, 2.9724574179403405, 4.652161183923852, 4.178094474622675, 3.296591267600461, 2.6764091101574894, 3.938499021851195, 4.33126226097382, 3.997554099186842, 3.2239023978727257, 1.284716738114269, 4.53430769656126, 4.347933602792271, 4.464966930349164, 1.7396602480881247, 2.7789537942195133, 3.2801570897244665, 2.1289181501794276]|308.1157650297481041|      0.50000000|[3283, 1072, 67, 335]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      68|[3.6104962068453603, 4.003645503944572, 4.8655051570018175, 3.1049099757444956, 3.532234033869025, 3.287867431128955, 4.3919632494718694, 3.3258934945272016, 2.866656263136462, 3.565954645534821, 4.91315602673955, 4.314433852624838, 4.40485938922898, 4.0431821973832385, 0.3897263894301078, 4.223333865446537, 2.205677158909038, 0.6843208090988872, 2.3321227612107234, 1.9425484346805852, 2.766989308869776, 3.33830833439836, 3.6554795115996406, 0.2899169405437443, 3.597166511501625, 1.4111112322064687, 2.9522022049125525, 4.848292716500581, 4.609599108684406, 4.58106682583611, 3.6116324166385447, 1.6636656361425628, 3.4939649342665713, 2.9724574179403405, 4.652161183923852, 4.178094474622675, 3.296591267600461, 2.6764091101574894, 3.938499021851195, 4.33126226097382, 3.997554099186842, 3.2239023978727257, 1.284716738114269, 4.53430769656126, 4.347933602792271, 4.464966930349164, 1.7396602480881247, 2.7789537942195133, 3.2801570897244665, 2.1289181501794276]|308.1157650297481041|      0.25000000|[3332, 1088, 68, 340]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      69|[3.6550040952988825, 4.025156182139114, 4.872955533099278, 3.1808524417660564, 3.5862281489354397, 3.319090343441288, 4.407375805639119, 3.335404306313712, 2.88858520882597, 3.608128155959635, 4.945637910693309, 4.339873526358052, 4.429220071571621, 4.069014464046062, 0.3619868556404067, 4.221483422842159, 2.2255786612631265, 0.719315332921962, 2.3776697291808664, 1.9565531022267861, 2.7518251224753607, 3.3306106088517144, 3.69844249030444, 0.3431975444673052, 3.6299419441211658, 1.3369364739361835, 3.0233307852631257, 4.835233824304991, 4.609563398775806, 4.613282181409805, 3.636832024685256, 1.7453509530105247, 3.472027260718937, 2.9422153450847843, 4.659836054518961, 4.207491771973433, 3.2975884783865905, 2.721977866622164, 3.9298163215916273, 4.3314068197450135, 4.040351156102581, 3.169550330674527, 1.252423329494006, 4.554896838861277, 4.3530174288617705, 4.465204098014845, 1.7408663044299713, 2.754103081870228, 3.304587219803176, 2.184030378899572]|304.6293190697152795|      0.50000000|[3381, 1104, 69, 345]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      70|[3.6550040952988825, 4.025156182139114, 4.872955533099278, 3.1808524417660564, 3.5862281489354397, 3.319090343441288, 4.407375805639119, 3.335404306313712, 2.88858520882597, 3.608128155959635, 4.945637910693309, 4.339873526358052, 4.429220071571621, 4.069014464046062, 0.3619868556404067, 4.221483422842159, 2.2255786612631265, 0.719315332921962, 2.3776697291808664, 1.9565531022267861, 2.7518251224753607, 3.3306106088517144, 3.69844249030444, 0.3431975444673052, 3.6299419441211658, 1.3369364739361835, 3.0233307852631257, 4.835233824304991, 4.609563398775806, 4.613282181409805, 3.636832024685256, 1.7453509530105247, 3.472027260718937, 2.9422153450847843, 4.659836054518961, 4.207491771973433, 3.2975884783865905, 2.721977866622164, 3.9298163215916273, 4.3314068197450135, 4.040351156102581, 3.169550330674527, 1.252423329494006, 4.554896838861277, 4.3530174288617705, 4.465204098014845, 1.7408663044299713, 2.754103081870228, 3.304587219803176, 2.184030378899572]|304.6293190697152795|      0.25000000|[3430, 1120, 70, 350]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      71|[3.6881997083314015, 4.040828388163376, 4.889598007000781, 3.2236886518081347, 3.5568121736284777, 3.359255442798221, 4.45088102765413, 3.3242686586235264, 2.953427298964202, 3.623682070238783, 4.964218383611042, 4.316086090641335, 4.433075267535281, 4.061963463658208, 0.4005439021649411, 4.2749787445455985, 2.1972707033461254, 0.7179773106935028, 2.3781887171517666, 1.9572430244811825, 2.787241262845397, 3.3324872951784545, 3.7406813137624115, 0.3722192916498744, 3.677484557966493, 1.4054332878138467, 3.0708060687176397, 4.801994733357978, 4.578181500273694, 4.617220362316091, 3.630883436532508, 1.8012881269547323, 3.4983195672771195, 2.915446656936458, 4.645142624236613, 4.29435183785498, 3.3374442518417977, 2.751819579173229, 3.931380136234357, 4.343224019418939, 4.07860754997942, 3.1498056248199933, 1.2735523146093974, 4.576685691228788, 4.343201788419927, 4.465840549797755, 1.7110779255683155, 2.7814058113424944, 3.3979703943915376, 2.208466412056172]|300.9891152094494942|      0.50000000|[3479, 1136, 71, 355]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
