k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3165185323767452, 0.0719402850292479, 0.275929785603752, -0.0605771601049204, 0.1147272189278594, 0.2765755826888903, 0.1289519058643624, -0.1334616958483961, 0.1297767166446288, -0.0382273049785704, 0.1798925354309551, 0.1524872283996202, 0.0243710040217152, 0.1343172964459214, 0.2006848640511697, 0.1306467777519977, 0.1401339874153007, 0.1031895074187821, 0.0465398048668324, 0.1615653937573844, 0.0880012440550657, -0.039292425619406, 0.2459284395249146, 0.0739878921432009, 0.2299943070499793, 0.1086706513113448, 0.1309939600211478, 0.0731321379806967, 0.1175509501193931, 0.065217231991396, 0.1181860207585549, -0.0370573922361149, 0.129084528864177, 0.1731935027071087, -0.0092019645021534, 0.1608096261392234, 0.0683725481896133, 0.0936108894550654, 0.068763296583671, 0.0503959592841114, 0.061166705337098, 0.0446148715328259, -0.0340145960074279, -0.0272330625855491, 0.1300033910678946, 0.2025558873821739, 0.3194234578593533, -0.0137009707745335, 0.1320420405905694, 0.0888421776493632]|1750.4231589119674481|      2.00000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=2
      63|[3.5656539498581594, 4.0368510396536035, 5.271815430102019, 3.7740739846085, 3.042419005140617, 3.5269670896680805, 4.525168059982365, 4.9884157794370845, 3.093626084758545, 4.385625106593804, 4.2676184809903415, 4.103905378313348, 4.033723758592778, 3.837581881056215, 0.8691215984080721, 4.315703132124663, 1.6333785897214212, 2.1690014529537525, 2.383178317106491, 1.5051499156609929, 3.6060477683032013, 3.3893693297259917, 3.4745725075284324, 0.7884166289311912, 4.49349200471127, 1.4387746763216311, 3.1123040950897645, 4.6252837413520105, 3.93235686443908, 4.721004865832413, 4.175868294554257, 2.6361367029401412, 3.2296756874207526, 2.909535250306495, 4.651776868148302, 4.45194753570482, 3.335652223580443, 3.320751810027481, 3.793249641916811, 4.69321218316076, 4.064010559116337, 3.0026364314006724, 1.1414399882223407, 4.09857808886618, 3.990326131651981, 4.821945138212734, 1.366633684634126, 2.771049955546536, 3.6421367545342207, 3.0797833590529313]|277.6766415221648572|      0.50000000|[3591, 504, 63, 315]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      64|[3.5656539498581594, 4.0368510396536035, 5.271815430102019, 3.7740739846085, 3.042419005140617, 3.5269670896680805, 4.525168059982365, 4.9884157794370845, 3.093626084758545, 4.385625106593804, 4.2676184809903415, 4.103905378313348, 4.033723758592778, 3.837581881056215, 0.8691215984080721, 4.315703132124663, 1.6333785897214212, 2.1690014529537525, 2.383178317106491, 1.5051499156609929, 3.6060477683032013, 3.3893693297259917, 3.4745725075284324, 0.7884166289311912, 4.49349200471127, 1.4387746763216311, 3.1123040950897645, 4.6252837413520105, 3.93235686443908, 4.721004865832413, 4.175868294554257, 2.6361367029401412, 3.2296756874207526, 2.909535250306495, 4.651776868148302, 4.45194753570482, 3.335652223580443, 3.320751810027481, 3.793249641916811, 4.69321218316076, 4.064010559116337, 3.0026364314006724, 1.1414399882223407, 4.09857808886618, 3.990326131651981, 4.821945138212734, 1.366633684634126, 2.771049955546536, 3.6421367545342207, 3.0797833590529313]|277.6766415221648572|      0.25000000|[3648, 512, 64, 320]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      65|[3.608761163056854, 4.059348200906843, 5.266093529299556, 3.8032398068699256, 3.0676480123387453, 3.544886320395771, 4.5766283014672045, 4.996241283398061, 3.123877928688983, 4.418369501176558, 4.259822294785794, 4.127421359086584, 4.086201472131589, 3.866615785018116, 0.8993580656063346, 4.311679529011447, 1.6084000451858251, 2.2195107140370505, 2.4252797476341557, 1.5212992441725288, 3.6129057120012567, 3.358969914483661, 3.488377015179727, 0.793718642139052, 4.483836981379218, 1.4371500067235825, 3.11179793519886, 4.643137190058816, 3.9580201915482305, 4.676255552114924, 4.219783472774308, 2.6648993157886434, 3.310848450187078, 2.9404728735516885, 4.677744612426619, 4.517320059059568, 3.3421191527973337, 3.2555486849850594, 3.808808458148172, 4.799447201048252, 4.093606157418136, 2.972505825311424, 1.1626391818338655, 4.0643151437299565, 3.9690235271006715, 4.8375487224467015, 1.4002442121909064, 2.771747843258712, 3.5998482821697295, 3.0499738491797443]|274.5855371470375417|      0.50000000|[3705, 520, 65, 325]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      66|[3.608761163056854, 4.059348200906843, 5.266093529299556, 3.8032398068699256, 3.0676480123387453, 3.544886320395771, 4.5766283014672045, 4.996241283398061, 3.123877928688983, 4.418369501176558, 4.259822294785794, 4.127421359086584, 4.086201472131589, 3.866615785018116, 0.8993580656063346, 4.311679529011447, 1.6084000451858251, 2.2195107140370505, 2.4252797476341557, 1.5212992441725288, 3.6129057120012567, 3.358969914483661, 3.488377015179727, 0.793718642139052, 4.483836981379218, 1.4371500067235825, 3.11179793519886, 4.643137190058816, 3.9580201915482305, 4.676255552114924, 4.219783472774308, 2.6648993157886434, 3.310848450187078, 2.9404728735516885, 4.677744612426619, 4.517320059059568, 3.3421191527973337, 3.2555486849850594, 3.808808458148172, 4.799447201048252, 4.093606157418136, 2.972505825311424, 1.1626391818338655, 4.0643151437299565, 3.9690235271006715, 4.8375487224467015, 1.4002442121909064, 2.771747843258712, 3.5998482821697295, 3.0499738491797443]|274.5855371470375417|      0.25000000|[3762, 528, 66, 330]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      67|[3.6553327608651793, 4.125091008434909, 5.253625879913512, 3.8306305387158672, 3.0789744047332412, 3.596590412444656, 4.601575249887168, 5.018624825595686, 3.166987290626784, 4.402848603755273, 4.26784546840929, 4.1300721687926965, 4.106271368568317, 3.9119330106300616, 0.8674569242646654, 4.295086486590558, 1.5493262454839463, 2.2485497986600373, 2.50211453691625, 1.5713150798965871, 3.6153758674047163, 3.332208707594831, 3.4990037946863857, 0.7944347083409956, 4.538815456212095, 1.4862792112524703, 3.1454851430537087, 4.667998069151054, 3.9345964660792583, 4.722571653134715, 4.285512174881419, 2.6863074844312385, 3.2942827861274977, 3.001850554471723, 4.696047622161995, 4.572026519814523, 3.365163145644751, 3.2731436847131388, 3.8373255160864317, 4.810410488220221, 4.1104131292431045, 3.0033633956173507, 1.1735120452797054, 4.085041466468404, 4.0065613999788185, 4.895622910337382, 1.3907734772413336, 2.7929517139208073, 3.5741771802963966, 3.0607769396810967]|272.3768838101625533|      0.50000000|[3819, 536, 67, 335]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      68|[3.6553327608651793, 4.125091008434909, 5.253625879913512, 3.8306305387158672, 3.0789744047332412, 3.596590412444656, 4.601575249887168, 5.018624825595686, 3.166987290626784, 4.402848603755273, 4.26784546840929, 4.1300721687926965, 4.106271368568317, 3.9119330106300616, 0.8674569242646654, 4.295086486590558, 1.5493262454839463, 2.2485497986600373, 2.50211453691625, 1.5713150798965871, 3.6153758674047163, 3.332208707594831, 3.4990037946863857, 0.7944347083409956, 4.538815456212095, 1.4862792112524703, 3.1454851430537087, 4.667998069151054, 3.9345964660792583, 4.722571653134715, 4.285512174881419, 2.6863074844312385, 3.2942827861274977, 3.001850554471723, 4.696047622161995, 4.572026519814523, 3.365163145644751, 3.2731436847131388, 3.8373255160864317, 4.810410488220221, 4.1104131292431045, 3.0033633956173507, 1.1735120452797054, 4.085041466468404, 4.0065613999788185, 4.895622910337382, 1.3907734772413336, 2.7929517139208073, 3.5741771802963966, 3.0607769396810967]|272.3768838101625533|      0.25000000|[3876, 544, 68, 340]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      69|[3.7043736990201284, 4.1386438631251705, 5.248494760229674, 3.902207623866909, 3.135876426365117, 3.623257914233585, 4.600448649578394, 5.018420636053752, 3.191842369752811, 4.4621330140796935, 4.327349891092757, 4.148960095100598, 4.1214977493604605, 3.9362364781729506, 0.8514686943757303, 4.300900622612488, 1.5943771680657364, 2.2709478584112737, 2.536951937345248, 1.5905663025139567, 3.580242123065091, 3.336660016921907, 3.546988208069264, 0.8421942642440959, 4.541291940901117, 1.4089674959005412, 3.223893979705357, 4.662106187801864, 3.948791338026168, 4.741462356904135, 4.302061206419296, 2.731781512656845, 3.280702772993077, 2.966918070492116, 4.718704357686718, 4.584341566948949, 3.389008712013094, 3.3064955589197904, 3.827082451665288, 4.821297834347333, 4.174559850501572, 2.9394460278277723, 1.1307200215007165, 4.128940632509088, 4.00709932237559, 4.888919272319981, 1.3899514858882462, 2.783929644579608, 3.5747357402169495, 3.0850687144630995]|269.9969382113750385|      0.50000000|[3933, 552, 69, 345]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      70|[3.7043736990201284, 4.1386438631251705, 5.248494760229674, 3.902207623866909, 3.135876426365117, 3.623257914233585, 4.600448649578394, 5.018420636053752, 3.191842369752811, 4.4621330140796935, 4.327349891092757, 4.148960095100598, 4.1214977493604605, 3.9362364781729506, 0.8514686943757303, 4.300900622612488, 1.5943771680657364, 2.2709478584112737, 2.536951937345248, 1.5905663025139567, 3.580242123065091, 3.336660016921907, 3.546988208069264, 0.8421942642440959, 4.541291940901117, 1.4089674959005412, 3.223893979705357, 4.662106187801864, 3.948791338026168, 4.741462356904135, 4.302061206419296, 2.731781512656845, 3.280702772993077, 2.966918070492116, 4.718704357686718, 4.584341566948949, 3.389008712013094, 3.3064955589197904, 3.827082451665288, 4.821297834347333, 4.174559850501572, 2.9394460278277723, 1.1307200215007165, 4.128940632509088, 4.00709932237559, 4.888919272319981, 1.3899514858882462, 2.783929644579608, 3.5747357402169495, 3.0850687144630995]|269.9969382113750385|      0.25000000|[3990, 560, 70, 350]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      71|[3.7434933042452414, 4.160848751802153, 5.284230017371132, 3.9337797157588468, 3.112033931446317, 3.6526209046112057, 4.613744353002205, 4.958100131463045, 3.241613438016591, 4.45361333173034, 4.376057812358222, 4.126967601068214, 4.135782152542834, 3.9480749384415854, 0.8716866356798659, 4.353117170933865, 1.5406185526948444, 2.2341664534280135, 2.5199057696007543, 1.5852418985915828, 3.584069905780878, 3.3269028926985835, 3.599409339683942, 0.8308320732368604, 4.569916615975696, 1.476131250775692, 3.262885811566824, 4.613132140827689, 3.9421497613291234, 4.711251353198269, 4.276869490080957, 2.7737714922247805, 3.332166064754849, 2.9226589328434605, 4.721072532446539, 4.6700870264932375, 3.4073109655391143, 3.3289366728475063, 3.864085816549851, 4.839406537813526, 4.232874959373696, 2.9364355392563515, 1.1601325936691353, 4.162976386905414, 3.982877265658289, 4.910267901701572, 1.3590738375866975, 2.811858890674654, 3.60892749170917, 3.0913682717825797]|268.0435086412377359|      0.50000000|[4047, 568, 71, 355]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      72|[3.7434933042452414, 4.160848751802153, 5.284230017371132, 3.9337797157588468, 3.112033931446317, 3.6526209046112057, 4.613744353002205, 4.958100131463045, 3.241613438016591, 4.45361333173034, 4.376057812358222, 4.126967601068214, 4.135782152542834, 3.9480749384415854, 0.8716866356798659, 4.353117170933865, 1.5406185526948444, 2.2341664534280135, 2.5199057696007543, 1.5852418985915828, 3.584069905780878, 3.3269028926985835, 3.599409339683942, 0.8308320732368604, 4.569916615975696, 1.476131250775692, 3.262885811566824, 4.613132140827689, 3.9421497613291234, 4.711251353198269, 4.276869490080957, 2.7737714922247805, 3.332166064754849, 2.9226589328434605, 4.721072532446539, 4.6700870264932375, 3.4073109655391143, 3.3289366728475063, 3.864085816549851, 4.839406537813526, 4.232874959373696, 2.9364355392563515, 1.1601325936691353, 4.162976386905414, 3.982877265658289, 4.910267901701572, 1.3590738375866975, 2.811858890674654, 3.60892749170917, 3.0913682717825797]|268.0435086412377359|      0.25000000|[4104, 576, 72, 360]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      73|[3.7839711328591945, 4.209751280533162, 5.227060217114167, 3.9595355390446816, 3.125064295014805, 3.6936287499090588, 4.604515683601926, 4.934395089825611, 3.2719882778800002, 4.4820895798845575, 4.391996169420114, 4.091124092504667, 4.123567582634191, 4.01051264584787, 0.9028026786441342, 4.350138576594183, 1.5212453689685543, 2.2479938449247485, 2.540607767316757, 1.6416820402100907, 3.5606039520353536, 3.340461736366807, 3.6287520685811514, 0.8305422342737756, 4.571763602423213, 1.5020401929544474, 3.2569997333991005, 4.664826001599929, 3.9654357185398026, 4.741714851324939, 4.266191997218229, 2.861398452814332, 3.376558874522551, 2.9459339306858174, 4.74433252935253, 4.6702136878913505, 3.4772287197218574, 3.3169531878385548, 3.8251813533428605, 4.941538319310333, 4.245364848656513, 2.9283912565892685, 1.1882863902655485, 4.202652764781656, 3.9969253502414532, 4.913422141504107, 1.3947674493482602, 2.8076751373914255, 3.6434268409736914, 3.095319606671319]|265.9452762373200585|      0.50000000|[4161, 584, 73, 365]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      74|[3.7839711328591945, 4.209751280533162, 5.227060217114167, 3.9595355390446816, 3.125064295014805, 3.6936287499090588, 4.604515683601926, 4.934395089825611, 3.2719882778800002, 4.4820895798845575, 4.391996169420114, 4.091124092504667, 4.123567582634191, 4.01051264584787, 0.9028026786441342, 4.350138576594183, 1.5212453689685543, 2.2479938449247485, 2.540607767316757, 1.6416820402100907, 3.5606039520353536, 3.340461736366807, 3.6287520685811514, 0.8305422342737756, 4.571763602423213, 1.5020401929544474, 3.2569997333991005, 4.664826001599929, 3.9654357185398026, 4.741714851324939, 4.266191997218229, 2.861398452814332, 3.376558874522551, 2.9459339306858174, 4.74433252935253, 4.6702136878913505, 3.4772287197218574, 3.3169531878385548, 3.8251813533428605, 4.941538319310333, 4.245364848656513, 2.9283912565892685, 1.1882863902655485, 4.202652764781656, 3.9969253502414532, 4.913422141504107, 1.3947674493482602, 2.8076751373914255, 3.6434268409736914, 3.095319606671319]|265.9452762373200585|      0.25000000|[4218, 592, 74, 370]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      75|[3.851596767719028, 4.210559721819715, 5.2585678806634775, 4.013912593739877, 3.1531283013241698, 3.7380815210023552, 4.624734478690475, 4.954773172853571, 3.2520928461588454, 4.4891836841862185, 4.387145001334037, 4.10809981018525, 4.138509852940138, 4.0195356299043, 0.9112615680383609, 4.333859120495935, 1.5555372456768073, 2.3038452427497154, 2.5687941223465254, 1.7302571754347942, 3.507198382922554, 3.3114996821496554, 3.644637939965663, 0.8130280857242489, 4.564458611280583, 1.4901852194311165, 3.253481111005801, 4.658071313275117, 3.998826471240464, 4.711301230296594, 4.327125553650428, 2.926328564378834, 3.4451847147209786, 2.9141714125400733, 4.745828881157439, 4.695062654498663, 3.490534512921464, 3.3738332623865483, 3.8743510742180383, 4.91378036693021, 4.265992538890988, 2.947720510474203, 1.1596924663123496, 4.250940492314494, 3.9952911171888266, 4.927780804375191, 1.3694879920831862, 2.8037190257212696, 3.6166007697887865, 3.1511174023268627]|263.4712640458348005|      0.50000000|[4275, 600, 75, 375]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      76|[3.851596767719028, 4.210559721819715, 5.2585678806634775, 4.013912593739877, 3.1531283013241698, 3.7380815210023552, 4.624734478690475, 4.954773172853571, 3.2520928461588454, 4.4891836841862185, 4.387145001334037, 4.10809981018525, 4.138509852940138, 4.0195356299043, 0.9112615680383609, 4.333859120495935, 1.5555372456768073, 2.3038452427497154, 2.5687941223465254, 1.7302571754347942, 3.507198382922554, 3.3114996821496554, 3.644637939965663, 0.8130280857242489, 4.564458611280583, 1.4901852194311165, 3.253481111005801, 4.658071313275117, 3.998826471240464, 4.711301230296594, 4.327125553650428, 2.926328564378834, 3.4451847147209786, 2.9141714125400733, 4.745828881157439, 4.695062654498663, 3.490534512921464, 3.3738332623865483, 3.8743510742180383, 4.91378036693021, 4.265992538890988, 2.947720510474203, 1.1596924663123496, 4.250940492314494, 3.9952911171888266, 4.927780804375191, 1.3694879920831862, 2.8037190257212696, 3.6166007697887865, 3.1511174023268627]|263.4712640458348005|      0.25000000|[4332, 608, 76, 380]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      77|[3.875986083261504, 4.214183715175277, 5.253582727706851, 4.027326009930414, 3.123626640215545, 3.7973489671373124, 4.6414173873079, 4.939877315635873, 3.268189633245095, 4.5140504638714205, 4.389336324526299, 4.1549177897568, 4.128463895539692, 4.0366571712136965, 0.8916253516927872, 4.324779007374646, 1.5624466795023133, 2.360565702341391, 2.616340245546734, 1.7246651710040302, 3.5096525576732236, 3.3063383790199614, 3.663333897231773, 0.8237423309515421, 4.589456853811899, 1.5604165331051516, 3.275676136240936, 4.6993504224648515, 4.012217485057326, 4.748599691080941, 4.387420458495026, 3.004496197825886, 3.485702592335049, 2.924348626862779, 4.693728512483855, 4.7215529248624355, 3.527571532736446, 3.347434549142678, 3.901292852044008, 4.943557896172961, 4.327213115804883, 2.944833844860456, 1.218454356727906, 4.282381897021083, 3.92981100804208, 4.969728465319586, 1.4058178205882763, 2.812901054360189, 3.560835844625147, 3.139190770306177]|261.6999007790346354|      0.50000000|[4389, 616, 77, 385]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      78|[3.875986083261504, 4.214183715175277, 5.253582727706851, 4.027326009930414, 3.123626640215545, 3.7973489671373124, 4.6414173873079, 4.939877315635873, 3.268189633245095, 4.5140504638714205, 4.389336324526299, 4.1549177897568, 4.128463895539692, 4.0366571712136965, 0.8916253516927872, 4.324779007374646, 1.5624466795023133, 2.360565702341391, 2.616340245546734, 1.7246651710040302, 3.5096525576732236, 3.3063383790199614, 3.663333897231773, 0.8237423309515421, 4.589456853811899, 1.5604165331051516, 3.275676136240936, 4.6993504224648515, 4.012217485057326, 4.748599691080941, 4.387420458495026, 3.004496197825886, 3.485702592335049, 2.924348626862779, 4.693728512483855, 4.7215529248624355, 3.527571532736446, 3.347434549142678, 3.901292852044008, 4.943557896172961, 4.327213115804883, 2.944833844860456, 1.218454356727906, 4.282381897021083, 3.92981100804208, 4.969728465319586, 1.4058178205882763, 2.812901054360189, 3.560835844625147, 3.139190770306177]|261.6999007790346354|      0.25000000|[4446, 624, 78, 390]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      79|[3.8671467784757314, 4.242504369793109, 5.263423788810195, 4.030887327096196, 3.1343004790233917, 3.8218759283860284, 4.651849768334714, 4.966959112230232, 3.310282418125743, 4.523297683830714, 4.396493694993692, 4.171994779109189, 4.159080637520687, 4.089245864492412, 0.8736854526029467, 4.328083010880637, 1.5670755010922774, 2.3501230168391065, 2.6235119092000385, 1.7086596258937274, 3.4698938655107154, 3.3056523872239154, 3.7188743911506412, 0.8023610546207467, 4.591847823566332, 1.4523965397563428, 3.304580006800208, 4.717152137032521, 4.020424643565724, 4.734584845815283, 4.447750991092556, 3.0184897775668516, 3.527272380701899, 2.881146788846709, 4.7053509958232125, 4.743643553466009, 3.507044516635817, 3.355088572170552, 3.9509572919682214, 4.960751959900693, 4.36185558248694, 2.9220711694755828, 1.1250353446376955, 4.338205859997254, 3.8909075861009894, 4.976594431040758, 1.357486334806729, 2.818782422864168, 3.615483214134387, 3.081824528885483]|260.5980577102347979|      0.50000000|[4503, 632, 79, 395]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      80|[3.9438596207795658, 4.305291402669268, 5.286010974297467, 4.0966407866301955, 3.1700576635788598, 3.8821273301071146, 4.742116235118836, 5.023384078592895, 3.383662928956507, 4.518943748787632, 4.477717956180649, 4.150036345965386, 4.174267797375905, 4.206834256271131, 0.8695729895832482, 4.320231079993506, 1.5150346202125935, 2.370715837642948, 2.608752532448924, 1.7163939236383357, 3.563677449705527, 3.402021309394993, 3.7933679155122153, 0.8891049000213115, 4.615111884303294, 1.4509779519428618, 3.3901079630770923, 4.771696971875897, 4.094835586561127, 4.732573409995305, 4.580790047128459, 3.143481937330616, 3.6538575366050465, 2.86694119271149, 4.6787635635572045, 4.760992915675157, 3.5300964656150633, 3.361259877528378, 3.910116861217233, 5.161433019724496, 4.418549367616328, 3.023673648841515, 1.2322504543332853, 4.417358529023915, 3.833975965739527, 5.030055744039838, 1.3925554098514106, 2.7874776379011315, 3.5693405172019412, 3.1639015320411543]|256.9344756272110430|      1.00000000|[4560, 640, 80, 400]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      81|[3.9438596207795658, 4.305291402669268, 5.286010974297467, 4.0966407866301955, 3.1700576635788598, 3.8821273301071146, 4.742116235118836, 5.023384078592895, 3.383662928956507, 4.518943748787632, 4.477717956180649, 4.150036345965386, 4.174267797375905, 4.206834256271131, 0.8695729895832482, 4.320231079993506, 1.5150346202125935, 2.370715837642948, 2.608752532448924, 1.7163939236383357, 3.563677449705527, 3.402021309394993, 3.7933679155122153, 0.8891049000213115, 4.615111884303294, 1.4509779519428618, 3.3901079630770923, 4.771696971875897, 4.094835586561127, 4.732573409995305, 4.580790047128459, 3.143481937330616, 3.6538575366050465, 2.86694119271149, 4.6787635635572045, 4.760992915675157, 3.5300964656150633, 3.361259877528378, 3.910116861217233, 5.161433019724496, 4.418549367616328, 3.023673648841515, 1.2322504543332853, 4.417358529023915, 3.833975965739527, 5.030055744039838, 1.3925554098514106, 2.7874776379011315, 3.5693405172019412, 3.1639015320411543]|256.9344756272110430|      0.50000000|[4617, 648, 81, 405]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      82|[3.9438596207795658, 4.305291402669268, 5.286010974297467, 4.0966407866301955, 3.1700576635788598, 3.8821273301071146, 4.742116235118836, 5.023384078592895, 3.383662928956507, 4.518943748787632, 4.477717956180649, 4.150036345965386, 4.174267797375905, 4.206834256271131, 0.8695729895832482, 4.320231079993506, 1.5150346202125935, 2.370715837642948, 2.608752532448924, 1.7163939236383357, 3.563677449705527, 3.402021309394993, 3.7933679155122153, 0.8891049000213115, 4.615111884303294, 1.4509779519428618, 3.3901079630770923, 4.771696971875897, 4.094835586561127, 4.732573409995305, 4.580790047128459, 3.143481937330616, 3.6538575366050465, 2.86694119271149, 4.6787635635572045, 4.760992915675157, 3.5300964656150633, 3.361259877528378, 3.910116861217233, 5.161433019724496, 4.418549367616328, 3.023673648841515, 1.2322504543332853, 4.417358529023915, 3.833975965739527, 5.030055744039838, 1.3925554098514106, 2.7874776379011315, 3.5693405172019412, 3.1639015320411543]|256.9344756272110430|      0.25000000|[4674, 656, 82, 410]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      83|[3.979735989665923, 4.369373676274983, 5.304264846789011, 4.095418998242486, 3.1226509603306063, 3.9501872653509933, 4.729073628127456, 5.069635367757723, 3.409414786267135, 4.556153079388784, 4.454036179043165, 4.206231579755973, 4.196181226315585, 4.221145740388658, 0.8644419059138415, 4.354007741994004, 1.451573290122162, 2.3807527897125613, 2.636820660384216, 1.7328156347584815, 3.514767991371314, 3.349865609398944, 3.818178165959397, 0.9090460179030291, 4.672280345794004, 1.4931206723708603, 3.3819515511742804, 4.778833085477199, 4.108056632301794, 4.711925704165529, 4.596087886724618, 3.208750075357597, 3.679747228500378, 2.8910366806417347, 4.704129634809882, 4.7740454072208, 3.5397359196631264, 3.415745287770558, 3.9855622242334885, 5.176193078701919, 4.487488517682656, 3.0147296000585775, 1.2455386464801441, 4.442995106956528, 3.848003376862981, 5.024911450867733, 1.3897924872580008, 2.791012600357829, 3.6044782436541967, 3.149213538010217]|254.3760223637114279|      0.50000000|[4731, 664, 83, 415]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      84|[3.979735989665923, 4.369373676274983, 5.304264846789011, 4.095418998242486, 3.1226509603306063, 3.9501872653509933, 4.729073628127456, 5.069635367757723, 3.409414786267135, 4.556153079388784, 4.454036179043165, 4.206231579755973, 4.196181226315585, 4.221145740388658, 0.8644419059138415, 4.354007741994004, 1.451573290122162, 2.3807527897125613, 2.636820660384216, 1.7328156347584815, 3.514767991371314, 3.349865609398944, 3.818178165959397, 0.9090460179030291, 4.672280345794004, 1.4931206723708603, 3.3819515511742804, 4.778833085477199, 4.108056632301794, 4.711925704165529, 4.596087886724618, 3.208750075357597, 3.679747228500378, 2.8910366806417347, 4.704129634809882, 4.7740454072208, 3.5397359196631264, 3.415745287770558, 3.9855622242334885, 5.176193078701919, 4.487488517682656, 3.0147296000585775, 1.2455386464801441, 4.442995106956528, 3.848003376862981, 5.024911450867733, 1.3897924872580008, 2.791012600357829, 3.6044782436541967, 3.149213538010217]|254.3760223637114279|      0.25000000|[4788, 672, 84, 420]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      85|[3.969353962516807, 4.389803276896863, 5.278536166424681, 4.1616743124918, 3.0744297618871728, 3.9951672801654543, 4.7049232656625, 5.093238995953504, 3.40021770880841, 4.583294395136878, 4.432203957718118, 4.285923857790418, 4.236472831569794, 4.214642798115228, 0.8903112833560762, 4.346732370716259, 1.5059362877139781, 2.361304374315762, 2.6519467975941833, 1.7200487441042995, 3.5110248521253684, 3.36863570517033, 3.8331240234329047, 0.9558478860234094, 4.710267934319714, 1.446257536543293, 3.3127226707488076, 4.8216831243533, 4.119678509603296, 4.693962154732942, 4.587984739028357, 3.259426225493874, 3.712121235439187, 2.8454748891254655, 4.704606094346044, 4.768291664791206, 3.5990946436809685, 3.4360218469701294, 4.051574334327098, 5.174605257778368, 4.532800929061799, 3.053477882797159, 1.1866687064800994, 4.435355742641739, 3.885633583515243, 5.021423875026488, 1.3910253185662602, 2.8153790280026083, 3.5759450733442355, 3.1620371362270405]|253.4214465961783844|      0.50000000|[4845, 680, 85, 425]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      86|[3.969353962516807, 4.389803276896863, 5.278536166424681, 4.1616743124918, 3.0744297618871728, 3.9951672801654543, 4.7049232656625, 5.093238995953504, 3.40021770880841, 4.583294395136878, 4.432203957718118, 4.285923857790418, 4.236472831569794, 4.214642798115228, 0.8903112833560762, 4.346732370716259, 1.5059362877139781, 2.361304374315762, 2.6519467975941833, 1.7200487441042995, 3.5110248521253684, 3.36863570517033, 3.8331240234329047, 0.9558478860234094, 4.710267934319714, 1.446257536543293, 3.3127226707488076, 4.8216831243533, 4.119678509603296, 4.693962154732942, 4.587984739028357, 3.259426225493874, 3.712121235439187, 2.8454748891254655, 4.704606094346044, 4.768291664791206, 3.5990946436809685, 3.4360218469701294, 4.051574334327098, 5.174605257778368, 4.532800929061799, 3.053477882797159, 1.1866687064800994, 4.435355742641739, 3.885633583515243, 5.021423875026488, 1.3910253185662602, 2.8153790280026083, 3.5759450733442355, 3.1620371362270405]|253.4214465961783844|      0.25000000|[4902, 688, 86, 430]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
