k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3180141369885396, 0.0754058262583146, 0.2682231715375358, -0.0637434635464657, 0.1203954114485639, 0.2835605331340655, 0.1334335909401365, -0.1328051091494195, 0.1344701977172167, -0.0307433455099355, 0.1847092662173257, 0.1620847976857106, 0.0231661633170361, 0.1348886702991499, 0.1974447658320706, 0.1276487248794715, 0.1445194557954555, 0.109067975529795, 0.0473420775996164, 0.1624287358531993, 0.0910820762580851, -0.0440665850113959, 0.2445425104622543, 0.0696233755458569, 0.2272766588416014, 0.102467893206307, 0.1336722051778912, 0.075119874793867, 0.1228345886288341, 0.068226338269775, 0.1170076064510771, -0.035218643252638, 0.1343612482731322, 0.1679084931102117, -0.0078652357632445, 0.1551057502464487, 0.0717726324356624, 0.0998719109899067, 0.0609181993290694, 0.0392894823769403, 0.0624998086146654, 0.0327446162014401, -0.0314596628807231, -0.0158768710327176, 0.128954542542965, 0.2068490639851675, 0.3095549558078898, -0.0085171358132979, 0.1345062404722642, 0.0800051012390257]|1750.3620046023743271|      2.00000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=1
      48|[3.086386105799594, 3.9993854550506054, 4.980701023260093, 2.9577565584677976, 2.867586617015319, 3.793210302140549, 4.154137580449994, 4.187734492400007, 3.7367162261977755, 3.188867526497122, 4.287193777127159, 3.996456342219709, 2.99960583173573, 3.921770506551726, -0.0204550515536796, 3.8241853170853704, 0.8466956235399878, 2.2294338070378132, 1.823481225842204, 2.000873270312399, 3.5126888449404183, 2.0004121603387266, 4.0438713348338995, 2.348738979608866, 3.971902778098488, 2.0284267919344043, 2.9487966654335054, 4.461383475785791, 2.3824394515648875, 4.949014027678484, 4.013134911556513, 3.2077127141255612, 3.9786938406318257, 2.9849010298451484, 4.745006469739926, 4.59335256860156, 2.2737807475686354, 3.3290482277186997, 3.3929419433000105, 4.4343902923759355, 4.691149743275389, 2.808740169048056, 0.6672191085531718, 4.183727258387449, 3.6057426361699614, 3.9034499372891722, 1.5551764680838325, 3.245008191420721, 3.5506212181983274, 2.9809475497925684]|303.8158579787846634|      0.25000000|[2928, 192, 48, 240]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      49|[3.0616234566946, 4.0394182602451405, 4.972775491881627, 2.9868610676358798, 2.916178247063783, 3.798450856129703, 4.171452118492445, 4.232855831545002, 3.7530397502721815, 3.2125187317082937, 4.28981911671673, 4.0431368057252906, 3.0474136627909196, 3.9209723185059278, -0.039479808898757, 3.840467304377973, 0.8002445170143697, 2.2430602364159604, 1.8818372315765375, 1.9873919610839597, 3.488952570022296, 2.0501779389042616, 4.0011646223816, 2.321473121116981, 4.010666963150531, 1.9520732798036555, 3.0115526479519614, 4.470146284511575, 2.441438768420859, 4.970115951671547, 4.032203986731262, 3.270524912722742, 4.005589089229191, 2.969810039025116, 4.7840546300007425, 4.578390126898124, 2.2956098033172894, 3.3126043718217013, 3.365773345420124, 4.4303873095565205, 4.705892250019578, 2.8353181920010506, 0.6144629042518294, 4.184144719640474, 3.619607711721546, 3.9314992773386437, 1.4686462213582834, 3.2643623904200747, 3.524625660035141, 2.967552923305326]|301.5136765311219733|      0.50000000|[2989, 196, 49, 245]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      50|[3.145232823915275, 3.97348503424307, 4.9497086270210096, 3.094817064284654, 2.955777416706782, 3.8758148251418265, 4.246639675328447, 4.276075099387276, 3.8349213161083386, 3.2837480051441177, 4.326343946216533, 4.093637536581959, 3.1285777352525725, 3.9891802671602576, -0.0234441377771878, 3.8335357345554737, 0.8071450657982511, 2.141964669780344, 1.8784555314071147, 2.0575131472573998, 3.4103902200483245, 2.0032451030888665, 4.030104413218932, 2.2174180392295786, 4.127013653744347, 2.034323761150809, 3.0310162534519858, 4.647083994593328, 2.4856142144930717, 4.988130247095474, 4.156596230345245, 3.267376707319122, 4.0672766096785455, 2.8885445770806313, 4.823407713714782, 4.620228006110783, 2.3726358712528373, 3.2628015064714346, 3.473172195397772, 4.500313139968066, 4.688275566570754, 2.7927470845305753, 0.5593463199878842, 4.181873544595101, 3.749346477867238, 4.007762983274987, 1.5007264889735703, 3.1686451347986817, 3.5562406161440174, 3.0083012792748316]|296.7680327719817797|      1.00000000|[3050, 200, 50, 250]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      51|[3.145232823915275, 3.97348503424307, 4.9497086270210096, 3.094817064284654, 2.955777416706782, 3.8758148251418265, 4.246639675328447, 4.276075099387276, 3.8349213161083386, 3.2837480051441177, 4.326343946216533, 4.093637536581959, 3.1285777352525725, 3.9891802671602576, -0.0234441377771878, 3.8335357345554737, 0.8071450657982511, 2.141964669780344, 1.8784555314071147, 2.0575131472573998, 3.4103902200483245, 2.0032451030888665, 4.030104413218932, 2.2174180392295786, 4.127013653744347, 2.034323761150809, 3.0310162534519858, 4.647083994593328, 2.4856142144930717, 4.988130247095474, 4.156596230345245, 3.267376707319122, 4.0672766096785455, 2.8885445770806313, 4.823407713714782, 4.620228006110783, 2.3726358712528373, 3.2628015064714346, 3.473172195397772, 4.500313139968066, 4.688275566570754, 2.7927470845305753, 0.5593463199878842, 4.181873544595101, 3.749346477867238, 4.007762983274987, 1.5007264889735703, 3.1686451347986817, 3.5562406161440174, 3.0083012792748316]|296.7680327719817797|      0.50000000|[3111, 204, 51, 255]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      52|[3.2019164529206123, 4.019827203515086, 4.863928791668717, 3.288077205947738, 2.8797340091428567, 3.932821850595746, 4.304973677228233, 4.2772397209301944, 3.8122931196618532, 3.3129119027259084, 4.385114650786158, 4.147789402131563, 3.2468550270316516, 4.007946501304783, 0.0439459178794322, 3.907903055829228, 0.8807967482817708, 2.1062304259773614, 1.8869323790054766, 2.0050714004130517, 3.3147545864018904, 2.029928010161322, 4.138554328341751, 2.1938566404434523, 4.158613026882544, 2.057908933027608, 3.0947496545436493, 4.654793034711537, 2.6033579627315833, 5.0005847981053835, 4.164504061176561, 3.2905494956516175, 4.114813190797843, 3.0311962384986737, 4.844249973827962, 4.650967924452709, 2.477393032866014, 3.288119908602453, 3.612527373798695, 4.525549487137957, 4.7281892850823, 2.905898625671573, 0.6467493817744394, 4.209259827524739, 3.728773975919039, 4.095637035480357, 1.6227869926088616, 3.1413940873544197, 3.5235086311397583, 3.014304070802845]|290.7365922831114062|      1.00000000|[3172, 208, 52, 260]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      53|[3.2019164529206123, 4.019827203515086, 4.863928791668717, 3.288077205947738, 2.8797340091428567, 3.932821850595746, 4.304973677228233, 4.2772397209301944, 3.8122931196618532, 3.3129119027259084, 4.385114650786158, 4.147789402131563, 3.2468550270316516, 4.007946501304783, 0.0439459178794322, 3.907903055829228, 0.8807967482817708, 2.1062304259773614, 1.8869323790054766, 2.0050714004130517, 3.3147545864018904, 2.029928010161322, 4.138554328341751, 2.1938566404434523, 4.158613026882544, 2.057908933027608, 3.0947496545436493, 4.654793034711537, 2.6033579627315833, 5.0005847981053835, 4.164504061176561, 3.2905494956516175, 4.114813190797843, 3.0311962384986737, 4.844249973827962, 4.650967924452709, 2.477393032866014, 3.288119908602453, 3.612527373798695, 4.525549487137957, 4.7281892850823, 2.905898625671573, 0.6467493817744394, 4.209259827524739, 3.728773975919039, 4.095637035480357, 1.6227869926088616, 3.1413940873544197, 3.5235086311397583, 3.014304070802845]|290.7365922831114062|      0.50000000|[3233, 212, 53, 265]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      54|[3.2019164529206123, 4.019827203515086, 4.863928791668717, 3.288077205947738, 2.8797340091428567, 3.932821850595746, 4.304973677228233, 4.2772397209301944, 3.8122931196618532, 3.3129119027259084, 4.385114650786158, 4.147789402131563, 3.2468550270316516, 4.007946501304783, 0.0439459178794322, 3.907903055829228, 0.8807967482817708, 2.1062304259773614, 1.8869323790054766, 2.0050714004130517, 3.3147545864018904, 2.029928010161322, 4.138554328341751, 2.1938566404434523, 4.158613026882544, 2.057908933027608, 3.0947496545436493, 4.654793034711537, 2.6033579627315833, 5.0005847981053835, 4.164504061176561, 3.2905494956516175, 4.114813190797843, 3.0311962384986737, 4.844249973827962, 4.650967924452709, 2.477393032866014, 3.288119908602453, 3.612527373798695, 4.525549487137957, 4.7281892850823, 2.905898625671573, 0.6467493817744394, 4.209259827524739, 3.728773975919039, 4.095637035480357, 1.6227869926088616, 3.1413940873544197, 3.5235086311397583, 3.014304070802845]|290.7365922831114062|      0.25000000|[3294, 216, 54, 270]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      55|[3.2572924580936045, 4.026138806454271, 4.908871199013372, 3.365999932495173, 2.931240400854814, 3.950447586887231, 4.279907497882198, 4.227129540483428, 3.8090819674233676, 3.2828387807161903, 4.353864829210262, 4.184879127702577, 3.230305010002446, 4.011380389505595, 0.0108576185642597, 3.9005626656711168, 0.8693300508495428, 2.13627650251407, 1.9078152305121396, 1.9905976845366051, 3.306040280294913, 2.0605069891271217, 4.123893531199331, 2.1235000456485267, 4.195555377478871, 1.9914297095850029, 3.1021765845639897, 4.670507694185345, 2.6520274725482627, 5.014528750647667, 4.199968286631668, 3.3288237504086564, 4.12645077947327, 2.9583426834644335, 4.838592307114063, 4.676625372274875, 2.4998169347258608, 3.270525219063692, 3.610868190697825, 4.576441506947878, 4.7427686220110985, 2.936201420182319, 0.5913165174240741, 4.198170910302245, 3.6701199786211114, 4.100236414537808, 1.5746362959847768, 3.1173373625417296, 3.5403687859506445, 2.9867060657275903]|288.1889494541312047|      0.50000000|[3355, 220, 55, 275]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      56|[3.3875803348185625, 4.185523829378728, 4.951626435319362, 3.469574636938343, 2.922216436061241, 3.938231386434098, 4.3379216480121965, 4.249794635217017, 3.8800592704945727, 3.345312889602803, 4.412421412959239, 4.265509697920565, 3.2802173727601764, 4.020989541140249, 0.0218925915855299, 4.008260437337417, 1.0117799580460738, 2.0874001708232317, 1.9609180154863082, 2.079517837612554, 3.2615842347154835, 2.0537090671340823, 4.152349080002492, 2.09575972199637, 4.255783413180765, 2.0769681793071664, 3.1843654261273495, 4.7300544273559915, 2.7135187210542613, 5.009993248739392, 4.336082564192909, 3.347842706760558, 4.119361815247007, 2.990704828550912, 4.903382029893289, 4.690797393103357, 2.5874991001102945, 3.3196128059736525, 3.6641831596601393, 4.770212581754897, 4.808454608110917, 2.972340926606719, 0.623839590251423, 4.16405648961217, 3.7069208590967446, 4.172691680092569, 1.6069386602961484, 3.183915492166079, 3.5701202945080603, 2.99337509438908]|282.2606252293940088|      1.00000000|[3416, 224, 56, 280]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      57|[3.3875803348185625, 4.185523829378728, 4.951626435319362, 3.469574636938343, 2.922216436061241, 3.938231386434098, 4.3379216480121965, 4.249794635217017, 3.8800592704945727, 3.345312889602803, 4.412421412959239, 4.265509697920565, 3.2802173727601764, 4.020989541140249, 0.0218925915855299, 4.008260437337417, 1.0117799580460738, 2.0874001708232317, 1.9609180154863082, 2.079517837612554, 3.2615842347154835, 2.0537090671340823, 4.152349080002492, 2.09575972199637, 4.255783413180765, 2.0769681793071664, 3.1843654261273495, 4.7300544273559915, 2.7135187210542613, 5.009993248739392, 4.336082564192909, 3.347842706760558, 4.119361815247007, 2.990704828550912, 4.903382029893289, 4.690797393103357, 2.5874991001102945, 3.3196128059736525, 3.6641831596601393, 4.770212581754897, 4.808454608110917, 2.972340926606719, 0.623839590251423, 4.16405648961217, 3.7069208590967446, 4.172691680092569, 1.6069386602961484, 3.183915492166079, 3.5701202945080603, 2.99337509438908]|282.2606252293940088|      0.50000000|[3477, 228, 57, 285]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      58|[3.3875803348185625, 4.185523829378728, 4.951626435319362, 3.469574636938343, 2.922216436061241, 3.938231386434098, 4.3379216480121965, 4.249794635217017, 3.8800592704945727, 3.345312889602803, 4.412421412959239, 4.265509697920565, 3.2802173727601764, 4.020989541140249, 0.0218925915855299, 4.008260437337417, 1.0117799580460738, 2.0874001708232317, 1.9609180154863082, 2.079517837612554, 3.2615842347154835, 2.0537090671340823, 4.152349080002492, 2.09575972199637, 4.255783413180765, 2.0769681793071664, 3.1843654261273495, 4.7300544273559915, 2.7135187210542613, 5.009993248739392, 4.336082564192909, 3.347842706760558, 4.119361815247007, 2.990704828550912, 4.903382029893289, 4.690797393103357, 2.5874991001102945, 3.3196128059736525, 3.6641831596601393, 4.770212581754897, 4.808454608110917, 2.972340926606719, 0.623839590251423, 4.16405648961217, 3.7069208590967446, 4.172691680092569, 1.6069386602961484, 3.183915492166079, 3.5701202945080603, 2.99337509438908]|282.2606252293940088|      0.25000000|[3538, 232, 58, 290]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      59|[3.432903085813349, 4.186201912354963, 4.966834144481951, 3.5131595078248394, 2.969005698397211, 3.9872831233047625, 4.346747900444033, 4.259052102190932, 3.8919224032270705, 3.376808205521265, 4.432135709157073, 4.266955333139418, 3.3632374235849456, 3.992699390362053, -0.0056227699856046, 4.009949441288183, 0.948161829277613, 2.072805603432351, 1.9530194872505973, 2.1005322986243042, 3.235685974005584, 2.0950374680631825, 4.1623474785292105, 2.030225741319982, 4.247127163179915, 2.022924875122456, 3.2089313055444535, 4.777460489765437, 2.772364428849912, 5.014252312517145, 4.330816003242544, 3.399361428529037, 4.163816146959348, 2.9285071850285367, 4.884401836864011, 4.695972821408662, 2.598534973482853, 3.3031743787121703, 3.633190506468821, 4.82542041823462, 4.81488132855162, 2.9639220810854634, 0.5931605638914279, 4.211689364201001, 3.658677109304342, 4.207952104029353, 1.5682195652491724, 3.179091450380846, 3.592110658258486, 2.9709863284664615]|280.3460272988239126|      0.50000000|[3599, 236, 59, 295]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      60|[3.4236449619380998, 4.244681019611496, 5.00102777275378, 3.583337540021872, 3.0063702404485904, 3.9570020655781626, 4.360836259448451, 4.333772729034509, 3.8321679201989225, 3.458148949431072, 4.51275140289197, 4.2020994314987705, 3.37553145986516, 4.061141054115366, 0.1021466203477386, 4.059821961578263, 0.975631623624216, 2.246103423397199, 2.0019816466892615, 2.1757519559514193, 3.269441255395841, 2.238388376682526, 4.192766710252225, 2.0705650663846975, 4.265999186221055, 1.9881823244905532, 3.224834253267314, 4.832842787602748, 2.90978832821439, 5.0694556629937155, 4.41974923646363, 3.4548664687541883, 4.1885978120715235, 2.9383138765349663, 4.907120710838169, 4.719426096688589, 2.7567245391010187, 3.4119801404793844, 3.7442964358444484, 4.884771672843208, 4.8667948353970045, 2.957880218686493, 0.6947119779218207, 4.149308360219611, 3.669498900782304, 4.275261350358051, 1.6671394193044209, 3.192852907169563, 3.630463754153235, 3.0346430600818453]|275.6555959624994330|      1.00000000|[3660, 240, 60, 300]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      61|[3.4236449619380998, 4.244681019611496, 5.00102777275378, 3.583337540021872, 3.0063702404485904, 3.9570020655781626, 4.360836259448451, 4.333772729034509, 3.8321679201989225, 3.458148949431072, 4.51275140289197, 4.2020994314987705, 3.37553145986516, 4.061141054115366, 0.1021466203477386, 4.059821961578263, 0.975631623624216, 2.246103423397199, 2.0019816466892615, 2.1757519559514193, 3.269441255395841, 2.238388376682526, 4.192766710252225, 2.0705650663846975, 4.265999186221055, 1.9881823244905532, 3.224834253267314, 4.832842787602748, 2.90978832821439, 5.0694556629937155, 4.41974923646363, 3.4548664687541883, 4.1885978120715235, 2.9383138765349663, 4.907120710838169, 4.719426096688589, 2.7567245391010187, 3.4119801404793844, 3.7442964358444484, 4.884771672843208, 4.8667948353970045, 2.957880218686493, 0.6947119779218207, 4.149308360219611, 3.669498900782304, 4.275261350358051, 1.6671394193044209, 3.192852907169563, 3.630463754153235, 3.0346430600818453]|275.6555959624994330|      0.50000000|[3721, 244, 61, 305]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      62|[3.4236449619380998, 4.244681019611496, 5.00102777275378, 3.583337540021872, 3.0063702404485904, 3.9570020655781626, 4.360836259448451, 4.333772729034509, 3.8321679201989225, 3.458148949431072, 4.51275140289197, 4.2020994314987705, 3.37553145986516, 4.061141054115366, 0.1021466203477386, 4.059821961578263, 0.975631623624216, 2.246103423397199, 2.0019816466892615, 2.1757519559514193, 3.269441255395841, 2.238388376682526, 4.192766710252225, 2.0705650663846975, 4.265999186221055, 1.9881823244905532, 3.224834253267314, 4.832842787602748, 2.90978832821439, 5.0694556629937155, 4.41974923646363, 3.4548664687541883, 4.1885978120715235, 2.9383138765349663, 4.907120710838169, 4.719426096688589, 2.7567245391010187, 3.4119801404793844, 3.7442964358444484, 4.884771672843208, 4.8667948353970045, 2.957880218686493, 0.6947119779218207, 4.149308360219611, 3.669498900782304, 4.275261350358051, 1.6671394193044209, 3.192852907169563, 3.630463754153235, 3.0346430600818453]|275.6555959624994330|      0.25000000|[3782, 248, 62, 310]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      63|[3.4236449619380998, 4.244681019611496, 5.00102777275378, 3.583337540021872, 3.0063702404485904, 3.9570020655781626, 4.360836259448451, 4.333772729034509, 3.8321679201989225, 3.458148949431072, 4.51275140289197, 4.2020994314987705, 3.37553145986516, 4.061141054115366, 0.1021466203477386, 4.059821961578263, 0.975631623624216, 2.246103423397199, 2.0019816466892615, 2.1757519559514193, 3.269441255395841, 2.238388376682526, 4.192766710252225, 2.0705650663846975, 4.265999186221055, 1.9881823244905532, 3.224834253267314, 4.832842787602748, 2.90978832821439, 5.0694556629937155, 4.41974923646363, 3.4548664687541883, 4.1885978120715235, 2.9383138765349663, 4.907120710838169, 4.719426096688589, 2.7567245391010187, 3.4119801404793844, 3.7442964358444484, 4.884771672843208, 4.8667948353970045, 2.957880218686493, 0.6947119779218207, 4.149308360219611, 3.669498900782304, 4.275261350358051, 1.6671394193044209, 3.192852907169563, 3.630463754153235, 3.0346430600818453]|275.6555959624994330|      0.12500000|[3843, 252, 63, 315]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      64|[3.421309071692101, 4.229542754007945, 4.979910790120212, 3.59305084960771, 3.0069423491257425, 3.9564913226729046, 4.369542868331904, 4.3351714359213815, 3.834599216160368, 3.4574173245060407, 4.512102802227985, 4.212886825676158, 3.3713085385343025, 4.079255139770542, 0.0341743083288, 4.0617557155989985, 0.933404319002978, 2.24153618448182, 1.9857493337628482, 2.1677179165620237, 3.2514474292402507, 2.258672632341203, 4.198581906392387, 2.0250079908804883, 4.266186605687539, 1.9738361467007426, 3.217137570060697, 4.811942799065158, 2.903138607862558, 5.08438735985743, 4.418394215584156, 3.4580662655299235, 4.180062938474481, 2.9443260038567267, 4.912014715193407, 4.707048713577893, 2.7498959759358708, 3.418833948727399, 3.7595321563176998, 4.885851889183324, 4.857919449675745, 2.963074285241588, 0.6703020027059172, 4.1553539307973795, 3.689251517098365, 4.275100832932906, 1.6267578177214514, 3.20563218508305, 3.6428365974223578, 3.0289453128488293]|274.7829684285428584|      0.25000000|[3904, 256, 64, 320]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      65|[3.4665301390447167, 4.266504251669963, 4.984381237629767, 3.6272753424882884, 2.997092916059482, 3.932324391843965, 4.420878664550689, 4.3915641025747565, 3.8332605204805272, 3.4751032680346112, 4.516295039757485, 4.264434828576884, 3.4163003398302756, 4.0762087896918935, 0.1062034694407261, 4.053709639620017, 0.9341665100677027, 2.262233716713508, 2.033408845914844, 2.13964901626664, 3.2333143285857036, 2.2708701612567577, 4.2159654205575405, 2.0199296164755105, 4.277376177061956, 1.936121298329805, 3.219102792060221, 4.820875858461939, 2.949994673145919, 5.04879034254696, 4.42520476943994, 3.5210545125029373, 4.278998434179856, 2.9372033193527356, 4.942059863167496, 4.734003043493204, 2.7879788199871105, 3.4091488237737972, 3.7764299498306766, 4.971992754402408, 4.895593181605965, 2.9515299125380716, 0.6889588858154124, 4.118543935538582, 3.698090623685428, 4.308354160445364, 1.6741805409192487, 3.191614806429663, 3.6489447416340637, 3.038067078739579]|272.3598246652426269|      0.50000000|[3965, 260, 65, 325]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      66|[3.4665301390447167, 4.266504251669963, 4.984381237629767, 3.6272753424882884, 2.997092916059482, 3.932324391843965, 4.420878664550689, 4.3915641025747565, 3.8332605204805272, 3.4751032680346112, 4.516295039757485, 4.264434828576884, 3.4163003398302756, 4.0762087896918935, 0.1062034694407261, 4.053709639620017, 0.9341665100677027, 2.262233716713508, 2.033408845914844, 2.13964901626664, 3.2333143285857036, 2.2708701612567577, 4.2159654205575405, 2.0199296164755105, 4.277376177061956, 1.936121298329805, 3.219102792060221, 4.820875858461939, 2.949994673145919, 5.04879034254696, 4.42520476943994, 3.5210545125029373, 4.278998434179856, 2.9372033193527356, 4.942059863167496, 4.734003043493204, 2.7879788199871105, 3.4091488237737972, 3.7764299498306766, 4.971992754402408, 4.895593181605965, 2.9515299125380716, 0.6889588858154124, 4.118543935538582, 3.698090623685428, 4.308354160445364, 1.6741805409192487, 3.191614806429663, 3.6489447416340637, 3.038067078739579]|272.3598246652426269|      0.25000000|[4026, 264, 66, 330]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      67|[3.4858829355604386, 4.310827700914551, 4.994589345795861, 3.6673645898468306, 2.985429006720792, 3.941701956616024, 4.449052221331566, 4.4360869437187365, 3.883753152975063, 3.49268829683064, 4.523510184660214, 4.247894906273771, 3.4249899923242895, 4.095342264112757, 0.0499612418950127, 4.045888741863639, 0.8668013149020379, 2.269900906923955, 2.1134200393117815, 2.1613029462141444, 3.224195989275867, 2.3164227257852423, 4.1964581423953105, 1.9838129349795255, 4.319317335510305, 1.9812489672837363, 3.2629102955964373, 4.845517756358782, 2.9275085177715217, 5.068387065895882, 4.476411234954241, 3.5215665118712725, 4.268649464183533, 2.9593594924683795, 4.962848269158735, 4.735421310957206, 2.857764196065826, 3.4710391399687928, 3.844785213349975, 4.96097803309041, 4.899199016062573, 2.994147121550137, 0.7372831286605606, 4.134981121617333, 3.7492651604402356, 4.349648132877814, 1.671789469089754, 3.18514438205232, 3.6488957352052274, 3.0491139760279444]|271.1117115751039819|      0.50000000|[4087, 268, 67, 335]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      68|[3.4858829355604386, 4.310827700914551, 4.994589345795861, 3.6673645898468306, 2.985429006720792, 3.941701956616024, 4.449052221331566, 4.4360869437187365, 3.883753152975063, 3.49268829683064, 4.523510184660214, 4.247894906273771, 3.4249899923242895, 4.095342264112757, 0.0499612418950127, 4.045888741863639, 0.8668013149020379, 2.269900906923955, 2.1134200393117815, 2.1613029462141444, 3.224195989275867, 2.3164227257852423, 4.1964581423953105, 1.9838129349795255, 4.319317335510305, 1.9812489672837363, 3.2629102955964373, 4.845517756358782, 2.9275085177715217, 5.068387065895882, 4.476411234954241, 3.5215665118712725, 4.268649464183533, 2.9593594924683795, 4.962848269158735, 4.735421310957206, 2.857764196065826, 3.4710391399687928, 3.844785213349975, 4.96097803309041, 4.899199016062573, 2.994147121550137, 0.7372831286605606, 4.134981121617333, 3.7492651604402356, 4.349648132877814, 1.671789469089754, 3.18514438205232, 3.6488957352052274, 3.0491139760279444]|271.1117115751039819|      0.25000000|[4148, 272, 68, 340]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      69|[3.5024955092488192, 4.311431666553108, 4.994895018596779, 3.7439633478613845, 3.026567504455917, 3.937315781979801, 4.432664988811042, 4.414465477519957, 3.8979951842778306, 3.579067722734902, 4.578191071727598, 4.259128770032177, 3.4534084230330526, 4.107095410133915, 0.0445293552538131, 4.0468502044160335, 0.9107750792862825, 2.2957042967167975, 2.152687375348363, 2.149068842111514, 3.1730385570586406, 2.36085211002446, 4.2103812731651855, 1.9992080355965804, 4.320974373991508, 1.8693508870533724, 3.31916419341105, 4.827160463173423, 2.951382669431007, 5.0613473885736555, 4.490640375899346, 3.54015271073822, 4.233350728307603, 2.903112683472887, 4.971341561361852, 4.743012110144439, 2.8971464463247294, 3.463117603085074, 3.7961556218992047, 5.006520153488209, 4.926571014084057, 2.9733120010788765, 0.6973265720190247, 4.167806406398414, 3.730819554584363, 4.3327865800407315, 1.6883787235577763, 3.174635377961929, 3.6359022222213597, 3.0449213859505013]|269.3848091325735936|      0.50000000|[4209, 276, 69, 345]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      70|[3.5024955092488192, 4.311431666553108, 4.994895018596779, 3.7439633478613845, 3.026567504455917, 3.937315781979801, 4.432664988811042, 4.414465477519957, 3.8979951842778306, 3.579067722734902, 4.578191071727598, 4.259128770032177, 3.4534084230330526, 4.107095410133915, 0.0445293552538131, 4.0468502044160335, 0.9107750792862825, 2.2957042967167975, 2.152687375348363, 2.149068842111514, 3.1730385570586406, 2.36085211002446, 4.2103812731651855, 1.9992080355965804, 4.320974373991508, 1.8693508870533724, 3.31916419341105, 4.827160463173423, 2.951382669431007, 5.0613473885736555, 4.490640375899346, 3.54015271073822, 4.233350728307603, 2.903112683472887, 4.971341561361852, 4.743012110144439, 2.8971464463247294, 3.463117603085074, 3.7961556218992047, 5.006520153488209, 4.926571014084057, 2.9733120010788765, 0.6973265720190247, 4.167806406398414, 3.730819554584363, 4.3327865800407315, 1.6883787235577763, 3.174635377961929, 3.6359022222213597, 3.0449213859505013]|269.3848091325735936|      0.25000000|[4270, 280, 70, 350]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      71|[3.5225936976114682, 4.3169394928601585, 5.039275738962362, 3.777522782558586, 2.9843298413300645, 3.960904098480282, 4.443258427470712, 4.446982304470609, 3.893432052009484, 3.5985582563042247, 4.629249452401842, 4.243723120547999, 3.457299549193408, 4.124405812992163, 0.1116672783470226, 4.115299846649581, 0.9599328735426853, 2.29343889933295, 2.1620947769619683, 2.148475607948707, 3.1819124727522454, 2.408371579945219, 4.2361570385330864, 2.0038444302478666, 4.343702372259544, 1.9172474705417053, 3.328756258241505, 4.827750551649137, 2.995406612642004, 5.001413122510996, 4.497006840136423, 3.5851174299991655, 4.250555513387168, 2.9151152157922082, 4.962093006943897, 4.800471575149384, 2.9767069307041596, 3.5164531927105434, 3.8175395764150974, 5.050302399158704, 4.93174662096409, 2.9443366889846856, 0.7289388191907962, 4.205047750459302, 3.6931438377457266, 4.401624186968811, 1.655532856251977, 3.1743816248780443, 3.6172515830483083, 3.06648689052588]|266.5178256278357480|      0.50000000|[4331, 284, 71, 355]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
