k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      90|[1.4890391341847447, 0.1234231460183927, 0.3355640544170005, 1.9269153933805068, -5.67472296744e-05, -0.000371821077826, -0.0002701220597826, -6.12166861152e-05, -0.000434823813638, -0.0001238620497796, 0.000176573229061, 0.0003396826406266, -2.24577169273e-05, 0.0001128745769156, -2.15132024569e-05, 6.63585275078e-05, 0.0003937978357778, -0.0002612809859596, 0.0002806572901805, 4.31421594445e-05, -0.0001562032267338, 0.0001212506872684]| 12.1445846557617188|      0.01000000|[11521, 0, 0, 180]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      91|[1.4890391341847447, 0.1234231460183927, 0.3355640544170005, 1.9269153933805068, -5.67472296744e-05, -0.000371821077826, -0.0002701220597826, -6.12166861152e-05, -0.000434823813638, -0.0001238620497796, 0.000176573229061, 0.0003396826406266, -2.24577169273e-05, 0.0001128745769156, -2.15132024569e-05, 6.63585275078e-05, 0.0003937978357778, -0.0002612809859596, 0.0002806572901805, 4.31421594445e-05, -0.0001562032267338, 0.0001212506872684]| 12.1445846557617188|      0.00100000|[11649, 0, 0, 182]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      92|[1.4883183327029779, 0.1231166293216528, 0.3357278243585074, 1.9274742143546673, -0.0001460407367058, -0.0004330340909848, -0.000310851320883, -7.55197894717e-05, -0.0004471018831089, -0.0001649737784561, 0.0001985537620828, 0.0003717084919204, -7.73122280214e-05, 0.0001279384812203, -3.79851821613e-05, -5.95969081191e-05, 0.0004303101007695, -0.0001970812102677, 0.0003404838832946, 6.37038988928e-05, -0.0001546431120176, 8.09209087612e-05]| 12.1445827484130859|      0.01000000|[11777, 0, 0, 184]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      93|[1.4883183327029779, 0.1231166293216528, 0.3357278243585074, 1.9274742143546673, -0.0001460407367058, -0.0004330340909848, -0.000310851320883, -7.55197894717e-05, -0.0004471018831089, -0.0001649737784561, 0.0001985537620828, 0.0003717084919204, -7.73122280214e-05, 0.0001279384812203, -3.79851821613e-05, -5.95969081191e-05, 0.0004303101007695, -0.0001970812102677, 0.0003404838832946, 6.37038988928e-05, -0.0001546431120176, 8.09209087612e-05]| 12.1445827484130859|      0.00100000|[11905, 0, 0, 186]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      94|[1.4876474291358799, 0.1227764320173599, 0.3358997784357327, 1.9280366909734883, -0.0002115592309454, -0.0004318889841, -0.0002750881279326, -0.0001950771551485, -0.0005378070166587, -0.0002387580201837, 0.0002253784468149, 0.0004206923551889, -1.29432018001e-05, 5.28178559809e-05, -0.0001271112052229, -0.0001592210218579, 0.0003310163102275, -0.0001928493995144, 0.0004339115933885, 7.02573181152e-05, -0.0001905227135595, 0.000143829470675]| 12.1445808410644531|      0.01000000|[12033, 0, 0, 188]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      95|[1.4876474291358799, 0.1227764320173599, 0.3358997784357327, 1.9280366909734883, -0.0002115592309454, -0.0004318889841, -0.0002750881279326, -0.0001950771551485, -0.0005378070166587, -0.0002387580201837, 0.0002253784468149, 0.0004206923551889, -1.29432018001e-05, 5.28178559809e-05, -0.0001271112052229, -0.0001592210218579, 0.0003310163102275, -0.0001928493995144, 0.0004339115933885, 7.02573181152e-05, -0.0001905227135595, 0.000143829470675]| 12.1445808410644531|      0.00100000|[12161, 0, 0, 190]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      96|[1.4869672659850213, 0.1226980829649453, 0.3360659423695211, 1.9286717145919174, -0.0003330566606625, -0.0004952696645684, -0.0001870069967905, -0.0002485332783753, -0.000446103372402, -0.000177736557191, 0.0002741712863934, 0.0002898654915893, -1.21292705361e-05, -1.56900813327e-05, -0.0002848610461426, -9.95034871008e-05, 0.0003407841856819, -0.0002207729951233, 0.0004486813890319, 8.61068024629e-05, -0.0002471324619931, 0.0001845179001476]| 12.1445789337158203|      0.01000000|[12289, 0, 0, 192]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      97|[1.4869672659850213, 0.1226980829649453, 0.3360659423695211, 1.9286717145919174, -0.0003330566606625, -0.0004952696645684, -0.0001870069967905, -0.0002485332783753, -0.000446103372402, -0.000177736557191, 0.0002741712863934, 0.0002898654915893, -1.21292705361e-05, -1.56900813327e-05, -0.0002848610461426, -9.95034871008e-05, 0.0003407841856819, -0.0002207729951233, 0.0004486813890319, 8.61068024629e-05, -0.0002471324619931, 0.0001845179001476]| 12.1445789337158203|      0.00100000|[12417, 0, 0, 194]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      98|[1.4862332018388678, 0.1225407787529103, 0.336194016035546, 1.9292015388314845, -0.000187766212421, -0.0006778255320705, -0.0001135844501879, -0.0003111002579851, -0.0005406933600598, -0.0001658831856101, 0.0002437106274599, 0.0003678821588295, -4.34534675128e-05, -0.0001546231419139, -0.0001710432366822, -0.0001062615036819, 0.000284901036736, -0.0001495538899626, 0.0005284860364074, 0.0001691990425105, -0.0001800468981715, 0.000198393105774]| 12.1445770263671875|      0.01000000|[12545, 0, 0, 196]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      99|[1.4862332018388678, 0.1225407787529103, 0.336194016035546, 1.9292015388314845, -0.000187766212421, -0.0006778255320705, -0.0001135844501879, -0.0003111002579851, -0.0005406933600598, -0.0001658831856101, 0.0002437106274599, 0.0003678821588295, -4.34534675128e-05, -0.0001546231419139, -0.0001710432366822, -0.0001062615036819, 0.000284901036736, -0.0001495538899626, 0.0005284860364074, 0.0001691990425105, -0.0001800468981715, 0.000198393105774]| 12.1445770263671875|      0.00100000|[12673, 0, 0, 198]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     100|[1.485480665703577, 0.1223366911294245, 0.3364129601132128, 1.9297584287381269, -0.0001394781711672, -0.0007171281559391, -0.0001111477497522, -0.0003286274357719, -0.0005309877861109, -0.0002056433105349, 0.0003291389109552, 0.0003757556763647, 5.5366845595e-06, -0.0001521412763268, -0.0002478765625146, -0.0001534696121117, 0.0002613027823529, -0.0001145158208719, 0.0005677332262422, 0.0002052002965701, -0.0002543981789419, 0.0002063215575412]| 12.1445751190185547|      0.01000000|[12801, 0, 0, 200]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     101|[1.485480665703577, 0.1223366911294245, 0.3364129601132128, 1.9297584287381269, -0.0001394781711672, -0.0007171281559391, -0.0001111477497522, -0.0003286274357719, -0.0005309877861109, -0.0002056433105349, 0.0003291389109552, 0.0003757556763647, 5.5366845595e-06, -0.0001521412763268, -0.0002478765625146, -0.0001534696121117, 0.0002613027823529, -0.0001145158208719, 0.0005677332262422, 0.0002052002965701, -0.0002543981789419, 0.0002063215575412]| 12.1445751190185547|      0.00100000|[12929, 0, 0, 202]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     102|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.01000000|[13057, 0, 0, 204]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     103|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00100000|[13185, 0, 0, 206]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     104|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00010000|[13313, 0, 0, 208]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     105|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00001000|[13440, 0, 0, 210]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     106|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00000100|[13567, 0, 0, 212]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     107|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00000010|[13694, 0, 0, 214]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     108|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00000001|[13821, 0, 0, 216]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     109|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00000000|[13948, 0, 0, 218]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     110|[1.4847233017404642, 0.1220134744174961, 0.3365554259798293, 1.9301625175849084, -0.0002670629763362, -0.000826845547723, -3.21382082052e-05, -0.0003695056647197, -0.0005032713129732, -0.0002832096794047, 0.0001422216620031, 0.0002998326341498, -4.47365734534e-05, -2.1134883063e-05, -0.0002947734342949, -0.0002043333065345, 0.0002188425323091, -9.12231639729e-05, 0.0004794733445937, 0.0003155779631801, -0.0002941837482185, 0.0002853922406157]| 12.1445732116699219|      0.00000000|[14075, 0, 0, 220]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
