k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|      1.11111111|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
      92|[1.7045886216394344, -0.2290831905967763, -0.110918440638448, 1.8597441805715285, 0.2445265352696959, 0.43818943244012, 0.799103908822616, 0.0638632851622672, -0.7426078139519979, -0.2531678694739416, -0.1573653051178892, -0.1179190828405747, 0.6438821063787113, -0.0516439101499449, -0.0672648275866176, -0.4226903728372315, 0.2768767702771707, 0.0873180007086808, -0.4013452731304484, 0.8548390061006286, -0.5157988979252054, 0.0774830537454708]| 12.1449222564697266|      0.00273893|[2418, 368, 0, 184]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      93|[1.7045886216394344, -0.2290831905967763, -0.110918440638448, 1.8597441805715285, 0.2445265352696959, 0.43818943244012, 0.799103908822616, 0.0638632851622672, -0.7426078139519979, -0.2531678694739416, -0.1573653051178892, -0.1179190828405747, 0.6438821063787113, -0.0516439101499449, -0.0672648275866176, -0.4226903728372315, 0.2768767702771707, 0.0873180007086808, -0.4013452731304484, 0.8548390061006286, -0.5157988979252054, 0.0774830537454708]| 12.1449222564697266|      0.00246503|[2445, 372, 0, 186]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      94|[1.7045886216394344, -0.2290831905967763, -0.110918440638448, 1.8597441805715285, 0.2445265352696959, 0.43818943244012, 0.799103908822616, 0.0638632851622672, -0.7426078139519979, -0.2531678694739416, -0.1573653051178892, -0.1179190828405747, 0.6438821063787113, -0.0516439101499449, -0.0672648275866176, -0.4226903728372315, 0.2768767702771707, 0.0873180007086808, -0.4013452731304484, 0.8548390061006286, -0.5157988979252054, 0.0774830537454708]| 12.1449222564697266|      0.00221853|[2471, 376, 0, 188]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      95|[1.7037736886484194, -0.2291741495825513, -0.1103122893319748, 1.860368056000677, 0.2440741615379828, 0.4383839842500048, 0.7986564643520341, 0.0644276063423117, -0.7425392428814948, -0.2532048633148722, -0.1565362422069406, -0.1183345248291846, 0.6437446710385941, -0.0507958850863449, -0.0673293151092434, -0.4221820318980886, 0.2769577338921337, 0.0875186302265333, -0.4019110129035608, 0.8548810801701778, -0.5164380501655247, 0.0771865279012958]| 12.1449203491210938|      0.00246503|[2497, 380, 0, 190]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      96|[1.7037736886484194, -0.2291741495825513, -0.1103122893319748, 1.860368056000677, 0.2440741615379828, 0.4383839842500048, 0.7986564643520341, 0.0644276063423117, -0.7425392428814948, -0.2532048633148722, -0.1565362422069406, -0.1183345248291846, 0.6437446710385941, -0.0507958850863449, -0.0673293151092434, -0.4221820318980886, 0.2769577338921337, 0.0875186302265333, -0.4019110129035608, 0.8548810801701778, -0.5164380501655247, 0.0771865279012958]| 12.1449203491210938|      0.00221853|[2523, 384, 0, 192]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      97|[1.7027900623052956, -0.2301208015315994, -0.1103110560957582, 1.861405098252332, 0.2441420022119089, 0.4382150548857814, 0.7986604086210509, 0.0653540982825282, -0.7423069536024882, -0.2535211690942215, -0.1563116983754656, -0.1181080659122861, 0.6432131613525108, -0.0510909385185091, -0.0674074749653636, -0.4224272513679291, 0.2769003621175901, 0.0878259217830815, -0.4018456933538277, 0.8552858159934185, -0.516130471116498, 0.077384758962037]| 12.1449165344238281|      0.00246503|[2549, 388, 0, 194]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
      98|[1.7027900623052956, -0.2301208015315994, -0.1103110560957582, 1.861405098252332, 0.2441420022119089, 0.4382150548857814, 0.7986604086210509, 0.0653540982825282, -0.7423069536024882, -0.2535211690942215, -0.1563116983754656, -0.1181080659122861, 0.6432131613525108, -0.0510909385185091, -0.0674074749653636, -0.4224272513679291, 0.2769003621175901, 0.0878259217830815, -0.4018456933538277, 0.8552858159934185, -0.516130471116498, 0.077384758962037]| 12.1449165344238281|      0.00221853|[2575, 392, 0, 196]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      99|[1.7015253570894044, -0.230629595018334, -0.1096008440603024, 1.8614575233059794, 0.2445135356150031, 0.437910406650664, 0.799296362873314, 0.0649466326143279, -0.7424359647441635, -0.2539371390945896, -0.1561971758080893, -0.1181598816819693, 0.6431529809130286, -0.0514972998369669, -0.0679909740462685, -0.4222380393413744, 0.2766878725598456, 0.0873548054681773, -0.400987908886452, 0.8553062172409647, -0.5160952247813828, 0.0773884519269372]| 12.1449146270751953|      0.00246503|[2602, 396, 0, 198]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     100|[1.7004935268403119, -0.2309250448030222, -0.1091289308090271, 1.8622421679606933, 0.2442606759391733, 0.4379381363906332, 0.7995209414639542, 0.0642874194481083, -0.7420823300800437, -0.2530223449400957, -0.1560890033125221, -0.1182359741162639, 0.643755690088571, -0.0519085892726237, -0.0690411041956629, -0.4220618306200913, 0.2770316198019313, 0.087083924171694, -0.4011360313973834, 0.8548263704501833, -0.5167057107946279, 0.0771158800783656]| 12.1449117660522461|      0.00273893|[2628, 400, 0, 200]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     101|[1.7004935268403119, -0.2309250448030222, -0.1091289308090271, 1.8622421679606933, 0.2442606759391733, 0.4379381363906332, 0.7995209414639542, 0.0642874194481083, -0.7420823300800437, -0.2530223449400957, -0.1560890033125221, -0.1182359741162639, 0.643755690088571, -0.0519085892726237, -0.0690411041956629, -0.4220618306200913, 0.2770316198019313, 0.087083924171694, -0.4011360313973834, 0.8548263704501833, -0.5167057107946279, 0.0771158800783656]| 12.1449117660522461|      0.00246503|[2655, 404, 0, 202]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     102|[1.6998633737968796, -0.2317531019996675, -0.1083045245952537, 1.8637104864607474, 0.2437639486069876, 0.4383701739860246, 0.7993164682207297, 0.0645830351724264, -0.7424182372205459, -0.2531704657764631, -0.1559136975839268, -0.1182184902975386, 0.6442425778220708, -0.0517415388037273, -0.0688289049128563, -0.4214565396998806, 0.2767722901060913, 0.0868783545757521, -0.4008393592590627, 0.8542301569918529, -0.5164686533432219, 0.0774954232832857]| 12.1449079513549805|      0.00273893|[2681, 408, 0, 204]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     103|[1.6998633737968796, -0.2317531019996675, -0.1083045245952537, 1.8637104864607474, 0.2437639486069876, 0.4383701739860246, 0.7993164682207297, 0.0645830351724264, -0.7424182372205459, -0.2531704657764631, -0.1559136975839268, -0.1182184902975386, 0.6442425778220708, -0.0517415388037273, -0.0688289049128563, -0.4214565396998806, 0.2767722901060913, 0.0868783545757521, -0.4008393592590627, 0.8542301569918529, -0.5164686533432219, 0.0774954232832857]| 12.1449079513549805|      0.00246503|[2707, 412, 0, 206]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     104|[1.6998633737968796, -0.2317531019996675, -0.1083045245952537, 1.8637104864607474, 0.2437639486069876, 0.4383701739860246, 0.7993164682207297, 0.0645830351724264, -0.7424182372205459, -0.2531704657764631, -0.1559136975839268, -0.1182184902975386, 0.6442425778220708, -0.0517415388037273, -0.0688289049128563, -0.4214565396998806, 0.2767722901060913, 0.0868783545757521, -0.4008393592590627, 0.8542301569918529, -0.5164686533432219, 0.0774954232832857]| 12.1449079513549805|      0.00221853|[2733, 416, 0, 208]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     105|[1.6985449380365358, -0.2320007536449806, -0.1072670402840632, 1.8644166973007803, 0.243646515631283, 0.4379757354218469, 0.7989900359167301, 0.064179048139376, -0.7427149994593227, -0.2534653544502053, -0.1556319824772743, -0.1183813587909934, 0.6447428149600765, -0.0518628590601619, -0.0691251887597763, -0.4217021253820392, 0.2764436971812217, 0.0867520920534986, -0.4008486790798106, 0.85435518825726, -0.5168197039252862, 0.0771065882625996]| 12.1449050903320312|      0.00246503|[2759, 420, 0, 210]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     106|[1.6985449380365358, -0.2320007536449806, -0.1072670402840632, 1.8644166973007803, 0.243646515631283, 0.4379757354218469, 0.7989900359167301, 0.064179048139376, -0.7427149994593227, -0.2534653544502053, -0.1556319824772743, -0.1183813587909934, 0.6447428149600765, -0.0518628590601619, -0.0691251887597763, -0.4217021253820392, 0.2764436971812217, 0.0867520920534986, -0.4008486790798106, 0.85435518825726, -0.5168197039252862, 0.0771065882625996]| 12.1449050903320312|      0.00221853|[2787, 424, 0, 212]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     107|[1.6985449380365358, -0.2320007536449806, -0.1072670402840632, 1.8644166973007803, 0.243646515631283, 0.4379757354218469, 0.7989900359167301, 0.064179048139376, -0.7427149994593227, -0.2534653544502053, -0.1556319824772743, -0.1183813587909934, 0.6447428149600765, -0.0518628590601619, -0.0691251887597763, -0.4217021253820392, 0.2764436971812217, 0.0867520920534986, -0.4008486790798106, 0.85435518825726, -0.5168197039252862, 0.0771065882625996]| 12.1449050903320312|      0.00199668|[2813, 428, 0, 214]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     108|[1.697704665275411, -0.2328817686596514, -0.1072541445885498, 1.864638213865741, 0.2439338827696155, 0.4373542895782336, 0.798712297457804, 0.0640554260678114, -0.7428170982298663, -0.2538629762957185, -0.1552475167695685, -0.1186149595338774, 0.6451271158197581, -0.0521270150588309, -0.0684574568060906, -0.4214753398646197, 0.2757269941983658, 0.0866059079577318, -0.4011234886446503, 0.8543854008220393, -0.516381856919153, 0.0770345033164584]| 12.1449022293090820|      0.00221853|[2840, 432, 0, 216]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     109|[1.696410340929778, -0.2335663289218659, -0.1066389310675555, 1.8646601498979576, 0.2437697389142809, 0.4377003625731509, 0.7991794179141399, 0.0637203206429156, -0.7423301059102893, -0.2537710458581623, -0.1549165672308447, -0.1185560715626801, 0.6447968502011567, -0.0514893206978725, -0.0679566012652456, -0.421379133831472, 0.2760955482071049, 0.0868002798601296, -0.4012060843366603, 0.8548224376339084, -0.5157373684601774, 0.0770580885282575]| 12.1449003219604492|      0.00246503|[2867, 436, 0, 218]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     110|[1.696410340929778, -0.2335663289218659, -0.1066389310675555, 1.8646601498979576, 0.2437697389142809, 0.4377003625731509, 0.7991794179141399, 0.0637203206429156, -0.7423301059102893, -0.2537710458581623, -0.1549165672308447, -0.1185560715626801, 0.6447968502011567, -0.0514893206978725, -0.0679566012652456, -0.421379133831472, 0.2760955482071049, 0.0868002798601296, -0.4012060843366603, 0.8548224376339084, -0.5157373684601774, 0.0770580885282575]| 12.1449003219604492|      0.00221853|[2893, 440, 0, 220]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
