k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6095535766751647, 0.0519688242793704, 0.1352853346516554, 0.7793853711056846, 9.25922738e-08, -2.290994829e-07, 9.7811514e-09, -5.61985531e-08, 1.38745283e-08, 7.50007122e-08, -9.11331411e-08, 9.77812098e-08, -6.93945017e-08, -2.47528215e-08, -3.50050131e-08, 2.357223807e-07, -1.14666658e-07, 2.24034982e-08, 6.28013334e-08, 8.30680029e-08, 4.88573252e-08, 3.07380168e-08]| 13.1512060165405273|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      90|[1.4778208125067498, 0.1186648682508331, 0.3377164277585826, 1.9358807742698416, -9.19303386247e-05, -0.0001786517944916, 0.000152798772858, -0.0002164113715839, 0.0003937565860715, -0.0003314829678677, 0.0004971971244995, -0.0001400710077321, 0.0005997469191922, -1.3910471666e-05, -1.0921007743e-06, -0.0004230387685487, 0.0005903357500259, -0.0002356025817064, -0.0002700733798731, 0.0005782293020776, -0.0001593171447293, 6.68497582973e-05]| 12.1445541381835938|      0.00097656|[11521, 0, 0, 180]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      91|[1.4771200850448007, 0.1182798084503082, 0.3378302531155781, 1.9363731119916698, -5.67349965682e-05, -0.000179031428104, 0.0002328401403981, -0.0001933240717266, 0.0004868805944475, -0.0004502074016054, 0.0005307682463272, -8.381943301e-05, 0.0005507185379665, -1.37032549819e-05, 6.51790396375e-05, -0.0004393705147627, 0.0006037526268801, -0.0001487788145509, -0.0002423006002708, 0.0006448072161471, -0.0001923365749557, 0.0001189965818713]| 12.1445522308349609|      0.00195312|[11649, 0, 0, 182]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      92|[1.4771200850448007, 0.1182798084503082, 0.3378302531155781, 1.9363731119916698, -5.67349965682e-05, -0.000179031428104, 0.0002328401403981, -0.0001933240717266, 0.0004868805944475, -0.0004502074016054, 0.0005307682463272, -8.381943301e-05, 0.0005507185379665, -1.37032549819e-05, 6.51790396375e-05, -0.0004393705147627, 0.0006037526268801, -0.0001487788145509, -0.0002423006002708, 0.0006448072161471, -0.0001923365749557, 0.0001189965818713]| 12.1445522308349609|      0.00097656|[11777, 0, 0, 184]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      93|[1.4764744815245436, 0.1180539537205351, 0.338039167418, 1.9370014976679046, -2.19721381332e-05, -0.0001650008814333, 0.0003007543310456, -0.0001389474233552, 0.0004760707423757, -0.0004168401754026, 0.0005505989090754, -2.16903954031e-05, 0.0005086604336479, 3.42427991942e-05, 0.0001503191961068, -0.0003816092143439, 0.0006687555540059, -0.0001683008762109, -0.0002756184623453, 0.0007352718759616, -0.0002097987156357, 5.55137764775e-05]| 12.1445503234863281|      0.00195312|[11905, 0, 0, 186]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      94|[1.4764744815245436, 0.1180539537205351, 0.338039167418, 1.9370014976679046, -2.19721381332e-05, -0.0001650008814333, 0.0003007543310456, -0.0001389474233552, 0.0004760707423757, -0.0004168401754026, 0.0005505989090754, -2.16903954031e-05, 0.0005086604336479, 3.42427991942e-05, 0.0001503191961068, -0.0003816092143439, 0.0006687555540059, -0.0001683008762109, -0.0002756184623453, 0.0007352718759616, -0.0002097987156357, 5.55137764775e-05]| 12.1445503234863281|      0.00097656|[12033, 0, 0, 188]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      95|[1.4756758538666213, 0.1177844299722135, 0.3381296208718131, 1.9374322189846078, -2.21840583953e-05, -0.0002374252218444, 0.0003939481900979, -0.0001127038266228, 0.0004174066566911, -0.0004377474678391, 0.000540399704635, -3.52590930987e-05, 0.0005768803390812, 7.63084543421e-05, 0.0001017565970806, -0.000450063290668, 0.0006964354203596, -0.0001001894258825, -0.0002810851996247, 0.0006340655954474, -0.0001835777553266, 8.55692810803e-05]| 12.1445484161376953|      0.00195312|[12161, 0, 0, 190]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      96|[1.4756758538666213, 0.1177844299722135, 0.3381296208718131, 1.9374322189846078, -2.21840583953e-05, -0.0002374252218444, 0.0003939481900979, -0.0001127038266228, 0.0004174066566911, -0.0004377474678391, 0.000540399704635, -3.52590930987e-05, 0.0005768803390812, 7.63084543421e-05, 0.0001017565970806, -0.000450063290668, 0.0006964354203596, -0.0001001894258825, -0.0002810851996247, 0.0006340655954474, -0.0001835777553266, 8.55692810803e-05]| 12.1445484161376953|      0.00097656|[12289, 0, 0, 192]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      97|[1.4749667605348074, 0.1174329361058981, 0.3382663962663481, 1.9379323603619534, -3.24593505802e-05, -0.0003163089661047, 0.0002962230902396, -9.27435422267e-05, 0.0004342477214476, -0.0003685515884214, 0.0004550491115204, -0.00011889844781, 0.0005339791806097, 0.0001079578445603, 7.32313044346e-05, -0.0004186894611006, 0.0007505615202763, -0.000194211864414, -0.0002218105336193, 0.0006481834178493, -0.0002125016062327, 4.22578127909e-05]| 12.1445465087890625|      0.00195312|[12417, 0, 0, 194]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
      98|[1.4749667605348074, 0.1174329361058981, 0.3382663962663481, 1.9379323603619534, -3.24593505802e-05, -0.0003163089661047, 0.0002962230902396, -9.27435422267e-05, 0.0004342477214476, -0.0003685515884214, 0.0004550491115204, -0.00011889844781, 0.0005339791806097, 0.0001079578445603, 7.32313044346e-05, -0.0004186894611006, 0.0007505615202763, -0.000194211864414, -0.0002218105336193, 0.0006481834178493, -0.0002125016062327, 4.22578127909e-05]| 12.1445465087890625|      0.00097656|[12545, 0, 0, 196]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      99|[1.474330083639408, 0.1171759663041551, 0.3384073907418652, 1.9385627822769822, -0.0001027998124893, -0.0002914018364026, 0.0003071891996779, -0.0001521437716692, 0.0003928098021012, -0.0005245860224996, 0.0004385955872439, -0.0001123820643225, 0.0005485326437051, 9.09117066193e-05, 3.80431905736e-05, -0.0004445067157609, 0.0007100093382909, -0.0002200324367081, -0.0003144366003328, 0.0005618782884574, -0.0002764204986764, 0.0001096836332518]| 12.1445446014404297|      0.00195312|[12673, 0, 0, 198]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     100|[1.474330083639408, 0.1171759663041551, 0.3384073907418652, 1.9385627822769822, -0.0001027998124893, -0.0002914018364026, 0.0003071891996779, -0.0001521437716692, 0.0003928098021012, -0.0005245860224996, 0.0004385955872439, -0.0001123820643225, 0.0005485326437051, 9.09117066193e-05, 3.80431905736e-05, -0.0004445067157609, 0.0007100093382909, -0.0002200324367081, -0.0003144366003328, 0.0005618782884574, -0.0002764204986764, 0.0001096836332518]| 12.1445446014404297|      0.00097656|[12801, 0, 0, 200]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     101|[1.4736517603903947, 0.1168750522214225, 0.3386316761651559, 1.9391229910990695, -0.0001386575414296, -0.0002864256498856, 0.0003984126523686, -0.000110448654188, 0.0004242497204531, -0.000487999823032, 0.0004026801634279, -0.0002050893922602, 0.0006146765006649, 0.0001159042898533, -4.26894545681e-05, -0.0004042606641355, 0.0007151210674044, -0.0001869378307833, -0.0003183660204698, 0.000544718354022, -0.0002652336106058, 0.0001339493287441]| 12.1445426940917969|      0.00195312|[12929, 0, 0, 202]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     102|[1.4736517603903947, 0.1168750522214225, 0.3386316761651559, 1.9391229910990695, -0.0001386575414296, -0.0002864256498856, 0.0003984126523686, -0.000110448654188, 0.0004242497204531, -0.000487999823032, 0.0004026801634279, -0.0002050893922602, 0.0006146765006649, 0.0001159042898533, -4.26894545681e-05, -0.0004042606641355, 0.0007151210674044, -0.0001869378307833, -0.0003183660204698, 0.000544718354022, -0.0002652336106058, 0.0001339493287441]| 12.1445426940917969|      0.00097656|[13057, 0, 0, 204]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     103|[1.4736517603903947, 0.1168750522214225, 0.3386316761651559, 1.9391229910990695, -0.0001386575414296, -0.0002864256498856, 0.0003984126523686, -0.000110448654188, 0.0004242497204531, -0.000487999823032, 0.0004026801634279, -0.0002050893922602, 0.0006146765006649, 0.0001159042898533, -4.26894545681e-05, -0.0004042606641355, 0.0007151210674044, -0.0001869378307833, -0.0003183660204698, 0.000544718354022, -0.0002652336106058, 0.0001339493287441]| 12.1445426940917969|      0.00048828|[13185, 0, 0, 206]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     104|[1.4732814344657121, 0.1167381540955163, 0.3387767969899671, 1.93928711922563, -0.0001871506607243, -0.0002242899251494, 0.0004142393113682, -6.92343256785e-05, 0.0004909369878193, -0.0004740931353663, 0.0003906653147663, -0.0001238318611571, 0.0006927592850509, 0.0001666969838686, -7.01852318057e-05, -0.0003796385825712, 0.0007160771723322, -0.000156360310137, -0.000336189297109, 0.0005669050842876, -0.0002947928333433, 8.56773890662e-05]| 12.1445417404174805|      0.00097656|[13313, 0, 0, 208]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     105|[1.472558589785775, 0.1163904813945596, 0.3389949981768, 1.939735505531988, -0.000164187375836, -0.0002318600624447, 0.0004240035442347, 6.88872928104e-05, 0.0004598725486501, -0.0004908186364901, 0.0003408658729293, -0.0001458026918397, 0.000801042446448, 0.0001779938309909, -0.0001663353878556, -0.0003515672911322, 0.0007149831116689, -0.0001443207804333, -0.0002225373523044, 0.0005952248343582, -0.000286418968283, 0.0001286401906604]| 12.1445398330688477|      0.00195312|[13441, 0, 0, 210]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     106|[1.472558589785775, 0.1163904813945596, 0.3389949981768, 1.939735505531988, -0.000164187375836, -0.0002318600624447, 0.0004240035442347, 6.88872928104e-05, 0.0004598725486501, -0.0004908186364901, 0.0003408658729293, -0.0001458026918397, 0.000801042446448, 0.0001779938309909, -0.0001663353878556, -0.0003515672911322, 0.0007149831116689, -0.0001443207804333, -0.0002225373523044, 0.0005952248343582, -0.000286418968283, 0.0001286401906604]| 12.1445398330688477|      0.00097656|[13569, 0, 0, 212]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     107|[1.4719150990024683, 0.1161976407582278, 0.3392454026419885, 1.9403503278450012, -0.0001551540587304, -0.0001286600701468, 0.0003758909770363, 5.84675377962e-05, 0.000433727473843, -0.0005679323532911, 0.000344503577363, -9.45305148476e-05, 0.0007718125079389, 9.00052465562e-05, -0.0002286381873678, -0.0003092415743755, 0.0008371812993412, -0.0001707021223142, -0.0001921140517995, 0.0005127055795893, -0.0003012248527104, 9.09828014106e-05]| 12.1445379257202148|      0.00195312|[13697, 0, 0, 214]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
     108|[1.4719150990024683, 0.1161976407582278, 0.3392454026419885, 1.9403503278450012, -0.0001551540587304, -0.0001286600701468, 0.0003758909770363, 5.84675377962e-05, 0.000433727473843, -0.0005679323532911, 0.000344503577363, -9.45305148476e-05, 0.0007718125079389, 9.00052465562e-05, -0.0002286381873678, -0.0003092415743755, 0.0008371812993412, -0.0001707021223142, -0.0001921140517995, 0.0005127055795893, -0.0003012248527104, 9.09828014106e-05]| 12.1445379257202148|      0.00097656|[13825, 0, 0, 216]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     109|[1.4719150990024683, 0.1161976407582278, 0.3392454026419885, 1.9403503278450012, -0.0001551540587304, -0.0001286600701468, 0.0003758909770363, 5.84675377962e-05, 0.000433727473843, -0.0005679323532911, 0.000344503577363, -9.45305148476e-05, 0.0007718125079389, 9.00052465562e-05, -0.0002286381873678, -0.0003092415743755, 0.0008371812993412, -0.0001707021223142, -0.0001921140517995, 0.0005127055795893, -0.0003012248527104, 9.09828014106e-05]| 12.1445379257202148|      0.00048828|[13953, 0, 0, 218]                                                         |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
     110|[1.4716580519368403, 0.115984788678054, 0.339220870083554, 1.9405704702655775, -0.0001243552333813, -0.0001130742537024, 0.0003133896065127, 5.02620364183e-05, 0.0004317674243762, -0.0006369310494675, 0.0003007592623453, -0.0001732071986153, 0.000793689647066, 0.0002792734721747, -0.0002634466345898, -0.0003219187285374, 0.0007634449344216, -0.0002047309974999, -0.0001004932970857, 0.0004732946369595, -0.0002661566034167, 0.0001580318073525]| 12.1445369720458984|      0.00097656|[14081, 0, 0, 220]                                                         |  | trying linear partial model with 65 points | iterate success | actual_k=0
