k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3734817504882812, 0.13620525598526, 0.0264961533248425, 0.1698487997055054, 0.0445046201348305, -0.0296584777534008, -0.0392593517899513, -0.0175582468509674, -0.0334789045155048, -0.1159866973757744, -0.101704940199852, 0.0853810235857964, 0.0758075267076492, 0.1007518246769905, -0.2191238105297089, 0.2685894072055817, -0.2170520573854446, -0.4612997174263, -0.0733866170048714, -0.2470196336507797, 0.2105785012245178, -0.1156946942210197]| 14.2047910690307617|      2.00000000|[34, 5, 0, 1]                                                              | | GPS sucess | actual_k=8
     104|[-62.03928480297327, 3.2023084610700607, 18.326969988644123, 48.27101396210492, 2.3948656390421093, -42.20074965618551, -12.516393881291151, -10.680796172469854, 6.944045450538397, -20.11416315101087, 8.496720876544714, -5.0389318112283945, 18.921799961477518, -15.648691548034549, 43.58332035318017, 44.05462829768658, 20.46895867213607, -10.820504806935787, 13.97334282216616, 52.91030451096594, -6.8917621043510735, -27.35405803285539]| 11.9964342117309570|      4.00000000|[3461, 492, 0, 104]                                                        |  | used linear model with 39 points | actual_k=8
     105|[-61.96888625621796, 4.432313725352287, 16.754656679928303, 48.49582225270569, 2.2964447583071887, -43.06265934370458, -13.089433830231428, -10.545660000294447, 6.513753440231085, -20.13213513046503, 8.06169768795371, -5.002675300464034, 19.718900326639414, -16.207647694274783, 43.75879869237542, 42.53724019229412, 20.283995892852545, -10.485830776393414, 13.370672748656943, 53.441449547186494, -6.128592636901885, -27.691880321130157]| 11.9948558807373047|      8.00000000|[3493, 498, 0, 105]                                                        | | GPS sucess | actual_k=8
     106|[-61.96888625621796, 4.432313725352287, 16.754656679928303, 48.49582225270569, 2.2964447583071887, -43.06265934370458, -13.089433830231428, -10.545660000294447, 6.513753440231085, -20.13213513046503, 8.06169768795371, -5.002675300464034, 19.718900326639414, -16.207647694274783, 43.75879869237542, 42.53724019229412, 20.283995892852545, -10.485830776393414, 13.370672748656943, 53.441449547186494, -6.128592636901885, -27.691880321130157]| 11.9948558807373047|      4.00000000|[3524, 505, 0, 106]                                                        |  | used linear model with 39 points | actual_k=8
     107|[-61.96888625621796, 4.432313725352287, 16.754656679928303, 48.49582225270569, 2.2964447583071887, -43.06265934370458, -13.089433830231428, -10.545660000294447, 6.513753440231085, -20.13213513046503, 8.06169768795371, -5.002675300464034, 19.718900326639414, -16.207647694274783, 43.75879869237542, 42.53724019229412, 20.283995892852545, -10.485830776393414, 13.370672748656943, 53.441449547186494, -6.128592636901885, -27.691880321130157]| 11.9948558807373047|      2.00000000|[3558, 509, 0, 107]                                                        |  | used linear model with 39 points | actual_k=8
     108|[-62.48410922288895, 3.8417452424764633, 16.919425509870052, 48.863737346604466, 2.5733563150279224, -42.67995225451887, -13.334504541009665, -11.055335085839033, 6.671812351793051, -20.00574404746294, 8.056381412781775, -5.628193562850356, 20.137696031481028, -15.448682321235538, 43.92595452442765, 42.79551850259304, 19.96950700506568, -10.233585707843304, 12.82472096499987, 53.10795401968062, -6.230707210022956, -27.940112566575408]| 11.9941225051879883|      4.00000000|[3592, 513, 0, 108]                                                        | | GPS sucess | actual_k=8
     109|[-63.61490482091904, 4.941888198256493, 18.136843226850033, 49.5696125049144, 3.169731243979186, -42.95767297409475, -13.948105927556753, -12.14573149010539, 5.66881125792861, -20.23110457509756, 9.290732928551733, -4.650223379954696, 20.632530752569437, -14.813744438812137, 44.27319094911218, 42.57477559149265, 19.757890071719885, -9.456989161670208, 12.684637339087203, 53.52234842814505, -6.294324595946819, -29.6328662391752]| 11.9917917251586914|      8.00000000|[3626, 517, 0, 109]                                                        | | GPS sucess | actual_k=8
     110|[-63.61490482091904, 4.941888198256493, 18.136843226850033, 49.5696125049144, 3.169731243979186, -42.95767297409475, -13.948105927556753, -12.14573149010539, 5.66881125792861, -20.23110457509756, 9.290732928551733, -4.650223379954696, 20.632530752569437, -14.813744438812137, 44.27319094911218, 42.57477559149265, 19.757890071719885, -9.456989161670208, 12.684637339087203, 53.52234842814505, -6.294324595946819, -29.6328662391752]| 11.9917917251586914|      4.00000000|[3657, 524, 0, 110]                                                        |  | used linear model with 39 points | actual_k=8
     111|[-64.97180861234665, 4.658517315983772, 16.043182395398617, 51.00726926513016, 3.8859767164103687, -42.688720693811774, -13.092398043721914, -12.751861732453108, 6.319033678621054, -20.086049489676952, 8.950015523470938, -3.6507042106240988, 20.652575246989727, -14.732769152149558, 42.95860097184777, 42.60484983026981, 20.113337691873312, -9.094148866832256, 12.751761854859069, 53.61874167062342, -7.115419108886272, -30.54965261183679]| 11.9885578155517578|      8.00000000|[3691, 528, 0, 111]                                                        | | GPS sucess | actual_k=8
     112|[-65.91359329223633, 3.7665365487337112, 15.862249709665775, 51.78451866097748, 1.8231789316050708, -45.71327613852918, -12.865036573261023, -15.128838699311018, 8.806435402482748, -22.174709491431713, 10.078270175494254, -4.4960364159196615, 20.847091622650623, -14.169364472851157, 42.962874609511346, 41.73046286404133, 19.345717545598745, -6.438045971095562, 16.155487002106383, 53.78748641349375, -9.664707858581096, -30.34657005034387]| 11.9853515625000000|     16.00000000|[3722, 535, 0, 112]                                                        | | GPS sucess | actual_k=8
     113|[-65.91359329223633, 3.7665365487337112, 15.862249709665775, 51.78451866097748, 1.8231789316050708, -45.71327613852918, -12.865036573261023, -15.128838699311018, 8.806435402482748, -22.174709491431713, 10.078270175494254, -4.4960364159196615, 20.847091622650623, -14.169364472851157, 42.962874609511346, 41.73046286404133, 19.345717545598745, -6.438045971095562, 16.155487002106383, 53.78748641349375, -9.664707858581096, -30.34657005034387]| 11.9853515625000000|      8.00000000|[3753, 542, 0, 113]                                                        |  | used linear model with 39 points | actual_k=8
     114|[-65.91359329223633, 3.7665365487337112, 15.862249709665775, 51.78451866097748, 1.8231789316050708, -45.71327613852918, -12.865036573261023, -15.128838699311018, 8.806435402482748, -22.174709491431713, 10.078270175494254, -4.4960364159196615, 20.847091622650623, -14.169364472851157, 42.962874609511346, 41.73046286404133, 19.345717545598745, -6.438045971095562, 16.155487002106383, 53.78748641349375, -9.664707858581096, -30.34657005034387]| 11.9853515625000000|      4.00000000|[3786, 547, 0, 114]                                                        |  | used linear model with 39 points | actual_k=8
     115|[-66.52066850662231, 4.339844718575478, 16.40746710449457, 52.184556694701314, 1.9532223488204181, -45.38020428083837, -12.441655155271292, -15.71770654246211, 9.06712182983756, -21.53946476429701, 9.81676680687815, -5.731758480891585, 20.94765906780958, -13.735914966091514, 44.79729111818597, 42.62291057407856, 19.083721306174994, -4.784650795161724, 16.065909483702853, 54.32422170974314, -9.892815907020122, -30.717092966660857]| 11.9848213195800781|      8.00000000|[3820, 551, 0, 115]                                                        | | GPS sucess | actual_k=8
     116|[-66.52066850662231, 4.339844718575478, 16.40746710449457, 52.184556694701314, 1.9532223488204181, -45.38020428083837, -12.441655155271292, -15.71770654246211, 9.06712182983756, -21.53946476429701, 9.81676680687815, -5.731758480891585, 20.94765906780958, -13.735914966091514, 44.79729111818597, 42.62291057407856, 19.083721306174994, -4.784650795161724, 16.065909483702853, 54.32422170974314, -9.892815907020122, -30.717092966660857]| 11.9848213195800781|      4.00000000|[3854, 555, 0, 116]                                                        |  | used linear model with 39 points | actual_k=8
     117|[-66.95963448286057, 4.3208818063139915, 16.244489274919033, 52.53759283013642, 0.9314245725981891, -44.49101849459112, -11.904568132013083, -15.12691168114543, 9.166526447981596, -20.49276464432478, 9.89219765458256, -5.980660876259208, 20.35482197254896, -13.075180431827903, 45.06012176303193, 42.99901895225048, 19.98239305242896, -6.093961946666241, 15.80951509741135, 54.49051175452769, -9.29669936420396, -29.451473211869597]| 11.9833927154541016|      8.00000000|[3886, 561, 0, 117]                                                        | | GPS sucess | actual_k=8
     118|[-66.95963448286057, 4.3208818063139915, 16.244489274919033, 52.53759283013642, 0.9314245725981891, -44.49101849459112, -11.904568132013083, -15.12691168114543, 9.166526447981596, -20.49276464432478, 9.89219765458256, -5.980660876259208, 20.35482197254896, -13.075180431827903, 45.06012176303193, 42.99901895225048, 19.98239305242896, -6.093961946666241, 15.80951509741135, 54.49051175452769, -9.29669936420396, -29.451473211869597]| 11.9833927154541016|      4.00000000|[3918, 567, 0, 118]                                                        |  | used linear model with 39 points | actual_k=8
     119|[-66.76294930279255, 3.3007919415831566, 15.93070187419653, 52.478535613045096, 1.0799337620846927, -43.967838844284415, -11.133258875459433, -14.856633227318525, 8.736911606043577, -19.743160538375378, 10.00966810528189, -5.402175625786185, 21.92149405926466, -13.013720726594329, 43.56028364924714, 44.12843517959118, 20.038803592324257, -7.167150370776653, 15.543797799618915, 53.0478390250355, -10.0087247681804, -28.970256512984633]| 11.9830112457275391|      8.00000000|[3952, 571, 0, 119]                                                        | | GPS sucess | actual_k=8
     120|[-69.0020023137331, 3.5118963196873665, 18.789954088628292, 53.78321631811559, 0.0955035085789859, -43.425806721672416, -11.749947901815176, -13.621648591011763, 8.135487329214811, -19.071203105151653, 7.7489025527611375, -5.15127613209188, 24.81519990414381, -11.585836863145232, 45.22921620635316, 43.6350751966238, 19.509445145726204, -11.253628604114056, 14.080431171925738, 53.73193893767893, -10.827348310966045, -30.94521684013307]| 11.9785070419311523|     16.00000000|[3985, 576, 0, 120]                                                        | | GPS sucess | actual_k=8
     121|[-69.0020023137331, 3.5118963196873665, 18.789954088628292, 53.78321631811559, 0.0955035085789859, -43.425806721672416, -11.749947901815176, -13.621648591011763, 8.135487329214811, -19.071203105151653, 7.7489025527611375, -5.15127613209188, 24.81519990414381, -11.585836863145232, 45.22921620635316, 43.6350751966238, 19.509445145726204, -11.253628604114056, 14.080431171925738, 53.73193893767893, -10.827348310966045, -30.94521684013307]| 11.9785070419311523|      8.00000000|[4017, 582, 0, 121]                                                        |  | used linear model with 39 points | actual_k=8
     122|[-70.45633943378925, 5.433833308517933, 19.58008810132742, 54.50482704304159, 0.6808894868008792, -45.87159272097051, -11.55027512833476, -13.654358085244894, 10.680006992071867, -15.470649115741253, 5.737350695766509, -5.9191051330417395, 26.469811849296093, -10.951524710282683, 42.81686817435548, 43.32820697128773, 18.49569959938526, -9.865858785808086, 13.885488369734958, 54.20329905487597, -13.565745193976909, -28.344067281112075]| 11.9778175354003906|     16.00000000|[4053, 584, 0, 122]                                                        | | GPS sucess | actual_k=8
     123|[-70.45633943378925, 5.433833308517933, 19.58008810132742, 54.50482704304159, 0.6808894868008792, -45.87159272097051, -11.55027512833476, -13.654358085244894, 10.680006992071867, -15.470649115741253, 5.737350695766509, -5.9191051330417395, 26.469811849296093, -10.951524710282683, 42.81686817435548, 43.32820697128773, 18.49569959938526, -9.865858785808086, 13.885488369734958, 54.20329905487597, -13.565745193976909, -28.344067281112075]| 11.9778175354003906|      8.00000000|[4087, 588, 0, 123]                                                        |  | used linear model with 39 points | actual_k=8
     124|[-70.45633943378925, 5.433833308517933, 19.58008810132742, 54.50482704304159, 0.6808894868008792, -45.87159272097051, -11.55027512833476, -13.654358085244894, 10.680006992071867, -15.470649115741253, 5.737350695766509, -5.9191051330417395, 26.469811849296093, -10.951524710282683, 42.81686817435548, 43.32820697128773, 18.49569959938526, -9.865858785808086, 13.885488369734958, 54.20329905487597, -13.565745193976909, -28.344067281112075]| 11.9778175354003906|      4.00000000|[4121, 592, 0, 124]                                                        |  | used linear model with 39 points | actual_k=8
     125|[-70.45633943378925, 5.433833308517933, 19.58008810132742, 54.50482704304159, 0.6808894868008792, -45.87159272097051, -11.55027512833476, -13.654358085244894, 10.680006992071867, -15.470649115741253, 5.737350695766509, -5.9191051330417395, 26.469811849296093, -10.951524710282683, 42.81686817435548, 43.32820697128773, 18.49569959938526, -9.865858785808086, 13.885488369734958, 54.20329905487597, -13.565745193976909, -28.344067281112075]| 11.9778175354003906|      2.00000000|[4155, 596, 0, 125]                                                        |  | used linear model with 39 points | actual_k=8
     126|[-70.46875120326877, 5.631993554532528, 19.433110527694225, 54.61135490052402, 0.2213279302231967, -45.4074575509876, -11.163571190088987, -14.233106549829245, 10.677180096739903, -16.12460469454527, 6.706752830184996, -5.804681925103068, 26.691287703812122, -11.145910134539008, 42.82869495963678, 42.89236615598202, 19.176468566060066, -9.201870612800121, 13.452058681519702, 54.163966143503785, -13.306349773425609, -28.14634952507913]| 11.9754886627197266|      4.00000000|[4188, 601, 0, 126]                                                        | | GPS sucess | actual_k=8
     127|[-71.01670153066516, 5.120016299188137, 19.070873402059078, 55.101739360019565, 0.987574368249625, -45.030908873304725, -13.346550773829222, -14.727834071964025, 10.847109362715855, -15.792163155972958, 6.971839808858931, -7.013326911255717, 24.972643680870533, -11.207014033570886, 42.175466855522245, 42.55285568535328, 18.25374586880207, -9.089660547673702, 11.888668545754626, 53.88441985286772, -12.673255105037242, -28.32953298650682]| 11.9744682312011719|      8.00000000|[4220, 607, 0, 127]                                                        | | GPS sucess | actual_k=8
     128|[-72.96327931806445, 0.8378169164061546, 20.223705790936947, 56.76462144963443, 0.6728138918988407, -42.06962232850492, -14.792815636843443, -17.692004527896643, 10.553587064379826, -16.59615185111761, 6.845890500582755, -8.547573117539287, 24.981723819859326, -13.209891507402062, 43.61851104116067, 41.21180100739002, 18.261290730442852, -9.67589070647955, 10.996980318101123, 55.06961494125426, -14.291572589892894, -27.077156430110335]| 11.9663047790527344|     16.00000000|[4253, 612, 0, 128]                                                        | | GPS sucess | actual_k=8
     129|[-75.60218889638782, -4.8461974039673805, 24.822464488446712, 58.3118984233588, -0.8793164496310055, -46.287641337141395, -16.171637009829283, -23.629151668399572, 7.828824624652043, -17.083983443677425, 8.070732333697379, -11.280339984223247, 22.92436030972749, -8.215016076341271, 44.09556000446901, 36.86942620575428, 18.69459149381146, -9.591422483325005, 8.395584234269336, 53.4913811031729, -11.843974370975047, -25.071352606639266]| 11.9583444595336914|     32.00000000|[4286, 617, 0, 129]                                                        | | GPS sucess | actual_k=8
     130|[-75.60218889638782, -4.8461974039673805, 24.822464488446712, 58.3118984233588, -0.8793164496310055, -46.287641337141395, -16.171637009829283, -23.629151668399572, 7.828824624652043, -17.083983443677425, 8.070732333697379, -11.280339984223247, 22.92436030972749, -8.215016076341271, 44.09556000446901, 36.86942620575428, 18.69459149381146, -9.591422483325005, 8.395584234269336, 53.4913811031729, -11.843974370975047, -25.071352606639266]| 11.9583444595336914|     16.00000000|[4321, 620, 0, 130]                                                        |  | used linear model with 39 points | actual_k=8
     131|[-75.60218889638782, -4.8461974039673805, 24.822464488446712, 58.3118984233588, -0.8793164496310055, -46.287641337141395, -16.171637009829283, -23.629151668399572, 7.828824624652043, -17.083983443677425, 8.070732333697379, -11.280339984223247, 22.92436030972749, -8.215016076341271, 44.09556000446901, 36.86942620575428, 18.69459149381146, -9.591422483325005, 8.395584234269336, 53.4913811031729, -11.843974370975047, -25.071352606639266]| 11.9583444595336914|      8.00000000|[4355, 624, 0, 131]                                                        |  | used linear model with 39 points | actual_k=8
     132|[-75.24943394586444, -8.933655060827732, 24.300548277795315, 58.441311029717326, -2.427140832412988, -46.41087660007179, -13.721025418490171, -22.908483769744635, 8.670303330058232, -18.18613960593939, 10.038324334658682, -11.240786949172616, 23.706159208901227, -4.76324743963778, 45.35325043415651, 34.81957383453846, 18.061086626257747, -7.293116733431816, 8.828576960833743, 54.288450056687, -12.291338939685374, -26.64536321721971]| 11.9546546936035156|     16.00000000|[4387, 630, 0, 132]                                                        | | GPS sucess | actual_k=8
     133|[-75.24943394586444, -8.933655060827732, 24.300548277795315, 58.441311029717326, -2.427140832412988, -46.41087660007179, -13.721025418490171, -22.908483769744635, 8.670303330058232, -18.18613960593939, 10.038324334658682, -11.240786949172616, 23.706159208901227, -4.76324743963778, 45.35325043415651, 34.81957383453846, 18.061086626257747, -7.293116733431816, 8.828576960833743, 54.288450056687, -12.291338939685374, -26.64536321721971]| 11.9546546936035156|      8.00000000|[4420, 635, 0, 133]                                                        |  | used linear model with 39 points | actual_k=8
     134|[-78.18866677209735, -7.50308445841074, 24.547519855201244, 60.71783438138664, -1.3606222872622311, -43.77297600917518, -13.187847208231688, -23.137926574796438, 9.388338074320927, -18.402409069240093, 11.178964474238455, -11.290411418303847, 25.63489589560777, -7.654287764802575, 46.72073786472902, 32.990059450268745, 21.97256371518597, -6.099664494395256, 9.313985326560214, 55.683149034157395, -12.634155143518, -26.92128292284906]| 11.9488029479980469|     16.00000000|[4453, 640, 0, 134]                                                        | | GPS sucess | actual_k=8
     135|[-77.08366556093097, -11.105160035192966, 22.020072869956493, 60.48269857279956, -3.611957908142358, -39.34595593623817, -15.909816335886717, -19.70838999375701, 13.126900419825688, -19.052068643271923, 14.631189205683768, -17.948973601683974, 26.213956807740033, -6.5050320122390985, 43.49326079105958, 29.405704334378242, 26.136084051337093, -9.478601977229118, 11.00355110433884, 51.690072471275926, -12.583760016132146, -24.619074976071715]| 11.9483900070190430|     32.00000000|[4486, 645, 0, 135]                                                        | | GPS sucess | actual_k=8
     136|[-77.08366556093097, -11.105160035192966, 22.020072869956493, 60.48269857279956, -3.611957908142358, -39.34595593623817, -15.909816335886717, -19.70838999375701, 13.126900419825688, -19.052068643271923, 14.631189205683768, -17.948973601683974, 26.213956807740033, -6.5050320122390985, 43.49326079105958, 29.405704334378242, 26.136084051337093, -9.478601977229118, 11.00355110433884, 51.690072471275926, -12.583760016132146, -24.619074976071715]| 11.9483900070190430|     16.00000000|[4518, 651, 0, 136]                                                        |  | used linear model with 39 points | actual_k=8
     137|[-83.23066921159625, -13.141507662832737, 24.543420009315014, 65.02474464289844, -1.7243629698641598, -35.30068310908973, -10.818570207804441, -23.929786916822195, 15.501526102656499, -21.26943676918745, 15.109834083355963, -22.17953342758119, 29.28353760112077, -4.499152610078454, 45.98132078861818, 29.918164268136024, 25.66193059226498, -13.043702647089958, 11.022893239976838, 54.84269016422331, -11.772022538352758, -20.93294016085565]| 11.9327936172485352|     32.00000000|[4551, 656, 0, 137]                                                        | | GPS sucess | actual_k=8
     138|[-83.23066921159625, -13.141507662832737, 24.543420009315014, 65.02474464289844, -1.7243629698641598, -35.30068310908973, -10.818570207804441, -23.929786916822195, 15.501526102656499, -21.26943676918745, 15.109834083355963, -22.17953342758119, 29.28353760112077, -4.499152610078454, 45.98132078861818, 29.918164268136024, 25.66193059226498, -13.043702647089958, 11.022893239976838, 54.84269016422331, -11.772022538352758, -20.93294016085565]| 11.9327936172485352|     16.00000000|[4583, 662, 0, 138]                                                        |  | used linear model with 39 points | actual_k=8
     139|[-86.52209372445941, -13.841993011534214, 26.521759681403637, 67.13149918429554, -2.014566302765161, -40.5063901823014, -18.58105666562915, -26.346390958875418, 16.83122955285944, -28.340223245322704, 17.321753629483283, -27.93640941940248, 32.88906929362565, -4.9409485552459955, 48.317250659223646, 31.44853736460209, 27.642599494662136, -10.047074362635612, 8.939758827211335, 57.843867713585496, -11.505426846910268, -21.788935041055083]| 11.9298248291015625|     32.00000000|[4613, 670, 0, 139]                                                        | | GPS sucess | actual_k=8
     140|[-93.02995819970965, -3.926848091185093, 39.28173130005598, 69.43283046595752, -2.3975338940508664, -55.07001361064613, -19.314161609858274, -35.826539274305105, 16.724223837489262, -22.817998342216015, 15.025027164258063, -26.241345470771194, 34.14266524184495, -5.616764673963189, 48.20155514543876, 36.05341102182865, 25.734330208506435, -12.463248774409294, -3.5498766403179616, 55.22985046543181, -13.484337650705129, -25.687987184152007]| 11.9150123596191406|     64.00000000|[4643, 678, 0, 140]                                                        | | GPS sucess | actual_k=8
     141|[-93.02995819970965, -3.926848091185093, 39.28173130005598, 69.43283046595752, -2.3975338940508664, -55.07001361064613, -19.314161609858274, -35.826539274305105, 16.724223837489262, -22.817998342216015, 15.025027164258063, -26.241345470771194, 34.14266524184495, -5.616764673963189, 48.20155514543876, 36.05341102182865, 25.734330208506435, -12.463248774409294, -3.5498766403179616, 55.22985046543181, -13.484337650705129, -25.687987184152007]| 11.9150123596191406|     32.00000000|[4677, 682, 0, 141]                                                        |  | used linear model with 39 points | actual_k=8
     142|[-96.56728238984942, -5.782568849623203, 42.496030025184155, 71.76674736849964, -6.0397899155505, -50.065311996266246, -22.593588422983885, -37.872137781232595, 31.25683282339014, -26.167625598609447, 15.628827639855444, -36.554819172248244, 43.90975508559495, -2.3296235892921686, 55.61734999483451, 34.17346788942814, 33.37817481299862, -20.31846909224987, -5.093530843732879, 50.39556806720793, -2.3808744777925313, -15.261514520272613]| 11.9053382873535156|     64.00000000|[4710, 687, 0, 142]                                                        | | GPS sucess | actual_k=8
     143|[-96.56728238984942, -5.782568849623203, 42.496030025184155, 71.76674736849964, -6.0397899155505, -50.065311996266246, -22.593588422983885, -37.872137781232595, 31.25683282339014, -26.167625598609447, 15.628827639855444, -36.554819172248244, 43.90975508559495, -2.3296235892921686, 55.61734999483451, 34.17346788942814, 33.37817481299862, -20.31846909224987, -5.093530843732879, 50.39556806720793, -2.3808744777925313, -15.261514520272613]| 11.9053382873535156|     32.00000000|[4743, 692, 0, 143]                                                        |  | used linear model with 39 points | actual_k=8
     144|[-96.56728238984942, -5.782568849623203, 42.496030025184155, 71.76674736849964, -6.0397899155505, -50.065311996266246, -22.593588422983885, -37.872137781232595, 31.25683282339014, -26.167625598609447, 15.628827639855444, -36.554819172248244, 43.90975508559495, -2.3296235892921686, 55.61734999483451, 34.17346788942814, 33.37817481299862, -20.31846909224987, -5.093530843732879, 50.39556806720793, -2.3808744777925313, -15.261514520272613]| 11.9053382873535156|     16.00000000|[4776, 697, 0, 144]                                                        |  | used linear model with 39 points | actual_k=8
     145|[-96.56728238984942, -5.782568849623203, 42.496030025184155, 71.76674736849964, -6.0397899155505, -50.065311996266246, -22.593588422983885, -37.872137781232595, 31.25683282339014, -26.167625598609447, 15.628827639855444, -36.554819172248244, 43.90975508559495, -2.3296235892921686, 55.61734999483451, 34.17346788942814, 33.37817481299862, -20.31846909224987, -5.093530843732879, 50.39556806720793, -2.3808744777925313, -15.261514520272613]| 11.9053382873535156|      8.00000000|[4808, 703, 0, 145]                                                        |  | used linear model with 39 points | actual_k=8
     146|[-96.56728238984942, -5.782568849623203, 42.496030025184155, 71.76674736849964, -6.0397899155505, -50.065311996266246, -22.593588422983885, -37.872137781232595, 31.25683282339014, -26.167625598609447, 15.628827639855444, -36.554819172248244, 43.90975508559495, -2.3296235892921686, 55.61734999483451, 34.17346788942814, 33.37817481299862, -20.31846909224987, -5.093530843732879, 50.39556806720793, -2.3808744777925313, -15.261514520272613]| 11.9053382873535156|      4.00000000|[4841, 708, 0, 146]                                                        |  | used linear model with 39 points | actual_k=8
     147|[-97.37611449882388, -5.067906595766544, 42.09822853654623, 72.39877994172275, -5.3350771074183285, -49.719191966578364, -21.99445564672351, -36.97786384448409, 29.731027230853215, -26.259258322417736, 15.293974825181067, -36.83786133490503, 43.57529759872705, -3.2077466938644648, 55.80049103265628, 34.15286871045828, 34.98239353438839, -19.617826089262962, -4.158667276380584, 48.67248218692839, -3.343800746370107, -14.790729707106948]| 11.9050016403198242|      8.00000000|[4872, 715, 0, 147]                                                        | | GPS sucess | actual_k=8
     148|[-97.45630783215165, -7.11248729377985, 38.6056249961257, 73.21308751218021, -4.519359589088708, -49.90020209364593, -23.05129809305072, -38.35489469394088, 31.749332294100896, -24.14789705723524, 16.1642462098971, -34.9031293746084, 43.8122789459303, -3.6086872909218073, 57.28870469098911, 36.43755837529898, 34.968539560679346, -22.22761045396328, -7.462217519758269, 47.43929963745177, -2.807783864904195, -13.928297048434615]| 11.9035625457763672|     16.00000000|[4903, 722, 0, 148]                                                        | | GPS sucess | actual_k=8
     149|[-97.45630783215165, -7.11248729377985, 38.6056249961257, 73.21308751218021, -4.519359589088708, -49.90020209364593, -23.05129809305072, -38.35489469394088, 31.749332294100896, -24.14789705723524, 16.1642462098971, -34.9031293746084, 43.8122789459303, -3.6086872909218073, 57.28870469098911, 36.43755837529898, 34.968539560679346, -22.22761045396328, -7.462217519758269, 47.43929963745177, -2.807783864904195, -13.928297048434615]| 11.9035625457763672|      8.00000000|[4937, 726, 0, 149]                                                        |  | used linear model with 39 points | actual_k=8
     150|[-99.58627695217729, -7.67331276088953, 36.28526648133993, 75.39638419263065, -6.187020302284509, -47.32077079825103, -25.433578919619322, -36.990189012140036, 31.89966729306616, -22.44472759217024, 16.23926265630871, -34.575927471742034, 45.172218282707036, -2.352977642789483, 57.08134945994243, 35.41119750589132, 31.67685946309939, -22.285922713577747, -7.464728024788201, 47.08079313673079, -4.1613391865976155, -15.637359028682113]| 11.8969287872314453|     16.00000000|[4970, 731, 0, 150]                                                        | | GPS sucess | actual_k=8
     151|[-99.58627695217729, -7.67331276088953, 36.28526648133993, 75.39638419263065, -6.187020302284509, -47.32077079825103, -25.433578919619322, -36.990189012140036, 31.89966729306616, -22.44472759217024, 16.23926265630871, -34.575927471742034, 45.172218282707036, -2.352977642789483, 57.08134945994243, 35.41119750589132, 31.67685946309939, -22.285922713577747, -7.464728024788201, 47.08079313673079, -4.1613391865976155, -15.637359028682113]| 11.8969287872314453|      8.00000000|[5003, 736, 0, 151]                                                        |  | used linear model with 39 points | actual_k=8
     152|[-102.85598272457719, -4.842955447733402, 36.11373796314001, 77.81970353238285, -5.875959456432611, -49.04113846831024, -27.338591288775206, -37.9197205863893, 33.11734274053015, -20.546571187675, 18.09357209596783, -34.89436045847833, 46.42552061844617, -3.766633043065667, 56.86119575565681, 35.749198876321316, 32.31716122711077, -23.972902841866016, -8.387199846096337, 45.888892048969865, -7.521077298093587, -16.128349816426635]| 11.8914852142333984|     16.00000000|[5035, 742, 0, 152]                                                        | | GPS sucess | actual_k=8
     153|[-102.85598272457719, -4.842955447733402, 36.11373796314001, 77.81970353238285, -5.875959456432611, -49.04113846831024, -27.338591288775206, -37.9197205863893, 33.11734274053015, -20.546571187675, 18.09357209596783, -34.89436045847833, 46.42552061844617, -3.766633043065667, 56.86119575565681, 35.749198876321316, 32.31716122711077, -23.972902841866016, -8.387199846096337, 45.888892048969865, -7.521077298093587, -16.128349816426635]| 11.8914852142333984|      8.00000000|[5070, 745, 0, 153]                                                        |  | used linear model with 39 points | actual_k=8
     154|[-105.39671796932817, -8.524100877344608, 37.80590607970953, 79.6310357581824, -3.629110157955438, -49.571481285616755, -25.99444956704974, -36.17661326751113, 33.24975250684656, -22.5213470980525, 17.140214518643916, -36.22898772917688, 47.51957412529737, -4.425676057115197, 59.70250315731391, 37.730763040483, 33.45050551975146, -22.903492875397205, -7.062429157085717, 47.39323651231825, -7.3995351199992, -16.666063701733947]| 11.8866100311279297|     16.00000000|[5104, 749, 0, 154]                                                        | | GPS sucess | actual_k=8
     155|[-105.39671796932817, -8.524100877344608, 37.80590607970953, 79.6310357581824, -3.629110157955438, -49.571481285616755, -25.99444956704974, -36.17661326751113, 33.24975250684656, -22.5213470980525, 17.140214518643916, -36.22898772917688, 47.51957412529737, -4.425676057115197, 59.70250315731391, 37.730763040483, 33.45050551975146, -22.903492875397205, -7.062429157085717, 47.39323651231825, -7.3995351199992, -16.666063701733947]| 11.8866100311279297|      8.00000000|[5135, 756, 0, 155]                                                        |  | used linear model with 39 points | actual_k=8
